,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v26,31,28,11,18,45,16,33,6,23,38,19,25,11,46,18,11,18,27,31,19,27,29,21,36,21,0,42,14,18,22,15,11,40,22,30,3,39,25,12,27,24,9,33,16,40,27,22,18,20,32,19,25,36,17,9,25,25,31,24,15,33,25,14,21,43,26,10,28,16,19,33,35,40,31,35,37,5,30,27,17
v27,11,36,53,24,41,54,51,48,19,38,39,67,37,40,50,35,26,41,43,35,69,39,21,58,63,42,0,28,60,26,27,53,82,50,72,41,57,67,36,51,30,49,49,32,4,15,32,60,62,12,23,17,48,37,51,59,57,73,20,29,75,17,36,21,53,38,38,70,58,27,27,51,82,55,77,5,45,50,31,59
v28,17,36,25,16,53,26,41,20,17,46,11,39,9,54,22,19,10,19,23,27,41,37,7,44,35,14,28,0,32,12,1,25,54,30,44,13,47,39,20,23,16,21,25,24,26,23,14,32,34,18,9,11,28,9,23,31,29,45,32,23,47,11,22,15,51,34,18,42,30,11,41,27,54,39,49,23,17,38,35,31
v29,49,24,7,36,33,6,21,18,41,26,31,27,23,34,30,25,34,39,43,25,25,21,39,24,27,18,60,32,0,40,33,17,22,10,12,19,27,17,24,39,36,11,45,28,58,45,34,4,14,50,37,43,48,29,17,37,37,13,40,31,15,43,24,39,31,22,22,18,26,33,35,47,22,19,17,55,17,18,29,3
v30,25,48,33,28,65,36,53,28,29,58,19,47,17,66,30,31,6,21,23,39,49,49,5,56,43,22,26,12,40,0,13,33,62,42,52,21,59,47,32,31,4,29,29,36,22,35,12,40,42,14,21,23,28,17,31,39,37,53,44,35,55,9,34,27,63,46,30,50,38,7,53,31,62,51,57,23,25,50,47,39
v31,16,35,26,15,52,27,40,21,16,45,12,40,10,53,23,18,11,20,24,26,42,36,8,43,36,15,27,1,33,13,0,26,55,29,45,14,46,40,19,24,17,22,26,23,25,22,15,33,35,17,8,10,29,10,24,32,30,46,31,22,48,10,21,14,50,33,17,43,31,12,40,28,55,38,50,22,18,37,34,32
v32,42,33,16,29,50,21,38,5,34,43,14,14,16,51,13,18,27,22,26,24,16,34,32,41,10,11,53,25,17,33,26,0,29,27,29,12,44,14,17,22,29,14,28,21,51,38,21,13,9,43,30,36,31,16,2,20,20,30,33,24,22,36,19,32,48,31,15,17,9,26,38,30,29,36,26,48,8,35,32,20
v33,71,46,29,58,47,28,35,34,63,44,43,15,45,48,32,47,56,41,39,47,13,43,61,38,19,40,82,54,22,62,55,29,0,32,26,41,41,15,46,31,58,33,33,50,80,67,50,22,20,72,59,65,34,45,31,23,25,27,62,53,7,65,46,61,45,44,44,12,24,55,57,33,10,33,23,77,37,32,51,23
v34,39,14,11,26,23,6,11,28,31,16,41,37,33,24,40,15,40,49,53,15,35,11,37,14,37,22,50,30,10,42,29,27,32,0,22,25,17,27,14,49,46,13,55,18,48,35,44,14,24,40,27,33,58,39,27,47,47,23,30,21,25,33,14,29,21,12,12,28,36,41,25,57,32,9,27,45,27,8,19,9
v35,61,36,19,48,31,18,21,30,53,34,43,39,35,34,42,37,46,51,55,37,37,33,51,14,39,30,72,44,12,52,45,29,26,22,0,31,15,29,36,51,48,23,57,40,70,57,46,16,26,62,49,55,60,41,29,49,49,1,52,43,21,55,36,51,19,34,34,30,38,45,47,59,16,17,5,67,29,22,41,13
v36,30,31,14,17,48,19,36,7,22,41,16,26,8,49,15,14,15,24,28,22,28,32,20,39,22,3,41,13,19,21,14,12,41,25,31,0,42,26,15,24,21,12,30,19,39,26,19,19,21,31,18,24,33,14,10,22,22,32,27,18,34,24,17,20,46,29,13,29,17,16,36,32,41,34,36,36,4,33,30,18
v37,46,21,28,33,16,23,6,45,38,19,58,54,50,19,57,28,57,66,70,22,52,18,54,3,54,39,57,47,27,59,46,44,41,17,15,42,0,44,27,66,63,30,72,25,55,42,61,31,41,47,38,40,75,56,44,64,64,16,37,28,36,50,25,36,4,19,29,45,53,58,32,74,31,8,20,52,44,9,26,24
v38,56,33,16,43,50,21,38,19,48,43,28,10,30,51,17,32,41,26,26,32,8,34,46,41,10,25,67,39,17,47,40,14,15,27,29,26,44,0,31,22,43,18,28,35,65,52,35,13,5,57,44,50,31,30,16,20,20,30,47,38,8,50,31,46,48,31,29,3,9,40,42,30,15,36,26,62,22,35,36,20
v39,25,16,17,12,33,18,21,18,17,26,31,31,23,34,30,1,30,39,43,7,33,17,27,24,27,12,36,20,24,32,19,17,46,14,36,15,27,31,0,39,36,13,45,4,34,21,34,24,26,26,13,19,48,29,17,37,37,37,16,7,39,23,2,15,31,14,2,34,26,31,21,47,46,19,41,31,17,18,15,23
v40,40,55,38,35,72,43,60,21,36,65,12,16,16,73,9,38,25,10,8,46,18,56,30,63,12,27,51,23,39,31,24,22,31,49,51,24,66,22,39,0,27,36,6,43,49,42,19,35,25,41,28,34,9,14,22,8,6,52,51,42,30,34,41,34,70,53,37,21,13,24,60,8,35,58,48,46,22,57,54,42
v41,29,52,35,32,69,40,57,24,33,62,15,43,13,70,26,35,6,17,19,43,45,53,9,60,39,24,30,16,36,4,17,29,58,46,48,21,63,43,36,27,0,33,25,40,26,39,8,36,38,18,25,27,24,13,27,35,33,49,48,39,51,13,38,31,67,50,34,46,34,5,57,27,58,55,53,27,21,54,51,39
v42,38,19,4,25,36,7,24,15,30,29,28,24,20,37,27,14,27,36,40,14,22,20,28,27,24,9,49,21,11,29,22,14,33,13,23,12,30,18,13,36,33,0,42,17,47,34,31,11,13,39,26,32,45,26,14,34,34,24,29,20,26,32,13,28,34,17,11,21,23,28,24,44,33,22,28,44,14,21,18,10
v43,38,61,44,41,78,49,66,27,42,71,14,18,22,79,15,44,23,8,6,52,20,62,28,69,18,33,49,25,45,29,26,28,33,55,57,30,72,28,45,6,25,42,0,49,47,48,17,41,31,39,34,36,3,16,28,10,8,58,57,48,36,32,47,40,76,59,43,27,19,22,66,2,41,64,54,44,28,63,60,48
v44,21,12,21,8,29,22,19,22,13,22,35,35,27,30,34,5,34,43,47,3,37,13,31,26,31,16,32,24,28,36,23,21,50,18,40,19,25,35,4,43,40,17,49,0,30,17,38,28,30,22,15,15,52,33,21,41,41,41,12,3,43,27,4,11,27,10,6,38,30,35,17,51,50,23,45,27,21,18,11,27
v45,9,34,51,22,43,52,49,46,17,36,37,65,35,44,48,33,24,39,41,33,67,37,19,56,61,40,4,26,58,22,25,51,80,48,70,39,55,65,34,49,26,47,47,30,0,13,30,58,60,8,21,15,46,35,49,57,55,71,22,27,73,15,34,19,51,36,36,68,56,25,31,49,80,53,75,3,43,48,29,57
v46,10,21,38,9,30,39,36,33,6,23,34,52,26,31,35,20,33,42,46,20,54,24,30,43,48,27,15,23,45,35,22,38,67,35,57,26,42,52,21,42,39,34,48,17,13,0,37,45,47,21,14,12,51,32,36,44,42,58,9,14,60,26,21,8,38,23,23,55,43,34,18,50,67,40,62,12,30,35,16,44
v47,27,50,33,30,67,38,55,16,31,60,7,35,11,68,18,33,6,9,11,41,37,51,11,58,31,22,32,14,34,12,15,21,50,44,46,19,61,35,34,19,8,31,17,38,30,37,0,30,30,22,23,25,16,5,19,27,25,47,46,37,43,15,36,29,65,48,32,38,26,5,55,19,50,53,45,27,17,52,49,37
v48,49,24,7,36,37,8,25,14,41,30,27,23,23,38,26,25,34,35,39,25,21,21,39,28,23,18,60,32,4,40,33,13,22,14,16,19,31,13,24,35,36,11,41,28,58,45,30,0,10,50,37,43,44,25,13,33,33,17,40,31,15,43,24,39,35,22,22,14,22,33,35,43,22,23,17,55,15,22,29,7
v49,51,30,13,38,47,18,35,14,43,40,23,13,25,48,16,27,36,25,29,27,11,31,41,38,13,20,62,34,14,42,35,9,20,24,26,21,41,5,26,25,38,13,31,30,60,47,30,10,0,52,39,45,34,25,11,23,23,27,42,33,13,45,26,41,45,28,24,8,12,35,37,33,20,33,23,57,17,32,31,17
v50,11,34,43,14,51,44,41,38,15,44,29,57,27,52,40,25,16,31,33,25,59,35,11,48,53,32,12,18,50,14,17,43,72,40,62,31,47,57,26,41,18,39,39,22,8,21,22,50,52,0,13,9,38,27,41,49,47,63,30,21,65,7,26,13,49,32,28,60,48,17,39,41,72,45,67,9,35,40,33,49
v51,12,27,30,7,44,31,32,25,8,37,20,44,14,45,27,12,19,28,32,18,46,28,16,35,40,19,23,9,37,21,8,30,59,27,49,18,38,44,13,28,25,26,34,15,21,14,23,37,39,13,0,6,37,18,28,36,34,50,23,14,52,12,13,6,42,25,15,47,35,20,32,36,59,32,54,18,22,29,26,36
v52,6,25,36,7,42,37,34,31,6,35,22,50,20,43,33,18,21,30,34,18,52,26,18,41,46,25,17,11,43,23,10,36,65,33,55,24,40,50,19,34,27,32,36,15,15,12,25,43,45,9,6,0,39,20,34,42,40,56,21,12,58,14,19,4,40,23,21,53,41,22,30,38,65,38,60,12,28,33,24,42
v53,41,64,47,44,81,52,69,30,45,74,17,21,25,82,18,47,22,9,5,55,23,65,27,72,21,36,48,28,48,28,29,31,34,58,60,33,75,31,48,9,24,45,3,52,46,51,16,44,34,38,37,39,0,19,31,11,11,61,60,51,39,31,50,43,79,62,46,30,22,21,69,3,44,67,57,43,31,66,63,51
v54,26,45,28,25,62,33,50,11,26,55,2,30,6,63,13,28,11,10,14,36,32,46,16,53,26,17,37,9,29,17,10,16,45,39,41,14,56,30,29,14,13,26,16,33,35,32,5,25,25,27,18,20,19,0,14,22,20,42,41,32,38,20,31,24,60,43,27,33,21,10,50,18,45,48,40,32,12,47,44,32
v55,40,33,16,27,50,21,38,3,32,43,14,16,14,51,13,16,25,22,26,24,18,34,30,41,12,9,51,23,17,31,24,2,31,27,29,10,44,16,17,22,27,14,28,21,49,36,19,13,11,41,28,34,31,14,0,20,20,30,31,22,24,34,19,30,48,31,15,19,9,24,38,30,31,36,26,46,6,35,32,20
v56,48,53,36,35,70,41,58,19,40,63,20,10,22,71,9,36,33,18,16,44,12,54,38,61,10,25,59,31,37,39,32,20,23,47,49,22,64,20,37,8,35,34,10,41,57,44,27,33,23,49,36,42,11,22,20,0,2,50,49,40,28,42,39,38,68,51,35,19,11,32,58,10,33,56,46,54,20,55,52,40
v57,46,53,36,33,70,41,58,19,38,63,18,10,20,71,7,36,31,16,14,44,12,54,36,61,10,25,57,29,37,37,30,20,25,47,49,22,64,20,37,6,33,34,8,41,55,42,25,33,23,47,34,40,11,20,20,2,0,50,49,40,28,40,39,36,68,51,35,19,11,30,58,10,33,56,46,52,20,55,52,40
v58,62,37,20,49,32,19,22,31,54,35,44,40,36,35,43,38,47,52,56,38,38,34,52,15,40,31,73,45,13,53,46,30,27,23,1,32,16,30,37,52,49,24,58,41,71,58,47,17,27,63,50,56,61,42,30,50,50,0,53,44,22,56,37,52,20,35,35,31,39,46,48,60,17,18,4,68,30,23,42,14
v59,19,16,33,16,21,34,31,30,15,18,43,47,35,22,42,15,42,51,55,15,49,19,39,38,43,24,20,32,40,44,31,33,62,30,52,27,37,47,16,51,48,29,57,12,22,9,46,40,42,30,23,21,60,41,31,49,49,53,0,9,55,35,16,17,33,18,18,50,38,43,9,59,62,35,57,21,29,30,11,39
v60,18,13,24,7,30,25,22,21,10,23,34,38,26,31,33,6,33,42,46,6,40,14,30,29,34,15,29,23,31,35,22,24,53,21,43,18,28,38,7,42,39,20,48,3,27,14,37,31,33,21,14,12,51,32,22,40,40,44,9,0,46,26,7,8,28,11,9,41,29,34,18,50,53,26,48,24,20,21,12,30
v61,64,39,22,51,42,21,30,27,56,37,36,18,38,43,25,40,49,34,34,40,16,36,54,33,18,33,75,47,15,55,48,22,7,25,21,34,36,8,39,30,51,26,36,43,73,60,43,15,13,65,52,58,39,38,24,28,28,22,55,46,0,58,39,54,40,37,37,9,17,48,50,38,7,28,18,70,30,27,44,16
v62,16,39,36,19,56,37,44,31,20,49,22,50,20,57,33,22,9,24,26,30,52,40,4,47,46,25,17,11,43,9,10,36,65,33,55,24,50,50,23,34,13,32,32,27,15,26,15,43,45,7,12,14,31,20,34,42,40,56,35,26,58,0,25,18,54,37,21,53,41,10,44,34,65,42,60,14,28,41,38,42
v63,25,14,17,12,31,18,19,20,17,24,33,31,25,32,32,3,32,41,45,5,33,15,29,22,29,14,36,22,24,34,21,19,46,14,36,17,25,31,2,41,38,13,47,4,34,21,36,24,26,26,13,19,50,31,19,39,39,37,16,7,39,25,0,15,29,12,4,34,28,33,19,49,46,19,41,31,19,16,13,23
v64,10,21,32,3,38,33,30,27,2,31,26,46,18,39,29,14,25,34,38,14,48,22,22,37,42,21,21,15,39,27,14,32,61,29,51,20,36,46,15,34,31,28,40,11,19,8,29,39,41,13,6,4,43,24,30,38,36,52,17,8,54,18,15,0,36,19,17,49,37,26,26,42,61,34,56,16,24,29,20,38
v65,42,17,32,35,12,27,10,49,34,15,62,58,54,15,61,32,61,70,74,24,56,14,58,7,58,43,53,51,31,63,50,48,45,21,19,46,4,48,31,70,67,34,76,27,51,38,65,35,45,49,42,40,79,60,48,68,68,20,33,28,40,54,29,36,0,17,33,49,57,62,28,78,35,12,24,48,48,13,22,28
v66,27,2,15,18,19,16,13,32,19,12,45,41,37,20,44,15,44,53,57,7,39,3,41,20,41,26,38,34,22,46,33,31,44,12,34,29,19,31,14,53,50,17,59,10,36,23,48,22,28,32,25,23,62,43,31,51,51,35,18,11,37,37,12,19,17,0,16,32,40,45,13,61,44,17,39,33,31,12,7,21
v67,27,18,15,14,35,16,23,16,19,28,29,29,21,36,28,3,28,37,41,9,31,19,25,26,25,10,38,18,22,30,17,15,44,12,34,13,29,29,2,37,34,11,43,6,36,23,32,22,24,28,15,21,46,27,15,35,35,35,18,9,37,21,4,17,33,16,0,32,24,29,23,45,44,21,39,33,15,20,17,21
v68,59,34,17,46,51,22,39,22,51,44,31,9,33,52,20,35,44,29,27,35,7,35,49,42,9,28,70,42,18,50,43,17,12,28,30,29,45,3,34,21,46,21,27,38,68,55,38,14,8,60,47,53,30,33,19,19,19,31,50,41,9,53,34,49,49,32,32,0,12,43,45,29,14,37,27,65,25,36,39,21
v69,47,42,25,34,59,30,47,10,39,52,19,9,21,60,8,25,32,17,17,33,11,43,37,50,5,16,58,30,26,38,31,9,24,36,38,17,53,9,26,13,34,23,19,30,56,43,26,22,12,48,35,41,22,21,9,11,11,39,38,29,17,41,28,37,57,40,24,12,0,31,47,21,24,45,35,53,13,44,41,29
v70,24,47,30,27,64,35,52,21,28,57,12,40,10,65,23,30,1,14,16,38,42,48,6,55,36,19,27,11,33,7,12,26,55,41,45,16,58,40,31,24,5,28,22,35,25,34,5,33,35,17,20,22,21,10,24,32,30,46,43,34,48,10,33,26,62,45,29,43,31,0,52,24,55,50,50,22,18,49,46,34
v71,28,11,28,25,16,29,26,39,24,13,52,48,44,13,51,22,51,60,64,14,46,14,48,33,48,33,27,41,35,53,40,38,57,25,47,36,32,42,21,60,57,24,66,17,31,18,55,35,37,39,32,30,69,50,38,58,58,48,9,18,50,44,19,26,28,13,23,45,47,52,0,68,57,30,52,30,38,25,6,34
v72,40,63,46,43,80,51,68,29,44,73,16,20,24,81,17,46,25,10,8,54,22,64,30,71,20,35,51,27,47,31,28,30,33,57,59,32,74,30,47,8,27,44,2,51,49,50,19,43,33,41,36,38,3,18,30,10,10,60,59,50,38,34,49,42,78,61,45,29,21,24,68,0,43,66,56,46,30,65,62,50
v73,71,46,29,58,41,28,31,34,63,44,43,23,45,44,32,47,56,41,39,47,21,43,61,28,23,40,82,54,22,62,55,29,10,32,16,41,31,15,46,35,58,33,41,50,80,67,50,22,20,72,59,65,44,45,31,33,33,17,62,53,7,65,46,61,35,44,44,14,24,55,57,43,0,27,13,77,37,32,51,23
v74,44,19,20,31,14,15,4,37,36,17,50,46,42,17,49,20,49,58,62,20,44,16,46,5,46,31,55,39,19,51,38,36,33,9,17,34,8,36,19,58,55,22,64,23,53,40,53,23,33,45,32,38,67,48,36,56,56,18,35,26,28,42,19,34,12,17,21,37,45,50,30,66,27,0,22,50,36,5,24,16
v75,66,41,24,53,36,23,26,29,58,39,40,36,40,39,39,42,51,48,52,42,34,38,56,19,36,35,77,49,17,57,50,26,23,27,5,36,20,26,41,48,53,28,54,45,75,62,45,17,23,67,54,60,57,40,26,46,46,4,57,48,18,60,41,56,24,39,39,27,35,50,52,56,13,22,0,72,32,27,46,18
v76,6,31,48,19,42,49,46,43,14,35,34,62,32,43,45,30,21,36,38,30,64,34,18,53,58,37,5,23,55,23,22,48,77,45,67,36,52,62,31,46,27,44,44,27,3,12,27,55,57,9,18,12,43,32,46,54,52,68,21,24,70,14,31,16,48,33,33,65,53,22,30,46,77,50,72,0,40,45,26,54
v77,34,33,16,21,50,21,38,3,26,43,14,22,8,51,13,16,19,22,26,24,24,34,24,41,18,5,45,17,17,25,18,8,37,27,29,4,44,22,17,22,21,14,28,21,43,30,17,15,17,35,22,28,31,12,6,20,20,30,29,20,30,28,19,24,48,31,15,25,13,18,38,30,37,36,32,40,0,35,32,20
v78,39,14,19,26,15,14,3,36,31,12,49,45,41,16,48,19,48,57,61,15,43,11,45,8,45,30,50,38,18,50,37,35,32,8,22,33,9,35,18,57,54,21,63,18,48,35,52,22,32,40,29,33,66,47,35,55,55,23,30,21,27,41,16,29,13,12,20,36,44,49,25,65,32,5,27,45,35,0,19,15
v79,22,5,22,19,18,23,20,33,18,11,46,42,38,19,45,16,45,54,58,8,40,8,42,27,42,27,31,35,29,47,34,32,51,19,41,30,26,36,15,54,51,18,60,11,29,16,49,29,31,33,26,24,63,44,32,52,52,42,11,12,44,38,13,20,22,7,17,39,41,46,6,62,51,24,46,26,32,19,0,28
v80,48,23,6,35,30,5,18,21,40,23,34,30,26,31,33,24,33,42,46,24,28,20,38,21,30,17,59,31,3,39,32,20,23,9,13,18,24,20,23,42,39,10,48,27,57,44,37,7,17,49,36,42,51,32,20,40,40,14,39,30,16,42,23,38,28,21,21,21,29,34,34,50,23,16,18,54,20,15,28,0
