,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v11,13,9,23,9,13,22,33,10,26,48,0,46,48,25,22,18,3,19,46,35,26,5,11,41,13,3,12,7,16,14,56,14,16,12,8,23,33,29,47,25,49,15,50,50,6,42,31,52,16,15,15,24,28,27,37,22,23,39,31,7,19,17,17,30,54,51,35,24,20,26,13,15,48,23,29,29,30,28,1,27
v12,47,37,69,51,53,24,41,38,48,12,46,0,4,25,32,64,43,31,16,29,72,41,43,19,37,47,44,39,54,32,10,60,62,58,38,45,13,49,21,45,27,61,28,40,52,12,49,30,62,57,31,22,18,41,15,50,45,17,17,49,45,47,29,16,14,29,31,32,64,32,59,31,28,33,75,53,52,38,45,39
v13,49,39,71,53,55,26,43,40,44,8,48,4,0,27,28,66,45,33,12,31,74,43,45,23,39,49,46,41,56,34,8,62,64,60,40,41,15,51,17,41,31,63,32,42,54,16,51,34,64,59,33,24,20,37,19,52,41,21,19,51,47,49,31,18,10,33,33,28,66,28,61,33,30,29,77,55,48,40,47,41
v14,38,32,44,26,38,25,16,35,51,27,25,25,27,0,35,39,24,6,25,10,47,28,36,16,12,22,19,28,29,21,35,35,37,33,17,48,12,24,26,48,24,36,25,25,31,21,24,27,37,32,34,11,7,44,16,25,48,16,8,32,20,22,18,15,33,26,10,35,39,35,34,24,23,36,50,28,55,13,26,14
v15,23,13,45,27,29,10,43,14,16,26,22,32,28,35,0,40,19,29,24,45,48,17,19,51,23,23,22,15,30,14,34,36,38,34,18,13,29,39,25,13,59,37,60,60,28,44,41,62,38,33,7,24,28,9,47,32,13,49,41,25,29,27,17,20,32,61,45,2,40,4,35,11,58,1,51,39,20,38,21,37
v16,19,27,11,13,19,40,27,26,32,66,18,64,66,39,40,0,21,33,64,35,12,23,21,53,27,17,20,25,10,32,74,10,4,12,26,29,51,23,65,43,43,7,44,44,12,60,25,46,2,9,33,42,46,45,55,16,35,55,47,15,19,17,35,48,72,45,33,42,14,44,5,33,42,41,11,23,38,26,19,25
v17,14,8,26,8,14,19,32,11,27,45,3,43,45,24,19,21,0,18,43,34,29,4,12,40,12,4,11,4,15,11,53,17,19,15,7,24,30,28,44,24,48,18,49,49,9,39,30,51,19,14,12,21,25,24,36,21,24,38,30,8,18,16,14,27,51,50,34,21,21,23,16,12,47,20,32,28,31,27,2,26
v18,32,26,38,20,32,19,14,29,45,33,19,31,33,6,29,33,18,0,31,16,41,22,30,22,6,16,13,22,23,15,41,29,31,27,11,42,18,18,32,42,30,30,31,31,25,27,18,33,31,26,28,9,13,38,22,19,42,22,14,26,14,16,12,15,39,32,16,29,33,29,28,18,29,30,44,22,49,9,20,8
v19,47,37,69,51,53,24,41,38,32,4,46,16,12,25,24,64,43,31,0,29,72,41,43,35,37,47,44,39,54,32,10,60,62,58,38,35,13,49,5,29,43,61,44,44,52,28,49,46,62,57,31,22,18,25,31,50,29,33,25,49,45,47,29,16,8,45,31,22,64,20,59,31,42,23,75,53,36,38,45,39
v20,48,42,40,26,48,35,12,45,61,31,35,29,31,10,45,35,34,16,29,0,43,38,46,18,22,32,23,38,25,31,39,39,33,41,27,58,16,20,34,58,14,32,15,15,41,25,20,17,33,28,44,21,17,54,20,21,58,20,12,42,16,18,28,25,37,16,2,45,35,45,30,34,13,46,46,24,65,9,36,10
v21,31,35,3,21,31,48,31,34,44,74,26,72,74,47,48,12,29,41,72,43,0,31,29,61,35,25,28,33,18,40,82,22,16,24,34,41,59,23,73,51,51,11,46,32,24,68,23,46,12,15,41,50,54,53,63,22,43,63,55,25,27,25,43,56,80,43,41,50,8,52,13,41,44,49,7,19,48,34,27,33
v22,10,4,28,12,12,17,36,7,23,43,5,41,43,28,17,23,4,22,41,38,31,0,8,44,16,6,15,2,19,9,51,19,21,17,11,20,28,32,42,20,52,20,53,53,11,37,34,55,21,18,10,19,23,22,40,25,20,42,34,8,22,20,12,25,49,54,38,19,23,21,18,10,51,18,34,32,27,31,4,30
v23,4,6,28,20,10,19,44,5,15,45,11,43,45,36,19,21,12,30,43,46,29,8,0,52,24,14,23,8,27,15,53,17,19,15,19,12,30,40,44,22,60,24,61,61,9,45,42,63,19,26,12,25,29,24,48,33,14,50,42,6,30,28,18,27,51,62,46,21,31,23,22,12,59,20,32,40,19,39,10,38
v24,54,48,58,40,54,41,30,51,67,31,41,19,23,16,51,53,40,22,35,18,61,44,52,0,28,38,33,44,43,37,29,49,51,47,33,64,22,38,40,64,10,50,15,29,47,7,38,15,51,46,50,27,23,60,4,39,64,2,10,48,34,36,34,31,33,18,20,51,53,51,48,40,17,52,64,42,71,27,42,28
v25,26,20,32,14,26,13,20,23,39,39,13,37,39,12,23,27,12,6,37,22,35,16,24,28,0,10,7,16,17,9,47,23,25,21,5,36,24,16,38,36,36,24,37,37,19,33,18,39,25,20,22,15,19,32,28,13,36,28,20,20,8,10,8,21,45,38,22,23,27,23,22,12,35,24,38,16,43,15,14,14
v26,16,10,22,6,16,23,30,13,29,49,3,47,49,22,23,17,4,16,47,32,25,6,14,38,10,0,9,8,13,15,57,13,15,11,9,26,34,26,48,26,46,14,47,47,9,43,28,49,15,12,16,25,29,28,38,19,26,38,30,10,16,14,18,31,55,48,32,25,17,27,12,16,45,24,28,26,33,25,4,24
v27,25,19,25,7,25,20,21,22,38,46,12,44,46,19,22,20,11,13,44,23,28,15,23,33,7,9,0,15,10,12,54,16,18,18,6,35,31,17,45,35,37,17,38,38,18,40,19,40,18,13,21,22,26,31,35,10,35,35,27,19,7,5,15,28,52,39,23,22,20,24,15,13,36,23,31,17,42,16,13,15
v28,10,4,30,12,14,15,36,7,23,41,7,39,41,28,15,25,4,22,39,38,33,2,8,44,16,8,15,0,19,7,49,21,23,19,11,20,26,32,40,20,52,22,53,53,13,37,34,55,23,18,8,17,21,20,40,25,20,42,34,10,22,20,10,23,47,54,38,17,25,19,20,8,51,16,36,32,27,31,6,30
v29,29,23,15,7,29,30,17,26,42,56,16,54,56,29,30,10,15,23,54,25,18,19,27,43,17,13,10,19,0,22,64,20,14,22,16,39,41,13,55,39,33,7,34,34,22,50,15,36,10,3,25,32,36,35,45,6,39,45,37,23,9,7,25,38,62,35,23,32,10,34,5,23,32,31,21,13,46,16,17,15
v30,17,11,37,19,21,8,29,14,30,34,14,32,34,21,14,32,11,15,32,31,40,9,15,37,9,15,12,7,22,0,42,28,30,26,6,27,19,25,33,27,45,29,46,46,20,30,27,48,30,25,13,10,14,23,33,18,27,35,27,17,15,15,3,16,40,47,31,14,32,14,27,3,44,15,43,25,34,24,13,23
v31,57,47,79,61,63,34,51,48,42,8,56,10,8,35,34,74,53,41,10,39,82,51,53,29,47,57,54,49,64,42,0,70,72,68,48,45,23,59,11,35,37,71,38,50,62,22,59,40,72,67,41,32,28,31,25,60,39,27,27,59,55,57,39,26,4,39,41,32,74,30,69,41,38,33,85,63,42,48,55,49
v32,13,23,21,13,9,36,37,22,28,62,14,60,62,35,36,10,17,29,60,39,22,19,17,49,23,13,16,21,20,28,70,0,6,2,22,25,47,33,61,39,53,17,54,54,8,56,35,56,10,19,29,38,42,41,51,26,31,51,43,11,23,21,31,44,68,55,39,38,24,40,15,29,52,37,15,33,34,32,15,31
v33,15,25,15,11,15,38,31,24,30,64,16,62,64,37,38,4,19,31,62,33,16,21,19,51,25,15,18,23,14,30,72,6,0,8,24,27,49,27,63,41,47,11,48,48,10,58,29,50,4,13,31,40,44,43,53,20,33,53,45,13,17,15,33,46,70,49,33,40,18,42,9,31,46,39,13,27,36,26,17,25
v34,11,21,23,15,7,34,39,20,26,60,12,58,60,33,34,12,15,27,58,41,24,17,15,47,21,11,18,19,22,26,68,2,8,0,20,23,45,35,59,37,55,19,56,56,6,54,37,58,12,21,27,36,40,39,49,28,29,49,41,9,25,23,29,42,66,57,41,36,26,38,17,27,54,35,17,35,32,34,13,33
v35,21,15,31,13,21,14,25,18,34,40,8,38,40,17,18,26,7,11,38,27,34,11,19,33,5,9,6,11,16,6,48,22,24,20,0,31,25,21,39,31,41,23,42,42,14,34,23,44,24,19,17,16,20,27,29,14,31,31,23,15,11,9,9,22,46,43,27,18,26,18,21,7,40,19,37,21,38,20,9,19
v36,12,16,40,32,18,23,56,13,3,37,23,45,41,48,13,29,24,42,35,58,41,20,12,64,36,26,35,20,39,27,45,25,27,23,31,0,42,52,36,14,72,36,73,73,17,57,54,75,29,38,14,37,41,16,60,45,6,62,54,16,42,40,30,33,43,74,58,13,43,15,34,24,71,12,40,52,9,51,22,50
v37,34,26,56,38,40,19,28,29,45,15,33,13,15,12,29,51,30,18,13,16,59,28,30,22,24,34,31,26,41,19,23,47,49,45,25,42,0,36,18,42,30,48,31,31,39,15,36,33,49,44,28,9,5,38,18,37,42,20,12,36,32,34,16,9,21,32,18,29,51,29,46,18,29,30,62,40,49,25,32,26
v38,42,36,20,20,42,29,8,39,55,51,29,49,51,24,39,23,28,18,49,20,23,32,40,38,16,26,17,32,13,25,59,33,27,35,21,52,36,0,50,52,28,16,23,21,35,45,2,23,23,14,38,27,31,48,40,7,52,40,32,36,10,12,22,33,57,22,18,39,15,39,18,28,21,40,26,4,59,11,30,10
v39,48,38,70,52,54,25,42,39,33,9,47,21,17,26,25,65,44,32,5,34,73,42,44,40,38,48,45,40,55,33,11,61,63,59,39,36,18,50,0,24,48,62,49,49,53,33,50,51,63,58,32,23,19,20,36,51,30,38,30,50,46,48,30,17,7,50,34,23,65,21,60,32,47,24,76,54,31,39,46,40
v40,26,16,48,32,32,23,56,17,11,33,25,45,41,48,13,43,24,42,29,58,51,20,22,64,36,26,35,20,39,27,35,39,41,37,31,14,42,52,24,0,72,40,73,73,31,57,54,75,41,38,14,37,41,4,60,45,8,62,54,28,42,40,30,33,31,74,58,13,43,13,38,24,71,12,54,52,7,51,24,50
v41,62,56,48,40,62,49,20,59,75,39,49,27,31,24,59,43,48,30,43,14,51,52,60,10,36,46,37,52,33,45,37,53,47,55,41,72,30,28,48,72,0,40,5,19,55,17,28,5,43,36,58,35,31,68,12,29,72,12,18,56,30,32,42,39,41,8,14,59,43,59,38,48,7,60,54,32,79,21,50,22
v42,26,24,8,10,26,37,20,23,39,63,15,61,63,36,37,7,18,30,61,32,11,20,24,50,24,14,17,22,7,29,71,17,11,19,23,36,48,16,62,40,40,0,37,37,19,57,18,39,7,4,30,39,43,42,52,11,36,52,44,20,16,14,32,45,69,38,30,39,7,41,2,30,35,38,14,16,43,23,16,22
v43,63,57,43,41,63,50,17,60,76,40,50,28,32,25,60,44,49,31,44,15,46,53,61,15,37,47,38,53,34,46,38,54,48,56,42,73,31,23,49,73,5,37,0,14,56,22,23,2,44,35,59,36,32,69,17,28,73,17,19,57,31,33,43,40,42,3,15,60,38,60,39,49,2,61,49,27,80,22,51,23
v44,63,57,33,41,63,50,17,60,76,42,50,40,42,25,60,44,49,31,44,15,32,53,61,29,37,47,38,53,34,46,50,54,48,56,42,73,31,21,49,73,19,37,14,0,56,36,19,14,44,35,59,36,32,69,31,28,73,31,23,57,31,33,43,40,48,11,15,60,30,60,39,49,12,61,39,21,80,22,51,23
v45,7,15,23,15,7,28,39,14,20,54,6,52,54,31,28,12,9,25,52,41,24,11,9,47,19,9,18,13,22,20,62,8,10,6,14,17,39,35,53,31,55,19,56,56,0,48,37,58,12,21,21,30,34,33,43,28,23,45,37,3,25,23,23,36,60,57,41,30,26,32,17,21,54,29,23,35,26,34,7,33
v46,47,41,65,47,49,34,37,44,60,24,42,12,16,21,44,60,39,27,28,25,68,37,45,7,33,43,40,37,50,30,22,56,58,54,34,57,15,45,33,57,17,57,22,36,48,0,45,22,58,53,43,20,16,53,5,46,57,5,13,45,41,43,27,24,26,25,27,44,60,44,55,33,24,45,71,49,64,34,41,35
v47,44,38,20,22,44,31,8,41,57,51,31,49,51,24,41,25,30,18,49,20,23,34,42,38,18,28,19,34,15,27,59,35,29,37,23,54,36,2,50,54,28,18,23,19,37,45,0,23,25,16,40,27,31,50,40,9,54,40,32,38,12,14,24,33,57,20,18,41,15,41,20,30,21,42,26,4,61,11,32,10
v48,65,59,43,43,65,52,19,62,78,42,52,30,34,27,62,46,51,33,46,17,46,55,63,15,39,49,40,55,36,48,40,56,50,58,44,75,33,23,51,75,5,39,2,14,58,22,23,0,46,37,61,38,34,71,17,30,75,17,21,59,33,35,45,42,44,3,17,62,38,62,41,51,4,63,49,27,82,24,53,25
v49,19,25,11,11,19,38,27,24,32,64,16,62,64,37,38,2,19,31,62,33,12,21,19,51,25,15,18,23,10,30,72,10,4,12,24,29,49,23,63,41,43,7,44,44,12,58,25,46,0,9,31,40,44,43,53,16,33,53,45,13,17,15,33,46,70,45,31,40,14,42,5,31,42,39,13,23,36,24,17,23
v50,28,22,12,6,28,33,18,25,41,59,15,57,59,32,33,9,14,26,57,28,15,18,26,46,20,12,13,18,3,25,67,19,13,21,19,38,44,14,58,38,36,4,35,35,21,53,16,37,9,0,26,35,39,38,48,7,38,48,40,22,12,10,28,41,65,36,26,35,7,37,4,26,33,34,18,14,45,19,16,18
v51,16,6,38,20,22,9,42,7,17,33,15,31,33,34,7,33,12,28,31,44,41,10,12,50,22,16,21,8,25,13,41,29,31,27,17,14,28,38,32,14,58,30,59,59,21,43,40,61,31,26,0,23,27,12,46,31,14,48,40,18,28,26,16,19,39,60,44,9,33,11,28,10,57,8,44,38,21,37,14,36
v52,27,21,47,29,31,14,19,24,40,24,24,22,24,11,24,42,21,9,22,21,50,19,25,27,15,25,22,17,32,10,32,38,40,36,16,37,9,27,23,37,35,39,36,36,30,20,27,38,40,35,23,0,4,33,23,28,37,25,17,27,23,25,7,6,30,37,21,24,42,24,37,13,34,25,53,31,44,16,23,17
v53,31,25,51,33,35,18,23,28,44,20,28,18,20,7,28,46,25,13,18,17,54,23,29,23,19,29,26,21,36,14,28,42,44,40,20,41,5,31,19,41,31,43,32,32,34,16,31,34,44,39,27,4,0,37,19,32,41,21,13,31,27,29,11,8,26,33,17,28,46,28,41,17,30,29,57,35,48,20,27,21
v54,28,18,50,32,34,19,52,19,13,29,27,41,37,44,9,45,24,38,25,54,53,22,24,60,32,28,31,20,35,23,31,41,43,39,27,16,38,48,20,4,68,42,69,69,33,53,50,71,43,38,12,33,37,0,56,41,10,58,50,30,38,36,26,29,27,70,54,9,45,9,40,20,67,8,56,48,11,47,26,46
v55,50,44,60,42,50,37,32,47,63,27,37,15,19,16,47,55,36,22,31,20,63,40,48,4,28,38,35,40,45,33,25,51,53,49,29,60,18,40,36,60,12,52,17,31,43,5,40,17,53,48,46,23,19,56,0,41,60,2,8,44,36,38,30,27,29,20,22,47,55,47,50,36,19,48,66,44,67,29,38,30
v56,35,29,19,13,35,26,11,32,48,52,22,50,52,25,32,16,21,19,50,21,22,25,33,39,13,19,10,25,6,18,60,26,20,28,14,45,37,7,51,45,29,11,28,28,28,46,9,30,16,7,31,28,32,41,41,0,45,41,33,29,5,5,21,34,58,29,19,32,14,32,11,21,26,33,25,7,52,12,23,11
v57,18,16,40,32,24,23,56,13,3,33,23,45,41,48,13,35,24,42,29,58,43,20,14,64,36,26,35,20,39,27,39,31,33,29,31,6,42,52,30,8,72,36,73,73,23,57,54,75,33,38,14,37,41,10,60,45,0,62,54,20,42,40,30,33,37,74,58,13,43,13,34,24,71,12,46,52,7,51,22,50
v58,52,46,60,42,52,39,32,49,65,29,39,17,21,16,49,55,38,22,33,20,63,42,50,2,28,38,35,42,45,35,27,51,53,49,31,62,20,40,38,62,12,52,17,31,45,5,40,17,53,48,48,25,21,58,2,41,62,0,8,46,36,38,32,29,31,20,22,49,55,49,50,38,19,50,66,44,69,29,40,30
v59,44,38,52,34,44,31,24,41,57,21,31,17,19,8,41,47,30,14,25,12,55,34,42,10,20,30,27,34,37,27,27,43,45,41,23,54,12,32,30,54,18,44,19,23,37,13,32,21,45,40,40,17,13,50,8,33,54,8,0,38,28,30,24,21,25,20,14,41,47,41,42,30,17,42,58,36,61,21,32,22
v60,6,12,24,16,6,25,40,11,19,51,7,49,51,32,25,15,8,26,49,42,25,8,6,48,20,10,19,10,23,17,59,11,13,9,15,16,36,36,50,28,56,20,57,57,3,45,38,59,13,22,18,27,31,30,44,29,20,46,38,0,26,24,20,33,57,58,42,27,27,29,18,18,55,26,26,36,23,35,6,34
v61,32,26,24,10,32,21,14,29,45,47,19,45,47,20,29,19,18,14,45,16,27,22,30,34,8,16,7,22,9,15,55,23,17,25,11,42,32,10,46,42,30,16,31,31,25,41,12,33,17,12,28,23,27,38,36,5,42,36,28,26,0,2,16,29,53,32,16,29,19,29,14,18,29,30,30,10,49,9,20,8
v62,30,24,22,8,30,23,16,27,43,49,17,47,49,22,27,17,16,16,47,18,25,20,28,36,10,14,5,20,7,15,57,21,15,23,9,40,34,12,48,40,32,14,33,33,23,43,14,35,15,10,26,25,29,36,38,5,40,38,30,24,2,0,18,31,55,34,18,27,17,27,12,16,31,28,28,12,47,11,18,10
v63,20,14,40,22,24,7,26,17,33,31,17,29,31,18,17,35,14,12,29,28,43,12,18,34,8,18,15,10,25,3,39,31,33,29,9,30,16,22,30,30,42,32,43,43,23,27,24,45,33,28,16,7,11,26,30,21,30,32,24,20,16,18,0,13,37,44,28,17,35,17,30,6,41,18,46,24,37,21,16,20
v64,31,21,53,35,37,10,25,22,36,18,30,16,18,15,20,48,27,15,16,25,56,25,27,31,21,31,28,23,38,16,26,44,46,42,22,33,9,33,17,33,39,45,40,40,36,24,33,42,46,41,19,6,8,29,27,34,33,29,21,33,29,31,13,0,24,41,25,20,48,20,43,15,38,21,59,37,40,22,29,23
v65,55,45,77,59,61,32,49,46,40,6,54,14,10,33,32,72,51,39,8,37,80,49,51,33,45,55,52,47,62,40,4,68,70,66,46,43,21,57,7,31,41,69,42,48,60,26,57,44,70,65,39,30,26,27,29,58,37,31,25,57,53,55,37,24,0,43,39,30,72,28,67,39,40,31,83,61,38,46,53,47
v66,64,58,40,42,64,51,18,61,77,41,51,29,33,26,61,45,50,32,45,16,43,54,62,18,38,48,39,54,35,47,39,55,49,57,43,74,32,22,50,74,8,38,3,11,57,25,20,3,45,36,60,37,33,70,20,29,74,20,20,58,32,34,44,41,43,0,16,61,35,61,40,50,3,62,46,24,81,23,52,24
v67,48,42,38,26,48,35,10,45,61,33,35,31,33,10,45,33,34,16,31,2,41,38,46,20,22,32,23,38,23,31,41,39,33,41,27,58,18,18,34,58,14,30,15,15,41,27,18,17,31,26,44,21,17,54,22,19,58,22,14,42,16,18,28,25,39,16,0,45,33,45,28,34,13,46,44,22,65,7,36,8
v68,25,15,47,29,31,10,43,16,16,24,24,32,28,35,2,42,21,29,22,45,50,19,21,51,23,25,22,17,32,14,32,38,40,36,18,13,29,39,23,13,59,39,60,60,30,44,41,62,40,35,9,24,28,9,47,32,13,49,41,27,29,27,17,20,30,61,45,0,42,2,37,11,58,1,53,39,20,38,23,37
v69,33,27,5,13,33,40,23,30,46,66,20,64,66,39,40,14,21,33,64,35,8,23,31,53,27,17,20,25,10,32,74,24,18,26,26,43,51,15,65,43,43,7,38,30,26,60,15,38,14,7,33,42,46,45,55,14,43,55,47,27,19,17,35,48,72,35,33,42,0,44,9,33,36,41,11,11,50,26,21,25
v70,27,17,49,31,33,10,43,18,16,22,26,32,28,35,4,44,23,29,20,45,52,21,23,51,23,27,24,19,34,14,30,40,42,38,18,15,29,39,21,13,59,41,60,60,32,44,41,62,42,37,11,24,28,9,47,32,13,49,41,29,29,27,17,20,28,61,45,2,44,0,39,11,58,3,55,39,20,38,25,37
v71,24,22,10,8,24,35,22,21,37,61,13,59,61,34,35,5,16,28,59,30,13,18,22,48,22,12,15,20,5,27,69,15,9,17,21,34,46,18,60,38,38,2,39,39,17,55,20,41,5,4,28,37,41,40,50,11,34,50,42,18,14,12,30,43,67,40,28,37,9,39,0,28,37,36,16,18,41,21,14,20
v72,16,8,38,20,22,7,32,11,27,33,15,31,33,24,11,33,12,18,31,34,41,10,12,40,12,16,13,8,23,3,41,29,31,27,7,24,18,28,32,24,48,30,49,49,21,33,30,51,31,26,10,13,17,20,36,21,24,38,30,18,18,16,6,15,39,50,34,11,33,11,28,0,47,12,44,28,31,27,14,26
v73,61,55,41,39,61,48,15,58,74,38,48,28,30,23,58,42,47,29,42,13,44,51,59,17,35,45,36,51,32,44,38,52,46,54,40,71,29,21,47,71,7,35,2,12,54,24,21,4,42,33,57,34,30,67,19,26,71,19,17,55,29,31,41,38,40,3,13,58,36,58,37,47,0,59,47,25,78,20,49,21
v74,24,14,46,28,30,11,44,15,15,25,23,33,29,36,1,41,20,30,23,46,49,18,20,52,24,24,23,16,31,15,33,37,39,35,19,12,30,40,24,12,60,38,61,61,29,45,42,63,39,34,8,25,29,8,48,33,12,50,42,26,30,28,18,21,31,62,46,1,41,3,36,12,59,0,52,40,19,39,22,38
v75,28,38,6,24,24,51,34,37,43,77,29,75,77,50,51,11,32,44,75,46,7,34,32,64,38,28,31,36,21,43,85,15,13,17,37,40,62,26,76,54,54,14,49,39,23,71,26,49,13,18,44,53,57,56,66,25,46,66,58,26,30,28,46,59,83,46,44,53,11,55,16,44,47,52,0,22,49,37,30,36
v76,42,36,16,20,42,29,12,39,55,55,29,53,55,28,39,23,28,22,53,24,19,32,40,42,16,26,17,32,13,25,63,33,27,35,21,52,40,4,54,52,32,16,27,21,35,49,4,27,23,14,38,31,35,48,44,7,52,44,36,36,10,12,24,37,61,24,22,39,11,39,18,28,25,40,22,0,59,15,30,14
v77,21,23,47,39,27,30,63,20,6,40,30,52,48,55,20,38,31,49,36,65,48,27,19,71,43,33,42,27,46,34,42,34,36,32,38,9,49,59,31,7,79,43,80,80,26,64,61,82,36,45,21,44,48,11,67,52,7,69,61,23,49,47,37,40,38,81,65,20,50,20,41,31,78,19,49,59,0,58,29,57
v78,41,35,31,19,41,28,5,38,54,40,28,38,40,13,38,26,27,9,38,9,34,31,39,27,15,25,16,31,16,24,48,32,26,34,20,51,25,11,39,51,21,23,22,22,34,34,11,24,24,19,37,16,20,47,29,12,51,29,21,35,9,11,21,22,46,23,7,38,26,38,21,27,20,39,37,15,58,0,29,1
v79,12,8,24,10,12,21,34,9,25,47,1,45,47,26,21,19,2,20,45,36,27,4,10,42,14,4,13,6,17,13,55,15,17,13,9,22,32,30,46,24,50,16,51,51,7,41,32,53,17,16,14,23,27,26,38,23,22,40,32,6,20,18,16,29,53,52,36,23,21,25,14,14,49,22,30,30,29,29,0,28
v80,40,34,30,18,40,27,6,37,53,41,27,39,41,14,37,25,26,8,39,10,33,30,38,28,14,24,15,30,15,23,49,31,25,33,19,50,26,10,40,50,22,22,23,23,33,35,10,25,23,18,36,17,21,46,30,11,50,30,22,34,8,10,20,23,47,24,8,37,25,37,20,26,21,38,36,14,57,1,28,0
