,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v12,28,21,10,7,20,27,13,28,13,32,51,0,21,16,21,30,17,14,3,36,31,38,22,15,41,28,31,38,3,40,32,16,35,33,10,26,26,9,32,43,35,51,27,3,20,17,24,28,12,27,3,35,23,17,21,39,30,36,38,47,41,22,22,30,27,6,34,25,27,25,24,43,48,10,44,20,33,18,16,34
v13,19,30,11,22,9,8,14,13,14,23,30,21,0,5,6,17,24,35,24,57,32,37,43,6,42,49,30,39,22,19,31,31,34,20,31,47,47,20,33,22,56,30,20,24,41,36,25,49,17,48,18,14,38,6,42,18,31,37,17,26,42,43,25,31,6,15,35,46,24,46,23,42,49,23,23,9,12,21,17,13
v14,18,25,6,17,8,11,15,12,15,24,35,16,5,0,5,16,19,30,19,52,33,36,38,7,43,44,29,40,17,24,30,26,33,21,26,42,42,15,34,27,51,35,21,19,36,31,26,44,12,43,13,19,33,5,37,23,32,38,22,31,43,38,20,32,11,10,36,41,25,41,24,41,50,18,28,10,17,20,18,18
v15,13,30,11,22,3,6,20,7,20,29,30,21,6,5,0,11,24,35,24,57,38,31,43,12,48,49,24,45,22,19,25,31,28,26,31,47,47,20,39,22,56,30,26,24,41,36,31,49,17,48,18,14,38,4,42,18,37,43,21,26,48,43,25,37,6,15,41,46,30,46,29,36,55,23,23,15,12,25,23,13
v16,2,39,20,31,10,9,31,4,31,40,21,30,17,16,11,0,33,44,33,66,49,36,52,23,59,58,23,56,31,16,24,40,17,37,40,56,56,29,50,23,65,21,37,33,50,45,42,58,26,57,27,13,47,13,51,9,48,54,32,17,59,52,34,48,15,24,52,55,41,55,40,25,66,32,14,26,15,36,34,4
v17,31,6,15,24,23,30,30,31,30,39,54,17,24,19,24,33,0,21,20,33,48,21,19,22,58,25,14,55,20,43,15,7,22,36,25,23,23,8,49,46,32,54,36,14,17,12,41,25,7,30,16,38,40,20,18,42,47,53,41,50,58,21,5,47,30,23,51,22,40,24,39,26,65,7,47,25,36,35,33,37
v18,42,25,24,13,34,41,23,42,21,46,65,14,35,30,35,44,21,0,11,22,33,42,26,29,37,14,35,34,13,54,36,20,39,47,4,20,12,15,28,57,21,65,41,11,10,21,34,14,18,13,17,49,19,31,11,53,28,32,52,61,37,8,26,26,41,20,30,23,41,11,38,47,44,14,58,34,47,14,26,48
v19,31,24,13,4,23,30,12,31,10,35,54,3,24,19,24,33,20,11,0,33,28,41,25,18,38,25,34,35,2,43,35,19,38,36,7,23,23,12,29,46,32,54,30,6,17,20,23,25,15,24,6,38,20,20,18,42,27,33,41,50,38,19,25,27,30,9,31,22,30,22,27,46,45,13,47,23,36,15,15,37
v20,64,27,46,35,56,63,45,64,43,68,87,36,57,52,57,66,33,22,33,0,55,42,26,51,43,8,43,40,35,76,42,26,55,69,26,20,10,37,28,79,5,87,63,33,16,21,56,8,40,9,39,71,19,53,15,75,50,48,74,83,45,14,32,46,63,42,30,23,63,11,60,47,44,34,80,56,69,36,48,70
v21,51,52,33,24,41,40,18,45,18,13,34,31,32,33,38,49,48,33,28,55,0,69,53,26,12,47,62,15,28,33,63,47,66,14,29,47,45,40,29,26,54,32,12,34,39,48,7,47,43,46,32,36,36,38,40,40,5,7,19,32,10,41,53,9,34,25,29,50,8,44,9,74,17,41,39,23,34,19,15,45
v22,34,17,36,45,28,33,51,34,51,60,57,38,37,36,31,36,21,42,41,42,69,0,16,43,79,40,13,76,41,46,12,22,25,57,46,22,44,29,70,49,47,57,57,35,32,21,62,44,26,51,37,41,61,31,31,45,68,74,52,53,79,42,16,68,35,44,72,19,61,45,60,11,86,28,50,46,39,56,54,40
v23,50,13,32,29,42,49,35,50,35,54,73,22,43,38,43,52,19,26,25,26,53,16,0,37,63,24,29,60,25,62,28,12,41,55,30,6,28,23,54,65,31,73,49,19,16,7,46,28,26,35,25,57,45,39,15,61,52,58,60,69,63,26,18,52,49,28,56,3,49,29,46,27,70,20,66,42,55,40,38,56
v24,25,26,7,16,15,14,8,19,8,17,36,15,6,7,12,23,22,29,18,51,26,43,37,0,36,43,36,33,16,25,37,25,40,18,25,41,41,14,27,28,50,36,14,18,35,30,19,43,17,42,12,20,32,12,36,24,25,31,23,32,36,37,27,25,12,9,29,40,18,40,17,48,43,17,29,5,18,15,11,19
v25,61,62,43,34,51,50,28,55,28,25,44,41,42,43,48,59,58,37,38,43,12,79,63,36,0,39,72,3,38,43,73,57,76,26,33,57,35,50,17,36,42,44,22,44,47,58,17,35,53,34,42,46,24,48,48,50,11,5,31,42,2,37,63,11,44,35,17,60,20,34,19,84,7,51,49,33,44,23,25,55
v26,56,23,38,27,48,55,37,56,35,60,79,28,49,44,49,58,25,14,25,8,47,40,24,43,39,0,35,36,27,68,34,18,47,61,18,18,4,29,30,71,7,79,55,25,8,19,48,4,32,11,31,63,21,45,9,67,42,40,66,75,39,6,24,38,55,34,32,21,55,5,52,45,46,26,72,48,61,28,40,62
v27,21,16,29,38,21,22,44,21,44,53,44,31,30,29,24,23,14,35,34,43,62,13,29,36,72,35,0,69,34,33,1,17,12,50,39,33,37,22,63,36,42,44,50,28,27,22,55,37,19,44,30,28,54,24,28,32,61,67,45,40,72,35,11,61,28,37,65,32,54,38,53,12,79,21,37,39,28,49,47,27
v28,58,59,40,31,48,47,25,52,25,28,47,38,39,40,45,56,55,34,35,40,15,76,60,33,3,36,69,0,35,40,70,54,73,29,30,54,32,47,14,39,39,47,23,41,44,55,16,32,50,31,39,43,21,45,45,47,10,8,34,43,5,34,60,8,41,32,14,57,23,31,20,81,10,48,46,30,41,20,22,52
v29,29,24,11,4,21,28,10,29,10,33,52,3,22,17,22,31,20,13,2,35,28,41,25,16,38,27,34,35,0,41,35,19,38,34,9,25,25,12,29,44,34,52,28,6,19,20,21,27,15,26,4,36,20,18,20,40,27,33,39,48,38,21,25,27,28,7,31,24,28,24,25,46,45,13,45,21,34,15,13,35
v30,18,49,30,41,20,13,31,12,33,24,11,40,19,24,19,16,43,54,43,76,33,46,62,25,43,68,33,40,41,0,34,50,33,21,50,66,66,39,50,7,75,11,21,43,60,55,26,68,36,67,37,5,57,23,61,7,32,38,16,7,43,62,44,32,13,34,50,65,25,65,24,41,50,42,6,20,7,40,28,12
v31,22,15,30,39,22,23,45,22,45,54,45,32,31,30,25,24,15,36,35,42,63,12,28,37,73,34,1,70,35,34,0,16,13,51,40,32,38,23,64,37,41,45,51,29,26,21,56,38,20,45,31,29,55,25,27,33,62,68,46,41,73,36,10,62,29,38,66,31,55,39,54,11,80,22,38,40,29,50,48,28
v32,38,5,20,23,30,37,29,38,29,42,61,16,31,26,31,40,7,20,19,26,47,22,12,25,57,18,17,54,19,50,16,0,29,43,24,16,22,11,48,53,25,61,37,13,10,5,40,22,14,29,15,45,39,27,11,49,46,52,48,57,57,20,6,46,37,22,50,15,39,23,38,27,64,8,54,30,43,34,32,44
v33,15,28,33,42,25,26,48,21,48,57,32,35,34,33,28,17,22,39,38,55,66,25,41,40,76,47,12,73,38,33,13,29,0,54,43,45,45,26,67,40,54,34,54,32,39,34,59,47,23,48,34,30,58,28,40,26,65,71,49,34,76,41,23,65,32,41,69,44,58,44,57,14,83,25,27,43,32,53,51,21
v34,39,42,23,34,29,28,24,33,26,3,22,33,20,21,26,37,36,47,36,69,14,57,55,18,26,61,50,29,34,21,51,43,54,0,43,59,59,32,43,14,68,20,6,36,53,48,13,61,31,60,30,24,50,26,54,28,19,21,5,20,24,55,41,23,22,27,43,58,6,58,9,62,29,35,27,13,22,33,21,33
v35,38,29,20,9,30,37,19,38,17,42,61,10,31,26,31,40,25,4,7,26,29,46,30,25,33,18,39,30,9,50,40,24,43,43,0,24,16,17,24,53,25,61,37,11,14,25,30,18,20,17,13,45,15,27,15,49,24,28,48,57,33,12,30,22,37,16,26,27,37,15,34,51,40,18,54,30,43,10,22,44
v36,54,17,36,25,46,53,35,54,33,58,77,26,47,42,47,56,23,20,23,20,47,22,6,41,57,18,33,54,25,66,32,16,45,59,24,0,22,27,48,69,25,77,53,23,10,11,46,22,30,29,29,61,39,43,9,65,46,52,64,73,57,20,22,46,53,32,50,3,53,23,50,31,64,24,70,46,59,34,38,60
v37,54,27,36,25,46,53,35,54,33,58,77,26,47,42,47,56,23,12,23,10,45,44,28,41,35,4,37,32,25,66,38,22,45,59,16,22,0,27,26,69,9,77,53,23,12,23,46,2,30,7,29,61,17,43,13,65,40,38,64,73,35,4,28,36,53,32,28,25,53,1,50,49,42,24,70,46,59,26,38,60
v38,27,12,9,16,19,26,22,27,22,31,50,9,20,15,20,29,8,15,12,37,40,29,23,14,50,29,22,47,12,39,23,11,26,32,17,27,27,0,41,42,36,50,28,6,21,16,33,29,3,28,8,34,32,16,22,38,39,45,37,46,50,23,13,39,26,15,43,26,32,26,31,34,57,3,43,19,32,27,25,33
v39,52,53,34,25,42,41,19,46,19,42,61,32,33,34,39,50,49,28,29,28,29,70,54,27,17,30,63,14,29,50,64,48,67,43,24,48,26,41,0,53,25,61,37,35,38,49,30,26,44,19,33,45,9,39,39,49,24,22,48,57,19,28,54,20,37,26,2,51,37,25,34,75,16,42,54,30,43,14,22,46
v40,25,52,33,44,23,16,34,19,36,17,8,43,22,27,22,23,46,57,46,79,26,49,65,28,36,71,36,39,44,7,37,53,40,14,53,69,69,42,53,0,78,8,16,46,63,58,23,71,39,70,40,10,60,26,64,14,29,31,9,6,36,65,47,33,16,37,53,68,18,68,19,48,43,45,13,23,10,43,31,19
v41,63,30,45,34,55,62,44,63,42,67,86,35,56,51,56,65,32,21,32,5,54,47,31,50,42,7,42,39,34,75,41,25,54,68,25,25,9,36,25,78,0,86,62,32,15,26,55,7,39,8,38,70,18,52,16,74,49,47,73,82,44,13,31,45,62,41,25,28,62,10,59,52,39,33,79,55,68,35,47,69
v42,23,60,41,52,31,24,42,23,44,23,2,51,30,35,30,21,54,65,54,87,32,57,73,36,44,79,44,47,52,11,45,61,34,20,61,77,77,50,61,8,86,0,24,54,71,66,31,79,47,78,48,16,68,34,72,12,37,39,15,4,42,73,55,41,24,45,61,76,24,76,27,46,49,53,7,31,18,51,39,17
v43,39,40,21,28,29,28,18,33,20,5,24,27,20,21,26,37,36,41,30,63,12,57,49,14,22,55,50,23,28,21,51,37,54,6,37,53,53,28,37,16,62,24,0,30,47,42,7,55,31,54,24,24,44,26,48,28,13,17,11,20,22,49,41,17,22,21,37,52,4,52,3,62,29,29,27,11,22,27,15,33
v44,31,18,13,10,23,30,16,31,16,35,54,3,24,19,24,33,14,11,6,33,34,35,19,18,44,25,28,41,6,43,29,13,32,36,11,23,23,6,35,46,32,54,30,0,17,14,27,25,9,24,6,38,26,20,18,42,33,39,41,50,44,19,19,33,30,9,37,22,30,22,27,40,51,7,47,23,36,21,19,37
v45,48,15,30,19,40,47,29,48,27,52,71,20,41,36,41,50,17,10,17,16,39,32,16,35,47,8,27,44,19,60,26,10,39,53,14,10,12,21,38,63,15,71,47,17,0,11,40,12,24,19,23,55,29,37,1,59,36,42,58,67,47,10,16,36,47,26,40,13,47,13,44,37,54,18,64,40,53,24,32,54
v46,43,6,25,24,35,42,30,43,30,47,66,17,36,31,36,45,12,21,20,21,48,21,7,30,58,19,22,55,20,55,21,5,34,48,25,11,23,16,49,58,26,66,42,14,11,0,41,23,19,30,18,50,40,32,10,54,47,53,53,62,58,21,11,47,42,23,51,10,42,24,39,26,65,13,59,35,48,35,33,49
v47,44,45,26,21,34,33,11,38,13,12,31,24,25,26,31,42,41,34,23,56,7,62,46,19,17,48,55,16,21,26,56,40,59,13,30,46,46,33,30,23,55,31,7,27,40,41,0,48,36,47,25,29,37,31,41,33,6,12,18,27,17,42,46,10,27,18,30,45,7,45,4,67,24,34,32,16,27,20,8,38
v48,56,27,38,27,48,55,37,56,35,60,79,28,49,44,49,58,25,14,25,8,47,44,28,43,35,4,37,32,27,68,38,22,47,61,18,22,2,29,26,71,7,79,55,25,12,23,48,0,32,7,31,63,17,45,13,67,42,40,66,75,37,6,28,38,55,34,28,25,55,3,52,49,42,26,72,48,61,28,40,62
v49,24,13,10,19,16,23,25,24,25,34,47,12,17,12,17,26,7,18,15,40,43,26,26,17,53,32,19,50,15,36,20,14,23,31,20,30,30,3,44,39,39,47,31,9,24,19,36,32,0,31,11,31,35,13,25,35,42,48,34,43,53,26,10,42,23,18,46,29,35,29,34,31,60,6,40,20,29,30,28,30
v50,55,34,37,26,47,54,36,55,34,59,78,27,48,43,48,57,30,13,24,9,46,51,35,42,34,11,44,31,26,67,45,29,48,60,17,29,7,28,19,70,8,78,54,24,19,30,47,7,31,0,30,62,10,44,20,66,41,39,65,74,36,9,35,37,54,33,21,32,54,6,51,56,35,25,71,47,60,27,39,61
v51,25,20,7,8,17,24,14,25,14,29,48,3,18,13,18,27,16,17,6,39,32,37,25,12,42,31,30,39,4,37,31,15,34,30,13,29,29,8,33,40,38,48,24,6,23,18,25,31,11,30,0,32,24,14,24,36,31,37,35,44,42,25,21,31,24,7,35,28,24,28,23,42,49,9,41,17,30,19,17,31
v52,15,44,25,36,15,8,26,9,28,27,16,35,14,19,14,13,38,49,38,71,36,41,57,20,46,63,28,43,36,5,29,45,30,24,45,61,61,34,45,10,70,16,24,38,55,50,29,63,31,62,32,0,52,18,56,4,35,41,19,12,46,57,39,35,8,29,45,60,28,60,27,38,53,37,9,15,2,35,23,9
v53,45,44,27,16,37,44,26,45,24,49,68,23,38,33,38,47,40,19,20,19,36,61,45,32,24,21,54,21,20,57,55,39,58,50,15,39,17,32,9,60,18,68,44,26,29,40,37,17,35,10,24,52,0,34,30,56,31,29,55,64,26,19,45,27,44,23,11,42,44,16,41,66,25,33,61,37,50,17,29,51
v54,13,26,7,18,3,10,20,11,20,29,34,17,6,5,4,13,20,31,20,53,38,31,39,12,48,45,24,45,18,23,25,27,28,26,27,43,43,16,39,26,52,34,26,20,37,32,31,45,13,44,14,18,34,0,38,22,37,43,21,30,48,39,21,37,10,13,41,42,30,42,29,36,55,19,27,15,16,25,23,17
v55,49,14,31,20,41,48,30,49,28,53,72,21,42,37,42,51,18,11,18,15,40,31,15,36,48,9,28,45,20,61,27,11,40,54,15,9,13,22,39,64,16,72,48,18,1,10,41,13,25,20,24,56,30,38,0,60,37,43,59,68,48,11,17,37,48,27,41,12,48,14,45,36,55,19,65,41,54,25,33,55
v56,11,48,29,40,19,12,30,11,32,31,12,39,18,23,18,9,42,53,42,75,40,45,61,24,50,67,32,47,40,7,33,49,26,28,49,65,65,38,49,14,74,12,28,42,59,54,33,67,35,66,36,4,56,22,60,0,39,45,23,8,50,61,43,39,12,33,49,64,32,64,31,34,57,41,5,19,6,39,27,5
v57,50,51,32,23,40,39,17,44,17,18,37,30,31,32,37,48,47,28,27,50,5,68,52,25,11,42,61,10,27,32,62,46,65,19,24,46,40,39,24,29,49,37,13,33,36,47,6,42,42,41,31,35,31,37,37,39,0,6,24,33,11,36,52,4,33,24,24,49,13,39,10,73,18,40,38,22,33,14,14,44
v58,56,57,38,29,46,45,23,50,23,20,39,36,37,38,43,54,53,32,33,48,7,74,58,31,5,40,67,8,33,38,68,52,71,21,28,52,38,45,22,31,47,39,17,39,42,53,12,40,48,39,37,41,29,43,43,45,6,0,26,37,5,34,58,6,39,30,22,55,15,37,14,79,12,46,44,28,39,18,20,50
v59,34,47,28,39,24,23,29,28,31,8,17,38,17,22,21,32,41,52,41,74,19,52,60,23,31,66,45,34,39,16,46,48,49,5,48,64,64,37,48,9,73,15,11,41,58,53,18,66,34,65,35,19,55,21,59,23,24,26,0,15,29,60,42,28,17,32,48,63,11,63,14,57,34,40,22,18,17,38,26,28
v60,19,56,37,48,27,20,38,19,40,23,4,47,26,31,26,17,50,61,50,83,32,53,69,32,42,75,40,43,48,7,41,57,34,20,57,73,73,46,57,6,82,4,20,50,67,62,27,75,43,74,44,12,64,30,68,8,33,37,15,0,42,69,51,37,20,41,57,72,24,72,23,42,49,49,7,27,14,47,35,13
v61,61,62,43,34,51,50,28,55,28,23,44,41,42,43,48,59,58,37,38,45,10,79,63,36,2,39,72,5,38,43,73,57,76,24,33,57,35,50,19,36,44,42,22,44,47,58,17,37,53,36,42,46,26,48,48,50,11,5,29,42,0,37,63,11,44,35,19,60,18,34,19,84,7,51,49,33,44,23,25,55
v62,50,25,32,21,42,49,31,50,29,54,73,22,43,38,43,52,21,8,19,14,41,42,26,37,37,6,35,34,21,62,36,20,41,55,12,20,4,23,28,65,13,73,49,19,10,21,42,6,26,9,25,57,19,39,11,61,36,34,60,69,37,0,26,32,49,28,30,23,49,3,46,47,44,20,66,42,55,22,34,56
v63,32,5,20,29,24,31,35,32,35,44,55,22,25,20,25,34,5,26,25,32,53,16,18,27,63,24,11,60,25,44,10,6,23,41,30,22,28,13,54,47,31,55,41,19,16,11,46,28,10,35,21,39,45,21,17,43,52,58,42,51,63,26,0,52,31,28,56,21,45,29,44,21,70,12,48,30,37,40,38,38
v64,50,51,32,23,40,39,17,44,17,22,41,30,31,32,37,48,47,26,27,46,9,68,52,25,11,38,61,8,27,32,62,46,65,23,22,46,36,39,20,33,45,41,17,33,36,47,10,38,42,37,31,35,27,37,37,39,4,6,28,37,11,32,52,0,33,24,20,49,17,35,14,73,18,40,38,22,33,12,14,44
v65,17,36,17,28,7,6,18,11,20,25,24,27,6,11,6,15,30,41,30,63,34,35,49,12,44,55,28,41,28,13,29,37,32,22,37,53,53,26,37,16,62,24,22,30,47,42,27,55,23,54,24,8,44,10,48,12,33,39,17,20,44,49,31,33,0,21,37,52,26,52,25,40,51,29,17,11,6,27,19,11
v66,26,27,8,7,16,21,7,22,7,26,45,6,15,10,15,24,23,20,9,42,25,44,28,9,35,34,37,32,7,34,38,22,41,27,16,32,32,15,26,37,41,45,21,9,26,23,18,34,18,33,7,29,23,13,27,33,24,30,32,41,35,28,28,24,21,0,28,31,21,31,18,49,42,16,38,14,27,12,10,28
v67,54,55,36,27,44,43,21,48,21,42,61,34,35,36,41,52,51,30,31,30,29,72,56,29,17,32,65,14,31,50,66,50,69,43,26,50,28,43,2,53,25,61,37,37,40,51,30,28,46,21,35,45,11,41,41,49,24,22,48,57,19,30,56,20,37,28,0,53,37,27,34,77,14,44,54,30,43,16,22,48
v68,53,16,35,26,45,52,34,53,32,57,76,25,46,41,46,55,22,23,22,23,50,19,3,40,60,21,32,57,24,65,31,15,44,58,27,3,25,26,51,68,28,76,52,22,13,10,45,25,29,32,28,60,42,42,12,64,49,55,63,72,60,23,21,49,52,31,53,0,52,26,49,30,67,23,69,45,58,37,37,59
v69,43,44,25,28,33,32,18,37,20,5,26,27,24,25,30,41,40,41,30,63,8,61,49,18,20,55,54,23,28,25,55,39,58,6,37,53,53,32,37,18,62,24,4,30,47,42,7,55,35,54,24,28,44,30,48,32,13,15,11,24,18,49,45,17,26,21,37,52,0,52,3,66,25,33,31,15,26,27,15,37
v70,53,28,35,24,45,52,34,53,32,57,76,25,46,41,46,55,24,11,22,11,44,45,29,40,34,5,38,31,24,65,39,23,44,58,15,23,1,26,25,68,10,76,52,22,13,24,45,3,29,6,28,60,16,42,14,64,39,37,63,72,34,3,29,35,52,31,27,26,52,0,49,50,41,23,69,45,58,25,37,59
v71,42,43,24,25,32,31,15,36,17,8,27,24,23,24,29,40,39,38,27,60,9,60,46,17,19,52,53,20,25,24,54,38,57,9,34,50,50,31,34,19,59,27,3,27,44,39,4,52,34,51,23,27,41,29,45,31,10,14,14,23,19,46,44,14,25,18,34,49,3,49,0,65,26,32,30,14,25,24,12,36
v72,23,22,41,50,33,34,56,29,56,65,46,43,42,41,36,25,26,47,46,47,74,11,27,48,84,45,12,81,46,41,11,27,14,62,51,31,49,34,75,48,52,46,62,40,37,26,67,49,31,56,42,38,66,36,36,34,73,79,57,42,84,47,21,73,40,49,77,30,66,50,65,0,91,33,39,51,40,61,59,29
v73,68,69,50,41,58,57,35,62,35,28,51,48,49,50,55,66,65,44,45,44,17,86,70,43,7,46,79,10,45,50,80,64,83,29,40,64,42,57,16,43,39,49,29,51,54,65,24,42,60,35,49,53,25,55,55,57,18,12,34,49,7,44,70,18,51,42,14,67,25,41,26,91,0,58,56,40,51,30,32,62
v74,30,11,12,17,22,29,23,30,23,34,53,10,23,18,23,32,7,14,13,34,41,28,20,17,51,26,21,48,13,42,22,8,25,35,18,24,24,3,42,45,33,53,29,7,18,13,34,26,6,25,9,37,33,19,19,41,40,46,40,49,51,20,12,40,29,16,44,23,33,23,32,33,58,0,46,22,35,28,26,36
v75,16,53,34,45,24,17,35,16,37,30,7,44,23,28,23,14,47,58,47,80,39,50,66,29,49,72,37,46,45,6,38,54,27,27,54,70,70,43,54,13,79,7,27,47,64,59,32,72,40,71,41,9,61,27,65,5,38,44,22,7,49,66,48,38,17,38,54,69,31,69,30,39,56,46,0,24,11,44,32,10
v76,28,29,10,21,18,17,11,22,13,14,31,20,9,10,15,26,25,34,23,56,23,46,42,5,33,48,39,30,21,20,40,30,43,13,30,46,46,19,30,23,55,31,11,23,40,35,16,48,20,47,17,15,37,15,41,19,22,28,18,27,33,42,30,22,11,14,30,45,15,45,14,51,40,22,24,0,13,20,8,22
v77,17,42,23,34,13,6,24,11,26,25,18,33,12,17,12,15,36,47,36,69,34,39,55,18,44,61,28,41,34,7,29,43,32,22,43,59,59,32,43,10,68,18,22,36,53,48,27,61,29,60,30,2,50,16,54,6,33,39,17,14,44,55,37,33,6,27,43,58,26,58,25,40,51,35,11,13,0,33,21,11
v78,38,39,20,11,28,27,9,32,7,32,51,18,21,20,25,36,35,14,15,36,19,56,40,15,23,28,49,20,15,40,50,34,53,33,10,34,26,27,14,43,35,51,27,21,24,35,20,28,30,27,19,35,17,25,25,39,14,18,38,47,23,22,40,12,27,12,16,37,27,25,24,61,30,28,44,20,33,0,12,34
v79,36,37,18,13,26,25,3,30,5,20,39,16,17,18,23,34,33,26,15,48,15,54,38,11,25,40,47,22,13,28,48,32,51,21,22,38,38,25,22,31,47,39,15,19,32,33,8,40,28,39,17,23,29,23,33,27,14,20,26,35,25,34,38,14,19,10,22,37,15,37,12,59,32,26,32,8,21,12,0,30
v80,6,43,24,35,14,7,27,6,27,36,17,34,13,18,13,4,37,48,37,70,45,40,56,19,55,62,27,52,35,12,28,44,21,33,44,60,60,33,46,19,69,17,33,37,54,49,38,62,30,61,31,9,51,17,55,5,44,50,28,13,55,56,38,44,11,28,48,59,37,59,36,29,62,36,10,22,11,34,30,0
