,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v11,24,27,52,29,32,52,43,17,54,39,0,52,43,47,9,38,24,50,36,8,23,17,53,71,63,28,32,28,33,39,32,51,37,55,48,48,37,29,18,70,46,45,16,42,9,34,78,28,63,54,42,36,48,7,23,14,42,22,51,18,35,37,16,19,13,35,24,66,50,26,20,46,47,46,14,44,51,18,53,33
v12,46,25,10,27,20,14,47,35,12,13,52,0,47,23,61,30,30,54,16,44,35,35,17,19,11,24,20,28,37,35,20,45,41,13,10,52,15,23,46,18,28,19,42,16,45,18,26,24,11,32,10,40,52,53,29,66,28,30,1,60,17,17,36,33,41,31,32,18,54,26,36,18,51,50,48,16,21,56,13,25
v13,27,30,57,72,59,61,2,36,35,60,43,47,0,24,42,17,67,7,33,35,20,32,30,38,46,37,43,19,18,12,27,18,6,60,57,5,40,60,27,37,19,28,27,31,34,41,45,41,38,21,47,21,9,36,34,47,19,53,46,41,50,64,57,36,30,78,67,33,7,25,23,65,12,11,29,31,26,37,34,22
v14,41,20,33,48,35,37,24,30,11,36,47,23,24,0,56,9,43,31,11,39,30,30,6,24,22,19,19,19,32,12,15,22,18,36,33,29,16,36,41,23,5,4,37,7,40,17,31,19,16,9,23,35,29,48,24,61,5,29,22,55,26,40,33,28,36,54,43,19,31,21,31,41,28,27,43,7,4,51,10,14
v15,21,36,61,34,41,61,44,26,63,48,9,61,42,56,0,47,31,49,45,17,26,26,62,80,72,37,41,37,30,48,41,60,42,64,57,45,46,38,15,79,55,54,19,51,16,43,87,37,72,63,51,33,45,8,32,7,51,31,60,15,44,46,25,28,20,42,29,75,47,35,25,55,54,43,13,53,60,15,62,42
v16,32,13,40,55,42,44,17,21,18,43,38,30,17,9,47,0,50,24,16,30,21,21,15,33,29,20,26,10,23,5,10,15,11,43,40,22,23,43,32,32,8,11,28,14,31,24,40,24,25,16,30,26,22,39,17,52,4,36,29,46,33,47,40,19,27,61,50,28,24,12,22,48,21,20,34,14,13,42,17,5
v17,48,37,30,5,10,30,67,31,32,17,24,30,67,43,31,50,0,74,34,32,47,35,37,49,41,30,24,48,57,55,40,65,61,33,26,72,27,7,42,48,48,39,40,36,33,26,56,26,41,52,20,60,72,31,33,36,48,14,29,42,17,15,10,31,37,11,2,44,74,42,44,24,71,70,38,36,41,42,33,45
v18,34,37,64,79,66,68,7,43,42,67,50,54,7,31,49,24,74,0,40,42,27,39,37,35,53,44,50,26,25,19,34,11,13,67,64,6,47,67,34,40,26,35,34,38,41,48,42,48,45,22,54,28,16,43,41,54,26,60,53,48,57,71,64,43,37,85,74,36,14,32,30,72,5,18,36,38,33,44,41,29
v19,30,9,24,39,26,28,33,19,18,27,36,16,33,11,45,16,34,40,0,28,19,19,17,35,27,8,10,14,23,21,6,31,27,27,24,38,7,27,30,34,14,9,26,6,29,8,42,8,27,18,14,26,38,37,13,50,14,20,15,44,17,31,24,17,25,45,34,30,40,10,20,32,37,36,32,8,15,40,17,11
v20,16,19,44,37,24,44,35,9,46,31,8,44,35,39,17,30,32,42,28,0,15,9,45,63,55,20,24,20,25,31,24,43,29,47,40,40,29,25,10,62,38,37,8,34,1,26,70,20,55,46,34,28,40,9,15,22,34,18,43,16,27,29,22,11,5,43,32,58,42,18,12,38,39,38,6,36,43,12,45,25
v21,11,10,37,52,39,41,20,16,37,40,23,35,20,30,26,21,47,27,19,15,0,12,36,54,46,17,23,11,10,22,15,34,16,40,37,25,20,40,11,53,29,28,7,25,14,21,61,21,46,37,27,13,25,18,14,31,25,33,34,25,30,44,37,16,10,58,47,49,27,9,3,45,28,23,13,27,34,21,36,16
v22,13,10,35,40,27,35,32,4,37,28,17,35,32,30,26,21,35,39,19,9,12,0,36,54,46,11,15,13,22,22,15,34,26,38,31,37,20,28,11,53,29,28,7,25,10,17,61,11,46,37,25,25,37,18,6,31,25,21,34,25,18,32,25,4,6,46,35,49,39,9,9,33,36,35,13,27,34,21,36,16
v23,47,26,27,42,29,31,30,36,5,30,53,17,30,6,62,15,37,37,17,45,36,36,0,18,16,25,21,25,38,18,21,28,24,30,27,35,16,30,47,17,11,8,43,11,46,19,25,25,10,15,17,41,35,54,30,67,11,31,16,61,20,34,37,34,42,48,37,13,37,27,37,35,34,33,49,9,4,57,4,20
v24,65,44,29,46,39,33,36,54,17,32,71,19,38,24,80,33,49,35,35,63,54,54,18,0,18,43,39,43,56,32,39,26,38,32,29,37,34,42,65,5,25,26,61,29,64,37,7,43,10,17,29,59,47,72,48,85,29,49,20,79,36,36,55,52,60,50,51,5,45,45,55,37,32,49,67,27,20,75,18,38
v25,57,36,11,38,31,15,46,46,11,24,63,11,46,22,72,29,41,53,27,55,46,46,16,18,0,35,31,35,48,34,31,44,40,14,15,51,26,34,57,13,27,18,53,21,56,29,15,35,8,31,21,51,51,64,40,77,27,41,12,71,28,26,47,44,52,32,43,17,53,37,47,19,50,49,59,19,20,67,12,30
v26,22,7,24,35,22,24,37,11,26,23,28,24,37,19,37,20,30,44,8,20,17,11,25,43,35,0,6,18,27,25,10,35,31,27,20,42,9,23,22,42,18,17,18,14,21,6,50,4,35,26,14,30,42,29,5,42,18,16,23,36,13,27,20,9,17,41,30,38,44,12,14,28,41,40,24,16,23,32,25,15
v27,26,13,20,29,16,20,43,15,22,17,32,20,43,19,41,26,24,50,10,24,23,15,21,39,31,6,0,24,33,31,16,41,37,23,16,48,5,17,26,38,24,15,22,12,25,2,46,4,31,28,10,36,48,33,9,46,24,10,19,40,7,21,16,13,21,35,24,34,50,18,20,22,47,46,28,12,19,36,21,21
v28,22,11,38,53,40,42,19,17,26,41,28,28,19,19,37,10,48,26,14,20,11,13,25,43,35,18,24,0,13,11,8,23,13,41,38,24,21,41,22,42,18,17,18,14,21,22,50,22,35,26,28,16,24,29,15,42,14,34,27,36,31,45,38,17,17,59,48,38,26,6,12,46,23,22,24,16,23,32,25,5
v29,9,20,47,62,49,51,20,26,39,50,33,37,18,32,30,23,57,25,23,25,10,22,38,56,48,27,33,13,0,24,17,36,18,50,47,19,30,50,15,55,31,30,17,27,24,31,63,31,48,39,37,3,15,26,24,29,27,43,36,23,40,54,47,26,20,68,57,51,17,15,13,55,30,13,19,29,36,19,38,18
v30,33,18,45,60,47,49,12,24,23,48,39,35,12,12,48,5,55,19,21,31,22,22,18,32,34,25,31,11,24,0,15,12,6,48,45,17,28,48,33,31,7,16,29,19,32,29,39,29,26,15,35,27,17,40,22,53,7,41,34,47,38,52,45,24,28,66,55,27,19,13,23,53,16,17,35,19,14,43,22,10
v31,26,5,30,45,32,34,27,15,22,33,32,20,27,15,41,10,40,34,6,24,15,15,21,39,31,10,16,8,17,15,0,25,21,33,30,32,13,33,26,38,14,13,22,10,25,14,46,14,31,22,20,20,32,33,9,46,10,26,19,40,23,37,30,13,21,51,40,34,34,6,16,38,31,30,28,12,19,36,21,5
v32,45,28,55,70,57,59,16,34,33,58,51,45,18,22,60,15,65,11,31,43,34,34,28,26,44,35,41,23,36,12,25,0,18,58,55,17,38,58,45,31,17,26,41,29,44,39,33,39,36,13,45,39,27,52,32,65,17,51,44,59,48,62,55,34,40,76,65,27,25,25,35,63,6,29,47,29,24,55,32,20
v33,27,24,51,66,53,55,6,30,29,54,37,41,6,18,42,11,61,13,27,29,16,26,24,38,40,31,37,13,18,6,21,18,0,54,51,11,34,54,27,37,13,22,23,25,28,35,45,35,32,21,41,21,11,34,28,47,13,47,40,41,44,58,51,30,24,72,61,33,13,19,17,59,12,11,29,25,20,37,28,16
v34,49,30,3,30,23,3,60,38,25,16,55,13,60,36,64,43,33,67,27,47,40,38,30,32,14,27,23,41,50,48,33,58,54,0,7,65,20,26,49,27,41,32,45,29,48,21,25,27,22,45,13,53,65,56,32,69,41,33,14,63,20,18,39,36,44,22,35,31,67,35,39,9,64,63,51,29,34,59,26,38
v35,42,27,4,23,16,4,57,31,22,9,48,10,57,33,57,40,26,64,24,40,37,31,27,29,15,20,16,38,47,45,30,55,51,7,0,62,17,19,42,24,38,29,38,26,41,16,30,20,19,42,10,50,62,49,25,62,38,26,11,56,13,11,32,29,37,21,28,28,64,32,34,8,61,60,44,26,31,52,23,35
v36,28,35,62,77,64,66,5,41,40,65,48,52,5,29,45,22,72,6,38,40,25,37,35,37,51,42,48,24,19,17,32,17,11,65,62,0,45,65,30,38,24,33,32,36,39,46,44,46,43,20,52,22,10,41,39,48,24,58,51,42,55,69,62,41,35,83,72,34,8,30,28,70,11,12,34,36,31,38,39,27
v37,31,10,17,32,19,21,40,20,17,20,37,15,40,16,46,23,27,47,7,29,20,20,16,34,26,9,5,21,30,28,13,38,34,20,17,45,0,20,31,33,21,12,27,9,30,3,41,9,26,25,7,33,45,38,14,51,21,15,14,45,10,24,21,18,26,38,27,29,47,15,21,25,44,43,33,9,14,41,16,18
v38,41,30,23,12,3,23,60,24,25,10,29,23,60,36,38,43,7,67,27,25,40,28,30,42,34,23,17,41,50,48,33,58,54,26,19,65,20,0,35,41,41,32,33,29,26,19,49,19,34,45,13,53,65,30,26,43,41,7,22,37,10,8,13,24,30,18,9,37,67,35,37,17,64,63,31,29,34,35,26,38
v39,6,21,46,47,34,46,29,11,48,35,18,46,27,41,15,32,42,34,30,10,11,11,47,65,57,22,26,22,15,33,26,45,27,49,42,30,31,35,0,64,40,39,4,36,9,28,72,22,57,48,36,18,30,11,17,20,36,28,45,14,29,39,32,13,5,53,42,60,32,20,10,40,39,28,4,38,45,10,47,27
v40,64,43,24,45,38,28,35,53,16,31,70,18,37,23,79,32,48,40,34,62,53,53,17,5,13,42,38,42,55,31,38,31,37,27,24,38,33,41,64,0,24,25,60,28,63,36,8,42,7,18,28,58,46,71,47,84,28,48,19,78,35,33,54,51,59,45,50,4,44,44,54,32,37,48,66,26,19,74,17,37
v41,40,19,38,53,40,42,19,29,16,41,46,28,19,5,55,8,48,26,14,38,29,29,11,25,27,18,24,18,31,7,14,17,13,41,38,24,21,41,40,24,0,9,36,12,39,22,32,22,19,8,28,34,24,47,23,60,4,34,27,54,31,45,38,27,35,59,48,20,26,20,30,46,23,24,42,12,7,50,15,13
v42,39,18,29,44,31,33,28,28,9,32,45,19,28,4,54,11,39,35,9,37,28,28,8,26,18,17,15,17,30,16,13,26,22,32,29,33,12,32,39,25,9,0,35,3,38,13,33,17,18,13,19,33,33,46,22,59,9,25,18,53,22,36,29,26,34,50,39,21,35,19,29,37,32,31,41,3,6,49,8,12
v43,8,17,42,45,32,42,27,9,44,33,16,42,27,37,19,28,40,34,26,8,7,7,43,61,53,18,22,18,17,29,22,41,23,45,38,32,27,33,4,60,36,35,0,32,7,24,68,18,53,44,32,20,32,11,13,24,32,26,41,18,25,37,30,9,3,51,40,56,34,16,6,38,35,30,6,34,41,14,43,23
v44,36,15,26,41,28,30,31,25,12,29,42,16,31,7,51,14,36,38,6,34,25,25,11,29,21,14,12,14,27,19,10,29,25,29,26,36,9,29,36,28,12,3,32,0,35,10,36,14,21,16,16,30,36,43,19,56,12,22,15,50,19,33,26,23,31,47,36,24,38,16,26,34,35,34,38,2,9,46,11,9
v45,15,20,45,38,25,45,34,10,47,32,9,45,34,40,16,31,33,41,29,1,14,10,46,64,56,21,25,21,24,32,25,44,28,48,41,39,30,26,9,63,39,38,7,35,0,27,71,21,56,47,35,27,39,8,16,21,35,19,44,15,28,30,23,12,4,44,33,59,41,19,11,39,38,37,5,37,44,11,46,26
v46,28,11,18,31,18,20,41,17,20,19,34,18,41,17,43,24,26,48,8,26,21,17,19,37,29,6,2,22,31,29,14,39,35,21,16,46,3,19,28,36,22,13,24,10,27,0,44,6,29,26,8,34,46,35,11,48,22,12,17,42,9,23,18,15,23,37,26,32,48,16,18,24,45,44,30,10,17,38,19,19
v47,72,51,26,53,46,26,43,61,24,39,78,26,45,31,87,40,56,42,42,70,61,61,25,7,15,50,46,50,63,39,46,33,45,25,30,44,41,49,72,8,32,33,68,36,71,44,0,50,15,24,36,66,54,79,55,92,36,56,27,86,43,41,62,59,67,45,58,12,52,52,62,32,39,56,74,34,27,82,25,45
v48,22,11,24,31,18,24,41,11,26,19,28,24,41,19,37,24,26,48,8,20,21,11,25,43,35,4,4,22,31,29,14,39,35,27,20,46,9,19,22,42,22,17,18,14,21,6,50,0,35,26,14,34,46,29,7,42,22,12,23,36,9,23,16,9,17,37,26,38,48,16,18,24,45,44,24,16,23,32,25,19
v49,57,36,19,38,31,23,38,46,9,24,63,11,38,16,72,25,41,45,27,55,46,46,10,10,8,35,31,35,48,26,31,36,32,22,19,43,26,34,57,7,19,18,53,21,56,29,15,35,0,23,21,51,43,64,40,77,21,41,12,71,28,26,47,44,52,40,43,9,45,37,47,27,42,41,59,19,12,67,10,30
v50,48,27,42,57,44,46,19,37,20,45,54,32,21,9,63,16,52,22,18,46,37,37,15,17,31,26,28,26,39,15,22,13,21,45,42,20,25,45,48,18,8,13,44,16,47,26,24,26,23,0,32,42,30,55,31,68,12,38,31,62,35,49,42,35,43,63,52,14,28,28,38,50,19,32,50,16,11,58,19,21
v51,36,17,10,25,12,14,47,25,12,13,42,10,47,23,51,30,20,54,14,34,27,25,17,29,21,14,10,28,37,35,20,45,41,13,10,52,7,13,36,28,28,19,32,16,35,8,36,14,21,32,0,40,52,43,19,56,28,20,9,50,7,17,26,23,31,31,22,24,54,22,26,18,51,50,38,16,21,46,13,25
v52,12,23,50,65,52,54,23,29,42,53,36,40,21,35,33,26,60,28,26,28,13,25,41,59,51,30,36,16,3,27,20,39,21,53,50,22,33,53,18,58,34,33,20,30,27,34,66,34,51,42,40,0,12,29,27,26,30,46,39,20,43,57,50,29,23,71,60,54,14,18,16,58,33,10,22,32,39,18,41,21
v53,24,35,62,77,64,66,11,41,40,65,48,52,9,29,45,22,72,16,38,40,25,37,35,47,51,42,48,24,15,17,32,27,11,65,62,10,45,65,30,46,24,33,32,36,39,46,54,46,43,30,52,12,0,41,39,38,24,58,51,32,55,69,62,41,35,83,72,42,2,30,28,70,21,2,34,36,31,30,39,27
v54,17,28,53,36,33,53,36,18,55,40,7,53,36,48,8,39,31,43,37,9,18,18,54,72,64,29,33,29,26,40,33,52,34,56,49,41,38,30,11,71,47,46,11,43,8,35,79,29,64,55,43,29,41,0,24,13,43,23,52,11,36,38,21,20,12,42,31,67,43,27,17,47,46,39,7,45,52,11,54,34
v55,17,4,29,38,25,29,34,6,31,26,23,29,34,24,32,17,33,41,13,15,14,6,30,48,40,5,9,15,24,22,9,32,28,32,25,39,14,26,17,47,23,22,13,19,16,11,55,7,40,31,19,27,39,24,0,37,19,19,28,31,16,30,23,4,12,44,33,43,41,9,11,31,38,37,19,21,28,27,30,12
v56,20,41,66,39,46,66,49,31,68,53,14,66,47,61,7,52,36,54,50,22,31,31,67,85,77,42,46,42,29,53,46,65,47,69,62,48,51,43,20,84,60,59,24,56,21,48,92,42,77,68,56,26,38,13,37,0,56,36,65,8,49,51,30,33,25,47,34,80,40,40,30,60,59,36,18,58,65,10,67,47
v57,36,15,38,53,40,42,19,25,16,41,42,28,19,5,51,4,48,26,14,34,25,25,11,29,27,18,24,14,27,7,10,17,13,41,38,24,21,41,36,28,4,9,32,12,35,22,36,22,21,12,28,30,24,43,19,56,0,34,27,50,31,45,38,23,31,59,48,24,26,16,26,46,23,22,38,12,9,46,15,9
v58,34,23,30,19,10,30,53,17,32,17,22,30,53,29,31,36,14,60,20,18,33,21,31,49,41,16,10,34,43,41,26,51,47,33,26,58,15,7,28,48,34,25,26,22,19,12,56,12,41,38,20,46,58,23,19,36,34,0,29,30,13,15,6,17,23,25,14,44,60,28,30,24,57,56,24,22,29,28,31,31
v59,45,24,11,26,19,15,46,34,11,14,51,1,46,22,60,29,29,53,15,43,34,34,16,20,12,23,19,27,36,34,19,44,40,14,11,51,14,22,45,19,27,18,41,15,44,17,27,23,12,31,9,39,51,52,28,65,27,29,0,59,16,18,35,32,40,32,31,17,53,25,35,19,50,49,47,15,20,55,12,24
v60,14,35,60,47,40,60,43,25,62,47,18,60,41,55,15,46,42,48,44,16,25,25,61,79,71,36,40,36,23,47,40,59,41,63,56,42,45,37,14,78,54,53,18,50,15,42,86,36,71,62,50,20,32,11,31,8,50,30,59,0,43,45,32,27,19,53,42,74,34,34,24,54,53,30,12,52,59,4,61,41
v61,31,20,17,22,9,17,50,18,19,10,35,17,50,26,44,33,17,57,17,27,30,18,20,36,28,13,7,31,40,38,23,48,44,20,13,55,10,10,29,35,31,22,25,19,28,9,43,9,28,35,7,43,55,36,16,49,31,13,16,43,0,14,19,16,24,28,17,31,57,25,27,15,54,53,31,19,24,39,18,28
v62,45,34,15,12,5,15,64,28,29,4,37,17,64,40,46,47,15,71,31,29,44,32,34,36,26,27,21,45,54,52,37,62,58,18,11,69,24,8,39,33,45,36,37,33,30,23,41,23,26,49,17,57,69,38,30,51,45,15,18,45,14,0,21,28,34,14,17,35,71,39,41,9,68,67,35,33,38,41,30,42
v63,38,27,36,15,16,36,57,21,38,23,16,36,57,33,25,40,10,64,24,22,37,25,37,55,47,20,16,38,47,45,30,55,51,39,32,62,21,13,32,54,38,29,30,26,23,18,62,16,47,42,26,50,62,21,23,30,38,6,35,32,19,21,0,21,27,21,10,50,64,32,34,30,61,60,28,28,35,32,37,35
v64,17,8,33,36,23,33,36,2,35,24,19,33,36,28,28,19,31,43,17,11,16,4,34,52,44,9,13,17,26,24,13,34,30,36,29,41,18,24,13,51,27,26,9,23,12,15,59,9,44,35,23,29,41,20,4,33,23,17,32,27,16,28,21,0,8,42,31,47,43,11,13,29,40,39,15,25,32,23,34,14
v65,11,16,41,42,29,41,30,6,43,30,13,41,30,36,20,27,37,37,25,5,10,6,42,60,52,17,21,17,20,28,21,40,24,44,37,35,26,30,5,59,35,34,3,31,4,23,67,17,52,43,31,23,35,12,12,25,31,23,40,19,24,34,27,8,0,48,37,55,37,15,7,35,34,33,7,33,40,15,42,22
v66,59,48,21,8,19,19,78,42,43,18,35,31,78,54,42,61,11,85,45,43,58,46,48,50,32,41,35,59,68,66,51,76,72,22,21,83,38,18,53,45,59,50,51,47,44,37,45,37,40,63,31,71,83,42,44,47,59,25,32,53,28,14,21,42,48,0,13,49,85,53,55,13,82,81,49,47,52,53,44,56
v67,48,37,32,5,12,32,67,31,34,19,24,32,67,43,29,50,2,74,34,32,47,35,37,51,43,30,24,48,57,55,40,65,61,35,28,72,27,9,42,50,48,39,40,36,33,26,58,26,43,52,22,60,72,31,33,34,48,14,31,42,17,17,10,31,37,13,0,46,74,42,44,26,71,70,38,36,41,42,33,45
v68,60,39,28,43,34,32,31,49,12,31,66,18,33,19,75,28,44,36,30,58,49,49,13,5,17,38,34,38,51,27,34,27,33,31,28,34,29,37,60,4,20,21,56,24,59,32,12,38,9,14,24,54,42,67,43,80,24,44,17,74,31,35,50,47,55,49,46,0,40,40,50,36,33,44,62,22,15,70,13,33
v69,26,37,64,79,66,68,9,43,42,67,50,54,7,31,47,24,74,14,40,42,27,39,37,45,53,44,50,26,17,19,34,25,13,67,64,8,47,67,32,44,26,35,34,38,41,48,52,48,45,28,54,14,2,43,41,40,26,60,53,34,57,71,64,43,37,85,74,40,0,32,30,72,19,4,36,38,33,32,41,29
v70,20,5,32,47,34,36,25,11,28,35,26,26,25,21,35,12,42,32,10,18,9,9,27,45,37,12,18,6,15,13,6,25,19,35,32,30,15,35,20,44,20,19,16,16,19,16,52,16,37,28,22,18,30,27,9,40,16,28,25,34,25,39,32,11,15,53,42,40,32,0,10,40,29,28,22,18,25,30,27,7
v71,10,11,36,49,36,38,23,13,38,37,20,36,23,31,25,22,44,30,20,12,3,9,37,55,47,14,20,12,13,23,16,35,17,39,34,28,21,37,10,54,30,29,6,26,11,18,62,18,47,38,26,16,28,17,11,30,26,30,35,24,27,41,34,13,7,55,44,50,30,10,0,42,29,26,12,28,35,20,37,17
v72,46,35,8,21,14,6,65,29,30,7,46,18,65,41,55,48,24,72,32,38,45,33,35,37,19,28,22,46,55,53,38,63,59,9,8,70,25,17,40,32,46,37,38,34,39,24,32,24,27,50,18,58,70,47,31,60,46,24,19,54,15,9,30,29,35,13,26,36,72,40,42,0,69,68,42,34,39,50,31,43
v73,39,34,61,76,63,65,10,40,39,64,47,51,12,28,54,21,71,5,37,39,28,36,34,32,50,41,47,23,30,16,31,6,12,64,61,11,44,64,39,37,23,32,35,35,38,45,39,45,42,19,51,33,21,46,38,59,23,57,50,53,54,68,61,40,34,82,71,33,19,29,29,69,0,23,41,35,30,49,38,26
v74,22,33,60,75,62,64,13,39,38,63,46,50,11,27,43,20,70,18,36,38,23,35,33,49,49,40,46,22,13,17,30,29,11,63,60,12,43,63,28,48,24,31,30,34,37,44,56,44,41,32,50,10,2,39,37,36,22,56,49,30,53,67,60,39,33,81,70,44,4,28,26,68,23,0,32,34,29,28,37,25
v75,10,23,48,43,30,48,31,13,50,35,14,48,29,43,13,34,38,36,32,6,13,13,49,67,59,24,28,24,19,35,28,47,29,51,44,34,33,31,4,66,42,41,6,38,5,30,74,24,59,50,38,22,34,7,19,18,38,24,47,12,31,35,28,15,7,49,38,62,36,22,12,42,41,32,0,40,47,8,49,29
v76,38,17,26,41,28,30,31,27,10,29,44,16,31,7,53,14,36,38,8,36,27,27,9,27,19,16,12,16,29,19,12,29,25,29,26,36,9,29,38,26,12,3,34,2,37,10,34,16,19,16,16,32,36,45,21,58,12,22,15,52,19,33,28,25,33,47,36,22,38,18,28,34,35,34,40,0,7,48,9,11
v77,45,24,31,46,33,35,26,34,9,34,51,21,26,4,60,13,41,33,15,43,34,34,4,20,20,23,19,23,36,14,19,24,20,34,31,31,14,34,45,19,7,6,41,9,44,17,27,23,12,11,21,39,31,52,28,65,9,29,20,59,24,38,35,32,40,52,41,15,33,25,35,39,30,29,47,7,0,55,8,18
v78,10,31,56,47,36,56,39,21,58,43,18,56,37,51,15,42,42,44,40,12,21,21,57,75,67,32,36,32,19,43,36,55,37,59,52,38,41,35,10,74,50,49,14,46,11,38,82,32,67,58,46,18,30,11,27,10,46,28,55,4,39,41,32,23,15,53,42,70,32,30,20,50,49,28,8,48,55,0,57,37
v79,47,26,23,38,25,27,34,36,1,26,53,13,34,10,62,17,33,41,17,45,36,36,4,18,12,25,21,25,38,22,21,32,28,26,23,39,16,26,47,17,15,8,43,11,46,19,25,25,10,19,13,41,39,54,30,67,15,31,12,61,18,30,37,34,42,44,33,13,41,27,37,31,38,37,49,9,8,57,0,20
v80,27,8,35,50,37,39,22,16,21,38,33,25,22,14,42,5,45,29,11,25,16,16,20,38,30,15,21,5,18,10,5,20,16,38,35,27,18,38,27,37,13,12,23,9,26,19,45,19,30,21,25,21,27,34,12,47,9,31,24,41,28,42,35,14,22,56,45,33,29,7,17,43,26,25,29,11,18,37,20,0
