,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v36,39,24,64,16,41,45,21,68,36,46,39,34,37,29,49,51,33,20,13,10,47,26,47,50,60,36,59,12,31,32,58,42,18,52,16,0,22,12,23,79,19,27,29,30,64,67,73,21,49,34,51,34,59,10,19,47,35,18,53,45,21,20,48,34,68,5,46,29,29,26,24,39,19,24,65,22,34,31,16,17
v37,25,2,50,18,27,45,1,54,22,32,25,16,23,9,49,45,55,42,9,20,33,4,49,36,46,32,45,24,17,54,44,64,16,38,38,22,0,26,9,65,33,15,45,52,50,53,59,27,35,20,37,56,45,24,41,33,21,14,39,31,33,8,34,30,54,17,32,39,17,4,46,61,5,46,51,4,12,53,8,39
v38,51,24,76,28,53,57,27,80,48,58,51,42,49,35,61,63,35,30,23,22,59,28,59,62,72,48,71,24,43,38,70,42,30,64,24,12,26,0,35,91,31,39,41,42,76,79,85,33,61,46,63,42,71,2,31,59,47,30,65,57,33,20,60,46,80,17,58,41,41,26,30,39,31,28,77,22,38,41,28,17
v39,16,11,41,9,20,36,8,45,13,23,24,21,14,16,40,36,46,33,12,13,24,13,40,27,37,23,36,15,10,45,35,55,7,29,29,23,9,35,0,56,24,6,36,43,41,44,50,18,26,11,28,47,36,33,32,24,14,5,30,22,24,17,25,21,45,18,23,30,8,13,37,52,4,37,42,13,21,44,7,30
v40,40,67,15,63,38,34,64,11,43,33,42,49,42,56,30,28,56,61,68,69,32,63,32,35,19,43,26,67,48,53,21,55,61,27,67,79,65,91,56,0,60,52,50,49,15,12,6,58,32,45,28,49,20,89,60,32,44,61,26,34,58,73,31,45,11,74,33,50,50,65,61,52,60,63,14,69,53,50,63,80
v41,40,35,45,15,44,26,32,49,21,27,48,45,30,40,30,32,22,9,24,13,30,37,28,41,41,17,40,9,34,21,39,31,17,33,7,19,33,31,24,60,0,18,12,19,45,48,54,6,38,25,32,23,40,29,8,32,38,19,34,36,2,31,29,15,49,16,27,10,16,37,13,28,28,13,46,33,45,20,25,20
v42,22,17,37,11,26,30,14,41,9,19,30,27,12,22,34,30,40,27,16,17,20,19,34,23,33,17,32,15,16,39,31,49,9,25,23,27,15,39,6,52,18,0,30,37,37,40,46,12,22,7,24,41,32,37,26,20,20,9,26,18,18,21,21,15,41,22,19,24,2,19,31,46,10,31,38,17,27,38,11,28
v43,52,47,35,27,56,16,44,39,33,27,60,57,42,52,20,22,10,11,36,25,42,49,18,53,31,13,44,21,46,9,33,19,29,25,17,29,45,41,36,50,12,30,0,7,35,38,44,18,50,37,38,11,30,39,10,44,50,31,24,48,12,43,37,15,39,28,31,6,28,49,11,16,40,13,36,45,57,8,37,30
v44,59,54,34,34,63,15,51,38,40,34,67,64,49,59,19,21,7,12,43,32,49,56,17,60,30,20,51,28,53,4,40,12,36,32,18,30,52,42,43,49,19,37,7,0,34,37,43,25,57,44,45,4,29,40,11,51,57,38,29,55,19,50,44,22,38,35,38,13,35,56,12,9,47,14,35,52,64,1,44,31
v45,29,52,20,48,33,23,49,4,28,18,37,34,27,41,27,23,41,46,53,54,19,48,27,30,4,28,21,52,33,38,10,42,46,12,52,64,50,76,41,15,45,37,35,34,0,5,9,43,27,30,15,34,19,74,45,21,29,46,11,25,43,58,16,30,6,59,18,35,35,50,46,39,45,48,13,54,38,35,48,65
v46,34,55,15,51,38,22,52,1,31,21,42,39,30,44,22,18,44,49,56,57,24,51,22,35,7,31,26,55,36,41,15,43,49,15,55,67,53,79,44,12,48,40,38,37,5,0,6,46,32,33,20,37,14,77,48,26,32,49,14,30,46,61,19,33,11,62,21,38,38,53,49,40,48,51,8,57,41,38,51,68
v47,34,61,17,57,36,28,58,5,37,27,40,43,36,50,24,22,50,55,62,63,26,57,26,33,13,37,24,61,42,47,15,49,55,21,61,73,59,85,50,6,54,46,44,43,9,6,0,52,30,39,22,43,16,83,54,26,38,55,20,28,52,67,25,39,9,68,27,44,44,59,55,46,54,57,10,63,47,44,57,74
v48,34,29,43,9,38,24,26,47,15,25,42,39,24,34,28,30,28,15,18,11,26,31,26,35,39,15,38,9,28,27,37,37,11,31,11,21,27,33,18,58,6,12,18,25,43,46,52,0,32,19,30,29,38,31,14,26,32,13,32,30,6,25,27,13,47,16,25,12,10,31,19,34,22,19,44,27,39,26,19,22
v49,10,37,47,33,8,50,34,31,17,23,10,19,12,26,54,50,60,47,38,39,8,33,54,3,29,37,10,37,18,59,17,69,31,25,43,49,35,61,26,32,38,22,50,57,27,32,30,32,0,15,12,61,46,59,46,6,14,31,28,4,38,43,13,35,21,44,19,44,22,35,51,66,30,51,40,39,23,58,33,50
v50,15,22,34,18,19,37,19,34,4,12,23,20,5,15,41,37,47,34,23,24,13,18,41,16,26,24,25,22,9,46,24,56,16,18,30,34,20,46,11,45,25,7,37,44,30,33,39,19,15,0,17,48,33,44,33,13,13,16,19,11,25,28,14,22,34,29,12,31,9,20,38,53,15,38,31,24,20,45,18,35
v51,14,39,35,35,18,38,36,19,15,11,22,21,14,28,42,38,48,35,40,41,4,35,42,15,17,25,8,39,20,47,7,57,33,13,39,51,37,63,28,28,32,24,38,45,15,20,22,30,12,17,0,49,34,61,34,6,16,33,16,10,30,45,3,23,17,46,7,32,22,37,39,54,32,39,28,41,25,46,35,52
v52,63,58,34,38,67,15,55,38,44,38,71,68,53,63,19,21,7,14,47,36,53,60,17,64,32,24,55,32,57,4,44,8,40,36,18,34,56,42,47,49,23,41,11,4,34,37,43,29,61,48,49,0,29,40,15,55,61,42,33,59,23,54,48,26,40,39,42,17,39,60,12,5,51,14,35,56,68,3,48,31
v53,48,47,5,43,52,14,44,15,29,23,56,53,38,48,10,8,36,41,48,49,38,45,12,49,17,23,40,47,42,33,29,35,41,21,47,59,45,71,36,20,40,32,30,29,19,14,16,38,46,33,34,29,0,69,40,40,46,41,18,44,38,53,33,25,25,54,27,30,30,45,41,32,40,43,6,49,53,30,43,60
v54,49,22,74,26,51,55,25,78,46,56,49,40,47,33,59,61,35,28,21,20,57,26,57,60,70,46,69,22,41,36,68,44,28,62,22,10,24,2,33,89,29,37,39,40,74,77,83,31,59,44,61,40,69,0,29,57,45,28,63,55,31,18,58,44,78,15,56,39,39,24,28,41,29,26,75,20,36,39,26,19
v55,48,43,45,23,52,26,40,49,29,27,56,53,38,48,30,32,14,1,32,21,38,45,28,49,41,17,40,17,42,13,39,23,25,33,7,19,41,31,32,60,8,26,10,11,45,48,54,14,46,33,34,15,40,29,0,40,46,27,34,44,8,39,33,15,49,24,27,10,24,45,5,20,36,5,46,41,53,12,33,20
v56,8,35,41,31,12,44,32,25,11,17,16,17,10,24,48,44,54,41,36,37,2,31,48,9,23,31,12,35,16,53,11,63,29,19,37,47,33,59,24,32,32,20,44,51,21,26,26,26,6,13,6,55,40,57,40,0,12,29,22,4,32,41,7,29,21,42,13,38,18,33,45,60,28,45,34,37,21,52,31,48
v57,4,23,47,23,6,50,20,33,17,23,10,7,8,12,54,50,60,47,24,25,12,19,54,15,29,37,24,29,4,59,23,69,21,25,43,35,21,47,14,44,38,20,50,57,29,32,38,32,14,13,16,61,46,45,46,12,0,19,28,10,38,29,13,35,33,30,19,44,22,21,51,66,16,51,40,25,9,58,19,44
v58,21,16,46,4,25,31,13,50,18,28,29,26,19,21,35,33,41,28,7,8,29,18,35,32,42,18,41,10,15,40,40,50,2,34,24,18,14,30,5,61,19,9,31,38,46,49,55,13,31,16,33,42,41,28,27,29,19,0,35,27,19,12,30,16,50,13,28,25,11,18,32,47,9,32,47,14,26,39,6,25
v59,30,41,19,37,34,22,38,15,17,7,38,35,20,30,26,22,32,35,42,43,20,37,26,31,7,17,22,41,24,31,11,41,35,3,41,53,39,65,30,26,34,26,24,29,11,14,20,32,28,19,16,33,18,63,34,22,28,35,0,26,32,47,15,19,15,48,9,24,24,39,35,38,34,37,12,43,35,30,37,54
v60,6,33,45,29,8,48,30,29,15,21,12,15,8,22,52,48,58,45,34,35,6,29,52,5,27,35,14,33,14,57,15,67,27,23,41,45,31,57,22,34,36,18,48,55,25,30,28,30,4,11,10,59,44,55,44,4,10,27,26,0,36,39,11,33,23,40,17,42,20,31,49,64,26,49,38,35,19,56,29,46
v61,40,35,43,15,44,24,32,47,21,25,48,45,30,40,28,30,22,9,24,13,30,37,26,41,39,15,38,9,34,21,37,31,17,31,9,21,33,33,24,58,2,18,12,19,43,46,52,6,38,25,30,23,38,31,8,32,38,19,32,36,0,31,27,13,47,16,25,8,16,37,13,28,28,13,44,33,45,20,25,22
v62,33,6,58,16,35,43,9,62,30,40,33,24,31,17,47,45,53,40,7,18,41,10,47,44,54,30,53,22,25,52,52,62,14,46,36,20,8,20,17,73,31,21,43,50,58,61,67,25,43,28,45,54,53,18,39,41,29,12,47,39,31,0,42,28,62,15,40,37,23,8,44,59,13,44,59,4,20,51,10,37
v63,15,36,34,32,19,37,33,20,12,10,23,20,11,25,41,37,47,34,37,38,5,32,41,16,16,24,11,36,17,46,10,56,30,12,36,48,34,60,25,31,29,21,37,44,16,19,25,27,13,14,3,48,33,58,33,7,13,30,15,11,27,42,0,22,20,43,6,31,19,34,38,53,29,38,27,38,22,45,32,49
v64,37,32,30,18,41,15,29,34,18,12,45,42,27,37,19,17,25,16,23,24,27,34,19,38,26,2,29,22,31,24,24,34,16,18,22,34,30,46,21,45,15,15,15,22,30,33,39,13,35,22,23,26,25,44,15,29,35,16,19,33,13,28,22,0,34,29,16,9,13,34,16,31,25,18,31,30,42,23,22,35
v65,29,56,26,52,27,29,53,10,32,22,31,38,31,45,33,29,45,50,57,58,21,52,33,24,8,32,15,56,37,42,10,48,50,16,56,68,54,80,45,11,49,41,39,38,6,11,9,47,21,34,17,40,25,78,49,21,33,50,15,23,47,62,20,34,0,63,22,39,39,54,50,45,49,52,19,58,42,39,52,69
v66,34,19,59,11,36,40,16,63,31,41,34,29,32,24,44,46,38,25,8,5,42,21,42,45,55,31,54,7,26,37,53,47,13,47,21,5,17,17,18,74,16,22,28,35,59,62,68,16,44,29,46,39,54,15,24,42,30,13,48,40,16,15,43,29,63,0,41,24,24,21,29,44,14,29,60,17,29,36,11,22
v67,21,34,28,30,25,31,31,22,10,4,29,26,11,23,35,31,41,28,35,36,11,30,35,22,14,18,13,34,15,40,12,50,28,6,34,46,32,58,23,33,27,19,31,38,18,21,27,25,19,12,7,42,27,56,27,13,19,28,9,17,25,40,6,16,22,41,0,25,17,32,32,47,27,32,21,36,26,39,30,47
v68,46,41,35,21,50,16,38,39,27,21,54,51,36,46,20,22,16,11,30,19,36,43,18,47,31,7,38,17,40,15,29,25,23,23,17,29,39,41,30,50,10,24,6,13,35,38,44,12,44,31,32,17,30,39,10,38,44,25,24,42,8,37,31,9,39,24,25,0,22,43,11,22,34,13,36,39,51,14,31,30
v69,24,19,35,13,28,28,16,39,7,17,32,29,14,24,32,28,38,25,18,19,18,21,32,25,31,15,30,17,18,37,29,47,11,23,21,29,17,41,8,50,16,2,28,35,35,38,44,10,22,9,22,39,30,39,24,18,22,11,24,20,16,23,19,13,39,24,17,22,0,21,29,44,12,29,36,19,29,36,13,30
v70,25,2,50,22,27,49,5,54,22,32,25,16,23,9,53,49,59,46,13,24,33,2,53,36,46,36,45,28,17,58,44,68,20,38,42,26,4,26,13,65,37,19,49,56,50,53,59,31,35,20,37,60,45,24,45,33,21,18,39,31,37,8,34,34,54,21,32,43,21,0,50,65,9,50,51,4,12,57,12,43
v71,53,48,46,28,57,27,45,50,34,28,61,58,43,53,31,33,9,4,37,26,43,50,29,54,42,18,45,22,47,8,40,18,30,34,8,24,46,30,37,61,13,31,11,12,46,49,55,19,51,38,39,12,41,28,5,45,51,32,35,49,13,44,38,16,50,29,32,11,29,50,0,15,41,2,47,46,58,11,38,19
v72,68,63,37,43,72,18,60,41,49,43,76,73,58,68,22,24,6,19,52,41,58,65,20,69,37,29,60,37,62,7,49,3,45,41,23,39,61,39,52,52,28,46,16,9,39,40,46,34,66,53,54,5,32,41,20,60,66,47,38,64,28,59,53,31,45,44,47,22,44,65,15,0,56,15,38,61,73,8,53,28
v73,20,7,45,13,22,40,4,49,17,27,20,17,18,12,44,40,50,37,8,15,28,9,44,31,41,27,40,19,12,49,39,59,11,33,33,19,5,31,4,60,28,10,40,47,45,48,54,22,30,15,32,51,40,29,36,28,16,9,34,26,28,13,29,25,49,14,27,34,12,9,41,56,0,41,46,9,17,48,3,34
v74,53,48,48,28,57,29,45,52,34,30,61,58,43,53,33,35,9,4,37,26,43,50,31,54,44,20,45,22,47,10,42,18,30,36,8,24,46,28,37,63,13,31,13,14,48,51,57,19,51,38,39,14,43,26,5,45,51,32,37,49,13,44,38,18,52,29,32,13,29,50,2,15,41,0,49,46,58,13,38,17
v75,42,53,7,49,46,20,50,9,29,19,50,47,32,42,16,14,42,47,54,55,32,49,18,43,11,29,34,53,36,39,23,41,47,15,53,65,51,77,42,14,46,38,36,35,13,8,10,44,40,31,28,35,6,75,46,34,40,47,12,38,44,59,27,31,19,60,21,36,36,51,47,38,46,49,0,55,47,36,49,66
v76,29,2,54,18,31,45,5,58,26,36,29,20,27,13,49,45,55,42,9,20,37,6,49,40,50,32,49,24,21,54,48,64,16,42,38,22,4,22,13,69,33,17,45,52,54,57,63,27,39,24,41,56,49,20,41,37,25,14,43,35,33,4,38,30,58,17,36,39,19,4,46,61,9,46,55,0,16,53,8,39
v77,13,14,54,30,15,57,13,42,24,30,13,4,15,5,61,57,67,54,21,32,21,10,61,24,36,44,33,36,11,66,32,76,28,32,50,34,12,38,21,53,45,27,57,64,38,41,47,39,23,20,25,68,53,36,53,21,9,26,35,19,45,20,22,42,42,29,26,51,29,12,58,73,17,58,47,16,0,65,20,51
v78,60,55,35,35,64,16,52,39,41,35,68,65,50,60,20,22,6,11,44,33,50,57,18,61,31,21,52,29,54,3,41,11,37,33,17,31,53,41,44,50,20,38,8,1,35,38,44,26,58,45,46,3,30,39,12,52,58,39,30,56,20,51,45,23,39,36,39,14,36,57,11,8,48,13,36,53,65,0,45,30
v79,23,10,48,10,25,37,7,52,20,30,23,20,21,15,41,37,47,34,5,12,31,12,41,34,44,24,43,16,15,46,42,56,8,36,30,16,8,28,7,63,25,11,37,44,48,51,57,19,33,18,35,48,43,26,33,31,19,6,37,29,25,10,32,22,52,11,30,31,13,12,38,53,3,38,49,8,20,45,0,31
v80,46,41,65,21,50,46,38,69,37,47,54,51,38,46,50,52,24,19,30,19,48,43,48,51,61,37,60,15,40,27,59,25,23,53,13,17,39,17,30,80,20,28,30,31,65,68,74,22,50,35,52,31,60,19,20,48,44,25,54,46,22,37,49,35,69,22,47,30,30,43,19,28,34,17,66,39,51,30,31,0
