,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v26,4,29,12,31,25,21,8,30,52,14,52,21,32,21,38,26,9,13,42,42,34,43,14,23,36,0,24,12,39,36,7,19,37,29,34,41,29,19,19,45,22,3,54,7,32,37,44,13,32,7,31,32,33,30,45,17,25,51,15,49,26,23,10,26,48,29,31,20,50,38,27,12,41,28,14,19,53,18,33,62
v27,28,17,12,7,39,31,32,28,38,38,28,45,18,21,24,32,31,37,18,28,20,19,38,3,22,24,0,26,21,22,17,43,23,17,58,17,15,27,37,21,36,25,30,31,30,25,20,29,8,21,7,18,19,10,21,23,39,27,29,25,50,35,22,4,34,53,17,38,36,24,41,26,17,20,26,33,29,42,27,38
v28,16,21,16,31,13,33,16,42,64,22,44,29,44,33,50,38,15,21,34,54,46,35,22,23,48,12,26,0,31,48,15,27,49,41,42,33,21,11,31,37,12,9,46,17,44,29,36,25,24,5,27,44,45,36,37,29,37,43,27,41,34,35,4,30,60,37,43,32,62,30,15,24,33,20,26,31,45,28,45,54
v29,43,10,27,26,34,46,47,43,59,53,21,60,39,36,45,47,46,52,5,49,41,10,53,18,43,39,21,31,0,43,32,58,44,36,73,20,10,20,52,32,19,40,27,46,45,4,25,44,15,32,22,39,40,31,28,38,54,28,44,10,65,50,29,25,55,68,38,53,57,3,28,41,4,11,41,48,18,57,42,23
v30,36,39,32,17,61,39,40,36,16,46,22,53,26,29,30,40,45,45,38,16,24,33,46,25,6,36,22,48,43,0,33,51,17,25,66,23,37,49,45,13,58,39,22,39,38,47,18,37,28,43,21,4,3,12,15,31,47,19,37,41,58,43,44,18,16,61,25,46,18,46,63,34,39,42,34,41,25,50,35,30
v31,11,22,5,24,28,18,15,27,49,21,45,28,29,18,35,23,14,20,35,39,31,36,21,16,33,7,17,15,32,33,0,26,34,26,41,34,22,16,20,38,25,8,47,14,29,30,37,12,25,10,24,29,30,23,38,14,22,44,12,42,33,20,11,19,45,36,28,21,47,31,30,9,34,21,11,16,46,25,30,55
v32,15,48,31,50,32,14,11,23,45,5,71,2,25,22,31,19,16,12,61,35,27,62,5,42,45,19,43,27,58,51,26,0,34,26,15,60,48,38,12,64,39,18,73,12,25,56,63,14,51,26,50,47,52,49,64,20,18,70,14,68,11,16,29,45,41,10,26,13,43,57,34,17,60,47,17,12,72,9,26,81
v33,33,40,33,18,62,22,39,19,15,31,37,36,9,16,13,23,46,42,39,5,7,34,35,26,11,37,23,49,44,17,34,34,0,8,49,26,38,50,28,30,59,40,39,32,21,48,29,24,29,44,22,13,18,15,30,20,30,36,22,42,41,26,45,19,11,44,8,29,13,47,64,25,40,43,23,24,38,33,18,47
v34,25,32,25,24,54,14,31,11,23,23,45,28,3,8,9,15,38,34,35,13,5,36,27,18,19,29,17,41,36,25,26,26,8,0,41,34,30,42,20,38,51,32,47,24,13,40,37,16,25,36,24,21,26,23,38,12,22,44,14,42,33,18,37,19,19,36,2,21,21,39,56,17,34,35,15,16,46,25,10,55
v35,30,63,46,65,39,27,26,30,54,20,86,13,40,37,36,26,27,21,76,50,42,77,20,57,60,34,58,42,73,66,41,15,49,41,0,75,63,53,21,79,54,33,88,27,28,71,78,29,66,41,65,62,67,64,79,35,19,85,29,83,8,23,44,60,50,5,41,20,48,72,45,32,75,62,32,25,87,16,31,96
v36,45,16,29,10,38,48,49,45,39,55,11,62,35,38,39,49,48,54,15,29,33,10,55,18,23,41,17,33,20,23,34,60,26,34,75,0,14,26,54,12,35,42,13,48,47,24,5,46,9,34,10,19,20,11,8,40,56,10,46,18,67,52,31,15,35,70,34,55,37,23,40,43,16,19,43,50,12,59,44,21
v37,33,2,17,20,24,36,37,33,53,43,23,50,33,26,39,37,36,42,13,43,35,14,43,12,37,29,15,21,10,37,22,48,38,30,63,14,0,12,42,26,21,30,25,36,35,10,19,34,9,22,16,33,34,25,22,28,44,22,34,20,55,40,19,19,49,58,32,43,51,9,26,31,12,5,31,38,24,47,34,33
v38,23,10,17,32,14,34,27,43,65,33,33,40,45,34,51,39,26,32,23,55,47,24,33,24,49,19,27,11,20,49,16,38,50,42,53,26,12,0,32,38,9,20,35,26,45,18,31,26,21,12,28,45,46,37,34,30,38,34,28,30,45,36,9,31,61,48,44,33,63,19,14,25,22,9,27,32,34,37,46,43
v39,15,42,25,44,44,6,21,11,33,13,65,10,19,16,19,7,28,24,55,29,21,56,17,36,39,19,37,31,52,45,20,12,28,20,21,54,42,32,0,58,41,22,67,14,13,50,57,8,45,26,44,41,46,43,58,14,6,64,8,62,13,4,27,39,29,16,20,1,31,51,46,11,54,41,11,4,66,5,14,75
v40,49,28,33,14,50,52,53,49,27,59,11,66,39,42,43,53,52,58,27,29,37,22,59,22,19,45,21,37,32,13,38,64,30,38,79,12,26,38,58,0,47,46,9,52,51,36,7,50,17,38,14,17,12,15,4,44,60,6,50,30,71,56,35,19,29,74,38,59,31,35,52,47,28,31,47,54,14,63,48,17
v41,26,19,26,41,15,43,28,52,74,34,36,41,54,43,60,48,27,33,22,64,56,25,34,33,58,22,36,12,19,58,25,39,59,51,54,35,21,9,41,47,0,21,42,27,54,17,40,35,30,15,37,54,55,46,43,39,47,43,37,29,46,45,14,40,70,49,53,42,72,18,9,34,21,16,36,41,33,38,55,42
v42,7,30,13,32,22,24,7,33,55,13,53,20,35,24,41,29,6,12,43,45,37,44,13,24,39,3,25,9,40,39,8,18,40,32,33,42,30,20,22,46,21,0,55,8,35,38,45,16,33,8,32,35,36,31,46,20,28,52,18,50,25,26,11,27,51,28,34,23,53,39,24,15,42,29,17,22,54,19,36,63
v43,58,25,42,23,49,61,62,58,34,68,6,75,48,51,52,62,61,67,22,38,46,17,68,31,28,54,30,46,27,22,47,73,39,47,88,13,25,35,67,9,42,55,0,61,60,31,10,59,22,47,23,26,21,24,9,53,69,3,59,25,80,65,44,28,38,83,47,68,40,30,47,56,23,26,56,63,9,72,57,10
v44,3,36,19,38,30,16,7,25,47,7,59,14,27,16,33,21,14,10,49,37,29,50,7,30,33,7,31,17,46,39,14,12,32,24,27,48,36,26,14,52,27,8,61,0,27,44,51,8,39,14,38,35,40,37,52,12,20,58,10,56,19,18,17,33,43,22,26,15,45,45,32,7,48,35,9,14,60,11,28,69
v45,28,35,28,37,57,11,34,2,26,26,58,23,12,11,8,6,41,37,48,22,14,49,30,29,32,32,30,44,45,38,29,25,21,13,28,47,35,45,13,51,54,35,60,27,0,43,50,19,38,39,37,34,39,36,51,15,9,57,17,55,20,9,40,32,22,25,13,12,20,44,59,20,47,38,18,13,59,16,3,68
v46,41,8,25,30,32,44,45,41,63,51,25,58,43,34,49,45,44,50,9,53,45,14,51,22,47,37,25,29,4,47,30,56,48,40,71,24,10,18,50,36,17,38,31,44,43,0,29,42,19,30,26,43,44,35,32,36,52,32,42,12,63,48,27,29,59,66,42,51,61,1,26,39,8,9,39,46,22,55,44,25
v47,48,21,32,13,43,51,52,48,34,58,8,65,38,41,42,52,51,57,20,28,36,15,58,21,18,44,20,36,25,18,37,63,29,37,78,5,19,31,57,7,40,45,10,51,50,29,0,49,12,37,13,16,15,14,3,43,59,7,49,23,70,55,34,18,30,73,37,58,32,28,45,46,21,24,46,53,9,62,47,18
v48,9,34,17,36,38,8,15,17,39,9,57,16,19,8,25,13,22,18,47,29,21,48,11,28,31,13,29,25,44,37,12,14,24,16,29,46,34,26,8,50,35,16,59,8,19,42,49,0,37,20,36,33,38,35,50,6,12,56,2,54,21,10,21,31,35,24,18,9,37,43,40,3,46,33,3,6,58,13,20,67
v49,36,11,20,11,33,39,40,36,44,46,20,53,26,29,30,40,39,45,10,34,26,11,46,9,28,32,8,24,15,28,25,51,29,25,66,9,9,21,45,17,30,33,22,39,38,19,12,37,0,25,7,24,25,16,13,31,47,19,37,17,58,43,22,10,40,61,25,46,42,18,35,34,11,14,34,41,21,50,35,30
v50,11,22,11,26,18,28,15,37,59,21,45,28,39,28,45,33,14,20,35,49,41,36,21,18,43,7,21,5,32,43,10,26,44,36,41,34,22,12,26,38,15,8,47,14,39,30,37,20,25,0,24,39,40,31,38,24,32,44,22,42,33,30,3,25,55,36,38,27,57,31,20,19,34,21,21,26,46,25,40,55
v51,35,18,19,4,40,38,39,35,37,45,21,52,25,28,29,39,38,44,17,27,23,12,45,8,21,31,7,27,22,21,24,50,22,24,65,10,16,28,44,14,37,32,23,38,37,26,13,36,7,24,0,17,18,9,14,30,46,20,36,20,57,42,23,5,33,60,24,45,35,25,42,33,18,21,33,40,22,49,34,31
v52,32,35,28,13,57,35,36,32,20,42,24,49,22,25,26,36,41,41,34,12,20,29,42,21,4,32,18,44,39,4,29,47,13,21,62,19,33,45,41,17,54,35,26,35,34,43,16,33,24,39,17,0,5,8,17,27,43,23,33,37,54,39,40,14,16,57,21,42,18,42,59,30,35,38,30,37,25,46,31,34
v53,37,36,29,14,58,40,41,37,19,47,19,54,27,30,31,41,42,46,35,17,25,30,47,22,7,33,19,45,40,3,30,52,18,26,67,20,34,46,46,12,55,36,21,40,39,44,15,38,25,40,18,5,0,9,12,32,48,18,38,38,59,44,41,15,17,62,26,47,19,43,60,35,36,39,35,42,22,51,36,29
v54,34,27,20,5,49,37,38,34,28,44,22,51,24,27,28,38,37,43,26,18,22,21,44,13,12,30,10,36,31,12,23,49,15,23,64,11,25,37,43,15,46,31,24,37,36,35,14,35,16,31,9,8,9,0,15,29,45,21,35,29,56,41,32,6,24,59,23,44,26,34,51,32,27,30,32,39,23,48,33,32
v55,49,24,33,14,46,52,53,49,31,59,7,66,39,42,43,53,52,58,23,29,37,18,59,22,19,45,21,37,28,15,38,64,30,38,79,8,22,34,58,4,43,46,9,52,51,32,3,50,13,38,14,17,12,15,0,44,60,6,50,26,71,56,35,19,29,74,38,59,31,31,48,47,24,27,47,54,10,63,48,17
v56,13,28,13,30,42,8,19,13,35,15,51,22,15,4,21,9,26,22,41,25,17,42,15,22,25,17,23,29,38,31,14,20,20,12,35,40,28,30,14,44,39,20,53,12,15,36,43,6,31,24,30,27,32,29,44,0,16,50,6,48,27,12,25,25,31,30,14,15,33,37,44,5,40,27,3,10,52,19,16,61
v57,21,44,27,46,50,8,27,11,35,19,67,16,21,18,17,7,34,30,57,31,23,58,23,38,41,25,39,37,54,47,22,18,30,22,19,56,44,38,6,60,47,28,69,20,9,52,59,12,47,32,46,43,48,45,60,16,0,66,10,64,11,4,33,41,31,18,22,5,29,53,52,13,56,43,13,6,68,9,12,77
v58,55,24,39,20,46,58,59,55,31,65,7,72,45,48,49,59,58,64,23,35,43,18,65,28,25,51,27,43,28,19,44,70,36,44,85,10,22,34,64,6,43,52,3,58,57,32,7,56,19,44,20,23,18,21,6,50,66,0,56,26,77,62,41,25,35,80,44,65,37,31,48,53,24,27,53,60,10,69,54,11
v59,11,34,17,36,40,6,17,15,37,9,57,16,17,8,23,11,24,20,47,27,19,48,13,28,31,15,29,27,44,37,12,14,22,14,29,46,34,28,8,50,37,18,59,10,17,42,49,2,37,22,36,33,38,35,50,6,10,56,0,54,21,8,23,31,33,24,16,9,35,43,42,3,46,33,3,4,58,13,18,67
v60,53,20,37,24,44,56,57,53,57,63,19,70,43,46,47,57,56,62,7,47,41,8,63,26,41,49,25,41,10,41,42,68,42,42,83,18,20,30,62,30,29,50,25,56,55,12,23,54,17,42,20,37,38,29,26,48,64,26,54,0,75,60,39,23,53,78,42,63,55,11,38,51,8,21,51,58,16,67,52,15
v61,22,55,38,57,43,19,20,22,46,12,78,9,32,29,28,18,27,23,68,42,34,69,16,49,52,26,50,34,65,58,33,11,41,33,8,67,55,45,13,71,46,25,80,19,20,63,70,21,58,33,57,54,59,56,71,27,11,77,21,75,0,15,36,52,42,11,33,12,40,64,45,24,67,54,24,17,79,8,23,88
v62,19,40,23,42,48,4,25,7,31,17,63,14,17,14,15,3,32,28,53,27,19,54,21,34,37,23,35,35,50,43,20,16,26,18,23,52,40,36,4,56,45,26,65,18,9,48,55,10,43,30,42,39,44,41,56,12,4,62,8,60,15,0,31,37,27,18,18,3,27,49,50,11,52,39,9,4,64,7,10,73
v63,14,19,12,27,17,29,18,38,60,24,42,31,40,29,46,34,17,23,32,50,42,33,24,19,44,10,22,4,29,44,11,29,45,37,44,31,19,9,27,35,14,11,44,17,40,27,34,21,22,3,23,40,41,32,35,25,33,41,23,39,36,31,0,26,56,39,39,28,58,28,19,20,31,18,22,27,43,28,41,52
v64,30,21,14,5,43,33,34,30,34,40,26,47,20,23,24,34,33,39,20,24,18,17,40,7,18,26,4,30,25,18,19,45,19,19,60,15,19,31,39,19,40,27,28,33,32,29,18,31,10,25,5,14,15,6,19,25,41,25,31,23,52,37,26,0,30,55,19,40,32,28,45,28,21,24,28,35,27,44,29,36
v65,44,51,44,29,73,27,50,20,4,42,36,39,16,27,14,24,57,53,50,6,14,45,46,37,12,48,34,60,55,16,45,41,11,19,50,35,49,61,29,29,70,51,38,43,22,59,30,35,40,55,33,16,17,24,29,31,31,35,33,53,42,27,56,30,0,45,17,30,2,58,75,36,51,54,34,29,37,34,19,46
v66,25,58,41,60,34,22,21,25,49,15,81,8,35,32,31,21,22,16,71,45,37,72,15,52,55,29,53,37,68,61,36,10,44,36,5,70,58,48,16,74,49,28,83,22,25,66,73,24,61,36,60,57,62,59,74,30,18,80,24,78,11,18,39,55,45,0,36,15,43,67,40,27,70,57,27,20,82,11,26,91
v67,27,34,27,24,56,14,33,11,21,25,45,28,1,10,7,15,40,36,35,11,3,36,29,20,19,31,17,43,38,25,28,26,8,2,41,34,32,44,20,38,53,34,47,26,13,42,37,18,25,38,24,21,26,23,38,14,22,44,16,42,33,18,39,19,17,36,0,21,19,41,58,19,34,37,17,16,46,25,10,55
v68,16,43,26,45,45,7,22,10,34,14,66,11,20,17,18,6,29,25,56,30,22,57,18,37,40,20,38,32,53,46,21,13,29,21,20,55,43,33,1,59,42,23,68,15,12,51,58,9,46,27,45,42,47,44,59,15,5,65,9,63,12,3,28,40,30,15,21,0,30,52,47,12,55,42,12,5,67,4,13,76
v69,46,53,46,31,75,29,52,20,6,44,38,41,18,29,12,24,59,55,52,8,16,47,48,39,14,50,36,62,57,18,47,43,13,21,48,37,51,63,31,31,72,53,40,45,20,61,32,37,42,57,35,18,19,26,31,33,29,37,35,55,40,27,58,32,2,43,19,30,0,60,77,38,53,56,36,31,39,34,17,48
v70,42,9,26,29,33,45,46,42,62,52,24,59,42,35,48,46,45,51,8,52,44,13,52,21,46,38,24,30,3,46,31,57,47,39,72,23,9,19,51,35,18,39,30,45,44,1,28,43,18,31,25,42,43,34,31,37,53,31,43,11,64,49,28,28,58,67,41,52,60,0,27,40,7,10,40,47,21,56,43,24
v71,31,24,31,46,6,48,25,57,79,33,41,36,59,48,65,53,18,24,31,69,61,32,29,38,63,27,41,15,28,63,30,34,64,56,45,40,26,14,46,52,9,24,47,32,59,26,45,40,35,20,42,59,60,51,48,44,52,48,42,38,45,50,19,45,75,40,58,47,77,27,0,39,30,21,41,46,42,43,60,51
v72,8,31,14,33,37,9,14,18,40,12,54,19,20,9,26,14,21,17,44,30,22,45,12,25,28,12,26,24,41,34,9,17,25,17,32,43,31,25,11,47,34,15,56,7,20,39,46,3,34,19,33,30,35,32,47,5,13,53,3,51,24,11,20,28,36,27,19,12,38,40,39,0,43,30,2,7,55,16,21,64
v73,45,12,29,22,36,48,49,45,55,55,17,62,35,38,41,49,48,54,1,45,37,6,55,18,39,41,17,33,4,39,34,60,40,34,75,16,12,22,54,28,21,42,23,48,47,8,21,46,11,34,18,35,36,27,24,40,56,24,46,8,67,52,31,21,51,70,34,55,53,7,30,43,0,13,43,50,14,59,44,21
v74,32,3,16,25,23,35,36,36,58,42,24,49,38,27,44,36,35,41,14,48,40,15,42,17,42,28,20,20,11,42,21,47,43,35,62,19,5,9,41,31,16,29,26,35,38,9,24,33,14,21,21,38,39,30,27,27,43,27,33,21,54,39,18,24,54,57,37,42,56,10,21,30,13,0,30,37,25,46,39,34
v75,10,31,14,33,39,7,16,16,38,12,54,19,18,7,24,12,23,19,44,28,20,45,12,25,28,14,26,26,41,34,11,17,23,15,32,43,31,27,11,47,36,17,56,9,18,39,46,3,34,21,33,30,35,32,47,3,13,53,3,51,24,9,22,28,34,27,17,12,36,40,41,2,43,30,0,7,55,16,19,64
v76,15,38,21,40,44,2,21,11,33,13,61,12,15,12,19,7,28,24,51,25,17,52,17,32,35,19,33,31,48,41,16,12,24,16,25,50,38,32,4,54,41,22,63,14,13,46,53,6,41,26,40,37,42,39,54,10,6,60,4,58,17,4,27,35,29,20,16,5,31,47,46,7,50,37,7,0,62,9,14,71
v77,57,24,41,22,48,60,61,57,41,67,3,74,47,50,51,61,60,66,13,37,45,10,67,30,27,53,29,45,18,25,46,72,38,46,87,12,24,34,66,14,33,54,9,60,59,22,9,58,21,46,22,25,22,23,10,52,68,10,58,16,79,64,43,27,37,82,46,67,39,21,42,55,14,25,55,62,0,71,56,9
v78,14,47,30,49,41,11,18,14,38,10,70,7,24,21,22,10,25,21,60,34,26,61,14,41,44,18,42,28,57,50,25,9,33,25,16,59,47,37,5,63,38,19,72,11,16,55,62,13,50,25,49,46,51,48,63,19,9,69,13,67,8,7,28,44,34,11,25,4,34,56,43,16,59,46,16,9,71,0,17,80
v79,29,36,29,34,58,12,35,3,23,27,55,24,9,12,5,7,42,38,45,19,11,46,31,26,29,33,27,45,42,35,30,26,18,10,31,44,34,46,14,48,55,36,57,28,3,44,47,20,35,40,34,31,36,33,48,16,12,54,18,52,23,10,41,29,19,26,10,13,17,43,60,21,44,39,19,14,56,17,0,65
v80,66,33,50,31,57,69,70,66,42,76,10,83,56,59,60,70,69,75,20,46,54,19,76,39,36,62,38,54,23,30,55,81,47,55,96,21,33,43,75,17,42,63,10,69,68,25,18,67,30,55,31,34,29,32,17,61,77,11,67,15,88,73,52,36,46,91,55,76,48,24,51,64,21,34,64,71,9,80,65,0
