,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v20,60,32,38,35,77,23,75,20,43,36,38,55,46,58,48,78,73,29,32,0,31,32,76,22,50,65,26,46,67,33,53,41,48,63,69,29,49,28,37,36,78,29,71,56,59,45,40,38,53,57,35,27,53,81,41,64,83,53,1,24,45,54,84,23,47,28,47,80,14,27,53,32,21,44,37,40,22,4,46,51
v21,31,21,27,8,46,20,44,11,38,31,9,24,39,27,39,47,42,24,5,31,0,21,45,9,19,34,7,21,36,14,22,26,17,32,38,8,34,19,30,23,47,30,40,33,28,38,9,7,32,26,32,4,36,50,24,33,52,22,30,19,28,23,53,16,26,7,18,49,27,14,32,17,16,13,32,9,9,27,35,34
v22,28,42,6,13,45,39,43,24,59,52,30,45,60,36,18,46,41,45,26,32,21,0,44,12,18,43,28,42,35,35,29,47,30,47,37,13,55,40,9,4,46,9,39,54,49,17,30,16,21,35,11,25,57,49,9,32,51,21,31,40,49,22,52,9,47,28,39,48,30,7,53,38,37,34,53,14,30,28,14,55
v23,20,44,38,41,3,65,27,56,49,42,38,35,50,26,28,22,23,55,44,76,45,44,0,54,26,33,50,32,9,43,23,37,28,37,11,47,45,48,39,40,2,47,5,44,39,31,36,38,23,25,41,49,47,17,35,12,17,23,75,60,39,22,18,53,37,48,29,4,72,49,43,44,59,32,43,36,54,72,30,45
v24,38,30,18,13,55,27,53,12,47,40,18,33,48,36,30,56,51,33,14,22,9,12,54,0,28,43,16,30,45,23,31,35,26,41,47,7,43,28,21,14,56,21,49,42,37,29,18,16,31,35,23,13,45,59,19,42,61,31,21,28,37,32,62,7,35,16,27,58,18,5,41,26,25,22,41,18,18,18,26,43
v25,14,38,12,15,27,39,33,30,55,48,26,41,56,32,22,28,29,41,22,50,19,18,26,28,0,39,24,38,17,31,25,43,26,43,19,21,51,36,13,14,28,21,21,50,45,21,26,12,15,31,15,23,53,31,9,14,33,3,49,36,45,4,34,27,43,24,35,30,46,23,49,34,33,30,49,10,28,46,18,51
v26,53,33,49,30,30,54,10,45,22,31,27,10,19,7,61,13,10,44,33,65,34,43,33,43,39,0,39,19,30,32,14,24,17,4,22,36,16,37,52,45,31,52,30,11,6,60,25,27,54,8,54,38,14,16,46,29,18,38,64,49,20,41,19,42,18,37,18,33,61,38,12,33,48,21,32,29,43,61,57,14
v27,38,14,34,15,51,15,49,6,31,24,12,29,32,32,46,52,47,17,6,26,7,28,50,16,24,39,0,20,41,7,27,19,22,37,43,15,27,12,37,30,52,37,45,30,33,45,14,12,39,31,39,3,29,55,31,38,57,27,25,12,21,28,58,23,21,2,21,54,22,21,27,10,9,18,25,14,4,22,42,27
v28,52,14,48,29,31,35,29,26,17,12,12,9,18,12,60,32,27,25,16,46,21,42,32,30,38,19,20,0,29,13,13,5,12,17,23,29,13,18,51,44,32,51,29,12,13,59,12,26,53,11,53,19,15,35,45,28,37,37,45,30,7,40,38,37,5,18,3,34,42,35,11,14,29,8,13,28,24,42,56,13
v29,23,35,29,32,10,56,24,47,46,39,29,32,47,23,31,19,20,46,35,67,36,35,9,45,17,30,41,29,0,34,16,34,19,34,8,38,42,39,30,31,11,38,4,41,36,30,27,29,24,22,32,40,44,14,26,3,16,14,66,51,36,13,17,44,34,39,26,13,63,40,40,35,50,23,40,27,45,63,27,42
v30,45,7,41,22,44,22,42,13,24,17,5,22,25,25,53,45,40,12,9,33,14,35,43,23,31,32,7,13,34,0,20,12,15,30,36,22,20,5,44,37,45,44,38,23,26,52,7,19,46,24,46,10,22,48,38,31,50,30,32,17,14,33,51,30,14,7,14,47,29,28,20,3,16,11,18,21,11,29,49,20
v31,39,21,35,18,24,42,22,33,30,23,15,16,31,7,47,25,20,32,21,53,22,29,23,31,25,14,27,13,16,20,0,18,5,18,16,24,26,25,38,31,25,38,18,25,20,46,13,15,40,6,40,26,28,28,32,15,30,24,52,37,20,27,31,30,18,25,10,27,49,26,24,21,36,9,24,15,31,49,43,26
v32,57,9,53,34,36,30,34,23,12,7,17,14,13,17,65,37,32,20,21,41,26,47,37,35,43,24,19,5,34,12,18,0,17,22,28,34,8,13,56,49,37,56,34,15,18,64,17,31,58,16,58,22,12,40,50,33,42,42,40,25,4,45,43,42,6,19,8,39,37,40,12,9,24,13,8,33,19,37,61,10
v33,40,16,36,17,29,37,27,28,29,22,10,15,30,10,48,30,25,27,16,48,17,30,28,26,26,17,22,12,19,15,5,17,0,17,21,19,25,20,39,32,30,39,23,24,19,47,8,14,41,9,41,21,27,33,33,16,35,25,47,32,19,28,36,25,17,20,9,32,44,23,23,16,31,4,23,16,26,44,44,25
v34,57,31,53,34,34,52,12,43,20,29,25,8,17,11,65,15,14,42,31,63,32,47,37,41,43,4,37,17,34,30,18,22,17,0,26,34,14,35,56,49,35,56,34,7,4,64,23,31,58,12,58,36,10,20,50,33,20,42,62,47,18,45,21,42,16,35,16,37,59,40,10,31,46,19,30,33,41,59,61,12
v35,31,37,31,34,8,58,16,49,38,35,31,24,39,15,39,11,12,48,37,69,38,37,11,47,19,22,43,23,8,36,16,28,21,26,0,40,34,41,32,33,9,40,8,33,28,38,29,31,32,14,34,42,36,12,28,7,14,16,68,53,28,19,15,46,26,41,22,11,65,42,32,37,52,25,36,29,47,65,35,34
v36,31,29,19,6,48,26,46,11,46,39,17,32,47,29,31,49,44,32,13,29,8,13,47,7,21,36,15,29,38,22,24,34,19,34,40,0,42,27,22,15,49,22,42,41,36,30,17,9,24,28,24,12,44,52,16,35,54,24,28,27,36,25,55,8,34,15,26,51,25,6,40,25,24,21,40,11,17,25,27,42
v37,65,17,61,42,42,38,26,31,6,15,25,10,5,19,73,29,24,28,29,49,34,55,45,43,51,16,27,13,42,20,26,8,25,14,34,42,0,21,64,57,43,64,42,7,10,72,25,39,66,20,66,30,4,32,58,41,34,50,48,33,6,53,35,50,8,27,16,45,45,48,4,17,32,21,16,41,27,45,69,2
v38,50,4,46,27,49,17,47,16,19,12,10,27,20,30,58,50,45,7,14,28,19,40,48,28,36,37,12,18,39,5,25,13,20,35,41,27,21,0,49,42,50,49,43,28,31,57,12,24,51,29,51,15,25,53,43,36,55,35,27,12,17,38,56,35,19,12,19,52,24,33,25,4,11,16,13,26,10,28,54,23
v39,23,51,3,22,40,48,46,33,68,61,39,54,69,45,11,41,42,54,35,37,30,9,39,21,13,52,37,51,30,44,38,56,39,56,32,22,64,49,0,7,41,8,34,63,58,8,39,25,16,44,2,34,66,44,6,27,46,16,36,49,58,17,47,14,56,37,48,43,39,16,62,47,46,43,62,23,39,33,9,64
v40,24,44,4,15,41,41,39,26,61,54,32,47,62,38,16,42,37,47,28,36,23,4,40,14,14,45,30,44,31,37,31,49,32,49,33,15,57,42,7,0,42,7,35,56,51,15,32,18,17,37,9,27,59,45,5,28,47,17,35,42,51,18,48,13,49,30,41,44,32,9,55,40,39,36,55,16,32,32,12,57
v41,22,46,40,43,1,67,25,58,47,44,40,33,48,24,30,20,21,57,46,78,47,46,2,56,28,31,52,32,11,45,25,37,30,35,9,49,43,50,41,42,0,49,7,42,37,33,38,40,25,23,43,51,45,15,37,14,15,25,77,62,37,24,16,55,35,50,31,2,74,51,41,46,61,34,45,38,56,74,32,43
v42,31,51,9,22,48,48,46,33,68,61,39,54,69,45,19,49,44,54,35,29,30,9,47,21,21,52,37,51,38,44,38,56,39,56,40,22,64,49,8,7,49,0,42,63,58,16,39,25,24,44,6,34,66,52,12,35,54,24,28,49,58,25,55,14,56,37,48,51,39,16,62,47,46,43,62,23,39,25,17,64
v43,23,39,33,36,6,60,24,51,46,39,33,32,47,23,31,19,20,50,39,71,40,39,5,49,21,30,45,29,4,38,18,34,23,34,8,42,42,43,34,35,7,42,0,41,36,30,31,33,24,22,36,44,44,14,30,7,14,18,70,55,36,17,15,48,34,43,26,9,67,44,40,39,54,27,40,31,49,67,27,42
v44,64,24,60,41,41,45,19,36,13,22,24,9,10,18,72,22,21,35,28,56,33,54,44,42,50,11,30,12,41,23,25,15,24,7,33,41,7,28,63,56,42,63,41,0,5,71,24,38,65,19,65,29,3,27,57,40,27,49,55,40,11,52,28,49,9,28,15,44,52,47,3,24,39,20,23,40,34,52,68,5
v45,59,27,55,36,36,48,16,39,16,25,21,4,13,13,67,19,16,38,27,59,28,49,39,37,45,6,33,13,36,26,20,18,19,4,28,36,10,31,58,51,37,58,36,5,0,66,19,33,60,14,60,32,8,22,52,35,24,44,58,43,14,47,25,44,12,31,12,39,55,42,6,27,42,15,26,35,37,55,63,8
v46,15,59,11,30,32,56,54,41,76,69,47,62,77,53,3,49,50,62,43,45,38,17,31,29,21,60,45,59,30,52,46,64,47,64,38,30,72,57,8,15,33,16,30,71,66,0,47,33,8,52,10,42,74,44,14,31,44,22,44,57,66,19,45,22,64,45,56,35,47,24,70,55,54,51,70,31,47,41,3,72
v47,40,12,36,17,37,29,35,20,29,22,2,15,30,18,48,38,33,19,8,40,9,30,36,18,26,25,14,12,27,7,13,17,8,23,29,17,25,12,39,32,38,39,31,24,19,47,0,14,41,17,41,13,27,41,33,24,43,25,39,24,19,28,44,25,17,12,9,40,36,23,23,8,23,4,23,16,18,36,44,25
v48,26,26,22,3,39,27,37,18,43,36,14,29,44,20,34,40,35,29,10,38,7,16,38,16,12,27,12,26,29,19,15,31,14,31,31,9,39,24,25,18,40,25,33,38,33,33,14,0,27,19,27,11,41,43,19,26,45,15,37,24,33,16,46,15,31,12,23,42,34,11,37,22,21,18,37,2,16,34,30,39
v49,7,53,15,24,24,50,48,35,70,63,41,56,71,47,7,43,44,56,37,53,32,21,23,31,15,54,39,53,24,46,40,58,41,58,32,24,66,51,16,17,25,24,24,65,60,8,41,27,0,46,18,36,68,38,12,25,38,16,52,51,60,13,39,30,58,39,50,27,49,26,64,49,48,45,64,25,41,49,7,66
v50,45,25,41,22,22,46,18,37,24,23,19,10,25,1,53,21,16,36,25,57,26,35,25,35,31,8,31,11,22,24,6,16,9,12,14,28,20,29,44,37,23,44,22,19,14,52,17,19,46,0,46,30,22,24,38,21,26,30,56,41,14,33,27,34,12,29,10,25,53,30,18,25,40,13,24,21,35,53,49,20
v51,25,53,5,24,42,50,48,35,70,63,41,56,71,47,13,43,44,56,37,35,32,11,41,23,15,54,39,53,32,46,40,58,41,58,34,24,66,51,2,9,43,6,36,65,60,10,41,27,18,46,0,36,68,46,8,29,48,18,34,51,60,19,49,16,58,39,50,45,41,18,64,49,48,45,64,25,41,31,11,66
v52,35,17,31,12,50,16,48,7,34,27,11,28,35,31,43,51,46,20,5,27,4,25,49,13,23,38,3,19,40,10,26,22,21,36,42,12,30,15,34,27,51,34,44,29,32,42,13,11,36,30,36,0,32,54,28,37,56,26,26,15,24,27,57,20,22,3,20,53,23,18,28,13,12,17,28,13,5,23,39,30
v53,67,21,63,44,44,42,22,33,10,19,27,12,7,21,75,25,24,32,31,53,36,57,47,45,53,14,29,15,44,22,28,12,27,10,36,44,4,25,66,59,45,66,44,3,8,74,27,41,68,22,68,32,0,30,60,43,30,52,52,37,8,55,31,52,10,29,18,47,49,50,4,21,36,23,20,43,31,49,71,2
v54,37,49,43,46,14,70,10,61,38,47,43,26,35,23,45,5,8,60,49,81,50,49,17,59,31,16,55,35,14,48,28,40,33,20,12,52,32,53,44,45,15,52,14,27,22,44,41,43,38,24,46,54,30,0,40,17,2,28,80,65,36,27,3,58,34,53,34,17,77,54,28,49,64,37,48,41,59,77,41,30
v55,19,45,3,16,36,42,40,27,62,55,33,48,63,39,15,37,36,48,29,41,24,9,35,19,9,46,31,45,26,38,32,50,33,50,28,16,58,43,6,5,37,12,30,57,52,14,33,19,12,38,8,28,60,40,0,23,42,12,40,43,52,13,43,18,50,31,42,39,37,14,56,41,40,37,56,17,33,37,11,58
v56,24,32,26,29,13,53,23,44,45,38,26,31,46,22,32,18,19,43,32,64,33,32,12,42,14,29,38,28,3,31,15,33,16,33,7,35,41,36,27,28,14,35,7,40,35,31,24,26,25,21,29,37,43,17,23,0,19,11,63,48,35,12,20,41,33,36,25,16,60,37,39,32,47,20,39,24,42,60,28,41
v57,37,51,45,48,14,72,10,63,40,49,45,28,37,25,45,5,10,62,51,83,52,51,17,61,33,18,57,37,16,50,30,42,35,20,14,54,34,55,46,47,15,54,14,27,24,44,43,45,38,26,48,56,30,2,42,19,0,30,82,67,38,29,1,60,36,55,36,17,79,56,30,51,66,39,50,43,61,79,41,32
v58,15,37,15,18,24,42,32,33,54,47,25,40,55,31,23,27,28,40,21,53,22,21,23,31,3,38,27,37,14,30,24,42,25,42,16,24,50,35,16,17,25,24,18,49,44,22,25,15,16,30,18,26,52,28,12,11,30,0,52,37,44,3,31,30,42,25,34,27,49,26,48,33,36,29,48,13,31,49,19,50
v59,59,31,37,34,76,24,74,19,44,37,37,54,45,57,47,77,72,30,31,1,30,31,75,21,49,64,25,45,66,32,52,40,47,62,68,28,48,27,36,35,77,28,70,55,58,44,39,37,52,56,34,26,52,80,40,63,82,52,0,25,44,53,83,22,46,27,46,79,15,26,52,31,22,43,38,39,21,3,45,50
v60,50,16,46,27,61,5,59,16,27,18,22,39,30,42,58,62,57,5,16,24,19,40,60,28,36,49,12,30,51,17,37,25,32,47,53,27,33,12,49,42,62,49,55,40,43,57,24,24,51,41,51,15,37,65,43,48,67,37,25,0,29,38,68,35,31,12,31,64,12,33,37,16,3,28,17,26,10,28,54,35
v61,59,13,55,36,36,34,30,25,10,11,19,10,11,13,67,33,28,24,23,45,28,49,39,37,45,20,21,7,36,14,20,4,19,18,28,36,6,17,58,51,37,58,36,11,14,66,19,33,60,14,60,24,8,36,52,35,38,44,44,29,0,47,39,44,2,21,10,39,41,42,8,13,28,15,12,35,23,41,63,6
v62,12,40,16,19,23,43,35,34,57,50,28,43,58,34,20,30,31,43,24,54,23,22,22,32,4,41,28,40,13,33,27,45,28,45,19,25,53,38,17,18,24,25,17,52,47,19,28,16,13,33,19,27,55,27,13,12,29,3,53,38,47,0,30,31,45,26,37,26,50,27,51,36,37,32,51,14,32,50,16,53
v63,38,52,46,49,15,73,9,64,41,50,46,29,38,26,46,6,11,63,52,84,53,52,18,62,34,19,58,38,17,51,31,43,36,21,15,55,35,56,47,48,16,55,15,28,25,45,44,46,39,27,49,57,31,3,43,20,1,31,83,68,39,30,0,61,37,56,37,18,80,57,31,52,67,40,51,44,62,80,42,33
v64,37,37,15,12,54,34,52,19,54,47,25,40,55,35,25,55,50,40,21,23,16,9,53,7,27,42,23,37,44,30,30,42,25,42,46,8,50,35,14,13,55,14,48,49,44,22,25,15,30,34,16,20,52,58,18,41,60,30,22,35,44,31,61,0,42,23,34,57,25,4,48,33,32,29,48,17,25,19,23,50
v65,57,15,53,34,34,36,28,27,12,13,17,8,13,11,65,31,26,26,21,47,26,47,37,35,43,18,21,5,34,14,18,6,17,16,26,34,8,19,56,49,35,56,34,9,12,64,17,31,58,12,58,22,10,34,50,33,36,42,46,31,2,45,37,42,0,19,8,37,43,40,6,15,30,13,14,33,25,43,61,8
v66,38,14,34,15,49,17,47,8,31,24,10,27,32,30,46,50,45,17,4,28,7,28,48,16,24,37,2,18,39,7,25,19,20,35,41,15,27,12,37,30,50,37,43,28,31,45,12,12,39,29,39,3,29,53,31,36,55,25,27,12,21,26,56,23,19,0,19,52,24,21,25,10,11,16,25,14,6,24,42,27
v67,49,15,45,26,30,36,28,27,20,13,9,8,21,11,57,31,26,26,15,47,18,39,29,27,35,18,21,3,26,14,10,8,9,16,22,26,16,19,48,41,31,48,26,15,12,56,9,23,50,10,50,20,18,34,42,25,36,34,46,31,10,37,37,34,8,19,0,33,43,32,14,15,30,5,14,25,25,43,53,16
v68,20,48,42,45,3,69,27,60,49,46,42,35,50,26,32,22,23,59,48,80,49,48,4,58,30,33,54,34,13,47,27,39,32,37,11,51,45,52,43,44,2,51,9,44,39,35,40,42,27,25,45,53,47,17,39,16,17,27,79,64,39,26,18,57,37,52,33,0,76,53,43,48,63,36,47,40,58,76,34,45
v69,56,28,36,31,73,9,71,16,39,30,34,51,42,54,48,74,69,17,28,14,27,30,72,18,46,61,22,42,63,29,49,37,44,59,65,25,45,24,39,32,74,39,67,52,55,47,36,34,49,53,41,23,49,77,37,60,79,49,15,12,41,50,80,25,43,24,43,76,0,23,49,28,13,40,29,36,18,18,44,47
v70,33,35,13,8,50,32,48,17,52,45,23,38,53,31,25,51,46,38,19,27,14,7,49,5,23,38,21,35,40,28,26,40,23,40,42,6,48,33,16,9,51,16,44,47,42,24,23,11,26,30,18,18,50,54,14,37,56,26,26,33,42,27,57,4,40,21,32,53,23,0,46,31,30,27,46,13,23,23,21,48
v71,63,21,59,40,40,42,22,33,10,19,23,8,7,17,71,25,20,32,27,53,32,53,43,41,49,12,27,11,40,20,24,12,23,10,32,40,4,25,62,55,41,62,40,3,6,70,23,37,64,18,64,28,4,28,56,39,30,48,52,37,8,51,31,48,6,25,14,43,49,46,0,21,36,19,20,39,31,49,67,2
v72,48,4,44,25,45,21,43,14,21,14,8,23,22,26,56,46,41,11,12,32,17,38,44,26,34,33,10,14,35,3,21,9,16,31,37,25,17,4,47,40,46,47,39,24,27,55,8,22,49,25,49,13,21,49,41,32,51,33,31,16,13,36,52,33,15,10,15,48,28,31,21,0,15,12,15,24,10,28,52,19
v73,47,15,43,24,60,6,58,13,26,17,21,38,29,41,55,61,56,8,15,21,16,37,59,25,33,48,9,29,50,16,36,24,31,46,52,24,32,11,46,39,61,46,54,39,42,54,23,21,48,40,48,12,36,64,40,47,66,36,22,3,28,37,67,32,30,11,30,63,13,30,36,15,0,27,16,23,7,25,51,34
v74,44,12,40,21,33,33,31,24,25,18,6,11,26,14,52,34,29,23,12,44,13,34,32,22,30,21,18,8,23,11,9,13,4,19,25,21,21,16,43,36,34,43,27,20,15,51,4,18,45,13,45,17,23,37,37,20,39,29,43,28,15,32,40,29,13,16,5,36,40,27,19,12,27,0,19,20,22,40,48,21
v75,63,11,59,40,44,22,42,29,10,1,23,22,13,25,71,45,40,12,27,37,32,53,43,41,49,32,25,13,40,18,24,8,23,30,36,40,16,13,62,55,45,62,40,23,26,70,23,37,64,24,64,28,20,48,56,39,50,48,38,17,12,51,51,48,14,25,14,47,29,46,20,15,16,19,0,39,23,41,67,18
v76,24,28,20,5,37,29,35,20,45,38,16,31,46,22,32,38,33,31,12,40,9,14,36,18,10,29,14,28,27,21,15,33,16,33,29,11,41,26,23,16,38,23,31,40,35,31,16,2,25,21,25,13,43,41,17,24,43,13,39,26,35,14,44,17,33,14,25,40,36,13,39,24,23,20,39,0,18,36,28,41
v77,40,12,36,17,55,11,53,6,29,22,16,33,30,36,48,56,51,15,10,22,9,30,54,18,28,43,4,24,45,11,31,19,26,41,47,17,27,10,39,32,56,39,49,34,37,47,18,16,41,35,41,5,31,59,33,42,61,31,21,10,23,32,62,25,25,6,25,58,18,23,31,10,7,22,23,18,0,18,44,29
v78,56,30,34,31,73,27,71,16,47,40,34,51,48,54,44,74,69,33,28,4,27,28,72,18,46,61,22,42,63,29,49,37,44,59,65,25,45,28,33,32,74,25,67,52,55,41,36,34,49,53,31,23,49,77,37,60,79,49,3,28,41,50,80,19,43,24,43,76,18,23,49,28,25,40,41,36,18,0,42,47
v79,14,56,8,27,31,53,51,38,73,66,44,59,74,50,4,46,47,59,40,46,35,14,30,26,18,57,42,56,27,49,43,61,44,61,35,27,69,54,9,12,32,17,27,68,63,3,44,30,7,49,11,39,71,41,11,28,41,19,45,54,63,16,42,23,61,42,53,34,44,21,67,52,51,48,67,28,44,42,0,69
v80,65,19,61,42,42,40,24,31,8,17,25,10,5,19,73,27,22,30,29,51,34,55,45,43,51,14,27,13,42,20,26,10,25,12,34,42,2,23,64,57,43,64,42,5,8,72,25,39,66,20,66,30,2,30,58,41,32,50,50,35,6,53,33,50,8,27,16,45,47,48,2,19,34,21,18,41,29,47,69,0
