,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80
v15,22,50,11,76,7,80,20,69,21,18,42,12,60,6,0,46,86,40,34,46,16,72,65,16,25,33,46,61,49,20,41,54,35,19,46,27,18,51,34,76,78,46,62,7,82,69,35,19,50,31,56,60,40,27,10,47,51,32,29,5,50,63,20,27,20,48,42,32,45,46,81,13,19,52,4,50,48,49,59,24
v16,24,32,39,30,53,34,26,23,25,34,10,34,16,40,46,0,40,6,12,26,30,26,19,36,21,51,14,15,45,38,33,10,31,31,24,41,40,5,12,30,32,38,16,39,36,23,21,39,42,15,26,14,34,31,38,29,13,22,17,51,14,17,26,35,26,2,6,14,13,42,35,33,27,26,42,44,30,13,13,38
v17,64,48,79,10,93,6,66,17,65,74,44,74,26,80,86,40,0,46,52,42,70,14,21,76,61,55,40,27,37,78,45,32,51,67,40,59,80,35,52,10,8,40,26,79,4,17,61,79,36,55,30,26,46,71,78,49,35,62,57,91,36,23,66,59,66,38,44,54,41,40,5,73,67,34,82,36,46,37,27,62
v18,18,38,33,36,47,40,20,29,19,28,16,28,20,34,40,6,46,0,16,32,24,32,25,30,15,45,8,21,39,32,27,14,25,25,18,35,34,11,6,36,38,32,22,33,42,29,23,33,36,17,20,20,28,25,32,35,11,20,11,45,10,23,20,29,20,8,2,18,7,36,41,27,21,20,36,38,36,19,19,32
v19,20,22,27,42,41,46,14,35,27,22,8,32,26,28,34,12,52,16,0,16,32,38,31,44,9,61,24,27,55,26,43,20,41,41,34,51,28,17,14,42,44,48,28,35,48,35,9,27,52,3,36,26,44,19,38,19,23,10,11,39,24,29,28,45,16,14,16,2,23,52,47,39,35,36,32,54,20,15,25,48
v20,36,8,39,36,53,38,26,31,43,34,16,48,42,44,46,26,42,32,16,0,48,36,45,60,21,77,40,15,71,38,59,36,57,57,50,67,40,27,30,38,36,64,16,51,46,49,21,39,68,15,52,38,60,31,54,9,39,22,27,51,40,27,44,61,32,28,32,14,39,68,39,55,51,52,48,70,4,13,27,64
v21,12,54,15,60,23,64,22,53,5,22,32,4,44,10,16,30,70,24,32,48,0,56,49,12,27,29,30,45,33,24,25,38,19,9,30,19,22,35,18,60,62,30,46,9,66,53,39,23,34,33,40,44,24,31,8,51,35,36,21,21,34,47,4,13,16,32,26,34,29,30,65,7,3,36,12,34,52,35,43,16
v22,50,42,65,4,79,8,52,5,51,60,30,60,12,66,72,26,14,32,38,36,56,0,9,62,47,41,26,21,35,64,31,18,37,53,26,45,66,21,38,4,6,28,20,65,10,13,47,65,32,41,16,12,32,57,64,39,21,48,43,77,22,9,52,45,52,24,30,40,27,32,9,59,53,20,68,34,40,23,13,48
v23,43,51,58,11,72,15,45,14,44,53,29,53,5,59,65,19,21,25,31,45,49,9,0,55,40,34,19,30,26,57,24,11,30,46,19,38,59,18,31,11,13,19,29,58,17,4,40,58,23,34,9,7,25,50,57,48,14,41,36,70,15,18,45,38,45,17,23,33,20,23,16,52,46,13,61,25,49,32,18,41
v24,24,66,27,66,23,70,34,59,17,34,44,12,50,16,16,36,76,30,44,60,12,62,55,0,39,21,36,51,39,36,31,44,25,9,36,17,34,41,30,66,68,36,52,9,72,59,51,35,40,45,46,50,30,43,6,63,41,48,33,21,40,53,16,17,28,38,32,46,35,36,71,5,9,42,12,40,64,47,49,14
v25,15,27,18,51,32,55,5,44,22,13,17,27,35,23,25,21,61,15,9,21,27,47,40,39,0,56,21,36,50,17,38,29,36,36,29,46,19,26,9,51,53,43,37,30,57,44,12,18,47,6,31,35,39,10,33,24,26,9,6,30,25,38,23,40,11,23,17,7,20,47,56,34,30,31,27,49,25,24,34,43
v26,41,83,44,45,40,49,51,46,34,51,61,29,35,33,33,51,55,45,61,77,29,41,34,21,56,0,37,62,18,53,18,41,20,20,27,10,51,50,47,45,47,15,61,26,51,38,68,52,19,62,25,39,17,60,23,80,38,65,50,38,37,50,33,16,45,49,45,63,38,15,50,22,26,25,29,19,81,64,50,13
v27,24,46,39,30,53,34,26,23,25,34,24,34,14,40,46,14,40,8,24,40,30,26,19,36,21,37,0,25,31,38,19,8,17,27,10,27,40,13,12,30,32,24,24,39,36,23,31,39,28,25,12,14,20,31,38,43,5,28,17,51,4,17,26,21,26,12,8,26,1,28,35,33,27,12,42,30,44,27,13,24
v28,39,23,54,21,68,23,41,16,40,49,19,49,27,55,61,15,27,21,27,15,45,21,30,51,36,62,25,0,56,53,44,21,42,42,35,52,55,12,27,23,21,49,1,54,31,34,36,54,53,30,37,23,45,46,53,24,24,37,32,66,25,12,41,46,41,13,19,29,24,53,24,48,42,37,57,55,19,12,12,49
v29,35,77,42,35,56,33,45,40,28,45,55,37,29,43,49,45,37,39,55,71,33,35,26,39,50,18,31,56,0,47,12,35,14,30,21,22,45,44,41,33,35,7,55,42,33,22,62,46,3,56,19,33,11,54,41,74,32,59,44,54,31,44,29,22,39,43,39,57,32,3,32,36,30,19,45,1,75,58,44,25
v30,14,30,9,68,15,72,12,61,19,4,34,24,52,20,20,38,78,32,26,38,24,64,57,36,17,53,38,53,47,0,35,46,33,33,38,43,2,43,26,68,70,40,54,27,74,61,17,1,44,23,48,52,36,7,30,29,43,16,21,15,42,55,20,37,12,40,34,24,37,44,73,31,27,44,24,46,34,41,51,40
v31,23,65,34,35,48,39,33,28,20,33,43,29,19,35,41,33,45,27,43,59,25,31,24,31,38,18,19,44,12,35,0,23,6,22,9,14,35,32,29,35,37,5,43,34,41,28,50,34,9,44,15,21,1,42,33,62,20,47,32,46,19,32,21,14,27,31,27,45,20,9,40,28,22,11,37,11,63,46,32,17
v32,32,42,47,22,61,26,34,15,33,42,20,42,6,48,54,10,32,14,20,36,38,18,11,44,29,41,8,21,35,46,23,0,21,35,14,31,48,9,20,22,24,28,20,47,28,15,29,47,32,23,16,6,24,39,46,39,3,30,25,59,4,9,34,27,34,8,12,22,9,32,27,41,35,16,50,34,40,23,9,30
v33,21,63,28,41,42,45,31,34,14,31,41,23,25,29,35,31,51,25,41,57,19,37,30,25,36,20,17,42,14,33,6,21,0,16,11,10,31,30,27,41,43,11,41,28,47,34,48,32,15,42,21,25,5,40,27,60,18,45,30,40,17,30,15,8,25,29,25,43,18,11,46,22,16,17,31,15,61,44,30,11
v34,21,63,24,57,26,61,31,50,14,31,41,9,41,13,19,31,67,25,41,57,9,53,46,9,36,20,27,42,30,33,22,35,16,0,27,10,31,32,27,57,59,27,43,12,63,50,48,32,31,42,37,41,21,40,11,60,32,45,30,24,31,44,13,8,25,29,25,43,26,27,62,6,6,33,15,31,61,44,40,7
v35,24,56,39,30,53,34,26,23,25,34,34,34,14,40,46,24,40,18,34,50,30,26,19,36,29,27,10,35,21,38,9,14,11,27,0,19,40,23,20,30,32,14,34,39,36,23,41,39,18,35,10,14,10,33,38,53,11,38,23,51,10,23,26,19,26,22,18,36,11,18,35,33,27,6,42,20,54,37,23,22
v36,31,73,34,49,34,53,41,42,24,41,51,19,33,23,27,41,59,35,51,67,19,45,38,17,46,10,27,52,22,43,14,31,10,10,19,0,41,40,37,49,51,19,51,20,55,42,58,42,23,52,29,33,13,50,19,70,28,55,40,32,27,40,23,6,35,39,35,53,28,19,54,14,16,25,23,23,71,54,40,3
v37,16,32,7,70,13,74,14,63,17,6,36,22,54,18,18,40,80,34,28,40,22,66,59,34,19,51,40,55,45,2,35,48,31,31,40,41,0,45,28,70,72,40,56,25,76,63,19,1,44,25,50,54,34,9,28,31,45,18,23,13,44,57,18,35,14,42,36,26,39,42,75,29,25,46,22,44,36,43,53,38
v38,29,33,44,25,58,29,31,18,30,39,11,39,15,45,51,5,35,11,17,27,35,21,18,41,26,50,13,12,44,43,32,9,30,32,23,40,45,0,17,25,27,37,11,44,31,22,26,44,41,20,25,11,33,36,43,30,12,27,22,56,13,12,31,34,31,3,9,19,12,41,30,38,32,25,47,43,31,14,8,37
v39,12,36,27,42,41,46,14,35,13,22,14,22,26,28,34,12,52,6,14,30,18,38,31,30,9,47,12,27,41,26,29,20,27,27,20,37,28,17,0,42,44,34,28,27,48,35,21,27,38,15,22,26,30,19,26,33,17,18,5,39,16,29,14,31,14,14,8,16,11,38,47,25,21,22,30,40,34,17,25,34
v40,54,44,69,2,83,4,56,7,55,64,34,64,16,70,76,30,10,36,42,38,60,4,11,66,51,45,30,23,33,68,35,22,41,57,30,49,70,25,42,0,2,30,22,69,8,11,51,69,30,45,20,16,36,61,68,41,25,52,47,81,26,13,56,49,56,28,34,44,31,30,5,63,57,24,72,32,42,27,17,52
v41,56,42,71,2,85,2,58,9,57,66,36,66,18,72,78,32,8,38,44,36,62,6,13,68,53,47,32,21,35,70,37,24,43,59,32,51,72,27,44,2,0,32,20,71,10,13,53,71,32,47,22,18,38,63,70,41,27,54,49,83,28,15,58,51,58,30,36,46,33,32,3,65,59,26,74,34,40,29,19,54
v42,28,70,39,30,53,34,38,33,25,38,48,34,22,40,46,38,40,32,48,64,30,28,19,36,43,15,24,49,7,40,5,28,11,27,14,19,40,37,34,30,32,0,48,39,36,23,55,39,4,49,12,26,6,47,38,67,25,52,37,51,24,37,26,19,32,36,32,50,25,4,35,33,27,12,42,6,68,51,37,22
v43,40,24,55,20,69,22,42,15,41,50,20,50,26,56,62,16,26,22,28,16,46,20,29,52,37,61,24,1,55,54,43,20,41,43,34,51,56,11,28,22,20,48,0,55,30,33,37,55,52,31,36,22,44,47,54,25,23,38,33,67,24,11,42,45,42,14,20,30,23,52,23,49,43,36,58,54,20,13,11,48
v44,15,57,18,69,14,73,25,62,14,25,35,5,53,7,7,39,79,33,35,51,9,65,58,9,30,26,39,54,42,27,34,47,28,12,39,20,25,44,27,69,71,39,55,0,75,62,42,26,43,36,49,53,33,34,3,54,44,39,24,12,43,56,13,20,19,41,35,37,38,39,74,6,12,45,3,43,55,42,52,17
v45,60,52,75,10,89,8,62,15,61,70,40,70,22,76,82,36,4,42,48,46,66,10,17,72,57,51,36,31,33,74,41,28,47,63,36,55,76,31,48,8,10,36,30,75,0,13,57,75,32,51,26,22,42,67,74,49,31,58,53,87,32,19,62,55,62,34,40,50,37,36,7,69,63,30,78,32,50,33,23,58
v46,47,55,62,13,76,11,49,18,48,57,33,57,9,63,69,23,17,29,35,49,53,13,4,59,44,38,23,34,22,61,28,15,34,50,23,42,63,22,35,11,13,23,33,62,13,0,44,62,19,38,13,11,29,54,61,52,18,45,40,74,19,22,49,42,49,21,27,37,24,23,12,56,50,17,65,21,53,36,22,45
v47,27,15,24,51,32,55,17,44,34,17,17,39,35,35,35,21,61,23,9,21,39,47,40,51,12,68,31,36,62,17,50,29,48,48,41,58,19,26,21,51,53,55,37,42,57,44,0,18,59,6,43,35,51,10,45,12,30,3,18,30,31,38,35,52,23,23,23,7,30,59,56,46,42,43,39,61,17,24,34,55
v48,15,31,8,69,14,73,13,62,18,5,35,23,53,19,19,39,79,33,27,39,23,65,58,35,18,52,39,54,46,1,34,47,32,32,39,42,1,44,27,69,71,39,55,26,75,62,18,0,43,24,49,53,35,8,29,30,44,17,22,14,43,56,19,36,13,41,35,25,38,43,74,30,26,45,23,45,35,42,52,39
v49,32,74,43,32,57,30,42,37,29,42,52,38,26,44,50,42,36,36,52,68,34,32,23,40,47,19,28,53,3,44,9,32,15,31,18,23,44,41,38,30,32,4,52,43,32,19,59,43,0,53,16,30,10,51,42,71,29,56,41,55,28,41,30,23,36,40,36,54,29,4,31,37,31,16,46,2,72,55,41,26
v50,21,21,24,45,38,49,11,38,28,19,11,33,29,29,31,15,55,17,3,15,33,41,34,45,6,62,25,30,56,23,44,23,42,42,35,52,25,20,15,45,47,49,31,36,51,38,6,24,53,0,37,29,45,16,39,18,24,7,12,36,25,32,29,46,17,17,17,1,24,53,50,40,36,37,33,55,19,18,28,49
v51,34,58,49,20,63,24,36,21,35,44,36,44,10,50,56,26,30,20,36,52,40,16,9,46,31,25,12,37,19,48,15,16,21,37,10,29,50,25,22,20,22,12,36,49,26,13,43,49,16,37,0,14,16,41,48,55,13,40,27,61,12,25,36,29,36,24,20,38,13,16,25,43,37,4,52,18,56,39,25,32
v52,38,44,53,16,67,20,40,9,39,48,22,48,4,54,60,14,26,20,26,38,44,12,7,50,35,39,14,23,33,52,21,6,25,41,14,33,54,11,26,16,18,26,22,53,22,11,35,53,30,29,14,0,22,45,52,41,9,36,31,65,10,11,40,33,40,12,18,28,15,30,21,47,41,14,56,32,42,25,11,36
v53,24,66,33,36,47,40,34,29,19,34,44,28,20,34,40,34,46,28,44,60,24,32,25,30,39,17,20,45,11,36,1,24,5,21,10,13,34,33,30,36,38,6,44,33,42,29,51,35,10,45,16,22,0,43,32,63,21,48,33,45,20,33,20,13,28,32,28,46,21,8,41,27,21,12,36,10,64,47,33,16
v54,19,23,16,61,22,65,9,54,26,9,27,31,45,27,27,31,71,25,19,31,31,57,50,43,10,60,31,46,54,7,42,39,40,40,33,50,9,36,19,61,63,47,47,34,67,54,10,8,51,16,41,45,43,0,37,22,36,9,14,22,35,48,27,44,15,33,27,17,30,51,66,38,34,37,31,53,27,34,44,47
v55,18,60,21,68,17,72,28,61,13,28,38,6,52,10,10,38,78,32,38,54,8,64,57,6,33,23,38,53,41,30,33,46,27,11,38,19,28,43,26,68,70,38,54,3,74,61,45,29,42,39,48,52,32,37,0,57,43,42,27,15,42,55,12,19,22,40,34,40,37,38,73,5,11,44,6,42,58,41,51,16
v56,39,3,36,39,44,43,29,34,46,29,19,51,45,47,47,29,49,35,19,9,51,39,48,63,24,80,43,24,74,29,62,39,60,60,53,70,31,30,33,41,41,67,25,54,49,52,12,30,71,18,55,41,63,22,57,0,42,15,30,42,43,30,47,64,35,31,35,17,42,71,44,58,54,55,51,73,5,16,30,67
v57,29,45,44,25,58,29,31,18,30,39,23,39,9,45,51,13,35,11,23,39,35,21,14,41,26,38,5,24,32,43,20,3,18,32,11,28,45,12,17,25,27,25,23,44,31,18,30,44,29,24,13,9,21,36,43,42,0,27,22,56,1,12,31,24,31,11,9,25,6,29,30,38,32,13,47,31,43,26,12,27
v58,24,18,21,52,31,56,14,45,31,14,18,36,36,32,32,22,62,20,10,22,36,48,41,48,9,65,28,37,59,16,47,30,45,45,38,55,18,27,18,52,54,52,38,39,58,45,3,17,56,7,40,36,48,9,42,15,27,0,15,29,28,39,32,49,20,24,20,8,27,56,57,43,39,40,36,58,18,25,35,52
v59,9,33,22,47,36,51,9,40,16,17,13,21,31,23,29,17,57,11,11,27,21,43,36,33,6,50,17,32,44,21,32,25,30,30,23,40,23,22,5,47,49,37,33,24,53,40,18,22,41,12,27,31,33,14,27,30,22,15,0,34,21,34,17,34,9,19,13,13,16,41,52,28,24,25,25,43,31,20,30,37
v60,27,45,12,81,2,85,25,74,26,17,47,17,65,11,5,51,91,45,39,51,21,77,70,21,30,38,51,66,54,15,46,59,40,24,51,32,13,56,39,81,83,51,67,12,87,74,30,14,55,36,61,65,45,22,15,42,56,29,34,0,55,68,25,32,25,53,47,37,50,51,86,18,24,57,9,55,47,54,64,29
v61,28,46,43,26,57,30,30,19,29,38,24,38,10,44,50,14,36,10,24,40,34,22,15,40,25,37,4,25,31,42,19,4,17,31,10,27,44,13,16,26,28,24,24,43,32,19,31,43,28,25,12,10,20,35,42,43,1,28,21,55,0,13,30,23,30,12,8,26,5,28,31,37,31,12,46,30,44,27,13,26
v62,41,33,56,13,70,17,43,6,42,51,21,51,15,57,63,17,23,23,29,27,47,9,18,53,38,50,17,12,44,55,32,9,30,44,23,40,57,12,29,13,15,37,11,56,19,22,38,56,41,32,25,11,33,48,55,30,12,39,34,68,13,0,43,36,43,15,21,31,18,41,18,50,44,25,59,43,31,14,4,39
v63,8,50,13,56,27,60,18,49,1,18,28,8,40,14,20,26,66,20,28,44,4,52,45,16,23,33,26,41,29,20,21,34,15,13,26,23,18,31,14,56,58,26,42,13,62,49,35,19,30,29,36,40,20,27,12,47,31,32,17,25,30,43,0,17,12,28,22,30,25,26,61,11,7,32,16,30,48,31,39,20
v64,25,67,28,49,34,53,35,42,18,35,45,15,33,21,27,35,59,29,45,61,13,45,38,17,40,16,21,46,22,37,14,27,8,8,19,6,35,34,31,49,51,19,45,20,55,42,52,36,23,46,29,33,13,44,19,64,24,49,34,32,23,36,17,0,29,33,29,47,22,19,54,14,10,25,23,23,65,48,34,3
v65,4,38,13,56,27,60,6,49,11,8,22,16,40,14,20,26,66,20,16,32,16,52,45,28,11,45,26,41,39,12,27,34,25,25,26,35,14,31,14,56,58,32,42,19,62,49,23,13,36,17,36,40,28,15,22,35,31,20,9,25,30,43,12,29,0,28,22,18,25,36,61,23,19,32,16,38,36,29,39,32
v66,26,34,41,28,55,32,28,21,27,36,12,36,14,42,48,2,38,8,14,28,32,24,17,38,23,49,12,13,43,40,31,8,29,29,22,39,42,3,14,28,30,36,14,41,34,21,23,41,40,17,24,12,32,33,40,31,11,24,19,53,12,15,28,33,28,0,6,16,11,40,33,35,29,24,44,42,32,15,11,36
v67,20,38,35,34,49,38,22,27,21,30,16,30,18,36,42,6,44,2,16,32,26,30,23,32,17,45,8,19,39,34,27,12,25,25,18,35,36,9,8,34,36,32,20,35,40,27,23,35,36,17,20,18,28,27,34,35,9,20,13,47,8,21,22,29,22,6,0,18,7,36,39,29,23,20,38,38,36,19,17,32
v68,22,20,25,44,39,48,12,37,29,20,10,34,28,30,32,14,54,18,2,14,34,40,33,46,7,63,26,29,57,24,45,22,43,43,36,53,26,19,16,44,46,50,30,37,50,37,7,25,54,1,38,28,46,17,40,17,25,8,13,37,26,31,30,47,18,16,18,0,25,54,49,41,37,38,34,56,18,17,27,50
v69,23,45,38,31,52,35,25,24,24,33,23,33,15,39,45,13,41,7,23,39,29,27,20,35,20,38,1,24,32,37,20,9,18,26,11,28,39,12,11,31,33,25,23,38,37,24,30,38,29,24,13,15,21,30,37,42,6,27,16,50,5,18,25,22,25,11,7,25,0,29,36,32,26,13,41,31,43,26,14,25
v70,32,74,39,32,53,34,42,37,25,42,52,34,26,40,46,42,40,36,52,68,30,32,23,36,47,15,28,53,3,44,9,32,11,27,18,19,42,41,38,30,32,4,52,39,36,23,59,43,4,53,16,30,8,51,38,71,29,56,41,51,28,41,26,19,36,40,36,54,29,0,35,33,27,16,42,4,72,55,41,22
v71,59,45,74,5,88,1,61,12,60,69,39,69,21,75,81,35,5,41,47,39,65,9,16,71,56,50,35,24,32,73,40,27,46,62,35,54,75,30,47,5,3,35,23,74,7,12,56,74,31,50,25,21,41,66,73,44,30,57,52,86,31,18,61,54,61,33,39,49,36,35,0,68,62,29,77,31,43,32,22,57
v72,19,61,22,63,20,67,29,56,12,29,39,7,47,11,13,33,73,27,39,55,7,59,52,5,34,22,33,48,36,31,28,41,22,6,33,14,29,38,25,63,65,33,49,6,69,56,46,30,37,40,43,47,27,38,5,58,38,43,28,18,37,50,11,14,23,35,29,41,32,33,68,0,6,39,9,37,59,42,46,11
v73,15,57,18,57,26,61,25,50,8,25,35,7,41,13,19,27,67,21,35,51,3,53,46,9,30,26,27,42,30,27,22,35,16,6,27,16,25,32,21,57,59,27,43,12,63,50,42,26,31,36,37,41,21,34,11,54,32,39,24,24,31,44,7,10,19,29,23,37,26,27,62,6,0,33,15,31,55,38,40,13
v74,30,58,45,24,59,28,32,21,31,40,36,40,10,46,52,26,34,20,36,52,36,20,13,42,31,25,12,37,19,44,11,16,17,33,6,25,46,25,22,24,26,12,36,45,30,17,43,45,16,37,4,14,12,37,44,55,13,40,25,57,12,25,32,25,32,24,20,38,13,16,29,39,33,0,48,18,56,39,25,28
v75,18,54,15,72,11,76,22,65,17,22,38,8,56,4,4,42,82,36,32,48,12,68,61,12,27,29,42,57,45,24,37,50,31,15,42,23,22,47,30,72,74,42,58,3,78,65,39,23,46,33,52,56,36,31,6,51,47,36,25,9,46,59,16,23,16,44,38,34,41,42,77,9,15,48,0,46,52,45,55,20
v76,34,76,43,34,57,32,44,39,29,44,54,38,28,44,50,44,36,38,54,70,34,34,25,40,49,19,30,55,1,46,11,34,15,31,20,23,44,43,40,32,34,6,54,43,32,21,61,45,2,55,18,32,10,53,42,73,31,58,43,55,30,43,30,23,38,42,38,56,31,4,31,37,31,18,46,0,74,57,43,26
v77,40,4,37,40,49,42,30,35,47,30,20,52,46,48,48,30,46,36,20,4,52,40,49,64,25,81,44,19,75,34,63,40,61,61,54,71,36,31,34,42,40,68,20,55,50,53,17,35,72,19,56,42,64,27,58,5,43,18,31,47,44,31,48,65,36,32,36,18,43,72,43,59,55,56,52,74,0,17,31,68
v78,27,19,42,27,56,31,29,20,30,37,7,37,29,43,49,13,37,19,15,13,35,23,32,47,24,64,27,12,58,41,46,23,44,44,37,54,43,14,17,27,29,51,13,42,33,36,24,42,55,18,39,25,47,34,41,16,26,25,20,54,27,14,31,48,29,15,19,17,26,55,32,42,38,39,45,57,17,0,14,51
v79,37,33,52,17,66,21,39,10,38,47,17,47,15,53,59,13,27,19,25,27,43,13,18,49,34,50,13,12,44,51,32,9,30,40,23,40,53,8,25,17,19,37,11,52,23,22,34,52,41,28,25,11,33,44,51,30,12,35,30,64,13,4,39,34,39,11,17,27,14,41,22,46,40,25,55,43,31,14,0,37
v80,28,70,31,52,31,56,38,45,21,38,48,16,36,20,24,38,62,32,48,64,16,48,41,14,43,13,24,49,25,40,17,30,11,7,22,3,38,37,34,52,54,22,48,17,58,45,55,39,26,49,32,36,16,47,16,67,27,52,37,29,26,39,20,3,32,36,32,50,25,22,57,11,13,28,20,26,68,51,37,0
