,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v11,33,17,45,16,23,51,8,35,27,26,0,42,17,9,33,23,12,38,24,11,43,39,35,20,20,46,27,55,32,55,23,44,20,19,28,36,37,36,27,28,36,39,31,36,52,28,43,36,42,51,41,11,31,19,12,36,10,26,39,38,3,13,32,38,50,41,41,22,44,44,28,16,3,29,25,47,16,18,19,13,33,60,64,32,19,43,36,58,22,47,60,29,60,63,39,37,23,20,61,7,46,29,40,23,20,27,33,58,37,38,25,42,1,7,26,47,24,25,34,43,13,50,43,19,34,5,48,43,39,34,48,10,14,42,49,62,13,33,12,26,24,9,11,19,50,54,43,40,32,14,41,25,47,38,28,39,24,11,31,28
v12,39,25,9,26,41,9,34,7,15,16,42,0,25,33,45,47,34,6,18,39,25,27,7,24,22,18,19,37,28,13,65,2,56,23,46,32,25,22,15,14,38,9,15,30,10,22,7,20,24,33,5,37,39,61,30,42,34,20,45,32,45,29,52,26,32,21,11,58,10,26,30,26,39,21,57,21,44,24,27,55,15,18,22,20,25,9,24,16,28,29,42,13,18,21,21,35,19,62,19,35,36,47,22,29,52,23,11,16,15,20,37,14,41,45,16,11,26,43,44,27,37,32,5,37,8,37,14,43,21,8,30,42,30,26,31,20,47,13,30,56,32,45,33,39,14,36,19,2,12,36,25,59,15,24,32,25,18,31,11,14
v13,26,8,28,1,30,34,15,18,12,15,17,25,0,8,26,22,9,21,7,18,36,32,18,13,7,29,10,48,17,38,40,27,31,8,35,29,30,19,10,19,29,22,14,29,35,11,26,29,35,44,24,18,28,36,17,29,9,9,32,21,20,18,27,21,43,32,24,33,27,37,21,13,14,22,32,30,19,11,16,30,26,43,47,25,14,26,19,41,17,40,53,12,43,46,32,30,6,37,44,10,39,36,33,16,27,20,22,41,26,21,26,25,16,20,9,30,17,32,27,26,12,43,26,26,17,12,31,36,32,19,41,17,19,25,42,45,22,16,5,31,21,20,8,14,33,47,30,23,23,21,34,34,30,21,21,32,7,14,14,11
v14,30,12,36,7,26,42,11,26,18,19,9,33,8,0,30,20,9,29,15,14,40,36,26,11,11,37,18,52,23,46,32,35,23,10,31,33,34,27,18,23,33,30,22,33,43,19,34,33,39,48,32,14,24,28,13,33,7,17,36,29,12,14,29,29,47,36,32,25,35,41,25,9,6,26,24,38,13,15,12,22,30,51,55,29,10,34,27,49,13,44,57,20,51,54,36,34,14,29,52,2,43,32,37,20,19,24,26,49,30,29,22,33,8,12,17,38,21,28,31,34,10,47,34,22,25,8,39,40,36,25,45,9,15,33,46,53,14,24,3,23,17,12,8,16,41,51,34,31,27,17,38,26,38,29,25,36,15,10,22,19
v15,6,20,48,25,56,54,41,38,30,29,33,45,26,30,0,10,21,41,27,44,34,18,38,39,23,49,34,22,43,58,20,47,13,34,61,13,20,39,30,31,7,42,34,15,55,37,46,25,27,18,44,44,54,20,43,3,23,35,6,47,30,44,7,41,17,44,44,13,47,45,15,39,36,24,12,50,17,21,42,32,30,63,67,25,40,46,39,61,43,30,29,32,63,66,30,10,26,17,64,28,13,62,25,16,13,22,36,61,40,41,52,45,32,26,29,50,19,58,1,46,20,29,46,52,37,38,51,10,36,37,23,23,45,45,34,65,20,36,27,11,47,24,22,14,53,23,46,43,35,47,20,14,50,41,13,20,27,40,34,31
v16,10,22,50,21,46,56,31,40,32,31,23,47,22,20,10,0,13,43,29,34,36,20,40,29,25,51,32,32,37,60,18,49,9,24,51,15,22,41,32,33,13,44,36,17,57,33,48,27,29,28,46,34,44,14,33,13,13,31,16,43,20,34,9,43,27,46,46,11,49,47,17,29,26,26,10,52,7,23,32,22,32,65,69,27,30,48,41,63,33,32,37,34,65,68,32,14,28,15,66,18,23,52,27,18,5,24,38,63,42,43,42,47,22,16,31,52,21,48,11,48,10,31,48,42,39,28,53,20,38,39,25,13,35,47,36,67,10,38,17,9,37,14,14,8,55,31,48,45,37,37,22,12,52,43,15,22,29,30,36,33
v17,21,9,37,8,35,43,20,27,19,18,12,34,9,9,21,13,0,30,16,23,31,27,27,18,12,38,19,43,24,47,31,36,22,13,40,24,25,28,19,20,24,31,23,24,44,20,35,24,30,39,33,23,33,27,22,24,2,18,27,30,11,23,20,30,38,33,33,24,36,34,16,18,15,17,23,39,10,10,21,21,21,52,56,20,19,35,28,50,22,35,48,21,52,55,27,25,15,28,53,7,34,41,28,11,18,15,25,50,29,30,31,34,11,11,18,39,12,37,22,35,3,38,35,31,26,17,40,31,27,26,36,8,24,34,37,54,13,25,6,22,26,11,1,7,42,42,35,32,24,26,29,25,39,30,16,27,16,19,23,20
v18,35,21,15,22,47,13,32,3,11,12,38,6,21,29,41,43,30,0,18,35,19,23,11,30,18,24,25,31,34,17,61,6,52,25,52,28,21,28,21,10,34,15,21,26,16,28,5,16,18,27,11,35,45,57,34,38,30,26,41,38,41,35,48,32,28,15,5,54,6,20,26,30,35,17,53,27,40,20,33,51,11,22,26,16,31,15,30,20,34,23,36,13,22,25,15,31,15,58,23,31,32,53,16,25,48,19,5,20,9,26,43,20,37,41,16,17,22,49,40,33,33,26,11,43,6,33,10,39,15,4,24,38,36,32,25,24,43,19,26,52,38,41,29,35,12,30,13,4,6,38,21,55,21,30,28,21,14,31,9,16
v19,27,9,21,8,29,27,16,15,13,16,24,18,7,15,27,29,16,18,0,21,37,33,11,12,8,22,7,49,16,31,47,20,38,7,34,30,31,12,3,20,30,15,7,30,28,10,19,30,36,45,17,19,27,43,16,30,16,8,33,20,27,17,34,14,44,33,23,40,22,38,22,12,21,23,39,23,26,12,15,37,27,36,40,26,13,19,12,34,16,41,54,5,36,39,33,31,5,44,37,17,40,35,34,17,34,21,23,34,27,14,25,18,23,27,2,23,18,31,28,19,19,44,19,25,12,19,26,37,33,20,42,24,18,18,43,38,29,9,12,38,20,27,15,21,26,48,31,16,24,20,35,41,23,14,22,33,4,13,9,4
v20,44,26,42,19,16,48,5,32,30,33,11,39,18,14,44,34,23,35,21,0,54,50,32,17,25,43,24,66,29,52,26,41,31,16,21,47,48,33,24,37,47,36,28,47,49,25,40,47,53,62,38,2,28,24,9,47,21,23,50,35,14,10,43,35,61,50,40,33,41,55,39,13,8,40,36,44,27,29,16,16,44,57,61,43,16,40,33,55,19,58,71,26,57,60,50,48,22,31,58,16,57,20,51,34,31,38,40,55,44,35,22,39,12,18,23,44,35,18,45,40,24,61,40,8,31,6,45,54,50,37,59,21,11,39,60,59,24,30,17,37,21,20,22,30,47,65,48,37,41,3,52,36,44,35,39,50,21,8,28,25
v21,28,28,34,35,66,20,51,22,24,21,43,25,36,40,34,36,31,19,37,54,0,16,30,49,29,43,44,12,53,24,54,25,45,44,71,21,14,47,40,17,27,34,40,19,35,47,18,9,7,18,30,54,64,50,53,31,33,45,34,57,40,54,41,51,21,10,14,47,15,11,19,49,46,14,46,46,33,25,52,44,10,29,33,11,50,34,49,27,53,4,17,32,29,32,4,24,32,51,30,38,25,72,9,20,41,16,14,35,10,45,62,39,42,36,35,36,19,68,33,52,30,7,30,62,25,48,17,32,4,17,11,33,55,51,6,31,36,38,37,45,57,34,32,28,19,11,12,23,13,57,14,48,40,49,21,14,33,50,28,35
v22,12,24,30,31,62,36,47,20,20,17,39,27,32,36,18,20,27,23,33,50,16,0,26,45,25,39,40,16,49,40,38,29,29,40,67,5,2,43,36,13,11,30,36,3,37,43,28,7,9,12,26,50,60,34,49,15,29,41,18,53,36,50,25,47,11,26,26,31,29,27,11,45,42,10,30,42,23,21,48,38,12,45,49,7,46,30,45,43,49,12,21,28,45,48,12,8,28,35,46,34,9,68,7,16,25,12,18,43,22,41,58,35,38,32,31,32,15,64,17,48,26,11,28,58,21,44,33,16,18,19,9,29,51,47,16,47,26,34,33,29,53,30,28,20,35,15,28,25,17,53,2,32,36,45,11,2,29,46,24,31
v23,32,18,10,19,36,16,27,8,8,9,35,7,18,26,38,40,27,11,11,32,30,26,0,19,15,13,14,42,23,20,58,9,49,16,41,25,24,17,10,13,31,4,10,23,17,17,12,23,29,38,6,30,34,54,23,35,27,15,38,27,38,24,45,21,37,26,16,51,15,31,23,19,32,16,50,16,37,17,22,48,20,25,29,19,20,8,19,23,23,34,47,6,25,28,26,28,12,55,26,28,33,42,27,22,45,16,16,23,20,15,32,9,34,38,9,12,19,38,37,22,30,37,8,32,5,30,19,36,26,13,35,35,25,21,36,27,40,8,23,49,27,38,26,32,19,41,24,7,17,29,28,52,12,19,25,26,11,24,4,7
v24,39,21,25,14,17,33,12,27,25,28,20,24,13,11,39,29,18,30,12,17,49,45,19,0,20,26,7,61,12,35,43,24,34,5,22,42,43,16,9,32,42,19,11,42,32,8,31,42,48,57,21,15,15,39,8,42,16,6,45,18,23,7,38,18,56,45,35,36,34,50,34,4,17,35,35,27,22,24,3,33,39,40,44,38,1,23,16,38,4,53,66,17,40,43,45,43,17,40,41,13,52,23,46,29,30,33,35,38,39,18,13,22,19,23,14,27,30,19,40,23,19,56,23,13,24,15,38,49,45,32,54,20,6,22,55,42,25,13,12,34,8,23,17,25,38,60,43,26,36,14,47,37,27,18,34,45,16,9,21,14
v25,19,3,25,6,37,31,22,15,7,8,20,22,7,11,23,25,12,18,8,25,29,25,15,20,0,26,15,41,24,35,43,24,34,15,42,22,23,18,11,12,22,19,11,22,32,18,23,22,28,37,21,25,35,39,24,22,12,16,25,28,23,25,30,22,36,25,21,36,24,30,14,20,17,15,35,27,22,4,23,33,19,40,44,18,21,23,20,38,24,33,46,9,40,43,25,23,3,40,41,13,32,43,26,9,30,13,15,38,19,18,33,22,19,23,6,27,10,39,22,23,15,36,23,33,14,19,28,29,25,14,34,20,26,22,35,42,25,13,8,34,28,23,11,17,30,40,23,20,16,28,27,37,27,20,14,25,4,21,11,8
v26,43,29,9,30,27,27,38,21,19,22,46,18,29,37,49,51,38,24,22,43,43,39,13,26,26,0,19,55,14,27,69,18,60,27,28,36,37,10,19,26,42,9,15,36,8,18,25,36,42,51,13,41,21,65,34,46,38,20,49,14,49,33,56,8,50,39,29,62,28,44,34,30,43,29,61,3,48,28,27,59,33,18,18,32,27,9,10,16,24,47,60,17,24,21,39,39,23,66,15,39,46,29,40,33,56,27,29,12,33,8,21,4,45,49,20,7,30,25,48,9,41,50,13,39,18,41,32,47,39,26,48,46,32,8,49,20,51,13,34,60,22,49,37,43,32,54,37,20,30,40,41,63,3,8,36,39,22,35,15,18
v27,34,16,18,11,22,28,19,22,20,23,27,19,10,18,34,32,19,25,7,24,44,40,14,7,15,19,0,56,9,28,50,19,41,8,27,37,38,9,4,27,37,12,4,37,25,3,26,37,43,52,14,22,20,46,15,37,19,1,40,13,30,14,37,11,51,40,30,43,29,45,29,11,24,30,42,20,29,19,8,40,34,33,37,33,8,16,9,31,9,48,61,12,33,36,40,38,12,47,34,20,47,28,41,24,37,28,30,31,34,11,18,15,26,30,9,20,25,24,35,16,22,51,16,20,19,22,33,44,40,27,49,27,13,15,50,35,32,6,15,41,13,30,18,24,33,55,38,21,31,21,42,44,20,11,29,40,11,16,16,9
v28,22,40,46,47,78,32,63,34,36,33,55,37,48,52,22,32,43,31,49,66,12,16,42,61,41,55,56,0,65,36,42,37,35,56,83,19,18,59,52,29,19,46,52,19,47,59,30,19,13,6,42,66,76,42,65,19,45,57,22,69,52,66,29,63,9,22,26,35,27,23,27,61,58,26,34,58,39,37,64,54,22,41,45,23,62,46,61,39,65,8,7,44,41,44,16,18,44,39,42,50,13,84,15,32,35,28,26,47,22,57,74,51,54,48,47,48,31,80,21,64,42,7,42,74,37,60,29,20,16,29,7,45,67,63,12,43,42,50,49,33,69,46,44,36,31,1,24,35,25,69,14,36,52,61,27,16,45,62,40,47
v29,43,25,19,18,13,37,24,31,29,32,32,28,17,23,43,37,24,34,16,29,53,49,23,12,24,14,9,65,0,37,55,28,46,13,18,46,47,6,13,36,46,19,13,46,20,6,35,46,52,61,23,27,11,51,20,46,24,8,49,6,35,19,42,6,60,49,39,48,38,54,38,16,29,39,47,15,34,28,13,45,43,28,32,42,13,19,4,26,10,57,70,21,34,31,49,47,21,52,29,25,56,19,50,33,42,37,39,26,43,8,9,14,31,35,18,17,34,15,44,11,27,60,23,25,28,27,42,53,49,36,58,32,18,10,59,30,37,15,20,46,8,35,23,29,42,64,47,30,40,26,51,49,15,6,38,49,20,21,25,18
v30,52,38,18,39,50,4,47,20,28,29,55,13,38,46,58,60,47,17,31,52,24,40,20,35,35,27,28,36,37,0,78,11,69,36,55,45,38,31,28,27,51,18,24,43,19,31,12,33,31,42,14,50,48,74,43,55,47,29,58,41,58,42,65,35,45,14,14,71,11,17,43,39,52,34,70,30,57,37,36,68,28,9,13,33,36,18,33,11,37,28,33,26,5,8,28,48,32,75,12,48,49,56,33,42,65,36,22,19,18,29,46,23,54,58,29,20,39,52,57,36,50,29,14,48,21,50,7,56,22,21,35,55,41,35,24,7,60,22,43,69,41,58,46,52,5,35,12,15,23,49,38,72,24,33,45,38,31,44,24,27
v31,26,40,68,39,42,74,31,58,50,49,23,65,40,32,20,18,31,61,47,26,54,38,58,43,43,69,50,42,55,78,0,67,9,42,47,33,40,59,50,51,27,62,54,35,75,51,66,45,47,36,64,28,54,4,35,23,31,49,24,61,20,36,17,61,35,64,64,7,67,65,35,39,26,44,10,70,21,41,42,14,50,83,87,45,42,66,59,81,45,50,49,52,83,86,50,30,46,5,84,30,31,46,45,36,13,42,56,81,60,61,48,65,24,20,49,70,39,44,21,66,28,49,66,34,57,28,71,28,56,57,43,23,37,65,54,85,18,56,35,11,47,20,32,26,73,43,66,63,55,29,40,10,70,61,33,40,47,34,54,51
v32,41,27,9,28,41,9,36,9,17,18,44,2,27,35,47,49,36,6,20,41,25,29,9,24,24,18,19,37,28,11,67,0,58,25,46,34,27,22,17,16,40,9,15,32,10,22,7,22,24,33,5,39,39,63,32,44,36,20,47,32,47,31,54,26,34,21,11,60,10,26,32,28,41,23,59,21,46,26,27,57,17,16,20,22,25,9,24,14,28,29,42,15,16,19,21,37,21,64,17,37,38,47,22,31,54,25,11,14,15,20,37,14,43,47,18,11,28,43,46,27,39,32,5,37,10,39,14,45,21,10,30,44,30,26,31,18,49,13,32,58,32,47,35,41,14,36,19,4,12,38,27,61,15,24,34,27,20,33,13,16
v33,17,31,59,30,43,65,28,49,41,40,20,56,31,23,13,9,22,52,38,31,45,29,49,34,34,60,41,35,46,69,9,58,0,33,48,24,31,50,41,42,18,53,45,26,66,42,57,36,38,31,55,31,45,7,30,16,22,40,19,52,17,31,12,52,30,55,55,2,58,56,26,30,23,35,5,61,12,32,33,19,41,74,78,36,33,57,50,72,36,41,40,43,74,77,41,21,37,6,75,21,26,49,36,27,4,33,47,72,51,52,39,56,19,13,40,61,30,45,14,57,19,40,57,39,48,25,62,23,47,48,34,14,32,56,45,76,9,47,26,6,38,11,23,17,64,34,57,54,46,34,31,5,61,52,24,31,38,27,45,42
v34,34,16,26,9,22,32,11,22,20,23,19,23,8,10,34,24,13,25,7,16,44,40,16,5,15,27,8,56,13,36,42,25,33,0,27,37,38,17,8,27,37,20,12,37,33,9,26,37,43,52,22,14,20,38,9,37,11,7,40,19,22,10,33,19,51,40,30,35,29,45,29,5,16,30,34,28,21,19,8,32,34,41,45,33,6,24,17,39,9,48,61,12,41,44,40,38,12,39,42,12,47,28,41,24,29,28,30,39,34,19,18,23,18,22,9,28,25,24,35,24,14,51,24,18,19,14,33,44,40,27,49,19,11,23,50,43,24,14,7,33,13,22,12,20,33,55,38,21,31,13,42,36,28,19,29,40,11,8,16,9
v35,61,43,37,36,5,55,20,49,47,50,28,46,35,31,61,51,40,52,34,21,71,67,41,22,42,28,27,83,18,55,47,46,48,27,0,64,65,24,31,54,64,37,31,64,36,24,53,64,70,79,41,19,7,43,18,64,38,26,67,14,31,17,60,20,78,67,57,50,56,72,56,22,25,57,53,25,44,46,19,37,61,46,42,60,21,37,22,44,18,75,88,39,52,49,67,65,39,48,43,33,74,1,68,51,48,55,57,36,61,26,9,32,29,35,36,35,52,3,62,19,41,78,41,17,46,23,60,71,67,54,76,38,16,20,77,48,41,33,34,54,14,37,39,47,60,82,65,48,58,18,69,53,31,22,56,67,38,21,43,36
v36,7,21,35,28,59,41,44,25,17,16,36,32,29,33,13,15,24,28,30,47,21,5,25,42,22,36,37,19,46,45,33,34,24,37,64,0,7,40,33,18,6,29,33,2,42,40,33,12,14,15,31,47,57,29,46,10,26,38,13,50,33,47,20,44,14,31,31,26,34,32,8,42,39,11,25,39,20,18,45,35,17,50,54,12,43,33,42,48,46,17,24,25,50,53,17,3,25,30,51,31,10,65,12,13,20,9,23,48,27,38,55,32,35,29,28,37,12,61,12,45,23,16,33,55,24,41,38,11,23,24,12,26,48,44,21,52,23,31,30,24,50,27,25,17,40,18,33,30,22,50,7,27,37,42,8,7,26,43,21,28
v37,14,22,28,29,60,34,45,18,18,15,37,25,30,34,20,22,25,21,31,48,14,2,24,43,23,37,38,18,47,38,40,27,31,38,65,7,0,41,34,11,13,28,34,5,35,41,26,5,7,14,24,48,58,36,47,17,27,39,20,51,34,48,27,45,13,24,24,33,27,25,9,43,40,8,32,40,21,19,46,36,10,43,47,5,44,28,43,41,47,10,23,26,43,46,10,10,26,37,44,32,11,66,5,14,27,10,16,41,20,39,56,33,36,30,29,30,13,62,19,46,24,13,26,56,19,42,31,18,16,17,11,27,49,45,14,45,24,32,31,31,51,28,26,18,33,17,26,23,15,51,4,34,34,43,9,2,27,44,22,29
v38,37,19,13,20,19,31,28,25,23,26,36,22,19,27,39,41,28,28,12,33,47,43,17,16,18,10,9,59,6,31,59,22,50,17,24,40,41,0,9,30,40,13,7,40,16,8,29,40,46,55,17,31,17,55,24,40,28,10,43,10,39,23,46,4,54,43,33,52,32,48,32,20,33,33,51,11,38,22,17,49,37,24,28,36,17,13,2,22,14,51,64,15,28,27,43,41,15,56,25,29,50,25,44,27,46,31,33,22,37,2,15,8,35,39,12,11,28,21,38,7,31,54,17,29,22,31,36,47,43,30,52,36,22,6,53,26,41,9,24,50,12,39,27,33,36,58,41,24,34,30,45,53,11,2,32,43,14,25,19,12
v39,30,12,18,11,26,24,19,18,16,19,27,15,10,18,30,32,19,21,3,24,40,36,10,9,11,19,4,52,13,28,50,17,41,8,31,33,34,9,0,23,33,12,4,33,25,7,22,33,39,48,14,22,24,46,15,33,19,5,36,17,30,14,37,11,47,36,26,43,25,41,25,11,24,26,42,20,29,15,12,40,30,33,37,29,10,16,9,31,13,44,57,8,33,36,36,34,8,47,34,20,43,32,37,20,37,24,26,31,30,11,22,15,26,30,5,20,21,28,31,16,22,47,16,22,15,22,29,40,36,23,45,27,15,15,46,35,32,6,15,41,17,30,18,24,29,51,34,17,27,21,38,44,20,11,25,36,7,16,12,5
v40,25,11,17,18,49,23,34,7,7,4,28,14,19,23,31,33,20,10,20,37,17,13,13,32,12,26,27,29,36,27,51,16,42,27,54,18,11,30,23,0,24,17,23,16,24,30,15,10,16,25,13,37,47,47,36,28,20,28,31,40,31,37,38,34,24,13,13,44,16,18,16,32,29,7,43,29,30,10,35,41,7,32,36,6,33,17,32,30,36,21,34,15,32,35,13,21,15,48,33,21,22,55,14,15,38,9,5,30,9,28,45,22,27,31,18,19,12,51,30,35,23,24,15,45,8,31,20,29,13,6,22,28,38,34,23,34,33,21,20,42,40,31,19,25,22,28,15,12,4,40,15,45,23,32,18,13,16,33,11,18
