,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v11,18,58,39,34,20,21,25,52,58,51,0,44,53,74,29,47,23,58,33,41,29,40,36,11,53,36,4,64,61,43,17,26,60,61,52,47,25,75,20,30,43,39,9,28,14,25,31,40,67,45,10,37,17,30,59,11,39,32,20,54,49,60,36,61,32,24,46,46,39,31,61,37,67,34,48,27,65,47,60,34,37,25,16,55,54,77,33,40,47,20,57,68,2,15,26,42,34,7,56,38,57,5,40,34,44,40,37,64,63,34,47,12,12,32,34,23,35,43,22,33,15,37,39,9,32,45,34,12,42,52,63,26,44,37,56,9,38,50,31,78,23,42,70,45,80,42,6,54,35,28,69,62,35,55,7,38,19,28,83,70
v12,26,14,21,48,24,39,35,20,14,39,44,0,9,30,45,3,33,16,11,47,33,52,18,51,21,20,40,20,25,39,27,26,16,17,34,27,19,31,24,36,27,11,53,44,36,33,13,24,23,25,38,7,27,14,15,33,27,12,24,10,23,16,20,17,12,32,2,4,51,13,29,21,23,32,10,33,21,5,18,12,21,31,40,11,10,33,37,24,23,34,31,24,46,29,18,32,50,41,40,24,29,39,12,18,2,26,29,22,19,34,3,34,32,22,50,37,19,17,26,23,29,11,55,35,24,21,28,32,26,30,19,18,28,19,26,43,16,34,17,34,31,6,26,33,36,2,44,10,23,34,25,18,51,11,37,8,35,16,39,26
v13,35,9,18,45,33,48,32,23,5,36,53,9,0,21,42,6,30,19,20,44,42,49,21,60,24,23,49,11,22,36,36,35,7,14,31,30,28,22,33,45,30,14,62,41,45,42,22,27,14,22,47,16,36,23,14,42,24,21,33,3,20,7,25,10,21,29,7,7,48,22,26,24,14,29,13,42,12,8,15,19,18,28,49,12,11,24,34,27,20,43,28,15,55,38,27,29,47,50,43,21,26,48,15,25,9,23,26,19,10,31,6,43,41,21,47,46,22,14,35,20,38,16,52,44,33,24,37,41,23,27,10,27,31,22,23,52,19,31,26,25,30,11,17,30,27,11,53,7,20,43,16,15,48,8,46,15,44,25,30,17
v14,56,16,35,40,54,69,49,32,16,27,74,30,21,0,49,27,51,28,41,35,63,40,38,81,33,40,70,16,13,31,57,56,14,13,22,39,49,7,54,66,47,35,83,50,66,63,43,36,7,29,68,37,57,44,23,63,35,42,54,20,25,16,46,19,42,50,28,28,39,43,17,43,19,40,26,63,9,27,14,40,37,49,70,21,20,7,41,38,27,64,19,6,76,59,48,32,46,71,52,36,17,69,34,46,30,34,37,10,13,40,27,64,62,42,44,67,41,31,56,41,59,37,43,65,54,33,58,62,32,22,11,48,40,37,18,73,36,24,47,4,51,32,4,29,6,32,74,20,39,64,17,24,43,19,67,36,65,46,9,4
v15,43,33,24,9,49,50,10,65,37,26,29,45,42,49,0,46,12,61,34,16,58,15,63,40,66,65,27,49,36,18,38,55,43,36,27,72,26,50,31,59,72,34,34,1,17,54,48,69,42,20,19,50,42,57,56,26,18,41,39,45,24,49,65,52,49,13,45,41,14,52,36,66,52,13,55,56,40,50,35,57,24,14,45,54,53,52,8,69,22,49,32,43,29,28,45,17,5,36,85,21,32,32,57,63,43,19,16,39,46,11,48,41,33,23,5,52,64,28,51,22,38,56,12,28,61,66,63,37,19,27,44,31,73,64,31,24,61,25,60,53,14,51,45,20,55,45,25,35,22,57,50,57,6,34,24,53,48,45,58,45
v16,29,13,22,49,27,42,36,19,11,40,47,3,6,27,46,0,34,15,14,48,36,53,17,54,20,19,43,17,26,40,30,29,13,18,35,26,22,28,27,39,26,12,56,45,39,36,16,23,20,26,41,10,30,17,12,36,28,15,27,7,24,13,19,14,15,33,1,5,52,16,30,20,20,33,9,36,18,4,19,13,22,32,43,8,7,30,38,23,24,37,32,21,49,32,21,33,51,44,39,25,30,42,11,19,3,27,30,23,16,35,2,37,35,23,51,40,18,18,29,24,32,10,56,38,27,20,31,35,27,31,16,21,27,18,27,46,15,35,20,31,32,5,23,34,33,5,47,11,24,37,22,15,52,12,40,9,38,19,36,23
v17,31,35,16,15,37,38,2,53,35,28,23,33,30,51,12,34,0,49,22,18,46,19,51,30,54,53,19,41,38,20,26,43,37,38,29,60,14,52,19,47,60,22,32,11,15,42,36,57,44,22,17,38,30,45,44,14,16,29,27,33,26,37,53,40,37,1,33,29,18,40,38,54,44,11,43,44,42,38,37,45,14,2,33,42,41,54,10,57,24,37,34,45,25,16,33,19,17,24,73,15,34,20,45,51,31,17,14,41,40,11,36,29,21,11,17,40,52,20,39,10,26,44,22,16,49,54,51,25,19,29,40,19,61,52,33,22,49,27,48,55,2,39,47,22,57,33,23,31,12,45,46,45,18,32,16,41,36,33,60,47
v18,40,28,37,64,38,53,51,6,24,55,58,16,19,28,61,15,49,0,27,63,47,68,22,65,5,24,54,12,41,55,41,40,18,33,50,11,35,21,38,50,31,27,67,60,50,47,27,18,31,41,52,21,41,28,5,47,43,26,38,16,39,12,30,9,26,48,16,20,67,27,45,27,9,48,10,47,25,11,34,24,37,47,54,7,8,21,53,22,39,48,47,24,60,43,32,48,66,55,24,40,45,53,18,30,18,42,45,38,15,50,13,48,46,38,66,51,25,33,40,39,43,21,71,49,38,13,42,46,42,46,17,32,22,21,42,57,20,50,31,26,47,16,28,49,26,16,58,26,39,48,11,4,67,27,51,20,49,30,25,30
v19,15,25,10,37,15,28,24,31,25,28,33,11,20,41,34,14,22,27,0,36,24,41,29,40,32,31,29,31,28,28,16,21,27,28,23,38,8,42,13,25,38,6,42,33,25,22,14,35,34,14,27,16,16,23,26,22,16,7,13,21,16,27,31,28,15,21,13,13,40,18,28,32,34,21,21,22,32,16,27,23,10,20,29,22,21,44,26,35,14,23,24,35,35,18,11,21,39,30,51,13,24,28,23,29,11,15,18,31,30,23,14,23,21,11,39,26,30,10,17,12,18,22,44,24,27,32,29,21,15,19,30,7,39,30,23,32,27,23,26,45,20,17,37,22,47,11,33,21,12,23,36,29,40,22,26,19,24,11,50,37
v20,45,35,26,7,51,52,16,67,39,10,41,47,44,35,16,48,18,63,36,0,60,5,65,48,68,67,37,51,22,8,40,57,45,30,13,74,28,42,33,61,74,36,50,17,33,56,50,71,32,22,35,52,44,59,58,30,20,43,41,47,24,51,67,54,51,17,47,43,4,54,20,68,54,15,57,58,38,52,29,59,26,16,47,56,55,42,10,71,24,51,16,39,43,30,47,15,13,38,87,23,18,36,59,65,45,21,18,25,48,13,50,43,35,25,11,54,66,30,53,24,40,58,8,32,63,68,65,39,21,17,46,33,75,66,21,40,63,13,62,37,18,53,35,14,39,47,41,37,24,59,52,59,10,36,34,55,50,47,42,33
v21,15,47,34,61,9,8,48,41,47,52,29,33,42,63,58,36,46,47,24,60,0,65,25,18,42,23,31,53,50,52,20,7,49,50,47,36,32,64,27,3,16,28,28,57,43,4,20,29,56,38,39,26,16,19,48,32,40,21,19,43,38,49,17,50,21,45,35,35,64,20,50,20,56,45,37,2,54,36,49,23,34,44,13,44,43,66,50,25,36,9,46,57,29,30,15,45,63,22,27,37,46,26,29,17,33,39,42,53,52,47,36,17,25,35,63,6,22,32,7,36,20,26,68,30,9,34,5,21,39,43,52,27,25,26,45,38,27,47,16,67,44,31,59,46,69,31,35,43,36,1,58,51,64,44,34,27,10,17,72,59
v22,50,40,31,6,56,57,17,72,44,13,40,52,49,40,15,53,19,68,41,5,65,0,70,47,73,72,36,56,27,13,45,62,50,35,18,79,33,47,38,66,79,41,49,16,32,61,55,76,37,27,34,57,49,64,63,33,25,48,46,52,29,56,72,59,56,20,52,48,1,59,23,73,59,20,62,63,43,57,34,64,31,21,52,61,60,47,15,76,29,56,21,44,42,35,52,20,12,43,92,28,23,39,64,70,50,26,23,30,53,18,55,48,40,30,10,59,71,35,58,29,45,63,3,35,68,73,70,44,26,22,51,38,80,71,26,39,68,18,67,42,21,58,40,19,42,52,40,42,29,64,57,64,9,41,33,60,55,52,43,38
v23,20,30,39,66,16,31,53,16,26,57,36,18,21,38,63,17,51,22,29,65,25,70,0,43,17,2,36,28,43,57,25,18,24,35,52,11,37,39,32,28,9,29,45,62,48,25,15,6,33,43,44,13,21,6,23,37,45,22,24,18,41,24,8,25,14,50,18,22,69,11,47,5,31,50,12,25,29,13,36,6,39,49,32,19,18,41,55,6,41,26,49,32,38,35,18,50,68,33,22,42,47,31,6,8,20,44,47,40,27,52,15,26,30,40,68,29,3,35,18,41,25,7,73,35,16,9,20,26,44,48,27,32,10,1,44,43,2,52,9,42,49,12,34,51,44,18,40,28,41,26,33,26,69,29,39,10,27,18,47,34
v24,25,65,46,43,27,12,32,59,65,58,11,51,60,81,40,54,30,65,40,48,18,47,43,0,60,41,13,71,68,50,24,25,67,68,59,54,32,82,27,19,34,46,10,39,25,18,38,47,74,52,21,44,24,37,66,18,46,39,27,61,56,67,35,68,39,31,53,53,46,38,68,38,74,41,55,18,72,54,67,41,44,32,11,62,61,84,40,43,54,17,64,75,11,22,33,49,45,10,45,45,64,12,47,35,51,47,44,71,70,41,54,17,19,39,45,14,40,50,25,40,22,44,50,16,27,52,23,19,49,59,70,33,43,44,63,20,45,57,34,85,30,49,77,52,87,49,17,61,42,17,76,69,46,62,16,45,16,35,90,77
v25,35,33,42,69,33,48,56,1,29,60,53,21,24,33,66,20,54,5,32,68,42,73,17,60,0,19,49,17,46,60,36,35,23,38,55,6,40,26,35,45,26,32,62,65,51,42,22,13,36,46,47,16,36,23,10,42,48,25,33,21,44,17,25,14,21,53,21,25,72,22,50,22,14,53,11,42,30,16,39,19,42,52,49,12,13,26,58,17,44,43,52,29,55,38,27,53,71,50,19,45,50,48,13,25,23,47,50,43,20,55,18,43,41,43,71,46,20,38,35,44,38,16,76,44,33,8,37,41,47,51,22,35,17,16,47,52,15,55,26,31,52,15,33,54,31,21,53,31,44,43,16,9,72,32,46,15,44,25,30,35
v26,22,32,41,68,16,29,55,18,28,59,36,20,23,40,65,19,53,24,31,67,23,72,2,41,19,0,38,30,45,59,27,16,26,37,54,13,39,41,34,26,7,31,43,64,50,23,17,6,35,45,46,15,23,8,25,39,47,24,26,20,43,26,6,27,16,52,20,24,71,13,49,3,33,52,14,23,31,15,38,8,41,51,30,21,20,43,57,4,43,24,51,34,36,37,20,52,70,31,20,44,49,33,8,6,22,46,49,42,29,54,17,24,32,42,70,27,1,37,16,43,27,9,75,37,14,11,18,28,46,50,29,34,8,3,46,45,4,54,7,44,51,14,36,53,46,20,42,30,43,24,35,28,71,31,41,12,25,20,49,36
v27,16,54,35,30,22,23,21,48,54,47,4,40,49,70,27,43,19,54,29,37,31,36,36,13,49,38,0,60,57,39,13,28,56,57,48,45,21,71,16,32,45,35,13,26,12,27,27,42,63,41,8,33,15,30,55,7,35,28,16,50,45,56,38,57,28,20,42,42,35,27,57,39,63,30,44,29,61,43,56,30,33,21,18,51,50,73,29,42,43,22,53,64,6,11,22,38,32,9,58,34,53,5,36,36,40,36,33,60,59,30,43,14,8,28,32,25,37,39,24,29,11,33,37,5,34,41,36,10,38,48,59,22,46,37,52,7,34,46,33,74,19,38,66,41,76,38,4,50,31,30,65,58,33,51,3,34,21,24,79,66
v28,46,16,25,52,44,59,39,16,12,43,64,20,11,16,49,17,41,12,31,51,53,56,28,71,17,30,60,0,29,43,47,46,6,21,38,23,39,11,44,56,37,25,73,48,56,53,33,24,19,29,58,27,47,34,7,53,31,32,44,10,27,4,36,3,32,40,18,18,55,33,33,33,3,36,16,53,13,17,22,30,27,39,60,9,10,13,41,28,27,54,35,12,66,49,38,36,54,61,36,28,33,59,24,36,20,30,33,26,3,38,17,54,52,32,54,57,31,21,46,31,49,27,59,55,44,19,48,52,30,34,5,38,28,27,30,63,26,38,37,14,41,22,16,37,16,22,64,14,29,54,5,8,55,15,57,26,55,36,19,18
v29,43,13,22,27,41,56,36,45,17,14,61,25,22,13,36,26,38,41,28,22,50,27,43,68,46,45,57,29,0,18,44,43,23,8,9,52,36,20,41,53,52,22,70,37,53,50,30,49,10,16,55,30,44,37,36,50,22,29,41,25,12,29,45,32,29,37,25,21,26,32,4,46,32,27,35,50,16,30,7,37,24,36,57,34,33,20,28,49,14,51,6,17,63,46,35,19,33,58,65,23,4,56,37,43,23,21,24,3,26,27,28,51,49,29,31,54,44,18,43,28,46,36,30,52,41,46,45,49,19,9,24,35,53,44,5,60,41,11,40,17,38,31,13,16,19,25,61,15,26,51,30,37,30,14,54,33,52,33,22,11
v30,37,27,18,9,43,44,18,59,31,8,43,39,36,31,18,40,20,55,28,8,52,13,57,50,60,59,39,43,18,0,32,49,37,22,9,66,20,34,25,53,66,28,52,19,35,48,42,63,24,14,37,44,36,51,50,32,12,35,33,39,16,43,59,46,43,19,39,35,12,46,18,60,46,9,49,50,30,44,21,51,18,18,39,48,47,34,10,63,16,43,14,31,45,28,39,7,15,40,79,15,14,38,51,57,37,13,10,21,40,9,42,35,31,17,13,46,58,22,45,16,32,50,16,34,55,60,57,31,13,9,38,25,67,58,13,42,55,7,54,35,20,45,27,6,37,39,43,29,16,51,44,51,12,28,36,47,42,39,40,27
v31,5,41,22,41,11,12,28,35,41,34,17,27,36,57,38,30,26,41,16,40,20,45,25,24,36,27,13,47,44,32,0,17,43,44,35,34,12,58,7,21,34,22,26,37,23,16,14,31,50,28,19,20,4,19,42,12,22,15,3,37,32,43,27,44,15,25,29,29,44,14,44,28,50,25,31,18,48,30,43,19,20,24,13,38,37,60,30,31,30,11,40,51,19,10,9,25,43,14,47,21,40,12,23,25,27,23,22,47,46,27,30,7,5,15,43,14,26,26,13,16,2,20,48,10,23,28,25,5,25,35,46,9,35,26,39,18,23,33,22,61,24,25,53,28,63,25,17,37,18,19,52,45,44,38,14,21,10,11,66,53
v32,12,40,31,58,6,13,45,34,40,49,26,26,35,56,55,29,43,40,21,57,7,62,18,25,35,16,28,46,43,49,17,0,42,43,44,29,29,57,24,10,17,21,27,54,40,7,13,22,49,35,36,19,13,12,41,29,37,14,16,36,33,42,10,43,14,42,28,28,61,13,43,13,49,42,30,7,47,29,42,16,31,41,14,37,36,59,47,18,33,8,41,50,26,27,10,42,60,19,30,34,39,23,22,10,26,36,39,46,45,44,29,14,22,32,60,11,15,27,4,33,17,19,65,27,6,27,8,18,36,40,45,24,18,19,38,35,20,44,9,60,41,24,52,43,62,24,32,36,33,8,51,44,61,37,31,20,9,10,65,52
v33,42,10,21,46,40,55,35,22,6,37,60,16,7,14,43,13,37,18,27,45,49,50,24,67,23,26,56,6,23,37,43,42,0,15,32,29,35,15,40,52,33,21,69,42,52,49,29,26,13,23,54,23,43,30,13,49,25,28,40,6,21,6,32,9,28,36,14,14,49,29,27,29,9,30,12,49,7,13,16,26,23,35,56,11,10,17,35,26,21,50,29,8,62,45,34,30,48,57,42,22,27,55,20,32,16,24,27,20,3,32,13,50,48,28,48,53,27,17,42,27,45,23,53,51,40,23,44,48,24,28,3,34,30,23,24,59,22,32,33,18,37,18,10,31,20,18,60,8,25,50,9,14,49,9,53,22,51,32,23,12
v34,43,5,22,31,41,56,36,37,9,22,61,17,14,13,36,18,38,33,28,30,50,35,35,68,38,37,57,21,8,22,44,43,15,0,17,44,36,14,41,53,44,22,70,37,53,50,30,41,6,16,55,24,44,31,28,50,22,29,41,17,12,21,37,24,29,37,17,15,34,30,12,38,24,27,27,50,8,22,1,29,24,36,57,26,25,16,28,41,14,51,14,9,63,46,35,19,33,58,57,23,12,56,29,35,17,21,24,5,18,27,20,51,49,29,33,54,36,18,43,28,46,28,38,52,41,38,45,49,19,13,16,35,45,36,9,60,33,17,34,17,38,23,9,16,19,19,61,7,26,51,22,29,34,6,54,25,52,33,22,9
v35,34,22,13,18,38,47,27,54,26,5,52,34,31,22,27,35,29,50,23,13,47,18,52,59,55,54,48,38,9,9,35,44,32,17,0,61,27,29,32,48,61,23,61,28,44,43,37,58,19,9,46,39,35,46,45,41,13,30,32,34,11,38,54,41,38,28,34,30,17,41,9,55,41,18,44,45,25,39,16,46,15,27,48,43,42,29,19,58,11,42,5,26,54,37,34,10,24,49,74,14,5,47,46,52,32,12,15,12,35,18,37,42,40,20,22,45,53,17,40,19,37,45,21,43,50,55,52,40,10,4,33,26,62,53,8,51,50,2,49,26,29,40,22,7,28,34,52,24,17,46,39,46,21,23,45,42,43,34,31,20
v36,29,39,48,75,27,42,62,7,35,66,47,27,30,39,72,26,60,11,38,74,36,79,11,54,6,13,45,23,52,66,34,29,29,44,61,0,46,32,41,39,20,38,56,71,57,36,24,7,42,52,53,22,30,17,16,46,54,31,33,27,50,23,19,20,23,59,27,31,78,20,56,16,20,59,17,36,36,22,45,15,48,58,43,18,19,32,64,11,50,37,58,35,49,44,27,59,77,44,13,51,56,42,15,19,29,53,56,49,26,61,24,37,39,49,77,40,14,44,29,50,34,16,82,44,27,6,31,35,53,57,28,41,11,10,53,52,11,61,20,37,58,21,39,60,37,27,49,37,50,37,22,15,78,38,48,19,38,27,36,41
v37,17,33,14,29,23,24,16,39,33,26,25,19,28,49,26,22,14,35,8,28,32,33,37,32,40,39,21,39,36,20,12,29,35,36,27,46,0,50,5,33,46,14,34,25,17,28,22,43,42,20,19,24,16,31,34,14,14,15,13,29,24,35,39,36,23,13,21,21,32,26,36,40,42,13,29,30,40,24,35,31,12,12,21,30,29,52,18,43,22,23,32,43,27,10,19,17,31,22,59,13,32,20,31,37,19,15,12,39,38,15,22,15,13,7,31,26,38,18,25,8,12,30,36,16,35,40,37,13,17,27,38,5,47,38,31,24,35,25,34,53,12,25,45,20,55,19,25,29,10,31,44,37,32,30,18,27,22,19,58,45
v38,57,17,36,43,55,70,50,25,17,34,75,31,22,7,50,28,52,21,42,42,64,47,39,82,26,41,71,11,20,34,58,57,15,14,29,32,50,0,55,67,48,36,84,51,67,64,44,35,10,30,69,38,58,45,16,64,36,43,55,21,26,15,47,14,43,51,29,29,46,44,24,44,12,41,27,64,10,28,15,41,38,50,71,20,21,2,42,39,28,65,26,7,77,60,49,33,47,72,45,37,24,70,35,47,31,35,38,17,12,41,28,65,63,43,45,68,42,32,57,42,60,38,50,66,55,30,59,63,33,25,12,49,39,38,21,74,37,29,48,5,52,33,7,30,5,33,75,21,40,65,10,17,46,20,68,37,66,47,8,9
v39,12,38,19,34,18,19,21,34,38,31,20,24,33,54,31,27,19,38,13,33,27,38,32,27,35,34,16,44,41,25,7,24,40,41,32,41,5,55,0,28,41,19,29,30,16,23,17,38,47,25,14,19,11,26,39,9,19,12,8,34,29,40,34,41,18,18,26,26,37,21,41,35,47,18,28,25,45,27,40,26,17,17,16,35,34,57,23,38,27,18,37,48,22,5,14,22,36,17,54,18,37,15,26,32,24,20,17,44,43,20,27,10,8,12,36,21,33,23,20,13,7,25,41,11,30,35,32,8,22,32,43,6,42,33,36,19,30,30,29,58,17,22,50,25,60,22,20,34,15,26,49,42,37,35,13,22,17,14,63,50
v40,16,50,35,62,12,9,49,44,50,53,30,36,45,66,59,39,47,50,25,61,3,66,28,19,45,26,32,56,53,53,21,10,52,53,48,39,33,67,28,0,19,31,29,58,44,5,23,32,59,39,40,29,17,22,51,33,41,24,20,46,41,52,20,53,24,46,38,38,65,23,53,23,59,46,40,3,57,39,52,26,35,45,14,47,46,69,51,28,39,10,49,60,30,31,18,46,64,23,26,38,49,27,32,20,36,40,43,56,55,48,39,18,26,36,64,7,25,35,10,37,21,29,69,31,12,37,8,22,40,44,55,28,28,29,48,39,30,48,19,70,45,34,62,47,72,34,36,46,37,2,61,54,65,47,35,30,11,20,75,62
