,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v11,3,33,54,20,26,38,35,26,26,32,0,8,55,33,27,41,6,18,15,31,29,23,38,35,21,36,45,41,32,19,29,10,20,35,27,29,21,24,9,16,18,8,31,21,10,24,21,16,16,6,17,47,23,23,21,28,10,26,22,31,42,12,29,42,20,32,31,3,35,37,17,38,33,32,22,5,17,41,30,31,32,34,45,13,39,28,18,26,45,22,19,26,17,41,31,5,33,11,7,13,21,40,21,24,24,25,23,43,9,45,23,16,37,18,30,44,21,9,15,13,33,26,44,38,33,32,24,47,22,49,32,9,39,12,30,26,30,23,26,12,31,48,24,24,35,21,45,19,44,26,12,17,18,19,30,36,24,25,29,20
v12,11,25,46,22,34,46,27,34,34,40,8,0,47,25,35,49,6,10,19,39,37,15,46,31,25,44,37,33,40,13,21,18,12,43,35,37,13,32,17,20,26,16,23,29,2,16,29,8,24,14,25,39,31,17,29,20,18,30,30,23,34,20,25,34,28,34,39,11,27,45,25,46,41,24,14,9,25,33,38,23,24,26,53,5,31,20,20,34,37,30,27,18,23,49,39,13,25,19,3,11,13,32,29,32,16,17,31,35,11,37,31,24,29,10,22,36,29,17,23,21,25,18,52,46,25,24,16,55,14,41,24,17,31,20,38,34,38,31,32,4,23,40,16,32,43,29,53,11,36,34,12,25,26,27,28,44,16,33,23,28
v13,58,36,1,35,81,37,44,81,61,29,55,47,0,42,82,42,53,55,66,86,84,32,93,20,34,37,10,14,35,60,26,45,35,32,52,84,46,79,56,39,37,47,28,76,45,47,76,39,39,53,72,50,78,64,54,65,65,29,41,24,45,67,26,13,35,23,46,54,58,92,72,45,52,35,33,56,44,14,35,26,23,37,50,42,18,27,67,69,10,33,64,29,38,46,32,60,56,56,50,58,42,15,76,37,31,52,44,12,58,10,78,71,46,41,65,11,76,64,70,58,58,29,43,39,36,43,31,44,33,6,23,64,52,67,31,33,53,50,29,45,24,51,31,79,46,68,46,52,47,63,43,52,59,70,25,55,43,54,26,75
v14,30,10,41,47,47,71,2,49,59,65,33,25,42,0,44,74,27,15,24,44,42,12,51,56,50,69,40,34,65,18,16,43,25,68,60,42,12,39,42,45,51,41,18,46,23,9,52,23,49,39,42,14,36,22,54,23,25,55,55,34,9,35,50,41,53,59,64,36,16,50,30,71,66,11,13,28,50,46,63,18,35,5,78,22,26,31,25,59,32,55,52,17,48,74,64,36,14,44,26,20,12,43,34,57,21,10,56,36,24,36,38,29,4,15,23,35,34,30,46,46,16,27,77,71,8,1,17,80,15,38,49,32,10,25,63,59,63,56,57,21,38,15,27,49,68,54,78,14,11,59,37,50,51,52,53,69,9,58,48,51
v15,24,50,81,47,3,45,46,5,21,53,27,35,82,44,0,40,29,29,26,10,20,50,11,62,48,45,72,68,47,30,56,37,47,50,30,6,36,5,26,43,45,35,58,6,37,35,8,43,43,29,10,58,10,34,28,39,19,53,41,58,53,15,56,69,47,59,36,28,46,12,24,37,30,51,49,26,38,68,47,58,59,45,34,40,66,55,29,15,72,49,18,53,44,36,50,22,44,26,32,24,40,67,20,45,51,36,38,70,24,72,6,21,48,41,41,71,18,18,12,24,44,53,39,43,48,43,51,38,49,76,59,18,50,21,51,49,29,32,53,37,58,59,51,5,36,14,36,30,55,19,39,30,23,12,57,27,39,28,56,7
v16,44,74,41,27,39,5,76,39,19,13,41,49,42,74,40,0,47,59,56,44,50,62,51,22,24,5,34,40,9,60,64,31,49,10,14,42,62,37,32,29,23,33,66,34,51,65,34,51,25,35,32,88,40,64,20,69,49,19,19,40,83,39,24,33,21,19,10,38,76,50,54,3,10,73,61,46,24,28,11,64,39,75,8,52,56,43,59,27,42,19,22,57,26,4,10,38,74,30,48,54,62,31,50,17,53,66,18,38,50,38,36,51,78,59,71,39,48,44,28,28,74,47,3,3,74,73,57,6,59,36,25,42,80,51,11,15,11,18,17,53,36,89,47,37,6,26,4,60,85,21,37,24,23,28,21,13,65,16,26,33
v17,5,27,52,20,28,44,29,28,32,38,6,6,53,27,29,47,0,12,13,33,31,21,40,33,23,42,43,39,38,13,27,16,18,41,33,31,15,26,15,18,24,14,29,23,8,18,25,14,22,12,19,41,25,17,27,22,12,28,28,29,36,14,27,40,26,32,37,9,29,39,19,44,39,26,20,3,23,39,36,29,30,28,51,11,37,26,14,32,43,28,25,24,21,47,37,9,27,17,3,7,15,38,23,30,22,19,29,41,5,43,25,18,31,12,24,42,23,11,19,19,27,24,50,44,27,26,22,53,20,47,30,11,33,14,36,32,36,29,30,8,29,42,22,26,41,27,51,13,38,32,10,23,24,25,28,42,18,31,27,24
v18,15,23,54,32,32,56,17,34,44,50,18,10,55,15,29,59,12,0,11,31,29,23,38,41,35,54,45,41,50,5,29,28,20,53,45,29,9,24,27,30,36,26,31,31,10,8,37,16,34,24,27,29,23,9,39,10,10,40,40,31,24,20,35,42,38,44,49,21,17,37,17,56,51,24,22,13,35,41,48,31,32,18,63,13,39,28,12,44,45,40,37,26,33,59,49,21,15,29,11,5,13,40,21,42,24,7,41,43,9,45,23,16,19,14,12,44,21,15,31,31,15,26,62,56,21,14,24,65,22,49,34,17,21,12,48,44,48,41,42,10,31,30,24,34,53,39,63,3,26,44,22,35,36,37,38,54,12,43,33,36
v19,12,34,65,31,29,53,22,31,41,47,15,19,66,24,26,56,13,11,0,20,18,34,27,46,32,51,56,52,47,6,40,25,31,50,42,20,20,21,24,27,33,23,42,28,21,19,34,27,31,21,24,32,16,8,36,13,7,37,37,42,27,17,40,53,35,43,46,18,20,26,6,53,48,35,33,10,32,52,45,42,43,29,60,24,50,39,3,41,56,37,34,37,30,56,46,18,18,26,16,8,24,51,10,39,35,14,38,54,8,56,20,5,22,25,15,55,10,12,28,28,18,37,59,53,32,23,35,62,33,60,43,14,24,5,45,41,45,38,39,21,42,33,35,31,50,36,60,14,29,41,23,32,33,34,41,51,23,40,40,33
v20,28,54,85,51,13,49,42,15,25,57,31,39,86,44,10,44,33,31,20,0,10,54,7,66,52,49,76,72,51,26,60,41,51,54,34,4,40,7,30,47,49,39,62,12,41,39,18,47,47,33,14,48,8,24,32,29,21,57,45,62,45,19,60,73,51,63,40,32,36,6,14,41,34,55,53,30,42,72,51,62,63,49,44,44,70,59,19,25,76,53,22,57,48,40,54,26,34,30,36,28,44,71,10,49,55,34,42,74,28,76,8,15,40,45,31,75,10,22,16,28,34,57,43,47,52,43,55,46,53,80,63,22,40,19,55,53,33,36,57,41,62,49,55,15,40,20,44,34,45,25,43,34,27,18,61,35,43,32,60,17
v21,26,52,83,49,23,47,40,25,35,55,29,37,84,42,20,50,31,29,18,10,0,52,13,64,50,47,74,70,49,24,58,39,49,52,36,14,38,15,28,45,47,37,60,22,39,37,28,45,45,31,18,38,10,20,30,19,19,55,43,60,43,17,58,71,49,61,40,30,26,8,12,47,42,53,51,28,40,70,49,60,61,47,54,42,68,57,17,35,74,51,28,55,46,50,52,24,28,28,34,26,42,69,8,47,53,32,40,72,26,74,14,13,38,43,21,73,8,20,22,26,26,55,53,47,50,41,53,56,51,78,61,20,32,17,53,51,39,34,55,39,60,39,53,25,44,30,54,32,41,35,41,32,27,28,59,45,41,34,58,27
v22,26,12,31,35,49,59,14,49,47,53,23,15,32,12,50,62,21,23,34,54,52,0,61,44,38,57,28,22,53,28,6,31,13,56,48,52,14,47,30,33,39,29,8,44,13,15,44,11,37,27,40,26,46,32,42,33,33,43,43,22,21,35,38,29,41,47,52,24,26,60,40,59,54,11,1,24,38,34,51,8,23,13,66,10,16,19,35,47,22,43,40,5,36,62,52,28,24,32,18,26,10,31,44,45,9,20,44,24,26,24,46,39,16,9,33,23,44,32,38,34,26,15,65,59,12,11,5,68,3,26,37,32,20,35,51,47,51,44,45,13,26,27,15,47,56,42,66,20,23,47,25,38,39,40,41,57,11,46,36,43
v23,35,61,92,58,12,56,49,12,32,64,38,46,93,51,11,51,40,38,27,7,13,61,0,73,59,56,83,79,58,33,67,48,58,61,41,9,47,14,37,54,56,46,69,17,48,46,17,54,54,40,21,51,15,29,39,32,28,64,52,69,52,26,67,80,58,70,47,39,39,5,21,48,41,62,60,37,49,79,58,69,70,56,43,51,77,66,26,24,83,60,29,64,55,47,61,33,37,37,43,35,51,78,17,56,62,41,49,81,35,83,15,22,47,52,34,82,17,29,23,35,37,64,50,54,59,50,62,49,60,87,70,29,43,26,62,60,40,43,64,48,69,52,62,14,47,25,47,41,50,30,50,41,34,23,68,38,50,39,67,18
v24,38,56,21,15,61,17,58,61,41,9,35,31,20,56,62,22,33,41,46,66,64,44,73,0,14,17,16,22,15,42,46,25,31,12,32,64,44,59,36,19,17,27,48,56,33,47,56,33,19,33,52,70,58,46,34,51,45,9,21,22,65,47,6,15,15,3,26,34,58,72,52,25,32,55,43,36,24,10,15,46,21,57,30,34,38,25,47,49,24,13,44,39,18,26,12,40,56,36,30,38,44,13,56,17,35,48,24,20,38,20,58,51,60,41,53,21,56,44,50,38,56,29,23,19,56,55,39,24,41,18,7,44,62,47,11,13,33,30,9,35,18,71,29,59,26,48,26,42,67,43,23,32,39,50,5,35,47,34,8,55
v25,24,50,33,3,47,21,52,47,27,15,21,25,34,50,48,24,23,35,32,52,50,38,59,14,0,19,24,20,15,36,40,11,25,18,18,50,38,45,22,5,3,13,42,42,27,41,42,27,5,19,38,64,44,40,20,45,31,5,7,16,59,33,8,21,3,11,14,20,52,58,38,21,18,49,37,22,10,20,13,40,15,51,28,28,32,19,35,35,24,5,30,33,4,24,14,26,50,22,24,30,38,19,42,7,29,42,10,22,26,24,44,37,54,35,47,23,42,30,36,24,50,23,27,21,50,49,33,30,35,28,11,30,56,33,13,9,19,16,7,29,12,65,23,45,18,34,28,36,61,29,13,18,25,36,9,21,41,20,8,41
v26,39,69,36,22,44,2,71,44,24,8,36,44,37,69,45,5,42,54,51,49,47,57,56,17,19,0,29,35,4,55,59,26,44,5,15,47,57,42,27,24,18,28,61,39,46,60,39,46,20,30,35,83,41,59,17,64,44,14,14,35,78,34,19,28,16,14,9,33,71,55,49,8,15,68,56,41,19,23,6,59,34,70,13,47,51,38,54,32,37,14,27,52,21,9,5,33,69,25,43,49,57,26,45,12,48,61,13,33,45,33,41,46,73,54,66,34,43,39,33,23,69,42,8,2,69,68,52,11,54,31,20,37,75,46,6,10,16,13,12,48,31,84,42,42,9,31,9,55,80,26,32,19,22,33,16,18,60,17,21,38
v27,48,40,9,25,71,31,42,71,51,25,45,37,10,40,72,34,43,45,56,76,74,28,83,16,24,29,0,6,25,50,30,35,25,28,42,74,36,69,46,29,27,37,32,66,35,37,66,29,29,43,62,54,68,54,44,55,55,19,31,14,49,57,16,3,25,19,36,44,48,82,62,35,42,39,27,46,34,6,25,30,13,41,40,32,22,17,57,59,8,23,54,23,28,36,24,50,46,46,40,48,32,5,66,27,21,42,34,4,48,4,68,61,44,31,55,5,66,54,60,48,48,19,37,31,40,39,23,40,25,4,13,54,46,57,23,23,43,40,19,35,14,55,21,69,36,58,38,42,51,53,33,42,49,60,15,45,33,44,16,65
v28,44,34,13,21,67,37,36,67,47,31,41,33,14,34,68,40,39,41,52,72,70,22,79,22,20,35,6,0,31,46,24,31,21,34,38,70,32,65,42,25,23,33,26,62,31,33,62,25,25,39,58,48,64,50,40,51,51,21,27,10,43,53,16,7,21,25,32,40,44,78,58,37,38,33,21,42,30,12,29,24,9,35,44,28,16,13,53,55,4,21,50,17,24,40,30,46,42,42,36,44,28,9,62,23,17,38,30,2,44,4,64,57,38,27,51,3,62,50,56,44,44,15,43,37,34,33,17,46,19,8,15,50,40,53,29,25,39,36,23,31,10,49,17,65,34,54,44,38,45,49,29,38,45,56,19,41,29,40,14,61
v29,35,65,34,18,46,6,67,46,26,6,32,40,35,65,47,9,38,50,47,51,49,53,58,15,15,4,25,31,0,51,55,22,40,3,17,49,53,44,23,20,14,24,57,41,42,56,41,42,16,26,37,79,43,55,19,60,40,10,10,31,74,32,15,24,12,12,11,29,67,57,45,10,17,64,52,37,15,21,2,55,30,66,15,43,47,34,50,34,33,10,29,48,17,11,3,29,65,21,39,45,53,22,41,8,44,57,9,29,41,29,43,42,69,50,62,30,41,35,35,23,65,38,12,6,65,64,48,15,50,29,16,33,71,42,4,6,18,15,8,44,27,80,38,44,11,33,13,51,76,28,28,17,24,35,12,20,56,19,17,40
v30,16,28,59,33,33,57,16,35,45,51,19,13,60,18,30,60,13,5,6,26,24,28,33,42,36,55,50,46,51,0,34,29,25,54,46,24,14,25,28,31,37,27,36,32,15,13,38,21,35,25,28,28,20,4,40,9,11,41,41,36,23,21,36,47,39,45,50,22,16,32,12,57,52,29,27,14,36,46,49,36,37,23,64,18,44,33,7,45,50,41,38,31,34,60,50,22,14,30,12,6,18,45,16,43,29,8,42,48,10,50,24,11,18,19,11,49,16,16,32,32,14,31,63,57,26,17,29,66,27,54,37,18,20,9,49,45,49,42,43,15,36,29,29,35,54,40,64,8,25,45,23,36,37,38,39,55,17,44,34,37
v31,32,10,25,37,55,61,18,55,49,55,29,21,26,16,56,64,27,29,40,60,58,6,67,46,40,59,30,24,55,34,0,33,15,58,50,58,20,53,32,35,41,31,2,50,19,21,50,13,39,29,46,24,52,38,44,39,39,45,45,24,19,41,40,31,43,49,54,28,32,66,46,61,56,9,7,30,40,36,53,2,25,11,68,16,10,21,41,49,22,45,42,7,38,64,54,34,30,34,24,32,16,33,50,47,11,26,46,26,32,26,52,45,20,15,39,25,50,38,44,36,32,17,67,61,10,17,7,70,7,28,39,38,26,41,53,49,53,46,47,19,28,25,17,53,58,44,68,26,21,49,27,40,41,44,43,59,17,48,38,49
v32,13,43,44,10,36,28,45,36,16,22,10,18,45,43,37,31,16,28,25,41,39,31,48,25,11,26,35,31,22,29,33,0,18,25,17,39,31,34,11,6,8,2,35,31,20,34,31,20,6,8,27,57,33,33,11,38,20,16,12,21,52,22,19,32,10,22,21,9,45,47,27,28,23,42,30,15,7,31,20,33,22,44,35,21,29,18,28,24,35,12,19,26,7,31,21,15,43,11,17,23,31,30,31,14,22,35,13,33,19,35,33,26,47,28,40,34,31,19,25,13,43,16,34,28,43,42,26,37,28,39,22,19,49,22,20,16,20,13,16,22,21,58,16,34,25,23,35,29,54,18,6,7,14,25,20,26,34,15,19,30
v33,23,25,34,22,46,46,27,46,34,40,20,12,35,25,47,49,18,20,31,51,49,13,58,31,25,44,25,21,40,25,15,18,0,43,35,49,13,44,21,20,26,16,17,41,10,16,41,4,24,18,37,39,43,29,29,30,30,30,30,11,34,32,25,22,28,34,39,19,27,57,37,46,41,24,12,21,25,21,38,15,12,26,53,7,19,8,32,34,25,30,29,8,23,49,39,25,25,21,15,23,13,20,41,32,4,17,31,23,23,25,43,36,29,10,30,24,41,29,35,23,25,6,52,46,25,24,8,55,10,29,24,29,31,32,38,34,38,31,32,10,13,40,4,44,43,33,53,17,36,34,12,25,26,35,28,44,16,33,23,40
v34,38,68,33,21,49,5,70,49,29,3,35,43,32,68,50,10,41,53,50,54,52,56,61,12,18,5,28,34,3,54,58,25,43,0,20,52,56,47,26,23,17,27,60,44,45,59,44,45,19,29,40,82,46,58,22,63,43,13,13,34,77,35,18,27,15,9,14,32,70,60,48,13,20,67,55,40,18,22,5,58,33,69,18,46,50,37,53,37,36,13,32,51,20,14,4,32,68,24,42,48,56,25,44,11,47,60,12,32,44,32,46,45,72,53,65,33,44,38,38,26,68,41,11,7,68,67,51,12,53,30,19,36,74,45,5,9,21,18,11,47,30,83,41,47,14,36,14,54,79,31,31,20,27,38,15,23,59,22,20,43
v35,30,60,51,17,29,15,62,29,9,23,27,35,52,60,30,14,33,45,42,34,36,48,41,32,18,15,42,38,17,46,50,17,35,20,0,32,48,27,18,15,15,19,52,24,37,51,24,37,13,21,20,74,26,50,6,55,35,23,11,28,69,25,26,39,17,29,6,24,62,40,40,11,6,59,47,32,10,38,17,50,29,61,18,38,42,29,45,17,42,19,12,43,14,14,20,24,60,16,34,40,48,37,36,15,39,52,8,40,36,42,26,37,64,45,57,41,34,30,18,14,60,33,17,13,60,59,43,20,45,46,29,28,66,37,21,19,3,4,23,39,28,75,33,27,8,16,18,46,71,11,23,10,9,18,27,9,51,2,26,23
v36,26,52,83,49,9,47,40,11,23,55,29,37,84,42,6,42,31,29,20,4,14,52,9,64,50,47,74,70,49,24,58,39,49,52,32,0,38,5,28,45,47,37,60,8,39,37,14,45,45,31,12,52,6,28,30,33,19,55,43,60,47,17,58,71,49,61,38,30,40,8,18,39,32,53,51,28,40,70,49,60,61,47,40,42,68,57,23,21,74,51,20,55,46,38,52,24,38,28,34,26,42,69,14,47,53,32,40,72,26,74,6,15,42,43,35,73,12,20,14,26,38,55,41,45,50,41,53,42,51,78,61,20,44,17,53,51,31,34,55,39,60,53,53,11,38,16,40,32,49,21,41,32,25,14,59,31,41,30,58,13
v37,18,14,45,35,35,59,14,37,47,53,21,13,46,12,36,62,15,9,20,40,38,14,47,44,38,57,36,32,53,14,20,31,13,56,48,38,0,33,30,33,39,29,22,34,11,3,40,11,37,27,30,26,32,18,42,19,19,43,43,22,21,23,38,33,41,47,52,24,14,46,26,59,54,15,13,16,38,34,51,22,23,13,66,10,30,19,21,47,36,43,40,17,36,62,52,24,12,32,14,12,4,31,30,45,15,6,44,34,12,36,32,25,16,5,19,35,30,18,34,34,12,17,65,59,12,11,15,68,13,40,37,20,18,21,51,47,51,44,45,9,26,27,15,37,56,42,66,6,23,47,25,38,39,40,41,57,3,46,36,39
v38,21,47,78,44,8,42,41,10,20,50,24,32,79,39,5,37,26,24,21,7,15,47,14,59,45,42,69,65,44,25,53,34,44,47,27,5,33,0,23,40,42,32,55,7,34,32,13,40,40,26,7,53,5,29,25,34,14,50,38,55,48,12,53,66,44,56,33,25,41,13,19,34,27,48,46,23,35,65,44,55,56,42,39,37,63,52,24,20,69,46,15,50,41,35,47,19,39,23,29,21,37,64,15,42,48,31,35,67,21,69,1,16,43,38,36,68,13,15,9,21,39,50,38,40,45,38,48,41,46,73,56,15,45,16,48,46,26,29,50,34,55,54,48,10,33,15,39,27,50,20,36,27,20,13,54,30,36,25,53,12
v39,12,42,55,21,25,29,44,25,17,27,9,17,56,42,26,32,15,27,24,30,28,30,37,36,22,27,46,42,23,28,32,11,21,26,18,28,30,23,0,17,19,9,34,20,19,33,20,19,17,3,16,56,22,32,12,37,17,27,15,32,51,11,30,43,21,33,22,6,44,36,22,29,24,41,29,14,12,42,21,32,33,43,36,20,40,29,27,17,46,23,10,27,18,32,24,6,42,2,16,22,30,41,20,19,25,34,14,44,18,46,22,19,46,27,39,45,20,12,14,4,42,27,35,29,42,41,25,38,27,50,33,10,48,19,25,23,21,14,27,21,32,57,25,23,26,12,36,28,53,17,13,8,9,14,31,27,33,16,30,19
v40,19,45,38,4,42,26,47,42,22,20,16,20,39,45,43,29,18,30,27,47,45,33,54,19,5,24,29,25,20,31,35,6,20,23,15,45,33,40,17,0,6,8,37,37,22,36,37,22,4,14,33,59,39,35,15,40,26,10,10,15,54,28,13,26,8,16,19,15,47,53,33,26,21,44,32,17,5,25,18,35,16,46,33,23,27,14,30,30,29,10,25,28,3,29,19,21,45,17,19,25,33,24,37,12,24,37,11,27,21,29,39,32,49,30,42,28,37,25,31,19,45,18,32,26,45,44,28,35,30,33,16,25,51,28,18,14,18,11,12,24,15,60,18,40,23,29,33,31,56,24,8,13,20,31,14,24,36,15,13,36
