,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v11,45,57,22,15,37,29,50,41,26,37,0,11,15,37,31,12,58,31,25,47,16,47,24,17,42,20,39,35,36,16,58,13,23,12,35,17,21,28,42,48,37,36,35,31,40,42,37,39,48,32,37,34,4,20,12,34,29,36,42,37,34,31,25,13,34,49,48,36,41,47,43,46,40,30,23,21,27,57,18,36,21,29,48,49,41,29,28,20,26,20,27,35,42,12,20,13,18,10,39,42,13,33,10,24,41,19,25,13,6,52,28,11,15,25,10,10,11,40,55,29,25,16,37,8,24,20,5,36,44,15,5,40,27,32,5,31,38,28,12,3,33,10,24,33,34,27,41,6,39,20,7,14,29,34,23,52,36,14,46,16
v12,54,66,31,26,46,40,59,50,37,46,11,0,6,28,42,23,67,20,30,56,11,56,33,12,51,19,50,44,45,27,67,10,16,15,44,20,30,39,31,57,46,47,46,42,51,51,48,48,37,43,46,43,15,31,23,33,38,45,53,46,29,26,34,16,45,58,37,45,36,56,52,55,29,27,24,12,16,66,29,45,32,20,57,58,34,40,37,31,27,9,36,44,53,3,31,24,27,21,28,51,2,44,19,15,50,30,34,4,15,61,39,22,24,28,19,19,20,49,64,40,36,7,46,15,33,9,16,45,53,26,16,49,16,41,14,42,47,37,13,8,42,5,33,42,31,38,50,13,28,13,8,23,36,43,32,61,45,21,55,27
v13,60,72,37,24,52,38,65,56,35,52,15,6,0,34,46,21,73,22,36,62,17,62,39,10,57,25,48,50,51,25,73,16,22,13,50,26,36,37,37,63,52,45,44,40,49,57,46,54,39,41,52,49,13,29,21,39,44,51,51,52,35,32,40,14,43,64,39,51,42,62,58,61,31,33,30,6,20,72,27,51,30,14,63,64,40,38,43,29,33,11,42,50,51,3,29,22,33,25,30,57,8,42,25,9,56,28,40,10,21,67,37,22,30,34,25,17,26,55,70,38,36,1,52,21,39,11,14,51,59,24,16,55,18,47,20,42,53,43,19,14,48,5,39,48,37,36,56,11,30,11,14,29,42,49,38,67,51,19,61,25
v14,50,38,57,52,62,66,49,24,63,42,37,28,34,0,68,49,43,18,12,36,21,30,47,38,23,17,76,38,51,53,41,24,14,41,16,20,50,65,5,29,56,73,72,68,77,41,74,20,11,69,18,65,41,57,49,5,34,61,79,28,3,6,16,42,71,48,11,43,8,50,28,55,5,7,14,40,14,38,55,65,58,48,49,52,6,66,49,57,11,23,56,16,79,31,57,50,23,47,6,23,26,70,39,43,22,56,42,24,37,39,65,48,42,12,35,45,30,31,46,66,62,35,36,29,25,29,42,37,25,52,42,57,18,13,36,68,53,25,25,34,26,31,41,54,3,64,42,39,4,39,30,27,8,55,58,33,17,47,27,53
v15,18,32,11,44,6,12,19,44,19,26,31,42,46,68,0,35,27,62,56,32,47,38,21,48,49,51,12,30,17,31,27,44,54,43,58,48,18,23,73,47,12,15,14,12,19,27,6,52,79,7,52,3,35,27,37,65,34,7,11,40,65,62,52,44,7,20,79,25,72,18,40,15,71,61,54,52,58,30,35,5,30,60,19,18,72,24,19,23,57,51,12,62,11,43,21,42,45,21,70,51,44,12,29,55,48,40,26,44,31,29,31,24,26,56,33,41,38,37,24,20,10,47,32,39,43,51,34,31,43,26,30,11,58,55,32,4,15,43,43,34,42,41,27,14,65,26,26,37,70,51,38,41,60,13,10,37,51,45,43,45
v16,49,61,26,9,41,23,54,45,16,41,12,23,21,49,35,0,62,43,37,51,28,51,28,13,46,32,27,39,40,4,62,25,35,8,39,29,25,16,54,52,41,24,23,23,28,46,31,43,60,28,41,38,8,8,2,46,33,40,30,41,46,43,33,9,28,53,60,40,53,51,47,50,52,42,35,17,39,61,6,40,9,25,52,53,53,17,32,12,38,32,31,43,30,20,14,7,26,14,51,46,25,23,14,22,45,7,29,25,12,56,16,11,19,37,14,6,19,44,59,17,25,22,41,20,28,32,7,40,48,9,7,44,39,36,13,31,42,32,24,15,37,18,28,37,46,15,45,10,51,16,19,22,41,38,27,56,40,10,50,10
v17,13,7,36,71,21,39,8,19,46,21,58,67,73,43,27,62,0,57,37,11,56,13,34,75,24,48,39,23,22,58,2,57,51,70,33,47,37,50,48,22,21,42,41,39,46,16,31,27,54,34,27,24,62,54,64,40,29,22,38,21,40,41,33,71,34,9,54,22,47,11,15,12,46,40,43,79,53,5,62,22,57,87,10,9,47,51,30,50,40,62,31,37,36,70,48,69,40,48,45,26,65,39,48,82,23,67,33,63,52,6,58,51,43,39,48,68,47,18,3,47,37,74,21,52,34,68,61,22,18,53,57,18,57,30,53,31,20,30,54,59,25,68,34,25,40,53,17,64,45,78,59,44,35,24,35,12,26,72,18,72
v18,44,56,51,46,56,60,49,40,57,36,31,20,22,18,62,43,57,0,20,46,15,46,41,32,41,11,70,34,45,47,57,18,8,35,34,14,44,59,21,47,50,67,66,62,71,41,68,38,17,63,36,59,35,51,43,23,28,55,73,36,19,16,24,36,65,48,17,37,26,46,42,49,13,17,14,28,4,56,49,59,52,30,47,48,24,60,43,51,17,11,50,34,73,23,51,44,17,41,12,41,18,64,33,25,40,50,36,18,31,51,59,42,36,18,29,39,24,39,54,60,56,21,36,23,23,11,36,35,43,46,36,51,4,31,30,62,47,27,19,28,32,25,35,48,21,58,40,33,14,33,24,21,26,49,52,51,35,41,45,47
v19,38,36,45,40,50,54,37,20,51,30,25,30,36,12,56,37,37,20,0,26,19,26,35,38,21,11,64,26,39,41,37,20,14,33,14,10,38,53,17,27,44,61,60,56,65,29,62,18,23,57,16,53,29,45,37,9,22,49,67,16,9,6,4,34,59,36,23,31,16,38,22,43,15,5,6,42,16,36,43,53,46,50,37,40,16,54,37,45,3,25,44,14,67,33,45,38,11,35,14,21,28,58,27,45,20,44,30,26,25,31,53,36,30,2,23,33,18,19,34,54,50,37,24,17,13,31,30,25,23,40,30,45,20,11,24,56,41,13,17,22,14,31,29,42,9,52,30,27,14,41,22,15,6,43,46,31,15,35,25,41
v20,14,10,25,60,26,30,13,12,35,10,47,56,62,36,32,51,11,46,26,0,45,6,23,64,17,37,40,12,15,47,11,46,40,59,26,36,26,39,41,15,20,37,36,32,41,5,38,20,47,33,20,29,51,43,53,33,18,25,43,10,33,30,22,60,35,12,47,11,40,14,8,19,39,29,32,68,42,10,51,29,46,76,13,16,40,40,19,39,29,51,20,30,43,59,37,58,29,37,38,19,54,34,37,71,16,56,22,52,41,5,47,40,32,28,37,57,36,7,10,36,26,63,10,41,23,57,50,11,11,42,46,21,46,23,42,32,17,19,43,48,14,57,23,18,33,42,6,53,38,67,48,33,28,19,24,5,19,61,11,61
v21,43,55,36,31,41,45,48,39,42,35,16,11,17,21,47,28,56,15,19,45,0,45,26,19,40,8,55,33,34,32,56,3,7,20,33,9,29,44,26,46,35,52,51,47,56,40,53,37,32,48,35,44,20,36,28,22,27,40,58,35,18,15,23,21,50,47,32,34,25,45,41,44,24,16,13,23,11,55,34,44,37,31,46,47,25,45,28,36,16,6,35,33,58,14,36,29,16,26,23,40,9,49,18,26,39,35,23,7,16,50,44,27,21,17,14,24,9,38,53,45,41,18,35,8,22,12,21,34,42,31,21,38,11,30,15,47,36,26,4,13,31,12,22,33,20,43,39,18,23,22,9,12,25,34,37,50,34,26,44,32
v22,20,10,27,60,32,36,19,6,35,12,47,56,62,30,38,51,13,46,26,6,45,0,23,64,11,37,46,12,21,47,11,46,40,59,20,36,26,39,35,9,26,43,42,38,47,11,44,14,41,39,14,35,51,43,53,27,18,31,49,10,27,30,22,60,41,18,41,13,34,20,4,25,33,29,32,68,42,10,51,35,46,76,19,22,34,40,19,39,29,51,26,24,49,59,37,58,29,37,34,13,54,40,37,71,10,56,22,52,41,9,47,40,32,28,37,57,36,7,16,36,32,63,10,41,23,57,50,11,5,42,46,27,46,17,42,38,23,19,43,48,14,57,23,24,27,42,12,53,32,67,48,33,22,25,28,5,13,61,5,61
v23,21,33,10,37,15,19,26,23,16,13,24,33,39,47,21,28,34,41,35,23,26,23,0,41,28,30,29,11,12,24,34,23,33,36,37,27,3,18,52,26,13,26,25,21,30,18,27,31,58,22,31,18,28,20,30,44,13,14,32,19,44,41,31,37,24,25,58,12,51,23,19,22,50,40,33,45,37,33,28,18,23,53,24,25,51,19,4,16,36,30,9,41,32,36,14,35,24,14,49,30,31,23,14,48,27,33,5,29,18,28,24,17,9,35,14,34,17,16,31,19,15,40,13,18,22,34,27,12,22,19,23,16,37,34,19,21,14,22,22,25,21,34,6,9,44,19,17,30,49,44,25,20,39,10,11,28,30,38,22,38
v24,62,74,39,14,54,36,67,58,29,54,17,12,10,38,48,13,75,32,38,64,19,64,41,0,59,27,38,52,53,17,75,18,24,5,52,28,38,27,43,65,54,35,34,36,39,59,44,56,49,41,54,51,13,21,11,41,46,53,41,54,37,34,42,4,41,66,49,53,44,64,60,63,41,35,32,4,28,74,17,53,20,12,65,66,42,28,45,25,35,21,44,52,41,9,27,12,35,27,40,59,14,36,27,11,58,18,42,14,23,69,27,24,32,36,27,7,28,57,72,28,38,11,54,23,41,21,14,53,61,22,18,57,28,49,22,44,55,45,21,16,50,7,41,50,39,26,58,11,40,3,16,31,44,51,40,69,53,9,63,15
v25,31,17,38,55,43,47,30,5,44,23,42,51,57,23,49,46,24,41,21,17,40,11,28,59,0,32,57,19,32,42,22,41,35,54,9,31,31,46,24,6,37,54,53,49,58,22,55,3,30,50,5,46,46,38,48,18,15,42,60,9,22,25,17,55,52,29,30,24,23,31,9,36,28,24,27,63,37,19,46,46,41,71,30,33,23,47,30,38,24,46,37,13,60,54,38,53,24,32,29,2,49,51,32,66,1,51,23,47,36,20,46,35,27,23,32,52,31,12,27,47,43,58,17,36,18,52,45,18,6,37,41,38,41,10,37,49,34,14,38,43,9,52,22,35,20,45,23,48,27,62,43,28,15,36,39,12,6,56,6,56
v26,35,47,40,35,45,49,40,31,46,27,20,19,25,17,51,32,48,11,11,37,8,37,30,27,32,0,59,25,34,36,48,9,3,24,25,3,33,48,22,38,39,56,55,51,60,32,57,29,28,52,27,48,24,40,32,14,19,44,62,27,14,11,15,25,54,39,28,26,21,37,33,38,20,10,5,31,7,47,38,48,41,39,38,39,21,49,32,40,8,14,39,25,62,22,40,33,8,30,19,32,17,53,22,34,31,39,25,15,20,42,48,31,25,9,18,28,13,30,45,49,45,26,27,12,14,20,25,26,34,35,25,40,9,22,19,51,36,18,8,17,23,20,24,37,14,47,31,22,19,30,13,10,17,38,41,42,26,30,36,36
v27,26,40,19,32,18,10,31,52,13,34,39,50,48,76,12,27,39,70,64,40,55,46,29,38,57,59,0,38,25,23,39,52,62,35,66,56,26,11,81,55,20,3,4,8,7,35,8,60,87,7,60,15,35,19,27,73,42,17,3,48,73,70,60,34,5,30,87,33,80,28,48,27,79,69,62,42,66,38,23,17,18,48,29,30,80,12,27,19,65,59,20,70,3,47,19,30,53,29,78,59,52,6,37,49,56,28,34,52,39,37,19,28,34,64,41,31,46,45,36,10,14,49,40,47,51,59,34,39,51,24,34,21,66,63,40,8,23,51,51,42,50,45,35,22,73,14,34,37,78,39,46,49,68,21,18,45,59,33,51,33
v28,12,22,19,48,24,28,15,14,25,4,35,44,50,38,30,39,23,34,26,12,33,12,11,52,19,25,38,0,13,35,23,34,28,47,28,24,14,27,43,17,18,35,34,30,39,7,36,22,49,31,22,27,39,31,41,35,6,23,41,10,35,32,22,48,33,14,49,5,42,12,10,17,41,31,24,56,30,22,39,27,34,64,13,14,42,28,11,27,27,39,18,32,41,47,25,46,17,25,40,21,42,32,25,59,18,44,10,40,29,17,35,28,20,26,25,45,24,7,20,28,24,51,2,29,13,45,38,1,13,30,34,19,34,25,30,30,15,13,31,36,12,45,11,16,35,30,6,41,40,55,36,21,30,17,20,17,21,49,13,49
v29,9,21,14,49,11,17,14,27,24,9,36,45,51,51,17,40,22,45,39,15,34,21,12,53,32,34,25,13,0,36,22,35,37,48,41,31,15,28,56,30,5,22,21,17,26,10,23,35,62,18,35,14,40,32,42,48,17,10,28,23,48,45,35,49,20,13,62,8,55,11,23,10,54,44,37,57,41,21,40,14,35,65,12,13,55,29,8,28,40,40,9,45,28,48,26,47,28,26,53,34,43,19,26,60,31,45,11,41,30,16,36,29,21,39,26,46,25,20,19,25,15,52,15,30,26,46,39,14,26,31,35,6,41,38,31,17,2,26,32,37,25,46,12,3,48,31,9,42,53,56,37,24,43,4,13,20,34,50,26,50
v30,45,57,22,13,37,19,50,41,12,37,16,27,25,53,31,4,58,47,41,47,32,47,24,17,42,36,23,35,36,0,58,29,39,12,43,33,21,12,58,48,37,20,19,19,24,42,27,39,64,24,37,34,12,4,6,50,29,36,26,37,50,47,37,13,24,49,64,36,57,47,43,46,56,46,39,21,43,57,4,36,5,29,48,49,57,13,28,8,42,36,27,47,26,24,10,11,30,10,55,42,29,19,14,26,41,9,25,29,16,52,12,7,15,41,18,10,23,40,55,13,21,26,37,24,28,36,11,36,44,5,11,40,43,40,17,27,38,28,28,19,33,22,24,33,50,11,41,14,55,20,23,26,45,34,23,52,36,14,46,14
v31,13,5,36,71,21,39,8,17,46,21,58,67,73,41,27,62,2,57,37,11,56,11,34,75,22,48,39,23,22,58,0,57,51,70,31,47,37,50,46,20,21,42,41,39,46,16,33,25,52,34,25,24,62,54,64,38,29,22,38,21,38,41,33,71,34,9,52,22,45,11,15,14,44,40,43,79,53,3,62,24,57,87,10,11,45,51,30,50,40,62,31,35,38,70,48,69,40,48,45,24,65,39,48,82,21,67,33,63,52,6,58,51,43,39,48,68,47,18,5,47,37,74,21,52,34,68,61,22,16,53,57,18,57,28,53,31,20,30,54,59,25,68,34,25,38,53,17,64,43,78,59,44,33,24,35,10,24,72,16,72
v32,44,56,33,28,38,42,49,40,39,36,13,10,16,24,44,25,57,18,20,46,3,46,23,18,41,9,52,34,35,29,57,0,10,17,34,10,26,41,29,47,36,49,48,44,53,41,50,38,35,45,36,41,17,33,25,23,28,37,55,36,21,18,24,18,47,48,35,35,28,46,42,45,27,17,14,22,14,56,31,41,34,30,47,48,28,42,27,33,17,7,32,34,55,13,33,26,17,23,26,41,8,46,15,25,40,32,24,6,13,51,41,24,18,18,11,21,10,39,54,42,38,17,36,5,23,11,18,35,43,28,18,39,14,31,12,44,37,27,3,10,32,11,23,32,21,40,40,15,26,21,6,13,26,33,34,51,35,23,45,29
v33,38,50,43,38,48,52,43,34,49,30,23,16,22,14,54,35,51,8,14,40,7,40,33,24,35,3,62,28,37,39,51,10,0,27,28,6,36,51,19,41,42,59,58,54,63,35,60,32,25,55,30,51,27,43,35,17,22,47,65,30,13,10,18,28,57,42,25,29,20,40,36,41,17,11,8,28,4,50,41,51,44,36,41,42,18,52,35,43,11,11,42,28,65,19,43,36,11,33,16,35,14,56,25,31,34,42,28,12,23,45,51,34,28,12,21,31,16,33,48,52,48,23,30,15,17,17,28,29,37,38,28,43,6,25,22,54,39,21,11,20,26,17,27,40,15,50,34,25,16,27,16,13,20,41,44,45,29,33,39,39
v34,57,69,34,11,49,31,62,53,24,49,12,15,13,41,43,8,70,35,33,59,20,59,36,5,54,24,35,47,48,12,70,17,27,0,47,23,33,24,46,60,49,32,31,31,36,54,39,51,52,36,49,46,8,16,8,38,41,48,38,49,38,35,37,1,36,61,52,48,45,59,55,58,44,34,27,9,31,69,14,48,17,17,60,61,45,25,40,20,30,24,39,47,38,12,22,9,30,22,43,54,17,31,22,14,53,15,37,17,18,64,24,19,27,31,22,4,23,52,67,25,33,14,49,18,36,24,9,48,56,17,13,52,31,44,17,39,50,40,16,11,45,10,36,45,38,23,53,6,43,8,11,26,39,46,35,64,48,6,58,12
v35,40,26,47,48,52,56,39,14,53,32,35,44,50,16,58,39,33,34,14,26,33,20,37,52,9,25,66,28,41,43,31,34,28,47,0,24,40,55,15,13,46,63,62,58,67,31,64,6,21,59,6,55,39,47,41,11,24,51,69,18,15,18,10,48,61,38,21,33,14,40,18,45,21,17,20,56,30,28,45,55,48,64,39,42,14,56,39,47,17,39,46,4,69,47,47,46,17,37,22,7,42,60,29,59,10,46,32,40,29,29,55,38,32,16,25,45,24,21,36,56,52,51,26,29,15,45,38,27,15,42,34,47,34,3,30,58,43,15,31,36,16,45,31,44,13,54,32,41,20,55,36,21,8,45,48,21,7,49,15,49
v36,34,46,37,32,42,46,39,30,43,26,17,20,26,20,48,29,47,14,10,36,9,36,27,28,31,3,56,24,31,33,47,10,6,23,24,0,30,45,25,37,36,53,52,48,57,31,54,28,31,49,26,45,21,37,29,17,18,41,59,26,17,14,14,24,51,38,31,25,24,36,32,35,23,13,6,32,10,46,35,45,38,40,37,38,24,46,29,37,9,15,36,24,59,23,37,30,7,27,22,31,18,50,19,35,30,36,22,16,17,41,45,28,22,8,15,25,10,29,44,46,42,27,26,9,13,21,22,25,33,32,22,37,10,21,16,48,33,17,7,14,22,21,21,34,17,44,30,19,22,31,12,7,16,35,38,41,25,27,35,33
v37,24,36,7,34,16,16,29,26,13,16,21,30,36,50,18,25,37,44,38,26,29,26,3,38,31,33,26,14,15,21,37,26,36,33,40,30,0,15,55,29,16,23,22,18,27,21,24,34,61,19,34,15,25,17,27,47,16,15,29,22,47,44,34,34,21,28,61,15,54,26,22,25,53,43,36,42,40,36,25,15,20,50,27,28,54,16,7,13,39,33,6,44,29,33,11,32,27,11,52,33,28,20,11,45,30,30,8,26,15,31,21,14,8,38,15,31,20,19,34,16,12,37,16,21,25,33,24,15,25,16,20,19,40,37,16,18,17,25,25,22,24,31,9,12,47,16,20,27,52,41,22,23,42,13,8,31,33,35,25,35
v38,37,49,14,21,29,11,42,41,4,29,28,39,37,65,23,16,50,59,53,39,44,39,18,27,46,48,11,27,28,12,50,41,51,24,55,45,15,0,70,44,29,8,9,11,12,34,19,49,76,16,49,26,24,8,16,62,31,28,14,37,62,59,49,23,16,41,76,28,69,39,37,38,68,58,51,31,55,49,12,28,7,37,40,41,69,1,20,8,54,48,19,59,14,36,8,19,42,18,67,48,41,11,26,38,45,17,23,41,28,44,8,17,23,53,30,20,35,34,47,3,13,38,29,36,40,48,23,28,40,13,23,32,55,52,29,19,30,40,40,31,39,34,24,25,62,3,33,26,67,28,35,38,57,26,15,44,48,22,40,22
v39,55,41,62,57,67,71,54,29,68,47,42,31,37,5,73,54,48,21,17,41,26,35,52,43,24,22,81,43,56,58,46,29,19,46,15,25,55,70,0,26,61,78,77,73,82,46,79,21,8,74,21,70,46,62,54,8,39,66,84,33,8,11,21,47,76,53,6,48,5,55,33,60,8,12,19,43,17,43,60,70,63,51,54,57,3,71,54,62,16,26,61,13,84,34,62,55,28,52,9,22,29,75,44,46,25,61,47,29,42,44,70,53,47,17,40,50,35,36,51,71,67,38,41,34,30,32,47,42,30,57,47,62,21,18,41,73,58,30,30,39,31,36,46,59,8,69,47,44,7,44,35,32,13,60,63,36,22,52,30,58
v40,29,15,36,61,41,45,28,7,42,21,48,57,63,29,47,52,22,47,27,15,46,9,26,65,6,38,55,17,30,48,20,47,41,60,13,37,29,44,26,0,35,52,51,47,56,20,53,9,34,48,11,44,52,44,54,24,19,40,58,11,28,31,23,61,50,27,32,22,25,29,7,34,34,30,33,69,43,17,52,44,47,77,28,31,25,45,28,40,30,52,35,15,58,60,38,59,30,38,35,6,55,49,38,72,7,57,23,53,42,18,48,41,33,29,38,58,37,10,25,45,41,64,15,42,24,58,51,16,4,43,47,36,47,16,43,47,32,20,44,49,15,58,24,33,26,43,21,54,33,68,49,34,21,34,37,10,12,62,4,62
