,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v11,32,20,55,24,20,41,15,38,46,45,0,6,15,46,20,30,48,7,10,36,40,35,50,28,21,50,29,29,15,48,10,19,30,70,58,39,51,40,35,52,23,45,26,19,47,31,19,47,23,13,43,17,44,21,42,15,44,34,36,38,32,31,34,18,4,21,22,33,9,25,19,36,41,42,10,34,7,38,72,64,10,47,27,41,55,57,17,43,32,32,19,44,24,67,60,18,58,30,29,44,25,40,38,8,28,33,62,42,27,21,44,22,48,6,52,22,59,52,70,34,33,37,46,8,54,26,24,53,41,43,5,42,46,30,33,44,12,48,12,31,16,4,49,44,11,37,43,48,48,20,30,55,28,62,47,68,60,50,30,44
v12,30,26,53,30,26,39,21,44,44,43,6,0,21,52,26,28,46,3,8,42,38,41,48,34,27,48,27,35,9,46,8,17,28,68,56,37,49,38,33,50,29,43,24,25,45,29,23,45,29,11,49,23,42,27,40,13,50,32,38,36,30,29,40,20,10,27,20,31,15,23,17,34,39,48,8,28,5,36,70,62,16,45,33,39,53,55,19,49,30,30,25,42,22,65,66,24,56,28,23,50,19,46,36,4,22,31,60,48,25,23,42,20,46,4,50,20,65,50,68,32,29,43,44,10,60,32,30,51,39,49,7,40,44,28,31,42,10,46,18,29,22,10,55,44,15,35,41,46,46,18,28,53,34,60,45,66,58,48,28,42
v13,27,5,50,9,11,36,18,23,41,40,15,21,0,31,5,45,43,22,15,21,35,20,45,13,6,45,24,14,30,43,17,20,25,65,53,36,46,35,30,47,14,40,21,10,42,26,14,42,8,26,28,16,39,14,37,26,29,29,31,33,45,44,19,23,11,6,19,28,6,20,14,31,36,27,19,49,22,33,67,59,5,42,12,36,50,52,12,36,27,31,6,39,19,62,45,9,53,43,44,33,40,25,35,23,43,38,57,33,22,16,39,31,43,17,47,35,44,47,65,29,48,22,41,13,39,11,11,48,36,28,20,37,41,25,28,39,21,43,3,26,11,11,34,39,6,32,38,43,43,15,39,50,13,57,42,63,55,45,25,39
v14,40,30,25,22,36,35,43,20,62,53,46,52,31,0,26,76,36,53,46,10,16,11,46,18,31,22,45,21,61,20,48,51,36,40,36,67,25,30,49,54,39,55,28,35,65,27,29,21,29,57,3,41,38,39,14,57,6,42,14,20,76,75,12,48,42,25,50,23,37,45,37,18,25,4,50,80,53,36,42,34,36,25,23,41,55,55,33,11,24,62,27,30,48,37,14,28,28,74,75,8,71,22,66,54,74,69,34,8,47,29,60,62,64,48,26,66,13,30,40,46,79,11,46,42,8,20,22,57,29,17,51,46,16,30,25,14,52,48,34,43,30,42,7,14,37,53,45,26,32,44,70,31,32,32,17,42,30,44,34,36
v15,26,6,49,4,12,35,19,18,40,39,20,26,5,26,0,50,42,27,20,20,34,15,44,10,7,44,23,9,35,42,22,25,24,64,52,41,45,34,29,46,15,39,20,11,41,25,13,41,5,31,25,17,38,15,36,31,24,28,30,32,50,49,16,24,16,1,24,27,11,19,13,30,35,22,24,54,27,32,66,58,10,41,7,35,49,51,11,35,26,36,5,38,22,61,40,8,52,48,49,32,45,20,40,28,48,43,56,32,21,15,38,36,42,22,46,40,39,46,64,28,53,17,40,16,34,10,10,47,35,23,25,36,40,24,27,38,26,42,8,25,10,16,31,38,11,31,37,42,42,18,44,49,8,56,41,62,54,44,24,38
v16,36,50,55,54,50,41,45,68,16,23,30,28,45,76,50,0,40,31,30,66,60,65,30,58,51,54,31,59,21,56,28,25,40,44,40,9,51,46,27,22,53,21,48,49,17,49,47,55,53,19,73,47,38,51,62,19,74,34,62,56,2,1,64,48,34,51,26,53,39,31,39,58,51,72,26,4,33,40,42,50,40,51,57,35,25,27,43,73,52,14,49,46,28,43,90,48,56,2,11,74,11,70,10,24,12,7,42,72,29,47,16,14,18,28,50,10,89,46,40,30,3,67,30,38,84,56,54,23,47,73,35,30,60,46,51,64,24,28,42,33,46,34,79,68,39,23,31,50,44,32,6,45,58,48,61,38,56,32,42,40
v17,16,48,15,40,54,7,61,38,26,17,48,46,43,36,42,40,0,49,38,26,20,29,10,32,49,14,19,39,39,16,38,29,18,22,10,31,11,8,13,18,57,19,22,53,29,17,29,15,47,35,33,59,4,57,22,33,34,14,22,16,40,39,26,66,50,41,26,15,39,23,29,18,11,32,38,44,51,10,24,16,40,11,41,7,19,19,31,33,16,26,37,6,24,19,50,34,16,38,39,34,35,40,30,42,38,33,14,32,21,27,24,26,28,42,10,30,49,6,22,14,43,29,10,56,44,32,32,21,7,35,53,10,20,18,15,24,36,12,44,17,32,52,39,28,37,17,9,10,4,28,34,7,50,14,21,20,16,8,18,4
v18,33,27,56,31,27,42,22,45,47,46,7,3,22,53,27,31,49,0,11,43,41,42,51,35,28,51,30,36,10,49,11,20,31,71,59,40,52,41,36,53,30,46,27,26,48,32,24,48,30,14,50,24,45,28,43,16,51,35,39,39,33,32,41,17,11,28,23,34,16,26,20,37,42,49,11,29,2,39,73,65,17,48,34,42,56,58,20,50,33,33,26,45,25,68,67,25,59,31,22,51,20,47,39,7,21,34,63,49,28,24,45,23,49,7,53,23,66,53,71,35,32,44,47,11,61,33,31,54,42,50,4,43,47,31,34,45,13,49,19,32,23,11,56,45,16,38,44,49,49,21,31,56,35,63,48,69,61,51,31,45
v19,22,20,45,24,20,31,23,38,36,35,10,8,15,46,20,30,38,11,0,36,30,35,40,28,21,40,19,29,15,38,2,9,20,60,48,29,41,30,25,42,23,35,18,19,37,21,17,37,23,11,43,21,34,21,32,11,44,24,32,28,30,29,34,28,12,21,12,23,9,15,9,28,31,42,4,34,13,28,62,54,10,37,27,31,45,47,13,43,22,22,19,34,14,57,60,18,48,28,29,44,25,40,28,8,28,23,52,42,17,17,34,16,38,4,42,20,59,42,60,24,33,37,36,18,54,26,24,43,31,43,15,32,36,20,23,34,6,38,12,21,16,14,49,38,9,27,33,38,38,10,24,45,28,52,37,58,50,40,20,34
v20,30,26,29,18,32,25,39,16,52,43,36,42,21,10,20,66,26,43,36,0,14,7,36,10,27,24,35,17,51,22,38,41,26,44,32,57,25,20,39,44,35,45,18,31,55,17,19,21,25,47,7,37,28,35,16,47,8,32,10,12,66,65,4,44,32,19,40,13,27,35,27,10,15,6,40,70,43,26,46,38,26,21,19,31,45,45,23,15,14,52,17,20,38,41,24,18,32,64,65,12,61,18,56,44,64,59,36,12,37,19,50,52,54,38,26,56,23,26,44,36,69,7,36,34,18,10,12,47,19,13,41,36,20,20,15,18,42,38,24,33,20,32,13,18,27,43,35,22,22,34,60,29,28,36,21,42,34,34,24,26
v21,24,40,15,32,46,19,53,30,46,37,40,38,35,16,34,60,20,41,30,14,0,21,30,24,41,10,29,31,45,8,32,35,20,30,20,51,11,14,33,38,49,39,14,45,49,11,21,7,39,41,13,51,22,49,2,41,16,26,4,4,60,59,18,58,42,33,34,7,31,29,21,4,9,14,34,64,43,20,32,24,32,9,33,25,39,39,23,13,8,46,29,14,32,27,30,26,18,58,59,14,55,32,50,38,58,53,22,12,31,19,44,46,48,34,12,50,29,14,30,30,63,21,30,48,24,24,24,41,13,27,45,30,6,14,9,4,36,32,36,27,24,44,19,8,29,37,29,10,16,28,54,15,42,22,7,28,20,28,18,20
v22,29,19,36,11,25,24,32,9,51,42,35,41,20,11,15,65,29,42,35,7,21,0,35,7,20,31,34,10,50,29,37,40,25,51,39,56,32,21,38,43,28,44,17,24,54,16,18,28,18,46,12,30,27,28,23,46,9,31,17,19,65,64,3,37,31,14,39,14,26,34,26,17,22,7,39,69,42,25,53,45,25,28,12,30,44,44,22,22,13,51,16,25,37,48,25,17,39,63,64,19,60,11,55,43,63,58,43,19,36,18,49,51,53,37,33,55,24,33,51,35,68,2,35,31,19,9,11,46,22,8,40,35,27,19,14,25,41,37,23,32,19,31,18,25,26,42,34,29,29,33,59,36,21,43,28,49,41,33,23,25
v23,18,50,25,42,56,11,63,40,16,7,50,48,45,46,44,30,10,51,40,36,30,35,0,34,51,24,21,41,41,26,40,31,20,20,10,21,21,16,15,8,59,9,24,55,19,19,31,25,49,37,43,61,8,59,32,35,44,16,32,26,30,29,34,68,52,43,28,23,41,25,31,28,21,42,40,34,53,12,22,20,42,21,43,9,9,9,33,43,22,18,39,16,26,17,60,36,26,28,31,44,31,42,20,44,32,23,12,42,23,29,14,28,18,44,20,28,59,16,20,16,33,37,4,58,54,34,34,11,17,43,55,8,30,20,21,34,38,2,46,19,34,54,49,38,39,13,7,20,14,30,24,15,52,18,31,18,26,2,20,10
v24,22,16,39,8,22,25,29,10,44,35,28,34,13,18,10,58,32,35,28,10,24,7,34,0,17,34,27,7,43,32,30,33,18,54,42,49,35,24,31,36,25,37,10,21,47,15,11,31,15,39,15,27,28,25,26,39,16,24,20,22,58,57,6,34,24,9,32,17,19,27,19,20,25,14,32,62,35,22,56,48,18,31,9,25,39,41,15,25,16,44,9,28,30,51,32,10,42,56,57,22,53,12,48,36,56,51,46,22,29,11,42,44,46,30,36,48,31,36,54,28,61,9,30,24,26,2,4,39,25,15,33,28,30,14,17,28,34,32,16,25,12,24,21,28,19,35,27,32,32,26,52,39,18,46,31,52,44,34,16,28
v25,33,1,56,9,5,42,12,17,47,46,21,27,6,31,7,51,49,28,21,27,41,20,51,17,0,51,30,10,36,49,23,26,31,71,59,42,52,41,36,53,8,46,27,4,48,32,20,48,2,32,32,10,45,8,43,32,25,35,37,39,51,50,23,17,17,8,25,34,12,26,20,37,42,27,25,55,28,39,73,65,11,48,8,42,56,58,18,42,33,37,12,45,25,68,39,15,59,49,50,39,46,19,41,29,49,44,63,39,28,22,45,37,49,23,53,41,38,53,71,35,54,20,47,17,35,17,17,54,42,22,26,43,47,31,34,45,27,49,9,32,17,17,38,45,12,38,44,49,49,21,45,56,7,63,48,69,61,51,31,45
v26,18,50,5,42,56,13,63,40,40,31,50,48,45,22,44,54,14,51,40,24,10,31,24,34,51,0,23,41,41,2,40,31,20,20,14,45,3,10,27,32,59,33,24,55,43,19,31,3,49,37,19,61,16,59,8,35,26,20,14,12,54,53,28,68,52,43,28,17,41,25,31,14,9,24,40,58,53,14,22,14,42,3,43,19,33,33,33,19,18,40,39,8,26,17,36,36,8,52,53,20,49,42,44,44,52,47,12,18,25,29,38,40,42,44,4,44,35,8,20,24,57,31,24,58,30,34,34,35,9,37,55,24,6,20,17,10,38,26,46,21,34,54,25,14,39,31,23,4,10,30,48,9,52,12,7,20,10,22,20,14
v27,5,29,26,23,35,12,42,37,17,16,29,27,24,45,23,31,19,30,19,35,29,34,21,27,30,23,0,28,20,25,19,10,9,41,29,22,22,15,6,23,38,16,17,34,20,18,16,24,28,16,42,40,15,38,31,14,43,5,31,25,31,30,33,47,31,22,7,22,20,4,10,27,20,41,19,35,32,9,43,35,21,20,26,12,26,28,12,42,21,17,18,15,5,38,59,17,29,29,30,43,26,39,21,23,29,24,33,41,2,16,15,17,19,23,23,21,58,23,41,5,34,36,17,37,53,25,23,24,16,42,34,13,29,15,20,33,17,19,25,2,15,33,48,37,18,8,14,19,19,9,25,26,31,33,30,39,31,21,11,15
v28,23,9,46,5,15,32,22,9,45,36,29,35,14,21,9,59,39,36,29,17,31,10,41,7,10,41,28,0,44,39,31,34,21,61,49,50,42,31,32,43,18,38,17,14,48,22,12,38,8,40,22,20,35,18,33,40,15,25,27,29,59,58,13,27,25,8,33,24,20,28,20,27,32,17,33,63,36,29,63,55,19,38,2,32,46,48,16,32,23,45,10,35,31,58,31,11,49,57,58,29,54,11,49,37,57,52,53,29,30,12,43,45,47,31,43,49,30,43,61,29,62,10,37,25,25,7,7,44,32,14,34,33,37,21,24,35,35,39,17,26,13,25,28,35,20,36,34,39,39,27,53,46,11,53,38,59,51,41,21,35
v29,23,35,46,39,35,32,30,53,37,36,15,9,30,61,35,21,39,10,15,51,45,50,41,43,36,41,20,44,0,41,13,10,25,61,49,30,42,31,26,43,38,36,33,34,38,34,32,40,38,4,58,32,35,36,47,6,59,25,47,41,23,22,49,27,19,36,13,38,24,16,24,43,36,57,11,19,12,29,63,55,25,38,42,32,46,48,28,58,37,23,34,35,15,58,75,33,49,21,14,59,10,55,29,7,13,24,53,57,18,32,35,13,39,13,43,13,74,43,61,25,22,52,37,19,69,41,39,44,32,58,14,33,45,31,36,49,9,39,27,22,31,19,64,53,24,28,34,39,39,17,21,46,43,53,46,59,51,41,27,35
v30,20,48,7,40,54,15,61,38,42,33,48,46,43,20,42,56,16,49,38,22,8,29,26,32,49,2,25,39,41,0,38,31,18,22,16,47,5,10,29,34,57,35,22,53,45,17,29,1,47,37,17,59,18,57,6,37,24,22,12,10,56,55,26,66,50,41,30,15,39,25,29,12,7,22,38,60,51,16,24,16,40,5,41,21,35,35,31,17,16,42,37,10,28,19,34,34,10,54,55,18,51,40,46,42,54,49,14,16,27,27,40,42,44,42,6,46,33,10,22,26,59,29,26,56,28,32,32,37,9,35,53,26,4,18,15,8,36,28,44,23,32,52,23,12,37,33,25,6,12,28,50,11,50,14,5,22,12,24,18,16
v31,22,22,45,26,22,31,23,40,36,35,10,8,17,48,22,28,38,11,2,38,32,37,40,30,23,40,19,31,13,38,0,9,20,60,48,29,41,30,25,42,25,35,20,21,37,21,19,37,25,9,45,21,34,23,34,9,46,24,34,28,28,27,36,28,12,23,12,25,11,15,11,30,31,44,2,32,13,28,62,54,12,37,29,31,45,47,15,45,24,22,21,34,14,57,62,20,48,26,27,46,23,42,28,6,26,23,52,44,17,19,34,14,38,4,42,18,61,42,60,24,31,39,36,18,56,28,26,43,31,45,15,32,36,20,23,36,4,38,14,21,18,14,51,40,11,27,33,38,38,10,22,45,30,52,37,58,50,40,20,34
v32,13,25,36,29,25,22,32,43,27,26,19,17,20,51,25,25,29,20,9,41,35,40,31,33,26,31,10,34,10,31,9,0,15,51,39,20,32,21,16,33,28,26,23,24,28,24,22,30,28,6,48,30,25,28,37,6,49,15,37,31,25,24,39,37,21,26,3,28,14,6,14,33,26,47,9,29,22,19,53,45,15,28,32,22,36,38,18,48,27,13,24,25,5,48,65,23,39,23,24,49,20,45,19,13,23,18,43,47,8,22,25,11,29,13,33,15,64,33,51,15,28,42,27,27,59,31,29,34,22,48,24,23,35,21,26,39,7,29,17,12,21,23,54,43,14,18,24,29,29,7,19,36,33,43,36,49,41,31,17,25
v33,4,30,25,22,36,11,43,28,26,17,30,28,25,36,24,40,18,31,20,26,20,25,20,18,31,20,9,21,25,18,20,15,0,40,28,31,21,10,13,22,39,19,8,35,29,9,11,17,29,21,33,41,14,39,22,21,34,6,22,16,40,39,24,48,32,23,14,13,21,9,11,18,11,32,20,44,33,8,42,34,22,17,23,11,25,27,13,33,12,26,19,14,12,37,50,16,28,38,39,34,35,30,30,24,38,33,32,32,11,9,24,26,28,24,22,30,49,22,40,10,43,27,16,38,44,16,14,23,11,33,35,12,20,6,11,24,18,18,26,7,14,34,39,28,19,17,13,18,18,10,34,25,32,32,21,38,30,20,2,14
v34,38,70,15,62,76,29,83,60,30,25,70,68,65,40,64,44,22,71,60,44,30,51,20,54,71,20,41,61,61,22,60,51,40,0,12,35,19,30,35,22,79,25,44,75,33,39,51,23,69,57,39,81,26,79,28,55,46,36,34,32,44,43,48,88,72,63,48,37,61,45,51,34,29,44,60,48,73,32,6,6,62,23,63,29,23,23,53,29,38,38,59,26,46,3,46,56,12,42,51,32,51,62,34,64,52,37,8,32,43,49,28,48,32,64,18,48,45,18,4,36,47,51,24,78,40,54,54,25,29,57,75,28,24,40,37,26,58,22,66,39,54,74,35,26,59,33,27,22,22,50,40,15,72,8,23,10,12,20,40,26
v35,26,58,15,50,64,17,71,48,26,17,58,56,53,36,52,40,10,59,48,32,20,39,10,42,59,14,29,49,49,16,48,39,28,12,0,31,11,18,23,18,67,19,32,63,29,27,39,15,57,45,33,69,14,67,22,43,34,24,22,20,40,39,36,76,60,51,36,25,49,33,39,22,17,32,48,44,61,20,14,10,50,11,51,17,19,19,41,33,26,26,47,14,34,9,50,44,16,38,39,34,39,50,30,52,40,33,4,32,31,37,24,36,28,52,10,36,49,6,12,24,43,39,12,66,44,42,42,21,17,45,63,16,20,28,25,24,46,12,54,27,42,62,39,28,47,21,15,10,10,38,34,5,60,8,21,10,16,8,28,14
v36,27,41,46,45,45,32,52,59,7,14,39,37,36,67,41,9,31,40,29,57,51,56,21,49,42,45,22,50,30,47,29,20,31,35,31,0,42,37,18,13,48,12,39,44,8,40,38,46,44,26,64,50,29,48,53,24,65,25,53,47,9,8,55,57,41,42,17,44,30,22,30,49,42,63,29,13,42,31,33,41,31,42,48,26,16,18,34,64,43,7,40,37,19,34,81,39,47,9,20,65,20,61,1,33,21,6,33,63,20,38,7,17,9,33,41,17,80,37,31,21,12,58,21,47,75,47,45,14,38,64,44,21,51,37,42,55,27,19,35,24,37,43,70,59,30,14,22,41,35,23,9,36,49,39,52,29,47,23,33,31
v37,19,51,4,43,57,10,64,41,37,28,51,49,46,25,45,51,11,52,41,25,11,32,21,35,52,3,22,42,42,5,41,32,21,19,11,42,0,11,24,29,60,30,25,56,40,20,32,4,50,38,22,62,13,60,11,36,27,17,15,13,51,50,29,69,53,44,29,18,42,26,32,15,10,25,41,55,54,13,21,13,43,4,44,16,30,30,34,22,19,37,40,7,27,16,39,37,7,49,50,23,46,43,41,45,49,44,11,21,24,30,35,37,39,45,1,41,38,5,19,21,54,32,21,59,33,35,35,32,10,38,56,21,9,21,18,13,39,23,47,20,35,55,28,17,40,28,20,3,7,31,45,6,53,11,10,17,9,19,21,11
v38,10,40,15,32,46,5,53,30,32,23,40,38,35,30,34,46,8,41,30,20,14,21,16,24,41,10,15,31,31,10,30,21,10,30,18,37,11,0,19,24,49,25,14,45,35,9,21,9,39,27,27,51,8,49,16,27,28,12,16,10,46,45,18,58,42,33,20,7,31,15,21,12,5,26,30,50,43,6,32,24,32,7,33,11,25,25,23,27,8,32,29,4,18,27,44,26,18,44,45,28,41,32,36,34,44,39,22,26,17,19,30,32,34,34,12,36,43,12,30,16,49,21,16,48,38,24,24,27,1,27,45,16,14,10,7,18,28,18,36,13,24,44,33,22,29,23,15,8,8,20,40,15,42,22,15,28,20,14,10,6
v39,9,35,28,27,41,14,48,41,13,10,35,33,30,49,29,27,13,36,25,39,33,38,15,31,36,27,6,32,26,29,25,16,13,35,23,18,24,19,0,17,44,10,21,40,16,22,20,28,34,22,46,46,11,44,35,20,47,7,35,29,27,26,37,53,37,28,13,26,26,10,16,31,24,45,25,31,38,13,37,29,27,24,30,8,20,22,18,46,25,13,24,19,11,32,63,21,29,25,26,47,22,43,17,29,25,20,27,45,8,20,11,13,15,29,23,17,62,19,35,3,30,40,11,43,57,29,27,18,20,46,40,7,33,19,24,37,23,13,31,6,19,39,52,41,24,4,8,23,17,15,21,20,37,27,34,33,29,15,15,13
v40,20,52,33,44,58,19,65,46,8,7,52,50,47,54,46,22,18,53,42,44,38,43,8,36,53,32,23,43,43,34,42,33,22,22,18,13,29,24,17,0,61,7,26,57,11,27,33,33,51,39,51,63,16,61,40,37,52,18,40,34,22,21,42,70,54,45,30,31,43,27,33,36,29,50,42,26,55,18,20,28,44,29,45,13,3,5,35,51,30,20,41,24,28,21,68,38,34,22,33,52,33,48,14,46,34,19,20,50,25,31,8,30,10,46,28,30,67,24,18,18,25,45,8,60,62,36,36,3,25,51,57,10,38,24,29,42,40,6,48,21,36,56,57,46,41,15,9,28,22,32,22,23,54,26,39,16,34,10,22,18
