,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v11,48,40,42,56,37,53,68,29,31,27,0,13,48,40,53,49,55,12,57,55,31,21,12,26,48,49,41,52,34,50,17,23,43,61,21,10,40,33,37,47,46,49,45,27,41,13,63,13,31,56,71,28,44,47,23,57,32,39,38,34,9,70,61,19,58,9,29,35,69,9,32,28,14,51,38,45,54,32,43,52,43,45,37,33,36,48,66,59,24,40,50,16,36,26,59,26,44,10,56,38,67,56,18,21,49,44,48,44,47,30,4,56,42,42,38,40,45,37,54,24,5,66,35,49,24,25,65,21,48,57,62,12,48,12,65,22,47,5,27,44,55,38,46,20,49,10,64,28,39,71,27,55,42,62,11,17,56,20,49,65
v12,49,41,43,57,24,54,69,30,22,36,13,0,49,41,54,36,56,13,58,42,38,22,1,29,35,50,42,53,29,37,18,24,36,62,28,7,41,20,38,48,47,46,46,28,42,14,64,14,32,57,72,17,45,34,24,58,33,42,39,21,4,71,62,20,59,14,30,22,70,4,33,31,15,52,45,46,55,31,44,39,44,44,46,44,33,49,67,60,11,27,51,23,23,13,60,27,45,23,57,39,68,43,25,22,50,45,49,31,48,19,11,57,43,43,39,41,46,38,55,11,8,67,30,50,23,26,66,8,49,58,63,7,49,13,66,11,48,14,28,45,56,35,39,33,50,7,65,19,30,72,28,56,43,63,6,18,57,17,50,66
v13,20,22,42,20,37,41,28,19,31,23,48,49,0,8,25,49,9,36,19,55,25,27,50,22,48,11,7,16,34,50,31,25,43,17,27,56,16,33,21,15,36,49,5,21,9,35,15,35,17,8,23,32,32,47,25,21,16,29,20,40,45,22,13,29,18,39,23,35,21,47,26,20,34,3,32,37,34,32,5,52,35,45,33,31,36,4,18,11,38,40,4,32,36,46,15,22,4,38,26,28,19,56,30,27,3,22,14,44,5,30,44,16,24,14,10,8,9,31,10,42,53,18,35,15,26,23,25,51,8,15,14,42,22,36,21,38,21,43,21,8,19,38,46,30,35,42,16,30,39,23,21,15,16,14,55,31,34,32,25,17
v14,18,24,44,22,39,43,30,11,33,21,40,41,8,0,27,51,15,28,21,57,23,19,42,14,50,13,1,14,36,52,23,17,45,21,19,48,14,35,19,17,38,51,7,19,7,27,23,27,13,16,31,30,34,49,19,23,8,27,22,36,37,30,21,21,20,31,25,37,29,39,28,16,26,11,30,39,36,34,3,54,37,47,31,29,38,8,26,19,30,42,10,24,38,38,19,18,4,30,28,30,27,58,22,19,9,20,16,46,7,32,36,16,26,12,4,4,11,33,14,34,45,26,37,17,26,17,27,43,8,17,22,34,20,28,25,30,19,35,13,10,21,40,48,22,37,34,24,30,41,31,13,17,18,22,47,23,36,24,27,25
v15,45,13,17,5,38,16,15,38,32,48,53,54,25,27,0,28,16,41,6,30,50,32,55,41,23,14,28,41,25,25,36,36,18,8,40,61,41,34,46,10,11,24,20,26,34,40,28,40,22,19,18,37,9,30,30,4,25,54,15,45,50,17,22,34,7,44,24,32,16,52,21,43,39,26,57,12,9,23,28,27,10,20,58,56,21,29,27,14,43,31,29,37,37,51,10,27,29,43,3,15,16,31,37,32,22,47,11,33,20,35,49,41,11,39,23,23,16,16,35,47,58,21,24,10,31,28,12,56,33,10,29,47,47,41,12,43,46,48,26,17,6,19,21,45,10,47,15,35,24,24,26,10,11,15,60,36,9,37,4,14
v16,69,27,17,31,12,28,43,62,18,72,49,36,49,51,28,0,40,37,32,14,74,38,37,65,5,38,52,65,15,3,40,60,10,36,64,39,65,16,70,34,21,20,44,32,58,42,52,44,38,43,46,21,19,2,32,32,49,78,29,17,40,45,46,44,33,50,26,14,44,40,23,67,43,50,81,20,29,17,52,11,18,18,82,80,13,53,51,38,25,9,53,59,13,23,34,33,53,59,31,21,42,15,61,54,46,71,35,5,44,19,47,65,25,63,47,47,40,18,59,25,44,45,14,34,25,34,40,28,57,34,53,37,71,47,40,27,70,50,44,41,30,11,13,69,24,39,39,21,10,48,38,34,33,39,38,38,31,29,24,40
v17,29,15,33,11,40,32,19,26,34,32,55,56,9,15,16,40,0,43,10,46,34,34,57,29,39,6,14,25,27,41,38,32,34,8,34,63,25,36,30,8,27,40,10,28,18,42,12,42,24,3,16,39,23,38,32,12,23,38,17,47,52,15,6,36,9,46,26,34,14,54,23,27,41,10,41,28,25,25,12,43,26,36,42,40,27,13,11,4,45,33,13,39,39,53,6,29,13,45,17,19,12,47,37,34,6,31,7,35,8,37,51,25,15,23,17,15,10,22,19,49,60,11,26,6,33,30,16,58,17,6,13,49,31,43,12,45,30,50,28,11,10,29,37,37,26,49,9,37,30,16,28,6,13,7,62,38,25,39,16,10
v18,36,28,30,44,25,41,56,25,19,35,12,13,36,28,41,37,43,0,45,43,37,9,14,28,36,37,29,40,22,38,5,23,31,49,27,20,28,21,33,35,34,37,33,15,29,5,51,7,19,44,59,16,32,35,11,45,20,41,26,22,9,58,49,7,46,13,17,23,57,11,20,30,6,39,44,33,42,20,31,40,31,33,45,43,24,36,54,47,12,28,38,22,24,14,47,14,32,22,44,26,55,44,24,17,37,34,36,32,35,18,10,44,30,30,26,28,33,25,42,12,17,54,23,37,12,13,53,15,36,45,50,6,36,10,53,10,35,13,15,32,43,26,34,32,37,6,52,16,27,59,15,43,30,50,19,5,44,8,37,53
v19,39,17,23,1,42,22,11,32,36,42,57,58,19,21,6,32,10,45,0,36,44,36,59,35,29,8,22,35,29,31,40,34,24,4,36,65,35,38,40,10,17,30,14,30,28,44,22,44,26,13,14,41,13,34,34,2,25,48,19,49,54,13,16,38,1,48,28,36,12,56,25,37,43,20,51,18,15,27,22,33,16,26,52,50,25,23,21,8,47,35,23,41,41,55,4,31,23,47,7,19,10,37,39,36,16,41,9,37,14,39,53,35,15,33,19,17,12,20,29,51,62,15,28,8,35,32,8,60,27,4,23,51,41,45,8,47,40,52,30,13,2,23,27,39,16,51,9,39,28,18,30,4,15,9,64,40,15,41,8,8
v20,75,33,13,35,24,14,29,68,24,78,55,42,55,57,30,14,46,43,36,0,80,44,43,71,9,44,58,71,21,11,46,66,12,38,70,47,71,22,76,40,19,6,50,38,64,48,58,50,44,49,32,27,23,16,38,34,55,84,35,31,46,43,52,50,37,56,32,20,42,46,29,73,49,56,87,18,21,23,58,3,20,10,88,86,19,59,57,44,31,17,59,65,23,37,40,39,59,65,29,27,46,1,67,60,52,77,41,19,50,25,53,71,31,69,53,53,46,24,65,33,50,51,20,40,31,40,30,42,63,40,59,43,77,53,34,33,76,56,50,47,36,17,9,75,20,45,45,27,16,54,44,40,39,45,46,44,21,35,30,44
v21,17,47,67,45,62,66,53,12,56,4,31,38,25,23,50,74,34,37,44,80,0,36,37,9,73,36,22,21,59,75,34,14,68,42,10,39,9,58,6,40,61,74,30,42,16,32,32,30,36,31,48,53,57,72,42,46,25,8,45,59,34,39,30,30,43,24,48,60,38,34,51,7,31,24,7,62,59,57,22,77,60,70,8,6,61,21,35,36,49,65,21,15,61,51,40,41,21,21,51,53,36,81,13,20,28,13,39,69,30,55,27,25,49,11,27,27,34,56,23,49,36,35,60,40,49,40,50,46,17,40,31,37,17,27,46,47,16,26,30,33,44,63,71,13,60,35,35,53,64,40,36,40,41,35,38,36,59,45,50,36
v22,31,19,31,35,26,32,47,24,20,34,21,22,27,19,32,38,34,9,36,44,36,0,23,27,37,28,20,31,23,39,4,22,32,40,26,29,27,22,32,26,25,38,24,6,20,8,42,8,10,35,50,17,23,36,6,36,11,40,17,23,18,49,40,6,37,12,12,24,48,20,15,29,7,30,43,26,33,21,22,41,24,34,44,42,25,27,45,38,13,29,29,21,25,19,38,5,23,21,35,17,46,45,23,16,28,33,27,33,26,19,17,35,21,25,17,19,24,20,33,15,26,45,24,28,13,4,44,24,27,36,41,15,33,9,44,11,32,16,6,23,34,27,35,31,28,15,43,17,28,50,6,34,21,41,28,4,35,9,28,44
v23,50,42,44,58,25,55,70,31,23,35,12,1,50,42,55,37,57,14,59,43,37,23,0,28,36,51,43,54,30,38,19,25,37,63,27,6,42,21,39,49,48,47,47,29,43,15,65,15,33,58,73,18,46,35,25,59,34,41,40,22,5,72,63,21,60,13,31,23,71,3,34,30,16,53,44,47,56,32,45,40,45,45,45,43,34,50,68,61,12,28,52,22,24,14,61,28,46,22,58,40,69,44,24,23,51,46,50,32,49,20,10,58,44,44,40,42,47,39,56,12,7,68,31,51,24,27,67,9,50,59,64,8,50,14,67,12,49,13,29,46,57,36,40,32,51,8,66,20,31,73,29,57,44,64,5,19,58,18,51,67
v24,22,38,58,36,53,57,44,3,47,7,26,29,22,14,41,65,29,28,35,71,9,27,28,0,64,27,15,26,50,66,25,5,59,35,5,34,14,49,11,31,52,65,21,33,15,23,37,21,27,30,45,44,48,63,33,37,16,13,36,50,25,44,35,21,34,17,39,51,43,25,42,2,22,25,16,53,50,48,17,68,51,61,17,15,52,22,40,33,40,56,24,10,52,42,33,32,18,16,42,44,41,72,8,11,23,18,30,60,21,46,22,30,40,16,18,18,25,47,28,40,31,40,51,31,40,31,41,37,22,31,36,28,22,18,39,38,21,21,21,24,35,54,62,8,51,26,38,44,55,45,27,31,32,36,33,27,50,36,41,39
v25,68,26,12,28,15,23,38,61,17,71,48,35,48,50,23,5,39,36,29,9,73,37,36,64,0,37,51,64,14,2,39,59,5,31,63,38,64,15,69,33,16,15,43,31,57,41,51,43,37,42,41,20,16,7,31,27,48,77,28,22,39,40,45,43,30,49,25,13,39,39,22,66,42,49,80,15,24,16,51,6,13,13,81,79,12,52,50,37,24,8,52,58,14,28,33,32,52,58,26,20,39,10,60,53,45,70,34,10,43,18,46,64,24,62,46,46,39,17,58,24,43,44,13,33,24,33,35,33,56,33,52,36,70,46,35,26,69,49,43,40,29,10,8,68,19,38,38,20,9,47,37,33,32,38,37,37,26,28,23,37
v26,31,11,31,9,34,30,19,24,28,34,49,50,11,13,14,38,6,37,8,44,36,28,51,27,37,0,14,27,23,39,32,26,32,12,28,57,27,30,32,4,25,38,6,22,20,36,14,36,18,7,22,33,21,36,26,10,17,40,11,41,46,21,12,30,9,40,20,28,20,48,17,29,35,12,43,26,23,21,14,41,24,34,44,42,25,15,17,10,39,29,15,33,33,47,10,23,15,39,15,17,18,45,31,28,8,33,3,33,6,31,45,27,13,25,11,9,4,20,21,43,54,17,24,4,27,24,16,52,19,8,15,43,33,37,16,39,32,44,22,5,8,27,35,31,24,43,15,31,28,22,22,6,7,13,56,32,23,33,14,16
v27,17,25,45,23,40,44,31,12,34,20,41,42,7,1,28,52,14,29,22,58,22,20,43,15,51,14,0,13,37,53,24,18,46,20,20,49,13,36,18,18,39,52,8,20,6,28,22,28,14,15,30,31,35,50,20,24,9,26,23,37,38,29,20,22,21,32,26,38,28,40,29,15,27,10,29,40,37,35,2,55,38,48,30,28,39,7,25,18,31,43,9,25,39,39,18,19,3,31,29,31,26,59,23,20,8,19,17,47,8,33,37,15,27,11,5,5,12,34,13,35,46,25,38,18,27,18,28,44,7,18,21,35,19,29,24,31,18,36,14,11,22,41,49,23,38,35,23,31,42,30,14,18,19,21,48,24,37,25,28,24
v28,4,38,58,36,53,57,44,23,47,25,52,53,16,14,41,65,25,40,35,71,21,31,54,26,64,27,13,0,50,66,35,29,59,33,31,60,12,49,15,31,52,65,21,33,11,39,13,39,27,22,39,44,48,63,33,37,20,13,36,50,49,28,19,33,34,43,39,51,29,51,42,24,38,15,16,53,50,48,13,68,51,61,17,19,52,12,14,27,42,56,12,36,52,50,31,32,12,42,42,44,25,72,34,31,19,8,30,60,21,46,48,4,40,10,18,18,25,47,6,46,57,20,51,31,40,31,41,55,8,31,12,46,6,40,37,42,5,47,25,24,35,54,62,34,51,46,26,44,55,19,27,31,32,26,59,35,50,36,41,27
v29,54,12,14,28,13,25,40,47,7,57,34,29,34,36,25,15,27,22,29,21,59,23,30,50,14,23,37,50,0,16,25,45,9,33,49,36,50,9,55,19,18,17,29,17,43,27,37,29,23,28,43,12,16,13,17,29,34,63,14,20,25,42,33,29,30,35,11,7,41,27,8,52,28,35,66,17,26,2,37,18,15,15,67,65,4,38,38,31,18,6,38,44,12,26,31,18,38,44,28,10,39,22,46,39,31,56,20,10,29,10,32,50,14,48,32,32,25,9,44,22,33,38,1,21,10,19,37,31,42,29,38,22,56,32,37,18,55,35,29,26,27,6,12,54,21,24,36,10,5,43,23,27,18,34,35,23,28,14,21,37
v30,70,28,14,30,13,25,40,63,19,73,50,37,50,52,25,3,41,38,31,11,75,39,38,66,2,39,53,66,16,0,41,61,7,33,65,40,66,17,71,35,18,17,45,33,59,43,53,45,39,44,43,22,18,5,33,29,50,79,30,20,41,42,47,45,32,51,27,15,41,41,24,68,44,51,82,17,26,18,53,8,15,15,83,81,14,54,52,39,26,10,54,60,14,26,35,34,54,60,28,22,41,12,62,55,47,72,36,8,45,20,48,66,26,64,48,48,41,19,60,26,45,46,15,35,26,35,37,31,58,35,54,38,72,48,37,28,71,51,45,42,31,12,10,70,21,40,40,22,11,49,39,35,34,40,39,39,28,30,25,39
v31,31,23,33,39,28,36,51,22,22,32,17,18,31,23,36,40,38,5,40,46,34,4,19,25,39,32,24,35,25,41,0,20,34,44,24,25,25,24,30,30,29,40,28,10,24,4,46,4,14,39,54,19,27,38,8,40,15,38,21,25,14,53,44,4,41,10,14,26,52,16,17,27,3,34,41,28,37,23,26,43,26,36,42,40,27,31,49,42,15,31,33,19,27,17,42,9,27,19,39,21,50,47,21,14,32,31,31,35,30,21,13,39,25,25,21,23,28,22,37,15,22,49,26,32,15,8,48,20,31,40,45,11,31,7,48,13,30,12,10,27,38,29,37,29,32,11,47,19,30,54,10,38,25,45,24,2,39,11,32,48
v32,25,33,53,33,48,52,45,6,42,12,23,24,25,17,36,60,32,23,34,66,14,22,25,5,59,26,18,29,45,61,20,0,54,38,4,31,17,44,14,26,47,60,22,28,18,18,40,16,22,33,48,39,43,58,28,34,11,18,31,45,20,47,38,16,35,14,34,46,46,22,37,7,17,28,21,48,45,43,20,63,46,56,22,20,47,25,43,36,35,51,27,7,47,37,36,27,21,13,37,39,44,67,5,6,26,21,25,55,24,41,19,33,35,19,15,17,22,42,31,35,28,43,46,26,35,26,42,32,25,34,39,23,25,13,42,33,24,18,16,21,32,49,57,9,46,21,41,39,50,48,22,32,27,39,30,22,45,31,36,42
v33,63,21,7,23,20,18,33,56,14,66,43,36,43,45,18,10,34,31,24,12,68,32,37,59,5,32,46,59,9,7,34,54,0,26,58,43,59,16,64,28,11,10,38,26,52,36,46,38,32,37,36,19,11,12,26,22,43,72,23,27,34,35,40,38,25,44,20,14,34,34,17,61,37,44,75,10,19,11,46,9,8,8,76,74,7,47,45,32,25,13,47,53,19,33,28,27,47,53,21,15,34,13,55,48,40,65,29,15,38,17,41,59,19,57,41,41,34,12,53,29,40,39,8,28,19,28,30,38,51,28,47,31,65,41,30,25,64,44,38,35,24,5,3,63,14,33,33,17,6,42,32,28,27,33,42,32,21,23,18,32
v34,37,21,25,5,46,24,11,32,40,40,61,62,17,21,8,36,8,49,4,38,42,40,63,35,31,12,20,33,33,33,44,38,26,0,40,69,33,42,38,14,19,32,16,34,26,48,20,48,30,11,10,45,17,38,38,4,29,46,23,53,58,9,14,42,3,52,32,40,8,60,29,35,47,18,49,20,17,31,20,35,18,28,50,48,29,21,19,6,51,39,21,45,45,59,2,35,21,51,9,23,8,39,43,40,14,39,13,41,14,43,57,33,19,31,23,21,16,24,27,55,66,13,32,12,39,36,8,64,25,4,21,55,39,49,4,51,38,56,34,17,6,27,29,43,18,55,7,43,32,16,34,6,19,7,68,44,17,45,12,6
v35,27,37,57,35,52,56,47,8,46,8,21,28,27,19,40,64,34,27,36,70,10,26,27,5,63,28,20,31,49,65,24,4,58,40,0,29,19,48,16,30,51,64,24,32,20,22,42,20,26,35,50,43,47,62,32,36,15,18,35,49,24,49,40,20,37,14,38,50,48,24,41,7,21,30,17,52,49,47,22,67,50,60,18,16,51,27,45,38,39,55,29,5,51,41,38,31,23,11,41,43,46,71,3,10,28,23,29,59,26,45,17,35,39,21,17,19,24,46,33,39,26,45,50,30,39,30,44,36,27,36,41,27,27,17,44,37,26,16,20,23,34,53,61,5,50,25,43,43,54,50,26,34,31,41,28,26,49,35,40,44
v36,56,48,50,64,27,61,76,37,29,35,10,7,56,48,61,39,63,20,65,47,39,29,6,34,38,57,49,60,36,40,25,31,43,69,29,0,48,27,45,55,54,53,53,35,49,21,71,21,39,64,79,24,52,37,31,65,40,47,46,24,11,78,69,27,66,17,37,29,77,9,40,36,22,59,46,53,62,38,51,44,51,51,45,41,40,56,74,67,18,30,58,24,26,16,67,34,52,20,64,46,75,48,26,29,57,52,56,34,55,26,12,64,50,50,46,48,53,45,62,14,5,74,37,57,30,33,73,11,56,65,70,14,56,20,73,18,55,13,35,52,63,42,46,30,57,14,72,26,37,79,35,63,50,70,1,25,64,24,57,73
v37,8,38,58,36,53,57,44,11,47,13,40,41,16,14,41,65,25,28,35,71,9,27,42,14,64,27,13,12,50,66,25,17,59,33,19,48,0,49,5,31,52,65,21,33,7,27,23,27,27,22,39,44,48,63,33,37,16,13,36,50,37,30,21,21,34,31,39,51,29,39,42,12,26,15,16,53,50,48,13,68,51,61,17,15,52,12,26,27,40,56,12,24,52,42,31,32,12,30,42,44,27,72,22,19,19,6,30,60,21,46,36,16,40,2,18,18,25,47,14,40,45,26,51,31,40,31,41,43,8,31,22,34,8,28,37,38,7,35,21,24,35,54,62,22,51,34,26,44,55,31,27,31,32,26,47,27,50,36,41,27
v38,53,21,23,37,4,34,49,46,2,56,33,20,33,35,34,16,36,21,38,22,58,22,21,49,15,30,36,49,9,17,24,44,16,42,48,27,49,0,54,28,27,26,28,16,42,26,44,28,22,37,52,5,25,14,16,38,33,62,19,11,24,51,42,28,39,34,10,2,50,24,13,51,27,34,65,26,35,11,36,19,24,24,66,64,13,37,47,40,9,7,37,43,3,17,40,17,37,43,37,19,48,23,45,38,30,55,29,11,28,3,31,49,23,47,31,31,26,18,43,13,28,47,10,30,9,18,46,22,41,38,43,21,55,31,46,11,54,34,28,25,36,15,19,53,30,23,45,5,10,52,22,36,23,43,26,22,37,13,30,46
v39,11,43,63,41,58,62,49,8,52,10,37,38,21,19,46,70,30,33,40,76,6,32,39,11,69,32,18,15,55,71,30,14,64,38,16,45,5,54,0,36,57,70,26,38,12,28,26,26,32,27,44,49,53,68,38,42,21,8,41,55,34,33,24,26,39,28,44,56,34,36,47,9,27,20,11,58,55,53,18,73,56,66,12,10,57,17,29,32,45,61,17,21,57,47,36,37,17,27,47,49,30,77,19,16,24,7,35,65,26,51,33,19,45,7,23,23,30,52,17,45,42,29,56,36,45,36,46,42,13,36,25,33,11,25,42,43,10,32,26,29,40,59,67,19,56,31,31,49,60,34,32,36,37,31,44,32,55,41,46,32
v40,35,7,27,9,32,26,21,28,26,38,47,48,15,17,10,34,8,35,10,40,40,26,49,31,33,4,18,31,19,35,30,26,28,14,30,55,31,28,36,0,21,34,10,20,24,34,18,34,16,9,24,31,17,32,24,10,15,44,9,39,44,23,14,28,11,38,18,26,22,46,15,33,33,16,47,22,19,17,18,37,20,30,48,46,21,19,19,12,37,25,19,31,31,45,12,21,19,37,11,13,20,41,29,26,12,37,1,29,10,29,43,31,9,29,13,13,6,16,25,41,52,19,20,2,25,22,18,50,23,10,19,41,37,35,18,37,36,42,20,7,8,23,31,35,20,41,17,29,24,24,20,8,5,15,54,30,19,31,10,18
