,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v89,45,46,15,62,33,57,15,55,47,55,20,27,65,56,37,55,41,19,34,43,50,32,61,42,42,40,32,40,49,32,30,29,37,44,63,48,36,45,43,55,70,43,24,75,38,45,30,79,44,53,20,59,44,63,80,39,40,39,12,33,26,30,26,36,26,23,33,60,40,41,54,47,19,53,43,46,52,8,15,26,13,41,49,49,47,54,39,20,0,63,39,25,31,8,53,24,46,13,5,20,19,38,39,48,45,44,31,31,73,40,26,45,7,38,46,50,60,5,46,32,24,61,74,11,46,64,81,35,50,18,41,13,25,66,43,30,40,1,37,32,33,77,36,21,29,12,52,32,52,50,30,28,42,27,39,32,38,17,24,20,50,6,12,42,62,61,51,15,35,20,42,67,34,6,53,15,18,58,26,43,30,29,23,33,7,22,71,3,55,24,6,46,24,29,67,22,33,24,16,77,58,26,42,34,16,74,32,35,37,50,71,22,33,47,26,61,57,45,26,23,47,31,42,6,17,62,22,24,47,61,17,25,19,8,55,39,26,76,30,40,33,19,30,33,69,60,34,50,38,13,62,33,17,39,24,45,32,20,53,50,49,64,49,48,30,25,45,20,22,33,31,11,30,60,50,33,44,48,22,21,42,33,26,6,25,12,49,36,35,28,70,48,23,35,56,30,61,38,18,28,41,29,25,34,59,44,50,31,20,44,41,40,27,12,31,17,25,41,29,72
v90,34,39,76,17,30,34,66,16,16,32,67,50,24,31,52,8,34,70,61,20,19,31,2,31,21,45,41,23,26,31,33,34,26,23,4,21,33,18,20,20,7,34,47,12,25,28,33,16,19,42,43,6,51,2,17,24,23,44,51,40,37,33,53,43,59,40,52,33,29,22,35,16,44,10,22,31,11,55,48,55,66,22,34,30,36,11,24,47,63,0,24,50,54,55,36,43,45,50,68,43,44,53,24,15,18,19,44,32,20,39,51,30,70,33,17,45,29,58,17,53,39,8,17,70,39,17,18,62,23,45,22,76,38,11,34,33,27,62,26,31,50,14,45,42,54,75,11,31,29,17,57,37,41,36,24,47,27,46,55,55,41,65,51,47,19,2,12,48,32,43,39,28,33,61,22,56,47,7,37,40,47,42,46,52,62,49,8,64,28,39,69,31,59,34,20,43,30,69,57,14,35,43,21,29,47,21,59,28,36,27,12,41,46,16,65,26,32,44,53,42,30,38,21,59,70,25,65,39,20,6,74,40,74,57,30,24,49,13,33,45,30,44,43,50,20,35,49,23,39,50,21,30,72,50,39,18,31,43,32,25,44,7,28,33,63,38,32,43,71,38,36,66,37,33,25,58,45,15,45,42,21,34,67,57,52,73,32,27,38,35,7,35,60,40,19,37,6,37,45,55,36,40,38,45,22,43,23,32,43,19,46,23,36,51,34,46,38,28,52,17
v91,32,25,52,23,6,20,42,16,8,42,43,26,26,43,38,20,20,46,47,6,33,7,22,29,19,27,19,7,36,7,9,10,4,31,24,35,23,18,10,16,31,30,33,36,1,32,15,40,5,28,19,20,37,24,41,26,3,26,27,26,17,9,39,29,35,16,38,47,27,6,21,10,20,20,30,17,17,31,28,31,42,24,20,16,22,25,20,33,39,24,0,26,30,31,40,19,31,26,44,19,20,29,10,9,14,5,30,14,34,25,27,32,46,25,7,31,21,34,15,39,15,22,35,46,33,25,42,48,37,21,22,52,14,27,20,9,13,38,18,11,26,38,23,26,40,51,13,7,15,11,43,23,29,12,14,23,25,22,31,31,27,41,27,29,23,22,18,24,22,25,25,28,19,37,14,32,23,19,13,30,23,18,32,28,38,35,32,40,16,15,45,33,35,16,28,29,12,45,33,38,21,29,27,13,23,35,45,4,22,13,32,17,22,24,41,22,18,30,39,28,16,18,9,35,46,23,41,15,8,22,50,26,50,33,42,6,25,37,11,31,8,20,29,36,30,21,25,11,25,26,23,16,48,26,15,10,19,19,40,37,36,25,36,19,39,14,32,19,47,24,22,42,17,47,11,34,31,15,21,20,15,20,43,33,38,49,36,5,22,13,31,35,36,26,17,23,22,25,21,41,22,26,18,21,20,31,37,12,19,5,28,5,12,27,18,24,16,14,38,33
v92,20,37,26,49,20,44,16,42,34,30,17,2,52,31,50,42,32,20,59,30,37,19,48,19,29,15,9,27,24,19,17,20,24,27,50,31,17,32,30,42,57,18,45,62,25,22,27,66,31,40,21,46,49,50,67,26,27,14,17,38,29,17,51,41,9,10,50,35,21,28,41,34,12,40,28,33,39,29,40,5,16,28,36,36,34,41,26,45,25,50,26,0,6,17,28,7,43,28,22,7,28,13,26,35,32,31,42,18,60,37,1,20,20,17,33,43,47,22,33,51,11,48,61,20,21,51,68,60,33,23,28,26,12,53,32,17,27,24,24,19,8,64,11,38,52,25,39,19,39,37,55,35,17,24,26,7,23,14,5,5,39,19,19,17,49,48,38,22,18,37,37,54,31,19,40,10,7,45,13,18,5,8,44,8,18,47,58,22,42,21,19,21,9,16,54,41,20,19,9,64,45,41,29,21,33,61,57,22,34,37,58,9,8,34,15,48,44,42,51,40,34,12,29,31,20,49,15,11,34,48,24,38,24,33,30,26,1,63,23,43,20,6,41,48,56,47,9,37,13,38,49,28,22,14,11,32,19,13,28,25,24,51,24,35,13,22,20,29,21,36,34,16,13,35,37,8,19,35,5,32,29,32,17,25,50,23,24,23,12,25,57,23,10,38,43,35,48,13,13,53,34,38,30,9,46,19,31,18,31,31,16,27,14,13,16,36,28,28,50,59
v93,20,43,22,53,24,48,16,46,38,24,13,4,56,25,56,46,38,16,65,34,41,23,52,23,33,9,13,31,28,23,21,26,28,31,54,35,21,36,34,46,61,20,51,66,29,26,33,70,35,46,27,50,55,54,71,30,31,10,23,44,35,21,57,47,5,14,56,29,25,32,45,38,18,44,32,37,43,35,46,5,18,32,40,40,40,45,30,51,31,54,30,6,0,23,22,11,49,34,28,11,34,7,30,39,36,35,48,22,64,43,5,24,26,21,37,49,51,28,37,57,15,52,65,20,15,55,72,66,37,29,32,22,16,57,38,21,31,30,28,23,4,68,9,44,58,21,43,23,43,41,61,41,13,30,30,7,27,20,7,11,45,25,25,11,53,52,42,28,22,43,43,58,37,25,44,16,13,49,17,14,7,12,50,2,24,53,62,28,46,27,25,23,7,20,58,47,24,15,15,68,49,47,33,25,39,65,63,26,40,41,62,13,8,38,11,52,48,48,57,46,38,16,33,37,16,53,11,15,38,52,20,44,20,39,24,30,5,67,29,49,24,12,47,54,60,51,5,41,15,44,53,34,18,8,15,36,23,19,22,29,18,55,26,39,9,28,22,35,17,42,40,20,17,29,41,4,13,39,9,38,33,38,13,31,56,19,22,27,16,31,61,19,8,44,47,41,52,17,19,59,40,44,36,9,50,13,35,22,37,35,10,31,18,19,20,42,34,32,56,63
v94,37,38,21,54,25,49,11,47,39,47,12,19,57,48,33,47,33,15,42,35,42,24,53,34,34,32,24,32,41,24,22,21,29,36,55,40,28,37,35,47,62,35,28,67,30,37,22,71,36,45,12,51,36,55,72,31,32,31,4,25,18,22,34,28,18,15,33,52,32,33,46,39,11,45,35,38,44,12,23,18,11,33,41,41,39,46,31,28,8,55,31,17,23,0,45,16,38,11,13,12,11,30,31,40,37,36,25,23,65,32,18,37,15,30,38,42,52,5,38,34,16,53,66,15,38,56,73,43,42,10,33,21,17,58,35,22,32,7,29,24,25,69,28,21,35,20,44,24,44,42,38,20,34,19,31,24,30,9,16,12,42,10,4,34,54,53,43,7,27,20,34,59,26,6,45,7,10,50,18,35,22,21,27,25,7,30,63,9,47,16,14,38,16,21,59,24,25,16,8,69,50,24,34,26,16,66,40,27,29,42,63,14,25,39,18,53,49,37,34,23,39,23,34,14,15,54,14,16,39,53,19,21,19,16,47,31,18,68,22,32,25,11,24,31,61,52,26,42,30,21,54,25,17,31,16,37,24,12,45,42,41,56,41,40,22,17,37,12,16,25,23,11,22,52,42,25,36,40,14,15,34,25,18,8,33,18,41,28,27,20,62,40,15,27,48,22,53,30,10,36,33,21,17,26,51,36,42,23,14,36,33,32,19,4,23,19,17,33,33,64
v95,8,65,40,43,44,60,38,42,40,4,33,26,50,5,78,28,60,34,87,46,23,35,34,11,21,13,21,33,10,43,33,48,44,13,36,17,17,22,30,46,43,10,73,48,39,8,55,52,45,68,49,32,77,36,53,14,37,14,45,66,57,39,79,69,27,32,78,9,13,34,61,30,40,26,14,57,25,57,68,27,40,16,60,56,62,27,20,73,53,36,40,28,22,45,0,29,71,56,50,33,56,17,30,35,26,41,70,26,46,65,27,8,48,15,39,71,55,50,25,79,31,34,47,42,7,43,54,88,19,51,18,42,30,39,60,41,53,52,22,29,20,50,17,66,80,41,33,33,55,43,83,63,11,52,26,21,15,42,29,33,67,47,47,11,45,34,24,50,18,65,65,54,59,47,48,38,35,33,39,10,23,24,72,20,46,75,44,50,54,49,47,7,29,24,46,69,28,33,37,50,61,69,15,27,61,47,85,44,62,53,44,31,20,20,29,52,58,70,79,68,56,22,31,59,36,51,31,29,46,34,38,66,38,61,6,34,27,49,51,71,32,34,69,76,46,61,19,49,15,66,47,56,36,14,33,30,21,41,4,11,8,37,8,59,27,50,8,57,35,64,62,42,23,7,51,22,9,25,31,60,25,60,31,53,78,41,4,35,18,53,43,5,30,66,45,63,34,15,41,81,62,66,58,19,48,9,17,28,59,39,12,35,30,41,22,64,56,54,78,45
v96,21,36,33,42,15,37,23,35,27,31,24,7,45,32,49,35,31,27,58,23,30,12,41,18,22,16,8,20,25,14,10,19,17,20,43,24,12,25,23,35,50,19,44,55,18,21,26,59,24,39,20,39,48,43,60,19,20,15,16,37,28,10,50,40,16,3,49,36,16,21,34,27,11,33,21,28,32,28,39,12,23,21,31,29,33,34,19,44,24,43,19,7,11,16,29,0,42,27,25,4,27,14,19,28,25,24,41,11,53,36,8,21,27,14,26,42,40,21,26,50,4,41,54,27,22,44,61,59,26,22,21,33,5,46,31,12,24,23,17,12,9,57,12,37,51,32,32,12,32,30,54,34,18,23,19,8,16,13,12,12,38,22,18,18,42,41,31,21,11,36,36,47,30,18,33,13,6,38,10,19,6,5,43,9,19,46,51,21,35,20,26,22,16,9,47,40,13,26,14,57,38,40,22,14,32,54,56,15,33,30,51,2,9,27,22,41,37,41,50,39,27,7,22,30,27,42,22,4,27,41,31,37,31,32,31,19,6,56,22,42,13,5,40,47,49,40,10,30,14,37,42,27,29,15,4,25,12,12,29,26,25,44,25,30,20,21,21,28,28,35,33,23,6,36,30,15,20,28,2,31,22,31,24,24,49,30,25,16,11,24,50,24,17,37,36,34,41,14,12,52,33,37,29,10,39,20,26,11,30,24,17,20,7,12,9,35,27,25,49,52
v97,63,6,59,28,27,11,49,29,31,73,50,45,21,74,9,51,11,53,16,25,64,36,45,60,50,58,50,38,67,28,38,23,27,62,41,66,54,49,41,25,44,61,22,37,32,63,16,35,26,7,26,51,6,47,34,57,34,57,34,13,20,32,22,10,44,39,13,78,58,37,10,41,31,51,61,14,48,38,31,44,49,55,11,15,9,56,51,26,46,45,31,43,49,38,71,42,0,33,51,38,27,56,41,36,45,30,15,45,27,6,44,63,53,56,32,4,16,41,46,14,40,37,28,53,64,28,35,17,68,28,53,59,41,34,11,30,18,45,49,42,51,33,54,25,17,58,38,38,16,28,18,18,60,19,45,50,56,29,42,38,4,48,34,60,26,43,49,31,53,26,6,21,12,44,23,39,36,38,32,61,48,47,23,51,45,24,37,47,17,22,52,64,42,47,25,24,43,52,40,35,12,20,58,44,30,28,16,27,9,18,33,40,51,55,48,19,13,1,20,23,15,49,40,42,53,20,48,42,25,51,57,21,57,40,73,37,44,32,20,6,39,37,16,13,25,14,52,22,56,33,24,15,55,57,38,41,50,30,71,68,67,38,67,12,48,21,63,26,54,13,15,49,48,78,20,51,62,46,40,25,46,13,50,40,21,56,67,36,53,18,38,66,43,11,26,16,39,56,30,18,9,17,21,52,23,62,68,43,26,32,59,36,41,34,49,29,21,17,17,28
v98,48,33,26,49,20,44,18,42,34,58,23,30,52,59,24,42,28,22,31,30,49,21,48,45,35,43,35,27,52,19,23,16,24,47,50,51,39,34,30,42,57,46,17,62,25,48,17,66,31,40,7,46,31,50,67,42,27,42,11,20,13,17,23,23,29,24,22,63,43,28,41,34,16,40,46,33,39,5,12,29,16,40,36,36,34,41,36,17,13,50,26,28,34,11,56,27,33,0,18,23,6,41,26,35,32,31,18,30,60,27,29,48,20,41,33,37,47,8,33,23,25,48,61,20,49,51,68,32,53,5,38,26,26,53,30,17,27,12,34,27,36,64,39,10,24,25,39,23,39,37,27,15,45,14,30,35,41,14,27,23,37,15,9,45,49,48,38,6,38,9,29,54,21,11,40,18,21,45,17,46,33,32,16,36,12,19,58,14,42,11,19,49,27,32,54,13,28,27,19,64,45,13,43,29,5,61,29,22,24,37,58,25,36,40,29,48,44,32,23,12,34,34,29,9,20,49,25,27,34,48,24,12,24,7,58,26,29,63,17,27,24,22,17,20,56,47,37,37,41,10,49,20,22,42,23,32,35,15,56,53,52,51,52,35,33,12,48,7,25,20,18,16,33,63,37,36,47,35,25,8,31,20,29,7,22,23,52,23,38,15,57,51,26,22,43,17,48,41,15,25,28,16,12,37,46,47,53,28,7,31,44,27,26,15,34,8,12,28,22,59
v99,42,51,12,67,38,62,12,60,52,52,17,24,70,53,42,60,46,16,37,48,55,37,66,39,47,37,29,45,46,37,35,34,42,45,68,49,35,50,48,60,75,40,29,80,43,42,35,84,49,58,25,64,49,68,85,44,45,36,17,38,31,35,29,41,23,28,38,57,39,46,59,52,24,58,46,51,57,13,20,23,10,46,54,54,52,59,44,25,5,68,44,22,28,13,50,25,51,18,0,25,24,35,44,53,50,49,36,36,78,45,23,42,2,35,51,55,65,10,51,37,29,66,79,8,43,69,86,38,51,23,46,8,30,71,48,35,45,6,42,37,30,82,33,26,34,9,57,37,57,55,33,33,39,32,44,29,41,22,21,17,55,3,17,39,67,66,56,20,36,25,47,72,39,7,58,12,21,63,31,40,27,26,28,30,6,27,76,4,60,29,3,43,21,34,72,27,38,21,13,82,63,31,47,39,21,79,35,40,42,55,76,27,30,52,23,66,62,50,31,28,52,30,47,9,14,67,19,29,52,66,14,30,16,11,52,44,23,81,35,45,38,24,35,38,74,65,31,55,35,18,67,38,14,36,29,50,37,25,50,47,46,69,46,53,27,30,42,25,19,38,36,8,31,57,55,30,41,53,23,26,47,38,23,11,30,9,46,41,32,33,75,45,20,40,61,35,66,35,23,33,46,34,30,31,64,41,49,36,25,49,38,45,32,17,34,22,30,46,34,77
v100,25,32,33,42,13,37,23,35,27,35,24,7,45,36,45,35,27,27,54,23,30,12,41,22,22,20,12,20,29,12,10,15,17,24,43,28,16,25,23,35,50,23,40,55,18,25,22,59,24,35,16,39,44,43,60,19,20,19,12,33,24,10,46,36,16,3,45,40,20,21,34,27,7,33,23,26,32,24,35,12,23,21,29,29,29,34,19,40,20,43,19,7,11,12,33,4,38,23,25,0,23,18,19,28,25,24,37,11,53,32,8,25,27,18,26,38,40,17,26,46,4,41,54,27,26,44,61,55,30,18,21,33,5,46,27,10,20,19,17,12,13,57,16,33,47,32,32,12,32,30,50,30,22,19,19,12,18,9,12,12,34,22,14,22,42,41,31,17,15,32,32,47,26,18,33,13,4,38,6,23,10,9,39,13,19,42,51,21,35,16,26,26,16,9,47,36,13,26,14,57,38,36,22,14,28,54,52,15,29,30,51,2,13,27,22,41,37,37,46,35,27,11,22,26,27,42,22,4,27,41,31,33,31,28,35,19,6,56,18,38,13,1,36,43,49,40,14,30,18,33,42,23,29,19,4,25,12,8,33,30,29,44,29,28,20,17,25,24,28,31,29,23,10,40,30,15,24,28,2,27,22,27,24,20,45,30,29,16,15,20,50,28,17,33,36,30,41,18,8,48,29,33,25,14,39,24,30,11,26,24,21,20,7,8,11,31,23,21,45,52
v101,48,27,32,43,14,38,22,36,28,58,23,30,46,59,22,36,22,26,31,24,49,21,42,45,35,43,35,23,52,13,23,10,18,47,44,51,39,34,26,36,51,46,17,56,19,48,11,60,25,34,7,40,25,44,61,42,21,42,11,14,7,17,23,17,29,24,22,63,43,22,35,28,16,36,46,27,33,11,12,29,22,40,30,30,28,41,36,17,19,44,20,28,34,11,56,27,27,6,24,23,0,41,26,29,30,25,14,30,54,21,29,48,26,41,27,31,41,14,31,23,25,42,55,26,49,45,62,32,53,5,38,32,26,47,24,15,21,18,34,27,36,58,39,10,24,31,33,23,33,31,27,9,45,8,30,35,41,14,27,23,31,21,9,45,43,42,34,6,38,9,23,48,15,17,34,18,21,39,17,46,33,32,16,36,18,19,52,20,36,7,25,49,27,32,48,13,28,27,19,58,39,13,43,29,5,55,29,16,18,31,52,25,36,40,29,42,38,26,23,12,28,34,25,15,26,43,25,27,28,42,30,10,30,13,58,22,29,57,11,21,24,22,13,20,50,41,37,31,41,10,43,14,28,42,23,26,35,15,56,53,52,45,52,29,33,6,48,1,27,14,12,22,33,63,31,36,47,31,25,4,31,14,29,13,22,29,52,21,38,9,51,51,26,16,37,11,42,41,15,25,22,10,6,37,40,47,53,28,3,25,44,21,26,15,34,8,6,22,22,53
v102,19,50,23,52,29,47,23,45,37,21,18,11,55,22,63,45,45,19,72,33,40,22,51,22,32,8,12,30,27,28,20,33,29,30,53,34,20,35,33,45,60,19,58,65,28,25,40,69,34,53,34,49,62,53,70,29,30,9,30,51,42,24,64,54,12,17,63,26,24,31,46,37,25,43,31,42,42,42,53,12,25,31,45,41,47,44,29,58,38,53,29,13,7,30,17,14,56,41,35,18,41,0,29,38,35,34,55,21,63,50,12,23,33,20,36,56,50,35,36,64,16,51,64,27,14,54,71,73,36,36,31,27,15,56,45,26,38,37,27,22,5,67,8,51,65,26,42,22,42,40,68,48,12,37,29,6,26,27,14,18,52,32,32,6,52,51,41,35,21,50,50,57,44,32,43,23,20,48,24,13,8,11,57,5,31,60,61,35,45,34,32,22,14,19,57,54,23,16,22,67,48,54,32,24,46,64,70,29,47,40,61,16,7,37,12,51,47,55,64,53,41,15,32,44,21,52,16,14,37,51,21,51,21,46,23,29,12,66,36,56,23,19,54,61,59,50,4,40,14,51,52,41,21,3,18,35,22,26,21,28,11,54,25,44,10,35,21,42,18,49,47,27,16,22,40,5,8,38,16,45,32,45,14,38,63,26,21,26,15,38,60,18,15,51,46,48,51,16,26,66,47,51,43,8,49,10,34,21,44,34,7,30,17,26,19,49,41,39,63,62
v103,22,35,52,23,14,30,42,16,10,32,43,26,26,33,48,16,30,46,57,16,23,7,22,19,9,21,17,3,26,13,9,18,14,21,24,25,13,8,4,16,31,20,43,36,9,22,25,40,15,38,19,20,47,24,41,16,7,20,27,36,27,9,49,39,35,16,48,37,17,4,31,8,20,14,20,27,13,31,38,31,42,14,30,26,32,15,10,43,39,24,10,26,30,31,30,19,41,26,44,19,26,29,0,9,6,11,40,8,34,35,27,22,46,15,9,41,25,34,7,49,15,22,35,46,23,25,42,58,27,21,12,52,14,27,30,11,23,38,8,7,26,38,21,36,50,51,13,7,25,13,53,33,19,22,4,23,15,22,31,31,37,41,27,23,23,22,12,24,12,35,35,28,29,37,18,32,23,19,13,20,23,18,42,28,38,45,32,40,24,19,45,23,35,10,28,39,6,45,33,38,31,39,17,5,31,35,55,14,32,23,32,17,22,14,41,22,28,40,49,38,26,14,3,35,46,23,41,15,16,22,50,36,50,33,32,4,25,37,21,41,6,20,39,46,30,31,25,19,15,36,23,26,48,26,15,6,9,19,30,27,26,25,26,29,39,20,22,27,47,34,32,42,13,37,21,34,21,9,21,30,5,30,43,33,48,49,26,5,14,23,31,25,36,36,17,33,22,15,21,51,32,36,28,21,20,21,27,8,29,9,22,5,12,27,10,34,26,24,48,33
v104,27,30,61,14,15,25,51,7,5,37,52,35,17,38,43,15,25,55,52,11,28,16,13,24,14,30,26,8,31,16,18,19,11,26,15,30,18,13,5,11,22,25,38,27,10,27,20,31,10,33,28,15,42,15,32,21,8,29,36,31,22,18,44,34,44,25,43,42,22,7,26,5,29,15,25,22,12,40,33,40,51,19,25,21,27,20,15,38,48,15,9,35,39,40,35,28,36,35,53,28,29,38,9,0,9,6,35,17,25,30,36,27,55,20,4,36,20,43,10,44,24,13,26,55,28,16,33,53,32,30,17,61,23,18,25,18,18,47,13,16,35,29,30,31,45,60,4,16,20,8,48,28,26,21,9,32,20,31,40,40,32,50,36,32,14,13,13,33,17,30,30,19,24,46,13,41,32,10,22,25,32,27,37,37,47,40,23,49,19,24,54,28,44,19,19,34,15,54,42,29,26,34,22,14,32,26,50,13,27,18,23,26,31,19,50,17,23,35,44,33,21,23,6,44,55,16,50,24,11,15,59,31,59,42,37,9,34,28,18,36,15,29,34,41,21,26,34,14,24,35,14,21,57,35,24,5,16,28,35,32,31,16,31,24,48,23,27,28,56,29,27,51,22,42,16,43,30,10,30,27,10,25,52,42,43,58,31,12,23,20,22,30,45,31,10,28,13,22,30,46,27,31,23,30,13,28,32,17,28,4,31,8,21,36,19,31,23,19,43,24
v105,18,39,58,17,18,34,48,16,14,28,49,32,24,29,52,10,34,52,61,20,19,13,16,15,5,27,23,7,22,17,15,22,18,17,18,21,15,4,4,20,25,16,47,30,13,18,29,34,19,42,25,14,51,18,35,12,11,26,33,40,31,15,53,43,41,22,52,33,13,8,35,4,26,8,16,31,7,37,42,37,48,10,34,30,36,11,6,47,45,18,14,32,36,37,26,25,45,32,50,25,30,35,6,9,0,15,44,14,28,39,33,18,52,15,13,45,29,40,1,53,21,16,29,52,21,19,36,62,23,27,8,58,20,21,34,15,27,44,8,13,32,32,27,40,54,57,7,13,29,17,57,37,23,26,6,29,11,28,37,37,41,47,33,29,19,16,6,30,14,39,39,28,33,43,22,38,29,13,19,22,29,24,46,34,44,49,26,46,28,23,51,19,41,16,22,43,12,51,39,32,35,43,13,11,35,29,59,18,36,27,26,23,28,10,47,26,32,44,53,42,30,20,5,41,52,25,47,21,20,16,56,40,56,39,28,8,31,31,25,45,12,26,43,50,24,35,31,23,21,40,21,30,54,32,21,4,13,25,26,23,26,19,22,33,45,24,18,31,53,38,36,48,19,33,25,40,27,3,27,34,3,34,49,39,52,55,22,9,20,27,25,21,42,40,19,37,16,19,27,55,36,40,32,27,22,25,23,14,33,13,28,9,18,33,16,38,30,28,52,27
v106,33,24,57,18,11,19,47,11,3,43,48,31,21,44,37,21,19,51,46,5,34,12,17,30,20,28,22,8,37,12,14,15,7,32,19,36,24,19,11,11,26,31,32,31,6,33,14,35,4,27,24,21,36,19,36,27,4,27,32,25,18,14,38,28,40,21,37,48,28,7,20,11,25,21,31,16,18,36,29,36,47,25,19,15,21,26,21,32,44,19,5,31,35,36,41,24,30,31,49,24,25,34,11,6,15,0,29,15,29,24,32,33,51,26,2,30,16,39,16,38,20,17,30,51,34,20,37,47,38,26,23,57,19,22,19,14,12,43,19,12,31,33,26,25,39,56,8,12,14,6,42,22,30,17,15,28,26,27,36,36,26,46,32,30,18,17,19,29,23,24,24,23,18,42,9,37,28,14,18,31,28,23,31,33,43,34,27,45,13,20,50,34,40,17,23,28,13,50,38,33,20,28,28,14,28,30,44,9,21,12,27,22,27,25,46,17,17,29,38,27,15,19,10,40,51,18,46,20,5,21,55,25,55,38,43,7,30,32,14,30,11,25,28,35,25,20,30,8,26,31,18,15,53,31,20,11,20,24,41,38,37,20,37,18,44,19,33,24,52,23,21,47,18,48,10,39,32,16,26,23,16,19,48,38,37,54,37,8,23,16,26,36,41,25,12,22,17,26,26,40,21,25,19,26,15,32,38,13,24,2,29,6,17,32,19,27,19,13,37,28
v107,62,15,44,31,26,26,34,28,30,72,37,44,34,73,8,50,10,38,17,24,63,35,44,59,49,57,49,37,66,27,37,22,26,61,40,65,53,48,40,24,43,60,7,44,31,62,15,48,25,22,21,50,13,46,49,56,33,56,25,4,13,31,9,5,43,38,8,77,57,36,23,40,30,50,60,15,47,23,16,43,34,54,18,18,16,55,50,11,31,44,30,42,48,25,70,41,15,18,36,37,14,55,40,35,44,29,0,44,42,9,43,62,38,55,31,19,29,26,45,9,39,36,43,38,63,33,50,18,67,19,52,44,40,35,12,29,17,30,48,41,50,46,53,10,10,43,37,37,21,27,13,7,59,18,44,49,55,28,41,37,19,33,23,59,31,42,48,20,52,11,11,36,11,29,22,32,35,37,31,60,47,46,8,50,30,9,40,32,24,21,37,63,41,46,36,9,42,41,33,46,27,5,57,43,15,43,15,26,8,19,40,39,50,54,43,30,26,14,9,8,16,48,39,27,38,31,39,41,24,50,42,6,42,25,72,36,43,45,19,9,38,36,1,6,38,29,51,21,55,18,31,14,40,56,37,40,49,29,70,67,66,37,66,17,47,20,62,13,39,6,8,34,47,77,19,50,61,45,39,10,45,10,43,25,8,41,66,35,52,17,39,65,40,4,25,7,38,55,29,11,10,4,12,51,28,61,67,42,11,31,58,35,40,29,48,14,14,16,8,41
v108,18,39,44,31,18,34,34,24,16,28,35,18,34,29,52,24,34,38,61,20,19,9,30,15,11,13,9,9,22,17,7,22,18,17,32,21,9,14,12,24,39,16,47,44,13,18,29,48,19,42,23,28,51,32,49,12,11,12,19,40,31,13,53,43,27,8,52,33,13,10,35,16,14,22,16,31,21,31,42,23,34,10,34,30,36,23,8,47,31,32,14,18,22,23,26,11,45,30,36,11,30,21,8,17,14,15,44,0,42,39,19,18,38,11,15,45,29,26,15,53,7,30,43,38,19,33,50,62,23,25,10,44,6,35,34,15,27,30,6,3,18,46,13,40,54,43,21,7,29,19,57,37,15,26,8,15,11,16,23,23,41,33,21,15,31,30,20,24,8,39,39,36,33,29,22,24,15,27,13,16,15,10,46,20,30,49,40,32,28,23,37,19,27,2,36,43,2,37,25,46,35,43,13,3,35,43,59,18,36,27,40,9,14,16,33,30,32,44,53,42,30,6,11,33,38,31,33,7,20,30,42,40,42,35,28,8,17,45,25,45,6,12,43,50,38,35,17,23,11,40,31,30,40,18,7,14,5,15,26,23,22,33,22,33,31,24,18,31,39,38,36,34,5,33,25,26,17,17,13,34,11,34,35,27,52,41,22,9,8,27,39,21,28,40,25,37,30,11,15,55,36,40,32,13,28,17,23,2,33,13,14,9,4,19,4,38,30,28,52,41
