,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v58,20,37,29,11,41,4,34,14,17,29,34,7,25,30,30,47,21,4,53,11,17,43,29,23,25,18,44,19,8,22,19,24,39,16,18,38,17,18,9,27,26,43,13,19,41,36,33,35,12,36,11,37,23,21,23,14,35,0,26,7,35,23,15,26,24,31,30,34,21,16,26,8,18,20,15,52,24,14,42,9,11,12,8,21,39,9,31,24,38,22,6,25,17,20,19,11,25,20,24,15,32,33,24,19,36,30,16,18,22,4,7,50,35,21,26,15,30,44,15,54,25,21,23,38,26,15,36,31,11,40,42,24,19,14,21,11,49,22,24,29,7,30,25,19,37,20,29,13,42,38,27,29,22,27,29,10,18,20,28,25,24,32,33,19,9,15,8,21,29,35,14,47,40,28,17,19,21,14,48,28,21,33,26,12,21,49,26,7,46,26,36,37,40,39,39,30,15,16,30,30,36,25,27,21,39,17,20,17,20,14,23,24,4,19,32,18,37,32,40,39,28,15,7,45,15,4,5,40,23,10,45,17,28,33,53,29,25,29,36,32,22,19,42,33,26,47,9,36,31,28,25,42,35,44,21,32,34,25,26,6,10,16,20,27,6,35,16,28,17,7,20,31,25,18,3,51,18,19,28,30,28,45,13,24,22,12,32,36,46,19,9,15,27,28,41,38,44,9,32,28,17,38,9,24,21,36,9,24,49,19,19,36,6,33,24,6,23,25,13,18
v59,36,49,27,21,67,22,56,40,21,21,60,33,51,10,42,39,5,28,79,21,29,31,55,49,23,8,44,33,34,40,39,50,65,10,44,50,17,44,27,53,52,55,13,45,67,62,53,47,34,62,31,63,35,47,3,14,61,26,0,23,61,49,27,52,36,57,18,60,33,42,52,26,42,46,27,78,44,30,68,35,23,14,18,47,65,17,47,50,64,30,32,27,29,6,27,37,51,14,42,11,52,45,50,45,62,52,42,8,24,24,31,38,49,33,14,33,46,70,41,80,51,17,49,28,52,11,62,33,37,52,30,2,21,12,45,23,75,4,36,53,19,56,51,45,63,32,55,25,68,64,15,41,12,53,41,36,22,46,54,47,50,58,45,45,29,41,34,5,47,61,38,35,66,54,33,45,41,32,74,54,47,33,52,26,33,39,52,19,72,52,48,49,66,39,51,42,27,42,18,56,52,49,43,9,27,43,46,25,28,12,7,36,30,13,44,30,63,44,66,65,54,19,33,71,41,22,29,66,49,16,43,13,54,45,79,43,29,55,48,58,44,19,48,59,10,73,35,48,57,2,51,54,61,70,17,28,46,37,14,32,24,42,18,41,24,61,36,30,31,25,40,5,51,14,29,39,30,43,54,20,40,71,39,20,16,38,44,38,72,7,35,31,39,4,53,64,32,35,58,54,23,64,17,50,39,24,19,36,75,7,13,48,32,51,18,26,49,13,37,28
v60,13,30,22,4,44,5,33,17,10,22,37,10,28,27,37,40,18,11,56,16,24,36,32,26,18,15,37,26,13,17,16,27,42,13,21,45,14,21,16,30,29,50,10,22,44,39,30,42,11,39,8,40,30,24,20,9,38,7,23,0,38,26,22,29,31,34,23,37,28,23,29,15,25,23,22,55,21,21,45,12,18,9,5,24,42,6,38,31,41,15,9,18,24,17,22,14,28,17,31,12,29,40,27,22,39,37,19,15,19,11,14,43,28,28,19,10,37,47,20,57,30,14,26,31,29,12,39,24,16,47,35,21,12,11,28,18,52,19,31,36,4,33,28,22,40,27,32,20,45,41,20,36,19,30,36,13,17,23,31,32,27,35,40,22,16,18,15,18,36,38,21,40,43,31,24,22,28,9,51,31,24,26,29,5,28,42,29,14,49,29,43,44,43,32,32,37,8,19,23,33,29,32,34,18,32,20,23,10,13,11,20,31,11,12,25,25,40,39,43,42,31,14,10,48,18,7,12,43,26,7,38,14,31,40,56,22,18,32,29,35,29,12,35,36,23,50,12,43,34,25,28,49,38,47,18,25,41,32,19,9,17,19,17,20,1,38,23,21,24,14,27,28,28,15,6,44,25,20,31,23,35,48,16,17,15,15,39,29,49,16,12,8,34,25,48,41,37,12,35,31,18,41,6,27,28,29,4,17,52,16,16,43,9,28,21,3,26,22,14,23
v61,25,38,34,40,6,39,35,21,40,40,17,28,10,65,31,48,56,33,18,46,48,44,6,12,38,53,45,28,27,23,22,17,26,51,17,37,52,17,34,12,21,42,48,16,20,29,34,34,27,9,30,2,32,14,58,47,2,35,61,38,0,22,48,13,33,16,45,11,38,19,13,35,19,15,38,17,25,31,7,26,38,47,43,14,4,44,30,23,27,31,29,34,52,55,54,24,20,55,23,50,33,32,21,16,27,29,19,53,57,37,30,51,36,32,49,28,29,9,20,19,22,44,24,39,9,50,25,32,24,39,43,59,40,49,20,44,14,57,37,28,42,27,10,16,14,37,12,46,7,5,48,30,57,14,28,25,53,21,7,24,11,21,32,16,32,20,27,56,28,2,23,48,7,17,28,16,20,29,13,29,14,34,17,35,42,50,25,42,11,9,35,36,15,40,40,29,34,19,47,29,37,24,26,56,40,18,15,36,33,49,58,45,31,48,33,45,22,31,5,10,19,50,28,10,20,39,32,5,14,45,46,52,7,36,18,30,32,6,37,19,21,42,43,20,61,12,26,35,6,63,16,41,8,9,56,33,33,28,51,29,37,19,55,28,37,26,25,31,30,36,21,66,10,53,32,52,41,20,7,41,41,10,22,41,45,23,31,37,13,54,26,30,36,63,40,11,45,26,13,11,52,15,44,11,22,39,42,25,14,54,54,35,29,34,59,35,12,60,24,53
v62,13,16,22,28,26,27,13,19,28,28,39,16,24,53,51,26,44,25,30,34,38,22,20,12,26,41,23,40,27,9,10,39,16,39,19,59,40,27,30,10,43,64,36,18,18,13,12,56,15,13,18,24,44,30,46,35,20,23,49,26,22,0,36,35,45,8,33,11,42,37,9,29,39,15,36,29,5,35,19,24,32,35,31,14,20,32,52,45,15,19,17,22,40,43,42,12,2,43,45,38,11,54,1,20,13,51,21,41,45,25,28,29,14,42,37,16,51,21,34,31,44,32,2,21,21,38,13,16,30,61,23,47,28,37,42,32,26,45,45,50,30,7,26,6,36,41,10,34,21,17,36,50,45,8,50,13,41,3,29,46,25,9,54,14,30,22,29,44,50,24,35,26,17,5,38,22,42,17,25,7,36,16,5,23,42,28,3,30,23,27,57,58,17,18,18,51,22,27,35,7,15,46,48,44,24,26,13,24,21,37,46,45,25,36,11,39,14,53,19,32,41,38,24,22,18,27,26,25,36,33,24,40,15,54,30,8,20,18,15,9,43,30,21,42,49,24,26,57,28,51,38,63,14,21,44,21,55,46,39,17,31,33,43,8,25,12,37,19,38,28,41,54,18,41,20,30,39,6,19,29,49,32,16,29,33,11,53,15,23,42,14,18,48,51,62,15,23,14,35,33,40,37,32,31,42,27,30,13,26,42,42,57,23,12,47,23,26,48,12,41
v63,35,52,44,26,54,17,49,27,32,44,47,20,38,17,17,62,24,15,66,6,2,58,42,36,40,31,59,20,21,37,34,37,52,19,31,23,10,31,14,40,39,28,24,32,54,49,48,34,27,49,26,50,16,34,24,29,48,15,27,22,48,36,0,39,15,44,45,47,10,29,39,13,29,33,10,65,39,17,55,22,10,15,17,34,52,20,34,37,51,37,19,40,4,33,6,26,38,13,29,20,47,26,37,32,49,39,29,21,9,11,18,65,50,16,41,30,33,57,28,67,38,36,38,53,39,16,49,46,24,25,57,29,34,19,32,4,62,31,11,40,18,43,38,32,50,11,42,2,55,51,42,18,15,40,26,25,5,35,41,34,37,45,18,32,16,28,21,30,34,48,25,62,53,41,20,32,28,29,61,43,34,48,39,27,6,64,39,8,59,39,33,30,53,54,54,19,30,29,45,43,51,36,30,36,54,30,33,32,35,21,20,9,17,34,47,3,50,27,53,52,41,8,20,58,28,15,16,53,36,17,60,14,41,18,66,44,40,42,51,45,31,34,57,46,17,60,22,27,44,25,38,27,48,57,10,47,19,20,41,21,11,29,9,42,21,48,23,43,18,12,27,26,38,13,16,66,7,34,41,45,13,58,26,39,37,25,25,51,59,30,24,30,12,23,26,51,59,22,45,41,4,51,22,37,26,51,24,39,62,24,14,21,19,48,11,21,36,14,28,5
v64,34,51,43,31,15,30,48,16,31,43,8,19,11,56,22,61,47,24,27,37,39,57,15,23,39,44,58,19,18,36,33,4,39,42,16,24,43,8,25,25,8,29,39,17,33,42,47,21,26,22,25,11,23,5,49,38,15,26,52,29,13,35,39,0,24,29,44,24,29,10,26,26,10,20,29,26,38,22,18,17,29,38,34,21,15,35,17,10,40,36,20,39,43,46,45,25,33,46,10,41,46,19,34,15,40,16,14,44,48,28,21,64,49,23,40,29,16,18,11,28,9,35,37,52,14,41,38,45,15,26,56,50,33,40,7,35,23,48,28,15,33,40,9,29,11,28,25,37,16,18,41,21,48,27,15,24,44,34,6,11,10,34,23,21,23,13,18,47,15,11,14,61,20,30,19,13,11,28,22,42,5,47,30,26,33,63,38,33,20,8,22,23,28,53,53,20,29,10,44,42,50,11,13,47,53,9,22,31,34,40,49,36,22,39,46,36,35,18,16,13,6,41,19,23,17,30,23,14,3,36,59,43,20,27,27,43,39,17,50,32,8,33,56,7,52,21,17,22,7,54,3,28,21,18,47,46,22,19,42,20,28,10,46,41,28,39,16,42,21,27,12,57,17,44,23,65,32,33,16,44,32,19,19,38,36,24,18,50,26,45,23,29,27,54,27,24,58,21,6,2,43,12,35,4,13,50,33,38,23,45,45,22,20,47,50,26,9,51,27,44
v65,44,61,53,35,39,26,58,26,41,53,32,29,23,32,6,71,33,20,51,15,15,67,27,33,49,40,68,5,18,46,43,22,49,28,26,14,19,18,15,35,24,19,33,27,43,52,57,19,36,34,35,35,1,19,33,38,33,24,36,31,33,45,15,24,0,39,54,34,5,14,36,16,14,30,9,50,48,10,40,21,13,24,26,31,37,29,19,22,50,46,28,49,19,42,21,35,43,22,14,29,56,11,44,25,50,24,24,30,24,20,17,74,59,3,50,39,18,42,13,52,23,45,47,62,24,25,48,55,15,16,66,38,43,28,17,13,47,40,4,25,27,50,23,39,35,4,35,13,40,36,51,5,24,37,11,34,20,44,26,19,22,44,9,31,15,23,16,39,19,33,10,71,38,40,7,23,13,38,46,52,19,57,40,36,9,73,48,17,44,24,18,15,38,63,63,6,39,18,54,52,60,21,15,45,63,19,32,41,44,30,29,12,20,43,56,12,45,12,38,37,26,17,21,43,27,24,19,38,21,26,69,23,30,9,51,53,49,27,60,42,16,43,66,31,28,45,19,12,29,34,23,18,33,42,23,56,10,5,50,30,14,14,22,51,30,49,8,52,7,17,12,35,27,22,25,75,8,43,26,54,8,43,29,48,46,34,10,60,44,39,33,39,3,32,17,36,68,31,30,26,19,36,31,22,11,60,33,48,47,33,23,12,22,57,26,30,21,27,37,20
v66,21,22,30,36,20,35,19,17,36,36,33,24,18,61,45,32,52,29,22,42,44,30,14,8,34,49,29,34,23,17,18,33,10,47,13,53,48,21,30,4,37,58,44,12,10,13,18,50,23,7,26,18,38,24,54,43,14,31,57,34,16,8,44,29,39,0,41,5,36,31,5,31,33,11,34,21,13,29,11,22,34,43,39,10,14,40,46,39,11,27,25,30,48,51,50,20,6,51,39,46,17,48,7,14,11,45,15,49,53,33,26,35,20,36,45,24,45,15,28,23,38,40,8,29,15,46,9,24,24,55,31,55,36,45,36,40,18,53,39,44,38,11,20,12,30,35,4,42,15,11,44,44,53,4,44,21,49,11,23,40,19,5,48,12,28,16,23,52,44,18,29,32,9,3,32,16,36,25,17,13,30,24,5,31,38,34,9,38,15,21,51,52,9,24,24,45,30,21,43,13,21,40,42,52,32,20,11,32,29,45,54,41,27,44,17,41,6,47,13,26,35,46,24,14,16,35,28,19,30,41,30,48,9,48,22,14,28,12,21,3,37,38,27,36,57,16,22,51,22,59,32,57,8,13,52,29,49,40,47,25,33,27,51,16,33,10,31,27,32,32,35,62,12,49,28,36,37,14,13,37,43,26,18,37,41,19,47,21,15,50,22,26,42,59,56,7,29,22,29,27,48,31,40,25,36,35,38,21,18,50,50,51,25,18,55,31,20,56,20,49
v67,20,33,11,19,51,28,40,28,13,5,48,25,35,28,60,23,21,34,63,39,47,13,39,33,7,14,28,49,36,24,23,48,49,26,28,68,35,36,39,37,52,73,21,29,51,46,37,65,18,46,19,47,53,39,21,16,45,30,18,23,45,33,45,44,54,41,0,44,51,46,36,38,48,30,45,62,28,44,52,33,41,30,28,31,49,25,61,54,48,14,26,11,47,12,45,21,35,32,54,25,36,63,34,29,46,60,30,24,42,34,37,20,33,51,4,17,60,54,43,64,53,9,33,12,36,29,46,17,39,70,12,16,11,26,51,41,59,14,54,59,27,40,35,29,47,50,39,43,52,48,3,59,30,37,59,20,40,30,38,55,34,42,63,29,39,31,38,15,59,45,44,17,50,38,47,31,51,16,58,38,45,17,36,18,51,23,36,37,56,36,66,67,50,23,35,60,15,36,2,40,36,55,57,11,9,35,30,13,12,24,25,54,34,11,28,48,47,62,50,49,50,37,33,55,27,30,35,50,45,28,27,31,38,63,63,27,13,39,32,42,52,11,32,51,28,57,35,66,41,20,47,72,45,54,35,12,64,55,6,24,40,42,36,25,24,45,46,14,47,37,50,21,35,32,29,21,48,27,38,4,58,55,25,6,8,22,62,22,56,15,21,15,57,22,71,48,16,23,44,42,41,48,23,40,51,6,21,20,59,21,31,66,32,35,36,24,35,31,21,46
v68,24,27,33,39,15,38,24,20,39,39,28,27,13,64,40,37,55,32,19,45,47,33,9,11,37,52,34,29,26,20,21,28,15,50,16,48,51,16,33,7,32,53,47,15,9,18,23,45,26,2,29,13,33,19,57,46,9,34,60,37,11,11,47,24,34,5,44,0,37,26,8,34,28,14,37,18,16,30,8,25,37,46,42,13,9,43,41,34,16,30,28,33,51,54,53,23,9,54,34,49,22,43,10,15,16,40,18,52,56,36,29,40,25,31,48,27,40,10,23,20,33,43,13,32,10,49,14,27,23,50,34,58,39,48,31,43,15,56,36,39,41,16,15,15,25,36,5,45,10,6,47,39,56,7,39,24,52,14,18,35,14,10,43,15,31,19,26,55,39,13,24,37,6,6,27,15,31,28,14,18,25,27,8,34,41,39,14,41,12,16,46,47,6,29,29,40,33,18,46,18,26,35,37,55,35,17,14,35,32,48,57,44,30,47,22,44,11,42,8,21,30,49,27,11,19,38,31,14,25,44,35,51,6,43,19,19,31,7,26,8,32,41,32,31,60,13,25,46,17,62,27,52,3,10,55,32,44,35,50,28,36,22,54,19,36,15,26,30,29,35,30,65,9,52,31,41,40,17,8,40,40,21,21,40,44,22,42,26,12,53,25,29,37,62,51,4,34,25,24,22,51,26,43,20,31,38,41,24,15,53,53,46,28,23,58,34,15,59,23,52
v69,41,58,50,32,44,23,55,23,38,50,37,26,28,27,9,68,30,17,56,12,10,64,32,30,46,37,65,10,15,43,40,27,46,25,23,17,16,21,12,32,29,22,30,24,44,49,54,24,33,39,32,40,6,24,30,35,38,21,33,28,38,42,10,29,5,36,51,37,0,19,33,13,19,27,6,55,45,7,45,18,10,21,23,28,42,26,24,27,47,43,25,46,14,39,16,32,40,19,19,26,53,16,41,22,47,29,21,27,19,17,14,71,56,6,47,36,23,47,18,57,28,42,44,59,29,22,45,52,14,19,63,35,40,25,22,10,52,37,3,30,24,47,28,36,40,1,32,8,45,41,48,8,21,34,16,31,15,41,31,24,27,41,12,28,12,20,13,36,24,38,15,68,43,37,10,22,18,35,51,49,24,54,37,33,4,70,45,14,49,29,23,20,43,60,60,9,36,19,51,49,57,26,20,42,60,20,29,38,41,27,26,7,17,40,53,7,42,17,43,42,31,14,18,48,24,21,16,43,26,23,66,20,31,12,56,50,46,32,57,39,21,40,63,36,23,50,16,17,34,31,28,21,38,47,18,53,13,10,47,27,11,19,17,48,27,46,13,49,8,14,17,32,28,19,22,72,3,40,31,51,7,48,26,45,43,31,15,57,49,36,30,36,6,29,20,41,65,28,35,31,14,41,28,27,16,57,30,45,52,30,20,15,19,54,21,27,26,22,34,15
v70,36,53,45,27,25,20,50,18,33,45,18,21,13,46,14,63,37,14,37,27,29,59,17,25,41,34,60,9,10,38,35,8,41,32,18,22,33,10,15,27,10,27,29,19,35,44,49,19,28,24,27,21,13,7,39,30,19,16,42,23,19,37,29,10,14,31,46,26,19,0,28,16,2,22,19,36,40,12,26,13,19,28,24,23,23,25,15,8,42,38,20,41,33,36,35,27,35,36,8,31,48,17,36,17,42,14,16,34,38,18,11,66,51,13,42,31,14,28,3,38,9,37,39,54,16,31,40,47,7,24,58,40,35,30,5,25,33,38,18,13,23,42,11,31,21,18,27,27,26,22,43,13,38,29,13,26,34,36,12,9,12,36,17,23,13,15,8,37,13,19,4,63,24,32,9,15,5,30,32,44,5,49,32,28,23,65,40,23,30,10,20,21,30,55,55,14,31,10,46,44,52,9,11,37,55,11,24,33,36,30,39,26,12,35,48,26,37,16,24,23,12,31,13,29,19,20,13,24,7,26,61,33,22,17,37,45,41,19,52,34,6,35,58,17,42,31,11,20,15,44,9,26,23,28,37,48,18,9,42,22,18,4,36,43,22,41,6,44,11,17,4,47,19,34,17,67,22,35,18,46,22,29,21,40,38,26,16,52,30,35,25,31,17,44,25,26,60,23,16,12,33,22,25,8,5,52,25,40,33,35,35,20,14,49,40,22,11,41,29,34
v71,16,25,25,31,17,30,22,12,31,31,30,19,15,56,42,35,47,24,27,37,39,31,11,3,29,44,32,31,18,12,13,30,13,42,10,50,43,18,25,1,34,55,39,9,15,16,21,47,18,10,21,15,35,21,49,38,11,26,52,29,13,9,39,26,36,5,36,8,33,28,0,26,30,6,29,26,12,26,16,17,29,38,34,5,13,35,43,36,14,22,20,25,43,46,45,15,7,46,36,41,20,45,8,11,14,42,12,44,48,28,21,38,23,33,40,19,42,18,25,28,35,35,11,26,12,41,12,19,21,52,30,50,31,40,33,35,23,48,36,41,33,14,17,7,27,32,3,37,16,12,39,41,48,1,41,16,44,8,20,37,16,8,45,7,23,13,20,47,41,15,26,35,14,4,29,13,33,20,22,16,27,21,4,26,33,37,12,33,20,18,48,49,14,27,27,42,25,18,38,16,24,37,39,47,27,17,6,27,24,40,49,36,22,39,20,36,11,44,14,23,32,41,19,19,11,30,23,16,27,36,33,43,6,45,27,17,23,9,24,6,34,33,30,33,52,21,17,48,19,54,29,54,9,18,47,24,46,37,42,20,28,24,46,15,28,13,28,22,29,27,32,57,9,44,23,39,32,9,10,32,40,23,13,32,36,14,44,24,20,45,17,21,39,54,53,12,32,17,26,24,43,28,35,22,33,30,33,16,23,45,45,48,20,21,50,26,17,51,15,44
v72,28,45,37,19,41,10,42,14,25,37,34,13,25,30,22,55,21,4,53,11,13,51,29,23,33,24,52,11,8,30,27,24,39,16,18,30,17,18,1,27,26,35,17,19,41,36,41,27,20,36,19,37,15,21,23,22,35,8,26,15,35,29,13,26,16,31,38,34,13,16,26,0,16,20,7,52,32,6,42,9,3,12,10,21,39,13,23,24,38,30,12,33,17,26,19,19,27,20,16,15,40,25,28,19,36,26,16,18,22,4,5,58,43,13,34,23,22,44,15,54,25,29,31,46,26,15,36,39,11,32,50,24,27,14,19,9,49,24,16,27,11,34,25,23,37,12,29,11,42,38,35,21,22,27,21,18,18,28,28,21,24,32,25,19,3,15,8,23,21,35,12,55,40,28,9,19,15,22,48,36,21,41,26,20,13,57,32,7,46,26,28,29,40,47,47,22,23,16,38,36,44,23,19,29,47,17,20,25,28,14,23,16,4,27,40,10,37,24,40,39,28,15,7,45,15,8,3,40,23,10,53,17,28,25,53,37,33,29,44,32,18,27,50,33,26,47,9,28,31,28,25,34,35,44,21,40,26,17,34,14,2,16,20,35,14,35,10,36,9,1,14,31,25,18,9,59,10,27,28,38,20,45,13,32,30,18,24,44,46,23,17,23,19,28,33,38,52,15,32,28,17,38,15,24,13,44,17,32,49,19,19,28,6,41,24,14,23,25,21,18
v73,38,55,47,29,25,20,52,20,35,47,18,23,15,46,12,65,37,14,37,27,29,61,19,27,43,34,62,9,12,40,37,8,43,32,20,20,33,12,15,29,10,25,29,21,37,46,51,17,30,26,29,21,13,9,39,32,19,18,42,25,19,39,29,10,14,33,48,28,19,2,30,16,0,24,19,36,42,12,26,15,19,28,24,25,23,25,13,8,44,40,22,43,33,36,35,29,37,36,6,31,50,15,38,19,44,12,18,34,38,18,11,68,53,13,44,33,12,28,5,38,9,39,41,56,18,31,42,49,9,22,60,40,37,30,3,25,33,38,18,11,23,44,13,33,21,18,29,27,26,22,45,11,38,31,11,28,34,38,12,7,14,38,15,25,13,17,10,37,11,19,4,65,24,34,9,17,3,32,32,46,5,51,34,30,23,67,42,23,30,12,18,19,32,57,57,12,33,12,48,46,54,7,9,39,57,13,26,35,38,30,39,26,14,37,50,26,39,14,24,23,12,31,15,29,21,20,13,24,7,26,63,33,24,17,37,47,43,21,54,36,4,37,60,17,42,31,13,18,15,44,9,24,25,28,37,50,16,9,44,24,18,6,36,45,24,43,6,46,11,17,2,47,21,34,19,69,22,37,20,48,22,29,23,42,40,28,14,54,30,35,27,33,17,44,23,28,62,25,16,12,33,22,25,8,3,54,27,42,33,35,35,18,16,51,40,24,13,41,31,34
v74,14,31,23,25,21,24,28,6,25,25,24,13,9,50,36,41,41,18,33,31,33,37,9,3,23,38,38,25,12,16,13,24,19,36,4,44,37,12,19,7,28,49,33,3,21,22,27,41,12,16,15,17,29,15,43,32,15,20,46,23,15,15,33,20,30,11,30,14,27,22,6,20,24,0,23,32,18,20,22,11,23,32,28,1,19,29,37,30,20,16,14,19,37,40,39,9,13,40,30,35,26,39,14,5,20,36,6,38,42,22,15,44,29,27,34,13,36,24,19,34,29,29,17,32,6,35,18,25,15,46,36,44,25,34,27,29,29,42,30,35,27,20,11,9,21,26,9,31,22,18,33,35,42,7,35,10,38,14,14,31,10,14,39,1,17,7,14,41,35,15,20,41,20,10,23,7,27,14,28,22,21,27,10,20,27,43,18,27,26,12,42,43,20,33,33,36,19,12,32,22,30,31,33,41,33,11,2,21,18,34,43,30,16,33,26,30,17,38,20,19,26,35,13,25,5,24,17,20,21,30,39,37,8,39,33,23,19,9,30,12,28,27,36,27,46,27,11,42,13,48,23,48,15,24,41,26,40,31,36,14,22,18,40,21,22,19,22,22,23,21,26,51,5,38,17,45,26,13,8,26,34,25,7,26,30,8,38,30,26,39,11,15,33,48,47,18,38,11,20,18,37,22,29,16,27,30,27,18,29,39,39,42,14,27,44,20,11,45,9,38
v75,35,52,44,26,44,17,49,17,32,44,37,20,28,27,15,62,24,11,56,8,10,58,32,26,40,31,59,10,11,37,34,27,42,19,21,23,14,21,6,30,29,28,24,22,44,43,48,24,27,39,26,40,8,24,24,29,38,15,27,22,38,36,10,29,9,34,45,37,6,19,29,7,19,23,0,55,39,7,45,12,4,15,17,24,42,20,24,27,41,37,19,40,14,33,16,26,34,17,19,20,47,18,35,22,41,29,19,21,19,11,8,65,50,6,41,30,23,47,18,57,28,36,38,53,29,16,39,46,14,25,57,29,34,19,22,6,52,31,9,30,18,41,28,30,40,5,32,8,45,41,42,14,19,30,16,25,15,35,31,24,27,35,18,22,6,18,11,30,24,38,15,62,43,31,10,22,18,29,51,43,24,48,31,27,6,64,39,8,49,29,23,22,43,54,54,15,30,19,45,43,51,26,20,36,54,20,23,32,35,21,20,9,11,34,47,7,40,17,43,42,31,12,12,48,18,15,10,43,26,17,60,14,31,18,56,44,40,32,51,35,21,34,57,36,23,50,12,21,34,25,28,27,38,47,18,47,19,10,41,21,5,19,17,42,21,40,13,43,8,8,17,28,28,15,16,66,3,34,31,45,13,48,20,39,37,25,17,51,49,30,24,30,12,25,26,41,59,22,35,31,14,41,22,27,16,51,24,39,52,24,16,21,13,48,21,21,26,22,28,15
v76,42,33,51,57,11,56,30,38,57,57,22,45,27,82,48,43,73,50,3,63,65,51,23,29,55,70,40,45,44,38,39,28,21,68,34,46,69,34,51,25,26,47,65,33,15,24,29,39,44,16,47,15,49,31,75,64,17,52,78,55,17,29,65,26,50,21,62,18,55,36,26,52,36,32,55,0,34,48,10,43,55,64,60,31,13,61,35,28,22,48,46,51,69,72,71,41,27,72,36,67,28,39,28,33,22,34,36,70,74,54,47,46,31,49,66,45,34,8,37,4,27,61,29,50,26,67,20,45,41,46,52,76,57,66,33,61,5,74,54,33,59,22,27,33,19,54,23,63,10,14,65,47,74,25,39,42,70,32,24,31,28,20,49,33,49,37,44,73,33,17,40,47,12,24,45,33,37,46,4,24,31,45,26,52,59,45,26,59,6,26,40,41,12,39,35,46,51,36,64,24,32,29,35,73,53,35,32,53,50,66,75,62,48,65,34,62,17,38,12,15,24,67,45,7,37,56,49,12,29,62,41,69,24,53,5,35,49,23,32,20,34,59,38,25,78,5,43,40,21,80,27,46,17,8,73,50,48,45,68,46,54,36,72,37,54,21,42,48,47,53,38,83,27,70,49,47,58,35,24,58,58,15,39,58,62,40,40,40,8,71,43,47,53,80,45,14,46,43,20,24,69,20,61,28,39,56,59,42,3,71,71,46,46,29,76,52,29,77,41,70
v77,8,13,17,23,29,22,12,22,23,23,42,19,27,48,54,23,39,28,35,33,41,19,23,15,21,36,20,43,30,4,5,42,21,34,22,62,35,30,33,13,46,67,31,21,23,18,9,59,12,18,13,27,47,33,41,30,23,24,44,21,25,5,39,38,48,13,28,16,45,40,12,32,42,18,39,34,0,38,24,27,35,30,26,17,23,27,55,48,20,14,20,17,41,38,39,13,7,38,48,33,8,57,6,23,18,54,24,36,40,28,31,26,11,45,32,11,54,26,37,36,47,27,5,16,24,33,18,11,33,64,18,42,23,32,45,35,31,40,48,53,25,12,29,9,39,44,13,37,24,20,31,53,40,11,53,14,36,4,32,49,28,14,57,17,33,25,32,39,53,27,38,23,22,10,41,25,45,12,30,10,39,11,8,18,45,25,8,31,28,30,60,61,22,15,15,54,17,30,30,12,12,49,51,39,19,29,16,19,16,32,41,48,28,31,8,42,19,56,22,35,44,33,27,27,21,24,29,28,39,28,21,35,18,57,35,5,15,21,12,14,46,25,18,45,44,29,29,60,31,46,41,66,17,26,39,16,58,49,34,18,34,36,38,3,20,17,40,14,41,31,44,49,21,36,23,27,42,5,22,24,52,35,19,24,28,14,56,12,28,37,15,13,51,46,65,20,20,17,38,36,35,40,27,34,45,22,25,8,31,37,37,60,26,9,42,18,29,43,11,40
