,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v67,38,9,27,27,39,53,18,17,24,13,23,23,24,17,3,13,49,24,30,56,29,37,14,18,39,46,49,14,3,12,23,42,45,21,14,29,21,48,46,55,63,24,37,21,51,19,44,19,32,39,33,10,29,41,31,31,44,31,33,39,22,22,44,31,50,36,0,9,32,20,59,17,22,8,11,38,42,52,18,57,10,41,55,29,23,9,7,18,27,6,43,61,39,10,31,23,27,28,27,28,17,11,27,33,8,35,42,38,69,16,34,49,56,20,28,22,26,37,19,27,33,22,34,11,16,22,21,35,11,40,22,11,24,32,10,65,40,46,33,26,36,23,22,13,48,42,47,46,32,12,20,12,20,23,14,20,18,37,26,31,45,7,49,44,56,28,23,21,23,11,30,34,39,26,46,31,18,11,34,46,33,8,16,16,16,18,33,37,20,6,38,8,13,17,50,11,32,25,49,27,9,36,17,19,28,29,46,62,30,35,10,19,41,33,21,28,62,18,14,38,12,32,45,43,25,24,30,33,21,33,34,30,36,31,31,24,42,31,58,36,15,39,18,30,34,43,28,36,26,45,33,36,43,12,44,29,36,57,17,28,38,51,9,46,37,27,29,25,33,42,51,11,5,23,9,11,30,28,26,43,34,26,10,21,37,26,15,14,24,26,13,11,32,32,49,40,52,50,54,27,11,30,23,45,46,46,36,35,7,11,21,32,29,14,43,43,55,8,32,39
v68,29,18,36,18,30,44,27,16,15,22,32,18,33,8,8,6,40,15,29,47,20,28,23,27,32,37,40,21,12,21,14,33,36,30,5,38,12,39,37,46,54,17,28,12,42,12,35,28,29,30,28,19,20,32,22,22,35,22,24,30,13,13,35,22,41,27,9,0,23,29,50,8,31,17,20,31,33,43,11,48,19,32,46,20,32,18,16,27,36,15,34,52,30,19,22,16,36,19,18,19,26,20,18,24,9,26,33,29,60,25,25,40,47,13,19,13,17,28,10,18,24,31,27,20,7,31,12,26,2,31,13,20,33,23,5,56,31,37,38,23,27,32,31,10,39,33,38,37,23,13,11,21,11,14,23,29,9,28,35,22,36,8,40,35,47,19,14,30,14,6,39,25,30,35,37,40,27,20,25,37,24,11,11,9,25,25,24,28,17,15,29,3,18,26,41,2,23,16,40,18,18,27,26,10,19,20,37,53,39,26,17,10,50,24,30,19,53,25,23,29,21,23,36,34,34,31,21,24,24,24,25,21,27,22,40,15,33,22,49,27,24,30,27,21,25,34,33,27,17,36,24,27,34,21,35,36,27,48,24,19,29,42,18,37,28,18,20,34,42,33,42,20,6,32,18,20,21,19,17,34,25,35,13,30,28,17,24,23,15,35,14,12,23,41,40,49,43,41,45,36,20,21,30,36,37,37,27,26,16,2,16,23,20,9,34,34,46,17,33,30
v69,10,41,59,23,21,49,22,39,34,45,55,13,56,15,31,19,45,30,52,52,25,33,22,22,55,42,19,44,35,44,35,38,41,53,22,61,13,44,42,51,59,40,27,31,47,13,40,23,52,53,51,28,25,37,27,27,40,29,5,43,18,24,26,35,46,32,32,23,0,52,55,15,54,40,35,54,44,48,34,53,32,31,51,23,55,39,39,50,59,32,39,57,35,42,9,11,59,34,23,10,49,37,39,1,24,19,38,42,65,28,22,45,52,36,24,10,10,39,21,23,29,28,50,43,16,30,11,37,21,36,10,39,56,18,28,61,36,16,61,46,10,27,26,19,44,10,25,42,26,36,28,20,12,9,24,24,32,33,58,27,27,31,21,40,52,4,9,31,15,29,62,30,7,58,46,63,50,29,6,14,43,24,16,32,20,20,31,33,12,38,34,24,41,21,46,21,4,21,45,11,41,32,49,15,16,13,42,58,62,5,22,13,73,23,25,12,58,48,46,6,44,34,41,27,57,54,26,29,19,41,30,26,32,23,63,22,38,33,54,20,47,49,22,2,30,47,56,32,10,41,33,4,15,44,12,59,22,53,19,8,40,47,41,44,33,5,37,29,65,20,19,43,29,31,27,43,8,24,6,39,26,58,22,25,23,40,47,46,16,58,19,35,28,64,45,72,20,46,50,59,23,6,53,41,14,24,14,31,29,21,39,10,27,32,11,11,51,34,56,17
v70,58,11,23,29,59,49,32,13,20,13,13,43,8,37,21,33,45,22,26,52,31,33,30,38,35,42,69,10,17,8,19,46,51,5,30,9,41,44,46,51,59,20,57,21,47,39,40,35,28,35,29,24,35,37,27,35,50,27,53,35,40,28,64,27,46,32,20,29,52,0,55,37,2,12,17,34,38,48,18,53,20,61,51,49,3,13,13,14,21,20,39,57,35,10,51,43,13,24,33,48,5,15,23,53,28,55,44,34,65,24,54,45,52,16,32,42,46,33,31,47,37,26,30,9,36,26,41,31,31,46,42,15,4,52,24,61,36,66,29,22,56,27,30,33,44,62,67,42,52,16,24,32,40,43,28,30,20,47,6,27,65,21,69,52,52,48,43,25,43,23,16,40,59,6,42,23,8,23,54,66,29,28,36,20,34,38,29,41,40,14,34,28,11,35,46,31,52,45,45,47,11,50,5,39,48,49,42,58,12,55,30,39,21,53,35,48,58,14,6,58,8,28,41,63,13,20,38,39,41,29,30,32,56,51,15,30,42,27,54,56,11,35,30,50,38,39,24,40,46,45,29,56,63,14,64,25,56,53,37,48,34,47,13,42,33,47,25,29,25,62,71,9,23,27,25,9,50,28,46,39,54,14,30,31,57,22,9,10,44,18,33,17,28,12,45,20,72,46,50,17,29,50,19,41,66,66,56,37,23,31,17,52,25,20,63,63,51,18,28,59
v71,45,62,40,32,34,6,77,42,35,68,42,68,47,42,56,56,10,35,33,3,30,22,73,77,36,13,36,45,58,53,36,17,18,60,45,46,42,19,13,4,8,35,28,38,8,62,15,78,33,34,32,69,30,18,28,28,17,28,50,24,37,37,31,28,9,23,59,50,55,55,0,50,55,53,70,35,25,7,41,10,69,28,4,32,56,68,64,41,40,65,16,2,20,51,46,66,42,31,32,45,60,70,32,56,59,36,17,23,10,75,33,10,3,39,31,63,45,22,40,32,26,81,31,56,45,81,54,24,48,19,59,70,55,37,49,8,19,39,42,33,45,82,81,60,17,47,34,15,29,47,39,71,51,52,73,79,41,22,55,28,32,52,36,19,5,51,60,80,40,48,43,25,52,49,27,44,47,70,61,45,26,61,61,43,75,75,26,22,67,65,21,53,46,76,15,52,59,34,10,66,66,23,50,40,39,42,21,5,43,50,67,46,54,32,80,67,9,41,57,53,63,27,14,30,42,35,29,26,74,26,25,29,23,32,44,35,17,28,15,35,44,30,77,53,25,28,37,23,65,14,26,55,40,69,45,40,33,18,74,47,21,14,68,25,22,52,30,84,46,35,44,50,54,82,68,48,63,31,53,16,29,41,63,80,32,33,46,45,39,39,64,48,27,49,10,53,39,21,5,40,70,49,36,14,43,33,41,24,66,50,38,45,30,45,46,48,4,67,37,38
v72,21,26,44,18,22,44,27,24,19,30,40,18,41,8,16,6,40,15,37,47,20,28,23,27,40,37,32,29,20,29,20,33,36,38,7,46,8,39,37,46,54,25,22,16,42,12,35,28,37,38,36,19,20,32,22,22,35,22,16,30,13,13,27,22,41,27,17,8,15,37,50,0,39,25,20,39,33,43,19,48,19,26,46,18,40,24,24,35,44,17,34,52,30,27,14,16,44,19,18,11,34,22,24,16,9,18,33,29,60,25,17,40,47,21,19,13,9,28,10,18,24,31,35,28,5,31,4,26,6,31,9,24,41,15,13,56,31,29,46,31,19,32,31,10,39,25,30,37,21,21,13,21,3,6,23,29,17,28,43,22,28,16,32,35,47,11,10,30,10,14,47,25,22,43,37,48,35,20,17,29,28,11,11,17,25,25,24,28,17,23,29,9,26,26,41,6,15,16,40,16,26,27,34,10,11,12,37,53,47,18,17,4,58,18,30,17,53,33,31,21,29,23,36,26,42,39,21,24,24,26,25,21,27,18,48,15,33,22,49,19,32,34,27,13,25,34,41,27,15,36,24,19,26,29,27,44,19,48,24,11,29,42,26,37,28,10,22,34,50,25,34,28,14,32,18,28,13,19,9,34,21,43,13,30,20,25,32,31,11,43,14,20,23,49,40,57,35,41,45,44,20,13,38,36,29,29,19,26,16,6,24,15,20,17,26,26,46,19,41,22
v73,60,13,23,31,61,49,34,15,20,13,13,45,8,39,23,35,45,24,26,52,33,33,32,40,35,42,71,10,19,10,19,48,53,5,32,9,43,44,48,51,59,20,59,23,47,41,40,37,28,35,29,26,37,37,29,37,52,27,55,35,42,30,66,27,46,32,22,31,54,2,55,39,0,14,19,34,38,48,20,53,22,63,51,51,1,15,15,14,21,22,39,57,35,12,53,45,13,24,35,50,5,17,23,55,30,57,46,34,65,26,56,45,52,18,34,44,48,33,33,49,39,26,30,11,38,26,43,31,33,48,44,15,2,54,26,61,36,68,29,22,58,29,32,35,44,64,69,42,54,18,26,34,42,45,30,32,22,49,4,27,67,23,71,54,52,50,45,25,45,25,16,42,61,6,42,23,8,25,56,68,29,30,38,22,36,40,29,43,42,16,34,30,13,37,46,33,54,47,45,49,13,52,5,41,50,51,42,58,12,57,32,41,19,55,37,50,58,14,8,60,10,28,41,65,13,20,40,41,43,29,30,34,58,53,15,32,44,27,54,58,11,35,32,52,40,39,24,42,48,47,29,58,65,14,66,25,58,53,39,50,34,47,13,42,33,49,25,29,25,64,73,11,25,27,27,11,52,30,48,39,56,14,32,33,59,22,9,10,46,18,35,19,28,10,45,18,74,46,50,17,31,52,19,41,68,68,58,39,25,33,17,54,27,22,65,65,51,20,28,61
v74,46,9,21,21,47,47,24,11,18,15,15,31,16,25,9,21,43,18,24,50,23,31,20,26,33,40,57,8,5,4,17,36,39,13,18,21,29,42,40,49,57,18,45,15,45,27,38,25,26,33,27,16,23,35,25,25,38,25,41,33,28,16,52,25,44,30,8,17,40,12,53,25,14,0,17,32,36,46,12,51,16,49,49,37,15,15,11,12,19,12,37,55,33,2,39,31,19,22,21,36,9,17,21,41,16,43,36,32,63,22,42,43,50,14,22,30,34,31,19,35,27,28,28,3,24,28,29,29,19,34,30,17,16,40,12,59,34,54,27,20,44,29,28,21,42,50,55,40,40,6,14,20,28,31,20,26,12,35,18,25,53,9,57,40,50,36,31,27,31,11,22,28,47,18,40,23,10,17,42,54,27,16,24,10,22,26,27,31,28,12,32,16,7,23,44,19,40,33,43,35,13,38,9,27,36,37,40,56,22,43,18,27,33,41,27,36,56,12,6,46,10,26,39,51,17,18,26,27,29,27,28,24,44,39,23,18,36,25,52,44,9,33,24,38,28,37,22,30,34,39,27,44,51,16,52,23,44,51,25,36,32,45,15,40,31,35,23,31,25,50,59,3,11,29,15,5,38,22,34,37,42,18,18,27,45,20,7,8,32,18,21,5,26,24,43,32,60,44,48,19,17,38,17,39,54,54,44,29,13,19,15,40,23,8,51,51,49,14,26,47
v75,41,8,38,38,42,64,15,28,35,10,28,26,23,28,14,16,60,35,41,67,40,48,13,21,50,57,52,25,12,17,34,53,56,18,25,26,28,59,57,66,74,35,42,32,62,22,55,18,43,50,44,7,40,52,42,42,55,42,36,50,33,33,47,42,61,47,11,20,35,17,70,20,19,17,0,49,53,63,29,68,3,46,66,38,20,4,6,29,36,5,54,72,50,19,34,26,28,39,38,31,14,2,38,36,11,38,53,49,80,7,37,60,67,31,39,25,29,48,30,38,44,11,45,14,25,11,24,46,22,51,25,4,21,35,21,76,51,49,44,37,39,12,13,16,59,45,50,57,41,23,31,15,23,26,11,13,29,48,23,42,48,18,52,55,67,31,26,10,30,22,31,45,42,23,57,38,23,6,37,49,44,11,19,27,17,21,44,48,23,5,49,17,24,18,61,18,35,36,60,30,6,47,20,30,31,32,57,73,27,38,13,24,38,38,18,31,73,29,13,41,9,43,56,46,28,35,41,44,24,44,45,41,47,38,30,35,53,42,69,39,26,50,13,33,45,54,39,47,29,56,44,39,46,9,47,40,39,68,20,31,49,62,6,57,48,30,40,14,40,45,54,20,16,12,8,22,33,39,29,54,41,29,13,14,40,37,24,25,31,33,16,22,43,29,60,37,55,61,65,32,12,33,34,56,49,49,39,46,6,20,32,35,40,25,46,46,66,3,43,42
v76,60,41,11,31,61,31,56,21,20,47,21,47,26,39,35,35,31,24,8,32,33,21,52,56,1,30,71,24,37,32,19,48,53,39,32,25,43,16,48,37,27,14,59,23,43,41,26,57,6,1,5,48,37,33,29,37,52,25,55,11,42,30,66,19,44,30,38,31,54,34,35,39,34,32,49,0,10,28,20,25,48,63,31,51,35,47,43,20,13,44,39,35,23,30,53,45,21,20,35,50,39,49,15,55,38,57,46,12,31,54,56,45,38,18,34,44,48,15,33,49,39,60,4,35,38,60,43,17,33,48,44,49,34,54,28,27,30,68,7,12,58,61,60,39,18,64,69,20,54,26,26,50,42,45,52,58,22,49,34,27,67,31,71,54,30,50,45,59,45,27,18,42,61,28,8,11,26,49,56,68,11,40,40,22,54,54,23,43,46,44,24,32,25,55,20,33,54,47,27,49,45,52,29,41,50,51,14,30,22,57,46,41,19,55,59,50,26,20,36,60,42,20,39,65,21,14,40,41,53,13,30,34,58,53,19,32,44,21,20,58,23,5,56,52,40,7,10,42,48,47,21,58,65,48,66,9,58,19,53,50,14,21,47,10,31,49,17,63,11,64,73,29,33,61,47,27,52,30,48,25,56,20,42,59,59,14,25,24,46,16,43,27,28,28,35,18,74,14,36,17,49,52,15,35,68,68,58,39,45,33,17,54,27,24,65,65,35,46,6,61
v77,50,45,15,21,51,21,60,25,18,51,25,51,30,29,39,39,21,18,12,22,23,11,56,60,11,20,61,28,41,36,19,38,43,43,28,29,33,6,38,27,21,18,49,21,33,45,16,61,10,9,9,52,27,23,19,27,42,15,45,3,32,20,56,11,34,20,42,33,44,38,25,33,38,36,53,10,0,18,24,15,52,53,21,41,39,51,47,24,17,48,29,25,13,34,43,49,25,14,25,40,43,53,15,45,42,47,36,4,27,58,46,35,28,22,24,46,38,5,23,39,29,64,8,39,28,64,37,7,31,38,42,53,38,44,32,23,20,58,17,16,48,65,64,43,8,54,59,10,44,30,22,54,34,35,56,62,24,39,38,17,57,35,61,44,20,40,43,63,35,31,22,32,51,32,4,19,30,53,46,58,9,44,44,26,58,58,13,33,50,48,14,36,29,59,10,35,44,37,17,49,49,42,33,31,40,41,4,20,26,47,50,31,29,45,63,50,20,24,40,50,46,10,29,55,25,18,30,31,57,9,20,24,48,43,23,22,34,11,16,48,27,5,60,42,30,3,14,32,48,37,11,48,55,52,56,15,48,15,57,40,4,11,51,4,21,39,13,67,21,54,63,33,37,65,51,31,46,20,38,15,46,24,46,63,49,16,29,28,36,20,47,31,18,32,25,28,64,8,26,21,53,42,19,25,58,58,48,29,49,33,21,44,17,28,55,55,25,50,12,51
v78,38,55,33,25,33,3,70,35,28,61,35,61,40,35,49,49,3,28,26,4,23,15,66,70,29,6,43,38,51,46,29,20,25,53,38,39,35,12,20,9,11,28,31,31,15,55,8,71,26,27,25,62,23,11,21,21,24,21,43,17,30,30,38,21,16,16,52,43,48,48,7,43,48,46,63,28,18,0,34,5,62,35,3,25,49,61,57,34,33,58,11,9,13,44,39,59,35,24,25,38,53,63,25,49,52,29,18,16,17,68,28,17,10,32,24,56,38,15,33,25,19,74,24,49,38,74,47,17,41,20,52,63,48,30,42,13,12,40,35,26,38,75,74,53,10,40,41,8,26,40,32,64,44,45,66,72,34,21,48,21,39,45,43,26,4,44,53,73,33,41,36,18,45,42,20,37,40,63,54,40,19,54,54,36,68,68,19,15,60,58,14,46,39,69,8,45,52,27,3,59,59,24,43,33,32,35,14,10,36,43,60,39,47,27,73,60,10,34,50,46,56,20,11,37,35,28,22,19,67,19,18,22,30,25,37,28,16,21,8,30,37,23,70,46,18,21,30,16,58,19,19,48,37,62,38,33,30,11,67,40,14,7,61,18,15,45,23,77,39,36,45,43,47,75,61,41,56,24,46,9,28,34,56,73,31,26,39,38,32,32,57,41,20,42,7,46,46,14,8,33,63,42,29,7,40,40,34,17,59,43,31,38,23,38,39,41,7,60,30,33
v79,40,21,25,11,41,35,36,5,6,27,21,27,22,19,15,15,31,6,18,38,13,19,32,36,21,28,51,10,17,12,5,28,33,19,12,27,23,30,28,37,45,6,39,3,33,21,26,37,18,21,17,28,17,23,13,17,32,13,35,21,22,10,46,13,32,18,18,11,34,18,41,19,20,12,29,20,24,34,0,39,28,43,37,31,21,27,23,16,25,24,25,43,21,10,33,25,25,10,15,30,19,29,9,35,18,37,26,20,51,34,36,31,38,2,14,24,28,19,13,29,19,40,16,15,18,40,23,17,13,28,24,29,22,34,8,47,22,48,27,12,38,41,40,19,30,44,49,28,34,6,6,30,22,25,32,38,2,29,24,13,47,11,51,34,38,30,25,39,25,7,28,22,41,24,28,29,16,29,36,48,15,20,20,2,34,34,15,23,26,24,20,12,7,35,32,13,34,27,31,29,25,32,15,21,30,31,28,44,28,37,26,21,39,35,39,30,44,14,16,40,22,14,27,45,23,20,20,21,33,15,16,14,38,33,29,12,24,13,40,38,13,21,36,32,20,25,22,22,28,27,15,38,45,28,46,25,38,39,33,30,20,33,27,28,19,29,11,43,31,44,53,9,13,41,27,9,32,10,28,25,36,24,22,39,39,8,13,12,26,24,23,7,14,30,31,38,54,32,36,25,29,32,19,27,48,48,38,19,25,13,5,34,11,4,45,45,37,26,22,41
v80,43,60,30,30,36,6,75,40,33,66,40,66,45,40,54,54,8,33,27,7,28,20,71,75,26,11,46,43,56,51,34,23,28,58,43,44,40,9,23,12,6,33,34,36,18,60,13,76,25,24,24,67,28,16,26,26,27,26,48,18,35,35,41,26,19,21,57,48,53,53,10,48,53,51,68,25,15,5,39,0,67,38,6,30,54,66,62,39,32,63,14,10,18,49,44,64,40,29,30,43,58,68,30,54,57,34,21,19,12,73,31,20,13,37,29,61,43,20,38,30,24,79,23,54,43,79,52,22,46,23,57,68,53,35,47,8,17,43,32,31,43,80,79,58,9,45,44,11,29,45,37,69,49,50,71,77,39,24,53,26,42,50,46,29,5,49,58,78,38,46,37,23,50,47,17,34,45,68,59,43,24,59,59,41,73,73,24,20,65,63,19,51,44,74,7,50,57,32,8,64,64,27,48,38,37,40,11,5,41,48,65,44,44,30,78,65,5,39,55,51,61,25,14,40,40,33,27,24,72,24,23,27,33,30,38,33,19,26,5,33,42,20,75,51,23,18,29,21,63,22,24,53,40,67,43,30,33,8,72,45,19,6,66,15,20,50,28,82,36,39,48,48,52,80,66,46,61,29,51,14,31,39,61,78,34,31,44,43,37,35,62,46,25,47,10,43,49,11,11,36,68,47,34,12,43,43,39,22,64,48,36,43,28,43,44,46,10,65,27,36
v81,38,9,37,37,39,63,12,27,34,13,27,23,24,27,13,13,59,34,40,66,39,47,10,18,49,56,49,24,11,16,33,52,55,21,24,29,27,58,56,65,73,34,41,31,61,19,54,15,42,49,43,4,39,51,41,41,54,41,33,49,32,32,44,41,60,46,10,19,32,20,69,19,22,16,3,48,52,62,28,67,0,45,65,37,23,7,7,28,35,4,53,71,49,18,31,23,27,38,37,28,17,5,37,33,10,35,52,48,79,6,36,59,66,30,38,22,26,47,29,37,43,12,44,13,24,12,21,45,21,50,22,7,24,32,20,75,50,46,43,36,36,13,12,13,58,42,47,56,40,22,30,12,20,23,8,10,28,47,26,41,45,17,49,54,66,28,23,11,29,21,30,44,39,26,56,37,22,3,34,46,43,8,16,26,14,18,43,47,20,6,48,16,23,15,60,17,32,35,59,27,9,46,19,29,30,29,56,72,30,35,10,23,41,37,15,28,72,28,14,38,12,42,55,43,27,34,40,43,21,43,44,40,46,37,31,34,52,41,68,36,25,49,10,30,44,53,38,46,26,55,43,36,43,12,44,39,36,67,17,28,48,61,9,56,47,27,39,15,39,42,51,19,15,13,5,21,30,38,26,53,40,28,10,11,37,36,23,24,30,32,13,21,42,32,59,40,52,60,64,31,9,30,33,55,46,46,36,45,3,19,31,32,39,24,43,43,65,2,42,39
v82,21,50,68,32,10,32,53,48,43,54,64,44,65,24,40,32,32,39,61,31,30,42,49,53,64,33,12,53,44,53,44,15,10,62,31,70,20,47,15,26,36,49,4,40,20,38,37,54,61,62,60,45,26,30,34,26,11,38,26,52,21,33,5,44,19,33,41,32,31,61,28,26,63,49,46,63,53,35,43,38,45,0,32,12,64,48,48,59,68,41,24,28,40,51,22,42,68,43,28,21,58,46,48,32,35,12,17,51,34,51,9,18,25,45,29,39,21,48,30,14,24,57,59,52,25,57,30,46,30,15,35,48,65,13,37,36,33,15,70,55,21,58,57,36,45,23,6,43,9,45,37,47,27,28,49,55,41,14,67,36,4,40,10,9,33,27,36,56,18,38,71,21,28,67,55,72,59,46,37,21,52,37,37,41,51,51,40,20,43,47,39,33,50,52,43,30,35,16,36,42,50,11,58,22,15,18,49,33,71,26,43,22,82,8,56,43,37,57,55,29,53,43,24,4,66,63,23,22,50,50,33,29,5,10,72,31,19,42,43,11,56,58,53,29,23,56,65,21,41,16,42,31,16,53,21,68,9,46,50,23,49,42,50,53,32,28,46,60,74,11,20,52,38,58,44,52,39,33,29,38,7,67,39,56,8,49,56,55,17,67,40,44,35,73,28,81,11,49,27,68,46,25,62,28,19,7,17,24,42,30,48,21,36,41,22,24,28,43,65,14
v83,41,58,36,28,30,2,73,38,31,64,38,64,43,38,52,52,6,31,29,1,26,18,69,73,32,9,40,41,54,49,32,17,22,56,41,42,38,15,17,6,8,31,28,34,12,58,11,74,29,30,28,65,26,14,24,24,21,24,46,20,33,33,35,24,13,19,55,46,51,51,4,46,51,49,66,31,21,3,37,6,65,32,0,28,52,64,60,37,36,61,12,6,16,47,42,62,38,27,28,41,56,66,28,52,55,32,15,19,14,71,29,14,7,35,27,59,41,18,36,28,22,77,27,52,41,77,50,20,44,17,55,66,51,33,45,10,15,37,38,29,41,78,77,56,13,43,38,11,25,43,35,67,47,48,69,75,37,18,51,24,36,48,40,23,1,47,56,76,36,44,39,21,48,45,23,40,43,66,57,41,22,57,57,39,71,71,22,18,63,61,17,49,42,72,11,48,55,30,6,62,62,21,46,36,35,38,17,7,39,46,63,42,50,28,76,63,7,37,53,49,59,23,10,34,38,31,25,22,70,22,21,25,27,28,40,31,13,24,11,31,40,26,73,49,21,24,33,19,61,16,22,51,36,65,41,36,29,14,70,43,17,10,64,21,18,48,26,80,42,33,42,46,50,78,64,44,59,27,49,12,25,37,59,76,28,29,42,41,35,35,60,44,23,45,6,49,43,17,5,36,66,45,32,10,39,37,37,20,62,46,34,41,26,41,42,44,4,63,33,34
v84,13,38,56,20,10,26,45,36,31,42,52,36,53,12,28,24,22,27,49,29,18,30,41,45,52,21,20,41,32,41,32,15,18,50,19,58,10,35,19,28,36,37,8,28,24,30,25,46,49,50,48,37,14,18,22,14,17,26,18,40,9,21,15,32,23,21,29,20,23,49,32,18,51,37,38,51,41,25,31,30,37,12,28,0,52,36,36,47,56,33,16,34,28,39,14,34,56,31,16,13,46,38,36,24,27,6,15,39,42,43,5,22,29,33,17,31,13,36,18,2,12,49,47,40,13,49,22,34,18,13,27,38,53,5,25,38,21,17,58,43,13,50,49,28,33,15,18,31,3,33,25,39,19,20,41,47,29,10,55,24,16,28,20,17,29,19,28,48,8,26,59,9,20,55,43,60,47,38,29,17,40,29,29,29,43,43,28,10,35,35,27,21,38,44,31,20,27,4,24,34,38,9,46,10,7,10,37,35,59,18,35,14,70,4,48,35,35,45,43,21,41,31,18,14,54,51,11,10,42,38,21,17,9,2,60,19,15,30,31,7,44,46,45,21,11,44,53,9,33,18,30,23,14,41,15,56,7,34,42,15,37,30,38,41,20,20,34,52,62,13,22,40,26,50,36,40,31,21,21,26,5,55,31,48,8,37,44,43,7,55,32,32,23,61,22,69,23,37,27,56,38,17,50,18,17,17,9,12,34,18,36,13,24,29,14,16,28,35,53,10
v85,61,14,24,32,62,50,35,16,21,12,14,46,9,40,24,36,46,25,27,53,34,34,33,41,36,43,72,11,20,11,20,49,54,4,33,10,44,45,49,52,60,21,60,24,48,42,41,38,29,36,30,27,38,38,30,38,53,28,56,36,43,31,67,28,47,33,23,32,55,3,56,40,1,15,20,35,39,49,21,54,23,64,52,52,0,16,16,15,22,23,40,58,36,13,54,46,14,25,36,51,6,18,24,56,31,58,47,35,66,27,57,46,53,19,35,45,49,34,34,50,40,27,31,12,39,25,44,32,34,49,45,16,1,55,27,62,37,69,30,23,59,30,33,36,45,65,70,43,55,19,27,35,43,46,31,33,23,50,3,28,68,24,72,55,53,51,46,24,46,26,17,43,62,7,43,24,9,26,57,69,30,31,39,23,37,41,30,44,43,17,35,31,14,38,47,34,55,48,46,50,14,53,6,42,51,52,43,59,13,58,33,42,18,56,38,51,59,15,9,61,11,29,42,66,14,21,41,42,44,30,31,35,59,54,16,33,45,28,55,59,12,36,33,53,41,40,25,43,49,48,30,59,66,13,67,26,59,54,40,51,35,48,14,43,34,50,26,28,26,65,74,12,26,26,28,12,53,31,49,40,57,15,33,34,60,23,10,11,47,19,36,20,29,9,46,17,75,47,51,18,32,53,20,42,69,69,59,40,26,34,18,55,28,23,66,66,52,21,29,62
v86,45,6,36,36,46,62,19,26,33,6,26,30,21,26,12,20,58,33,39,65,38,46,17,25,48,55,56,23,10,15,32,51,54,14,23,22,28,57,55,64,72,33,44,30,60,26,53,22,41,48,42,11,38,50,40,40,53,40,40,48,31,31,51,40,59,45,9,18,39,13,68,24,15,15,4,47,51,61,27,66,7,48,64,36,16,0,4,27,34,7,52,70,48,17,38,30,26,37,36,35,10,2,36,40,15,42,51,47,78,11,41,58,65,29,37,29,33,46,28,36,42,13,43,12,23,13,28,44,20,49,29,2,17,39,19,74,49,53,42,35,43,14,17,20,57,49,54,55,39,21,29,19,27,30,15,17,27,46,19,40,52,16,56,53,65,35,30,12,30,20,29,43,46,19,55,36,21,10,41,53,42,15,23,25,21,25,42,46,27,3,47,15,22,22,59,18,39,34,58,34,2,45,18,28,35,36,55,71,25,42,17,26,34,40,22,35,71,27,11,45,5,41,54,50,26,33,39,42,28,42,43,39,45,38,28,33,51,40,67,43,24,48,17,37,43,52,37,45,33,54,42,43,50,5,51,38,43,66,24,35,47,60,2,55,46,34,38,16,38,49,58,18,14,14,12,20,37,37,33,52,41,27,17,18,44,35,22,23,31,31,20,20,41,25,58,33,59,59,63,30,16,37,32,54,53,53,43,44,10,18,30,39,38,23,50,50,64,5,41,46
