,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v59,19,32,19,54,32,13,23,18,13,43,33,41,24,23,51,38,20,25,18,37,14,2,43,33,46,22,24,48,62,37,30,31,21,27,69,30,42,15,40,54,60,34,9,43,35,11,57,19,41,21,12,50,24,23,7,34,21,37,0,27,18,28,47,9,60,55,14,68,24,41,39,19,2,1,73,38,33,30,67,16,44,31,29,37,18,38,36,38,35,30,38,23,23,40,23,25,34,5,38,25,48,63,33,25,26,6,31,56,45,11,21,27,67,56,27,40,14,47,34,46,54,66,46,40,33,9,16,45,32,13,12,14,35,14,15,19,43,33,33,30,26,16,28,35,30,29,13,23,58,31,4,3,38,35,13,47,2,38,69,51,42,62,26,56,51,7,45,35,39,18,33,10,11,48,17,38,26,47,43,45,36,17,28,22,33,50,34,36,52,29,33,26,35,17,23,22,18,38,32,8,50,45,25,18,16,26,29,71,14,38,15,10,52,25,49,5,13,12,42,12,54,59,25,44,13,48,23,10,32,11,31,3,35,52,48,39,31,40,31,1,11,17,9,16,54,19,41,59,35,16,31,22,22,64,13,7,49,63,37,8,20,22,56,34,19,41,27,38,17,41,24,53,55,31,16,26,13,17,46,52,35,46,42,42,27,33,30,16,40,54,39,39,23,33,10,31,32,49,18,63,58,27,6,6,21,30,22,38,35,19,11,17,22,19,39,24,28,28,16,37
v60,22,49,44,47,57,22,8,35,34,68,8,26,13,48,76,63,25,26,45,62,23,29,68,36,29,47,23,43,39,10,3,22,32,52,42,3,29,40,13,41,33,7,36,54,8,30,44,34,14,12,19,33,39,48,30,59,48,62,27,0,43,21,20,34,33,28,21,41,23,52,12,44,29,28,46,63,6,55,40,41,69,50,14,10,11,15,37,13,8,11,57,6,10,53,48,10,7,32,11,22,21,36,48,28,19,31,10,45,48,34,26,6,40,29,40,51,39,32,7,35,27,39,71,15,8,24,41,50,5,38,37,15,44,41,42,44,68,58,58,41,15,43,29,58,47,16,34,14,41,12,29,24,63,22,40,36,25,63,42,50,27,35,51,29,38,34,18,60,64,45,12,37,16,21,24,13,51,20,16,18,11,30,1,15,10,23,43,29,25,54,30,17,60,42,30,15,23,11,11,33,23,70,50,45,15,27,6,44,33,33,26,27,29,8,22,24,38,29,59,37,27,32,6,47,38,31,22,37,57,38,16,28,14,49,47,64,44,65,4,28,36,38,32,11,27,32,46,32,60,41,6,17,47,37,40,26,22,36,12,21,19,47,29,9,18,14,8,11,18,66,51,34,30,24,27,39,18,22,71,25,10,19,15,17,30,8,7,41,41,37,32,64,50,40,23,30,9,40,11,36,31,46,21,25,16,55,45,63,42,46,36,34,37,16,56,49,13,17,29,12
v61,37,22,13,44,16,21,41,8,31,25,35,31,42,13,33,26,38,17,28,21,20,18,25,23,36,14,42,38,52,49,42,21,11,9,59,44,32,3,32,44,50,42,19,33,45,29,47,9,45,39,24,40,14,7,25,16,31,19,18,43,0,46,37,9,50,45,22,58,20,31,49,7,16,19,63,20,43,12,57,20,26,21,47,45,32,28,26,56,37,32,28,37,33,30,15,43,36,21,42,43,38,53,23,15,24,12,49,46,35,9,39,45,57,46,17,30,8,37,48,36,44,56,28,58,51,27,4,35,38,5,10,28,25,24,25,3,25,15,15,20,44,26,18,25,20,47,9,41,48,49,14,19,20,25,23,37,18,20,59,41,32,52,10,46,41,17,39,25,23,28,31,22,29,38,19,56,14,39,33,35,54,13,44,28,33,40,24,26,42,11,23,26,17,15,13,40,36,40,50,10,40,27,13,28,34,16,37,61,32,28,17,28,42,43,39,23,11,30,32,8,44,49,43,34,17,38,41,20,14,21,27,21,29,42,38,27,21,22,43,17,7,7,11,32,44,11,31,49,17,16,37,26,4,54,23,17,39,53,55,22,24,6,46,52,37,47,35,50,25,23,34,43,45,21,34,16,31,35,28,42,53,36,44,32,17,51,48,6,30,44,29,21,33,23,20,21,50,39,36,53,48,17,22,24,27,16,12,20,25,29,11,9,12,37,29,10,46,26,34,55
v62,9,52,47,50,60,25,13,38,15,71,27,35,8,51,79,66,8,29,24,65,26,28,71,39,40,50,4,46,56,31,24,25,35,55,63,24,36,43,34,48,54,28,33,57,29,17,51,37,35,9,22,44,42,51,21,62,33,65,28,21,46,0,41,37,54,49,24,62,26,55,33,47,30,27,67,66,27,58,61,44,72,53,7,31,14,32,40,24,29,24,60,17,17,56,51,11,28,25,32,3,42,57,51,31,22,34,11,50,51,37,7,15,61,50,43,54,42,41,28,40,48,60,74,12,15,19,44,53,26,41,40,18,47,24,29,47,71,61,61,44,6,30,32,61,50,5,37,7,52,9,32,27,66,29,35,41,28,66,63,53,36,56,54,50,45,35,39,63,67,38,27,24,17,42,27,10,54,41,37,39,26,33,22,18,27,44,46,32,46,57,33,20,63,45,33,6,10,32,10,36,44,73,53,34,12,30,23,65,14,36,29,18,46,13,43,23,41,16,62,40,48,53,15,50,41,42,5,32,60,25,25,25,29,52,50,67,47,68,25,29,39,41,35,14,48,35,49,53,63,44,25,20,50,58,33,29,43,57,9,24,22,50,50,16,9,35,21,32,21,69,32,47,49,27,12,42,15,11,74,46,11,40,36,36,33,17,14,44,44,48,35,67,31,43,26,33,12,43,10,57,52,49,24,22,19,58,48,66,45,33,39,37,40,9,59,52,8,22,12,13
v63,42,39,50,37,47,34,28,29,54,58,14,16,33,38,66,53,45,22,65,52,33,49,58,26,19,51,43,33,29,16,17,16,26,42,22,17,19,38,7,31,19,13,56,44,12,50,34,28,12,32,35,23,29,38,50,49,68,52,47,20,37,41,0,40,21,18,33,21,23,42,16,44,49,48,26,53,14,45,20,57,59,40,34,12,29,9,27,23,12,17,47,24,24,43,52,30,13,52,9,42,3,26,38,22,21,43,30,35,38,36,46,26,20,13,30,41,45,22,15,25,17,19,61,29,26,44,33,40,15,42,47,33,34,61,62,34,58,48,48,31,35,63,19,48,37,36,34,34,31,32,45,44,53,12,60,26,45,53,22,40,17,15,47,9,28,54,6,50,54,65,14,57,36,1,30,31,41,6,4,2,21,30,19,25,14,5,33,19,9,44,20,21,50,52,24,35,43,9,31,39,9,60,40,65,35,21,18,24,53,23,32,47,19,28,10,44,48,49,49,45,15,12,26,37,54,21,42,57,47,58,16,48,12,39,37,54,34,55,16,48,38,30,38,31,7,28,36,12,50,53,16,25,37,19,60,40,2,24,32,39,27,37,9,25,38,14,20,17,30,56,71,24,20,16,47,29,38,42,61,7,30,3,11,7,20,24,27,43,31,27,22,54,70,30,37,20,29,30,31,16,17,36,41,45,26,45,35,53,32,66,48,30,27,36,46,47,33,19,49,28
v64,28,25,10,47,23,12,32,11,22,34,26,34,33,16,42,29,29,18,25,28,11,9,34,26,39,13,33,41,55,40,33,24,14,18,62,35,35,6,33,47,53,33,16,36,36,20,50,12,36,30,15,43,17,14,16,25,28,28,9,34,9,37,40,0,53,48,13,61,17,34,40,10,9,10,66,29,34,21,60,17,35,24,38,36,23,31,29,47,28,23,31,28,24,33,14,34,27,12,33,34,41,56,26,18,19,3,40,49,38,4,30,36,60,49,20,33,5,40,39,39,47,59,37,49,42,18,7,38,29,4,7,19,28,21,22,10,34,24,24,23,35,23,21,28,23,38,6,32,51,40,5,10,29,28,20,40,9,29,62,44,35,55,17,49,44,14,38,28,30,25,26,17,20,41,10,47,17,40,36,38,45,10,35,19,26,43,27,29,45,20,26,19,26,12,16,31,27,31,41,1,43,36,16,25,25,19,28,64,23,31,8,19,45,34,42,14,8,21,35,5,47,52,34,37,14,41,32,17,23,18,24,12,28,45,41,30,24,31,34,8,2,10,2,23,47,12,34,52,26,13,28,17,13,57,20,8,42,56,46,13,15,13,49,43,28,38,26,41,16,32,31,46,48,24,25,19,22,26,37,45,44,39,35,35,20,42,39,7,33,47,32,30,30,26,11,24,41,42,27,56,51,20,13,15,18,21,15,29,28,26,8,10,15,28,32,15,37,21,25,46
v65,55,28,63,16,34,47,41,42,67,43,27,19,46,37,45,32,58,35,78,31,46,62,37,27,14,64,56,12,8,37,30,29,39,45,9,32,18,51,20,10,2,30,69,23,33,63,13,41,33,45,48,10,36,43,63,42,81,47,60,33,50,54,21,53,0,5,46,8,36,21,37,57,62,61,13,48,31,58,7,70,38,29,47,33,42,22,24,44,25,30,26,37,37,22,65,43,26,65,30,55,24,5,27,35,34,56,43,14,17,49,59,39,7,8,33,20,58,13,36,14,6,8,40,46,39,57,46,19,28,55,60,46,25,74,75,47,37,35,49,30,48,76,32,27,30,49,47,47,10,45,58,57,50,25,73,13,58,34,9,19,18,10,60,18,9,67,27,29,33,78,27,70,49,20,43,44,36,27,19,21,42,43,32,38,27,26,26,24,12,39,27,34,47,65,37,48,56,28,44,52,12,39,37,78,48,34,31,11,66,22,45,60,8,41,11,57,61,62,28,58,6,15,39,16,67,12,55,70,56,71,29,61,25,18,16,33,29,38,31,61,51,43,51,44,20,41,19,9,49,66,29,38,50,4,73,53,19,3,45,52,40,44,12,40,51,35,33,38,43,43,84,7,5,29,60,34,51,55,40,14,43,18,32,18,33,39,40,56,20,6,21,47,83,27,50,29,42,11,44,9,4,33,54,58,39,34,38,38,25,79,61,43,38,49,25,60,46,32,62,43
v66,50,23,58,19,29,42,36,37,62,40,22,14,41,32,48,35,53,30,73,34,41,57,40,22,9,59,51,15,11,34,27,24,34,40,14,29,13,46,17,13,5,27,64,26,30,58,16,36,30,40,43,5,31,38,58,37,76,42,55,28,45,49,18,48,5,0,41,13,31,24,34,52,57,56,18,43,28,53,12,65,41,24,42,30,37,17,19,41,22,25,29,32,32,25,60,38,21,60,27,50,21,8,22,30,29,51,38,17,20,44,54,34,12,5,28,23,53,8,33,9,1,11,43,43,36,52,41,22,23,50,55,41,20,69,70,42,40,30,44,25,43,71,27,30,25,44,42,42,13,40,53,52,45,20,68,8,53,35,14,22,13,7,55,15,10,62,24,32,36,73,22,65,44,17,38,41,31,24,16,18,39,38,29,33,22,23,21,19,9,34,22,29,42,60,32,43,51,25,39,47,9,42,32,73,43,29,26,16,61,17,40,55,3,36,8,52,56,57,31,53,3,12,34,19,62,7,50,65,51,66,24,56,20,21,19,36,24,37,28,56,46,38,46,39,17,36,18,6,44,61,24,33,45,9,68,48,16,8,40,47,35,39,9,37,46,32,28,35,38,38,79,6,2,24,55,29,46,50,43,11,38,15,29,13,28,36,35,51,15,9,16,42,78,22,45,24,37,12,39,8,3,28,49,53,34,29,33,35,20,74,56,38,33,44,28,55,41,27,57,40
v67,15,28,23,40,36,1,19,14,21,47,19,27,20,27,55,42,16,11,32,41,2,16,47,19,32,26,20,34,48,27,20,17,11,31,55,22,28,19,26,40,46,20,23,33,23,17,43,13,27,17,2,36,18,27,17,38,35,41,14,21,22,24,33,13,46,41,0,54,10,31,27,23,16,15,59,42,21,34,53,24,48,29,25,23,10,24,22,34,21,16,36,15,11,32,27,21,20,19,24,21,34,49,27,11,12,10,27,42,31,13,17,23,53,42,19,30,18,33,26,32,40,52,50,36,29,11,20,31,18,17,16,6,23,28,29,23,47,37,37,20,22,30,14,37,26,25,13,19,44,27,12,11,42,21,27,33,12,42,55,37,28,48,30,42,37,21,31,39,43,32,19,24,7,34,3,34,30,33,29,31,32,9,22,8,19,36,22,22,38,33,19,12,39,21,9,18,14,24,28,12,36,49,29,32,12,12,15,57,20,24,5,14,38,21,35,11,17,16,38,16,40,45,21,30,21,34,19,24,36,25,17,15,21,38,34,43,23,44,21,15,15,17,11,10,40,11,27,45,39,20,17,8,26,50,27,7,35,49,33,6,6,26,42,30,15,27,13,28,3,45,38,39,41,17,14,18,9,13,50,38,31,32,28,28,13,29,26,20,26,40,25,43,37,19,4,17,28,35,14,49,44,25,8,12,7,34,24,42,21,33,15,13,16,15,35,28,24,14,16,33
v68,63,36,71,16,42,55,49,50,75,51,35,27,54,45,45,32,66,43,86,37,54,70,41,35,22,72,64,20,8,37,38,37,47,53,3,38,26,59,28,14,8,34,77,25,33,71,13,49,33,53,56,18,44,51,71,50,89,55,68,41,58,62,21,61,8,13,54,0,44,27,37,65,70,69,5,56,35,66,1,78,38,37,55,33,50,30,32,44,33,38,30,45,45,28,73,51,34,73,30,63,24,5,35,43,42,64,51,14,23,57,67,47,5,12,41,28,66,21,36,22,14,8,40,50,47,65,54,23,36,63,68,54,33,82,83,55,37,43,57,38,56,84,40,33,38,57,55,55,10,53,66,65,58,33,81,21,66,42,1,19,26,10,68,18,17,75,27,33,35,86,35,78,57,20,51,52,44,27,25,23,42,51,40,46,35,26,34,32,16,47,35,42,55,73,45,56,64,30,52,60,18,39,45,86,56,42,39,3,74,30,53,68,16,49,19,65,69,70,28,66,14,15,47,24,75,20,63,78,64,79,37,69,33,18,20,33,37,46,37,69,59,51,59,52,20,49,27,9,57,74,37,46,58,4,81,61,19,5,53,60,48,52,12,46,59,35,41,38,51,51,92,15,13,37,68,42,59,63,48,16,51,22,32,26,41,45,48,64,28,14,29,55,91,35,58,37,50,19,52,9,10,41,62,66,47,42,46,46,33,87,69,51,46,57,29,68,54,40,70,49
v69,19,26,27,30,34,11,21,12,31,45,15,17,22,25,53,40,22,3,42,39,10,26,45,13,22,28,22,24,38,29,22,7,9,29,45,24,18,17,16,30,36,22,33,31,25,27,33,11,25,19,12,26,16,25,27,36,45,39,24,23,20,26,23,17,36,31,10,44,0,29,29,21,26,25,49,40,23,32,43,34,46,27,27,25,12,14,14,36,17,12,34,17,13,30,29,23,16,29,22,23,24,39,25,5,4,20,29,32,25,13,23,25,43,32,17,28,22,23,28,22,30,42,48,38,31,21,18,27,18,19,24,10,21,38,39,21,45,35,35,18,24,40,6,35,24,27,11,21,34,29,22,21,40,11,37,23,22,40,45,27,18,38,28,32,27,31,21,37,41,42,11,34,13,24,7,36,28,23,19,21,34,7,24,8,13,26,20,12,28,31,9,6,37,29,7,20,20,20,30,16,26,47,27,42,14,4,17,47,30,14,9,24,28,23,25,21,25,26,36,22,30,35,23,24,31,24,21,34,34,35,7,25,11,28,24,41,21,42,23,25,15,15,15,12,30,9,23,35,37,30,17,6,24,40,37,17,25,39,35,16,4,24,32,32,17,27,15,30,7,43,48,29,31,7,24,16,15,19,48,28,33,22,24,18,7,31,28,20,18,30,15,41,47,17,14,7,30,25,16,39,34,23,18,22,7,32,22,40,19,43,25,11,14,17,33,26,26,6,26,35
v70,46,9,44,13,15,30,50,23,48,24,44,26,51,18,24,11,47,26,59,10,29,43,16,16,23,45,51,9,21,58,51,30,20,26,28,53,23,32,41,13,23,51,50,2,54,44,16,22,54,48,33,19,17,24,44,23,62,28,41,52,31,55,42,34,21,24,31,27,29,0,58,38,43,42,32,29,52,39,26,51,17,10,56,54,41,37,15,65,46,41,5,46,42,1,46,52,45,46,51,52,45,22,8,24,33,37,58,15,4,30,48,54,26,29,14,1,39,20,57,17,25,29,19,67,60,38,27,4,47,36,41,37,8,55,56,28,16,16,30,11,53,57,23,6,11,56,28,50,17,58,39,38,31,30,54,16,39,15,28,10,25,31,41,39,14,48,48,8,12,59,40,51,38,41,28,65,17,48,40,42,63,24,53,37,42,47,9,23,33,20,22,35,28,46,22,49,45,49,59,33,33,18,18,59,43,25,46,30,47,19,26,41,23,52,32,38,42,43,7,39,27,36,52,5,48,21,50,51,37,52,36,42,38,11,7,12,10,19,52,42,32,24,32,41,41,22,6,30,30,47,46,35,31,23,54,34,40,22,64,33,33,25,33,61,46,56,44,59,34,24,65,18,22,28,43,15,40,44,21,35,62,39,53,35,22,60,57,37,11,15,20,28,64,12,31,22,59,12,45,30,25,14,35,39,36,15,19,19,10,60,42,24,19,46,4,41,55,35,43,64
v71,34,55,50,53,63,28,20,41,46,74,14,32,25,54,82,69,37,32,57,68,29,41,74,42,35,53,35,49,45,2,9,28,38,58,34,9,35,46,17,47,35,7,48,60,4,42,50,40,4,24,27,39,45,54,42,65,60,68,39,12,49,33,16,40,37,34,27,37,29,58,0,50,41,40,34,69,6,61,36,49,75,56,26,4,21,21,43,9,12,17,63,16,16,59,54,22,13,44,7,34,13,42,54,34,25,37,22,51,54,40,38,18,32,29,46,57,45,38,5,41,33,29,77,21,18,36,47,56,11,44,43,25,50,53,54,50,74,64,64,47,27,55,35,64,53,28,40,26,47,24,37,36,69,28,52,42,37,69,38,56,33,27,57,19,44,46,10,66,70,57,18,49,28,17,30,23,57,10,18,16,7,36,11,21,16,11,49,35,25,60,36,23,66,48,36,27,35,9,23,39,25,76,56,57,27,33,12,34,45,39,32,39,35,20,26,36,44,41,65,43,31,22,18,53,46,37,34,49,63,50,22,40,20,55,53,70,50,71,8,40,42,44,38,23,17,38,52,28,66,47,12,23,53,35,52,32,18,40,24,31,25,53,25,17,30,2,14,1,24,72,63,40,36,30,39,45,30,34,77,23,22,19,5,23,36,16,19,47,47,43,38,70,62,46,29,36,21,46,23,28,33,52,33,37,22,61,51,69,48,58,42,40,43,28,62,55,25,23,41,20
v72,38,29,6,51,23,22,42,15,32,24,36,38,43,20,32,33,39,22,23,28,21,19,24,30,43,7,43,45,59,50,43,28,18,12,66,45,39,6,37,51,57,43,14,40,46,30,54,16,46,40,25,47,21,14,26,15,24,18,19,44,7,47,44,10,57,52,23,65,21,38,50,0,17,20,70,19,44,11,64,13,27,28,48,46,33,35,33,57,38,33,35,38,34,37,8,44,37,22,43,44,45,60,30,22,25,13,50,53,42,10,40,46,64,53,24,37,5,44,49,43,51,63,27,59,52,28,11,42,39,6,7,29,32,23,18,10,28,22,14,27,45,19,25,32,27,48,10,42,55,50,15,20,19,32,16,44,19,23,66,48,39,59,7,53,48,12,42,32,30,21,32,23,30,45,20,57,21,44,40,42,55,14,45,29,34,47,31,33,49,18,30,27,16,8,20,41,37,41,51,11,47,26,20,21,35,23,38,68,33,35,18,29,49,44,46,24,6,31,39,7,51,56,44,41,10,45,42,15,13,22,28,22,32,49,45,34,28,21,44,18,8,14,12,33,51,16,38,56,16,9,38,27,7,61,16,18,46,60,56,23,25,13,53,53,38,48,36,51,26,22,27,50,52,28,35,23,32,36,27,49,54,43,45,39,24,52,49,3,37,51,36,20,26,30,21,28,51,46,37,60,55,24,23,25,28,23,19,19,32,22,8,14,19,38,36,5,47,27,35,56
v73,21,34,17,56,30,15,25,20,15,41,35,43,26,25,49,38,22,27,16,35,16,2,41,35,48,20,26,50,64,39,32,33,23,25,71,32,44,13,42,56,62,36,7,45,37,13,59,21,43,23,14,52,26,21,9,32,19,35,2,29,16,30,49,9,62,57,16,70,26,43,41,17,0,3,75,36,35,28,69,14,42,33,31,39,20,40,38,40,37,32,40,25,25,42,21,27,36,5,40,27,50,65,35,27,28,6,33,58,47,13,23,29,69,58,29,42,12,49,36,48,56,68,44,42,35,11,16,47,34,11,10,16,37,12,13,17,41,31,31,32,28,14,30,37,32,31,15,25,60,33,4,5,36,37,11,49,4,36,71,53,44,64,24,58,53,5,47,37,37,16,35,8,13,50,19,40,26,49,45,47,38,19,30,24,35,52,36,38,54,27,35,28,33,15,25,24,20,40,34,10,52,43,25,16,18,28,31,73,16,40,17,12,54,27,51,7,11,14,44,10,56,61,27,46,11,50,25,8,30,9,33,5,37,54,50,39,33,38,33,1,11,19,11,18,56,21,43,61,33,14,33,24,20,66,11,9,51,65,39,10,22,20,58,36,21,43,29,40,19,39,22,55,57,33,18,28,15,19,44,54,37,48,44,44,29,35,32,14,42,56,41,37,21,35,12,33,34,51,20,65,60,29,8,8,23,28,24,36,37,17,9,19,24,21,41,22,30,30,18,39
v74,18,33,20,55,33,14,22,19,12,44,34,42,23,24,52,39,19,26,17,38,15,1,44,34,47,23,23,49,63,38,31,32,22,28,70,31,43,16,41,55,61,35,8,44,36,10,58,20,42,20,13,51,25,24,6,35,20,38,1,28,19,27,48,10,61,56,15,69,25,42,40,20,3,0,74,39,34,31,68,17,45,32,28,38,19,39,37,37,36,31,39,24,24,41,24,24,35,4,39,24,49,64,34,26,27,7,30,57,46,12,20,26,68,57,28,41,15,48,35,47,55,67,47,39,32,8,17,46,33,14,13,15,36,13,14,20,44,34,34,31,25,15,29,36,31,28,14,22,59,30,5,4,39,36,12,48,3,39,70,52,43,63,27,57,52,8,46,36,40,17,34,9,12,49,18,37,27,48,44,46,35,18,29,23,34,51,35,37,53,30,34,27,36,18,24,21,17,39,31,9,51,46,26,17,15,27,30,72,13,39,16,9,53,24,50,4,14,11,43,13,55,60,24,45,14,49,22,9,33,10,32,2,36,53,49,40,32,41,32,2,12,18,10,17,55,20,42,60,36,17,32,23,23,65,12,8,50,64,36,9,21,23,57,33,18,42,28,39,18,42,23,54,56,32,15,27,12,16,47,53,34,47,43,43,28,32,29,17,41,55,40,40,22,34,11,32,31,50,17,64,59,28,7,5,22,31,23,39,36,18,12,18,23,18,40,25,27,29,15,36
v75,68,41,76,19,47,60,54,55,80,56,40,32,59,50,48,37,71,48,91,42,59,75,46,40,27,77,69,25,11,36,43,42,52,58,4,43,31,64,33,19,13,39,82,30,38,76,16,54,32,58,61,23,49,56,76,55,94,60,73,46,63,67,26,66,13,18,59,5,49,32,34,70,75,74,0,61,40,71,6,83,43,42,60,36,55,35,37,43,38,43,35,50,50,33,78,56,39,78,35,68,25,10,40,48,47,69,56,17,28,62,72,52,6,17,46,33,71,26,39,27,19,7,45,55,52,70,59,28,41,68,73,59,38,87,88,60,42,48,62,43,61,89,45,38,43,62,60,60,15,58,71,70,63,38,86,26,71,47,4,22,31,11,73,17,22,80,28,38,40,91,40,83,62,25,56,57,49,26,30,28,41,56,45,51,40,23,39,37,21,52,40,47,60,78,50,61,69,35,57,65,23,44,50,91,61,47,44,2,79,35,58,73,21,54,24,70,74,75,31,71,19,14,52,29,80,25,68,83,69,84,42,74,38,21,25,36,42,51,42,74,64,56,64,57,19,54,32,14,62,79,42,51,63,9,86,66,24,10,58,65,53,57,17,51,64,32,46,35,56,56,97,20,18,42,73,47,64,68,53,21,56,27,31,31,46,50,53,69,33,19,34,60,96,40,63,42,55,24,57,10,15,46,67,71,52,47,51,51,38,92,74,56,51,62,34,73,59,45,75,54
v76,57,20,19,42,14,41,61,28,51,5,55,37,62,15,13,24,58,37,42,19,40,38,15,27,34,16,62,36,50,69,62,41,31,11,57,64,34,23,52,42,48,62,33,31,65,49,45,29,65,59,44,38,24,15,45,6,33,1,38,63,20,66,53,29,48,43,42,56,40,29,69,19,36,39,61,0,63,10,55,22,18,19,67,65,52,48,26,76,57,52,26,57,53,28,17,63,56,41,62,63,56,51,21,35,44,32,69,44,33,29,59,65,55,44,23,28,24,35,68,34,42,54,16,78,71,47,22,33,58,25,26,48,23,42,37,19,19,13,5,22,64,36,34,23,18,67,29,61,46,69,34,39,2,41,31,35,38,14,57,39,36,50,12,50,39,31,59,23,21,30,51,42,49,52,39,76,12,59,51,53,74,33,64,48,53,58,22,34,44,9,33,46,3,21,33,60,56,60,70,30,44,17,13,32,54,36,57,59,52,30,37,48,40,63,43,43,25,50,30,26,42,47,63,32,25,36,61,34,8,41,47,41,49,40,36,25,19,10,63,37,27,25,31,52,52,31,29,47,3,22,57,46,16,52,33,37,51,51,75,42,44,16,44,72,57,67,55,70,45,5,36,41,43,39,54,24,51,55,8,46,73,50,64,46,33,71,68,22,28,42,31,1,35,23,40,33,70,37,56,51,46,17,42,44,47,14,18,10,23,33,27,29,26,57,27,14,66,46,54,75
v77,28,49,44,47,57,22,14,35,40,68,8,26,19,48,76,63,31,26,51,62,23,35,68,36,29,47,29,43,39,6,3,22,32,52,36,3,29,40,11,41,29,1,42,54,2,36,44,34,8,18,21,33,39,48,36,59,54,62,33,6,43,27,14,34,31,28,21,35,23,52,6,44,35,34,40,63,0,55,34,43,69,50,20,4,15,15,37,13,6,11,57,10,10,53,48,16,7,38,5,28,15,36,48,28,19,31,16,45,48,34,32,12,34,23,40,51,39,32,5,35,27,33,71,15,12,30,41,50,5,38,37,19,44,47,48,44,68,58,58,41,21,49,29,58,47,22,34,20,41,18,31,30,63,22,46,36,31,63,36,50,27,29,51,23,38,40,12,60,64,51,12,43,22,15,24,17,51,14,12,12,11,30,5,15,10,17,43,29,19,54,30,17,60,42,30,21,29,5,17,33,19,70,50,51,21,27,6,38,39,33,26,33,29,14,20,30,38,35,59,37,25,26,12,47,40,31,28,43,57,44,16,34,14,49,47,64,44,65,2,34,36,38,32,17,21,32,46,26,60,41,6,17,47,31,46,26,16,34,18,25,19,47,23,11,24,8,8,7,18,66,57,34,30,24,33,39,24,28,71,19,16,13,9,17,30,10,13,41,41,37,32,64,56,40,23,30,15,40,17,30,27,46,27,31,16,55,45,63,42,52,36,34,37,22,56,49,19,17,35,14
v78,49,30,11,52,24,33,53,20,43,15,47,39,54,21,23,34,50,29,34,29,32,30,25,31,44,8,54,46,60,61,54,33,23,13,67,56,40,15,44,52,58,54,25,41,57,41,55,21,57,51,36,48,22,15,37,16,25,11,30,55,12,58,45,21,58,53,34,66,32,39,61,11,28,31,71,10,55,0,65,14,28,29,59,57,44,40,34,68,49,44,36,49,45,38,7,55,48,33,54,55,48,61,31,27,36,24,61,54,43,21,51,57,65,54,25,38,16,45,60,44,52,64,26,70,63,39,14,43,50,17,18,40,33,34,29,11,29,23,9,28,56,28,26,33,28,59,21,53,56,61,26,31,8,33,23,45,30,24,67,49,40,60,4,54,49,23,51,33,31,20,43,34,41,46,31,68,22,51,43,45,66,25,56,40,45,50,32,34,50,19,31,38,11,13,25,52,48,52,62,22,48,27,21,24,46,28,49,69,44,36,29,40,50,55,47,35,17,42,40,18,52,57,55,42,17,46,53,26,2,33,39,33,41,50,46,35,29,20,55,29,19,17,23,44,52,23,39,57,9,14,49,38,8,62,25,29,47,61,67,34,36,14,54,64,49,59,47,62,37,15,26,51,53,31,46,24,43,47,18,50,65,44,56,40,25,63,60,14,38,52,37,11,27,31,32,29,62,47,48,61,56,25,34,36,39,24,20,20,33,25,19,21,20,49,37,6,58,38,46,67
