,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v72,12,12,22,27,47,39,24,39,23,46,18,26,25,19,26,44,30,43,24,18,8,25,45,29,29,11,33,22,20,8,13,36,39,23,53,25,24,5,28,50,30,14,30,18,34,16,2,24,53,9,44,26,50,14,33,40,17,38,14,23,30,19,29,11,32,34,20,19,50,17,8,0,37,17,17,22,5,26,49,42,22,16,26,37,17,11,51,10,43,50,44,31,14,23,45,35,13,37,39,32,28,15,24,27,32,16,27,8,58,7,22,17,33,17,31,17,7,22,5,15,15,35,44,34,26,24,33,38,11,43,13,28,21,12,22,38,32,16,7,40,19,41,13,13,12,52,32,45,4,10,21,10,21,25,25,39,58,25,32,32,39,32,25,24,17,52,44,57,26,48,22,29,9,38,26,21,33,48,13,12,10,6,29,13,36,28,21,46,19,26,28,41,17,24,15,11,31,34,28,3,31,15,24,49,43,24,28,51,21,20,16,14,42,15,35,34,38,41,29,25,39,35,7,14,21,14,13,35,22,7,24,13,31,23,47,25,40,30,23,53,12,2,24,28,29,42,52,29,22,38,47,4,12,30,53,16,6,35,49,42,26,37,35,41,45,26,42,31,40,6,10,7,15,52,30,23,25,13,45,31,35,18,28,22,25,29,26,13,49,22,33,35,41,46,7,39,22,26,22,30,8,22,1,19,16,30,41,26,33,29,23,21,25,16,40,19,18,20,49,23
v73,49,29,15,42,30,50,49,4,22,57,55,37,14,30,19,7,67,14,13,39,33,28,8,38,52,32,30,39,57,35,24,3,8,58,16,22,31,32,39,61,67,23,23,33,35,37,37,57,16,46,7,11,15,23,70,33,28,21,41,28,37,18,30,26,21,45,17,56,25,28,37,37,0,20,22,31,34,31,26,53,15,21,11,74,24,48,18,41,54,61,7,22,45,50,8,26,42,26,12,69,39,52,27,64,21,53,46,29,21,36,45,22,6,54,50,52,30,59,42,52,40,72,55,11,45,35,22,11,48,16,44,19,32,37,53,39,39,51,34,51,44,52,24,24,31,23,43,28,41,35,44,47,16,62,32,50,21,44,43,17,50,5,36,61,20,63,9,20,37,11,47,66,42,49,35,28,34,11,38,49,29,31,34,30,3,39,32,23,18,63,31,36,54,17,40,26,26,71,9,36,8,22,13,60,54,61,17,14,42,53,25,47,5,52,24,13,23,28,46,56,26,14,30,23,28,39,50,38,47,36,45,42,42,14,10,26,51,25,34,18,43,39,35,39,18,53,15,40,41,49,22,41,25,67,16,21,31,18,60,53,37,26,72,52,56,13,5,22,27,35,41,30,48,63,67,60,54,44,56,30,24,45,25,39,62,42,15,24,20,59,38,28,14,27,42,10,57,11,33,41,29,23,38,18,53,7,22,63,44,66,60,58,22,21,19,26,19,21,12,32
v74,29,25,5,40,32,52,37,22,10,59,35,39,12,32,21,27,47,26,7,31,21,12,28,40,42,12,20,35,37,15,8,19,22,38,36,12,11,16,41,63,47,23,17,31,37,17,17,37,36,26,27,9,33,21,50,35,8,23,27,10,17,12,32,10,19,47,5,36,33,30,21,17,20,0,24,11,14,13,32,55,9,17,9,54,26,28,34,21,56,63,27,24,27,36,28,22,22,24,22,49,41,32,11,44,19,33,40,9,41,16,35,4,16,34,44,32,12,39,22,32,20,52,57,17,39,37,24,21,28,26,26,21,34,17,35,41,41,31,20,53,32,54,26,12,25,35,45,30,21,23,24,27,8,42,12,52,41,24,45,19,52,15,38,41,6,65,27,40,39,31,27,46,22,51,37,8,36,31,18,29,9,11,36,26,19,41,34,29,2,43,33,38,34,11,28,6,28,51,11,16,14,18,13,62,56,41,15,34,22,33,27,27,25,32,22,17,25,30,42,38,28,18,14,19,30,27,30,40,35,20,37,26,44,8,30,12,53,27,36,36,23,19,37,41,16,55,35,42,35,51,30,21,5,47,36,7,13,20,62,55,39,28,52,54,58,11,25,18,29,19,23,10,28,65,47,40,38,24,58,18,22,31,27,19,42,42,17,14,32,39,40,30,24,29,22,22,37,9,35,43,21,9,18,16,33,13,24,43,46,46,40,38,24,3,23,28,13,7,32,34
v75,29,9,23,22,30,28,29,26,34,35,35,15,36,8,9,27,47,26,19,19,13,36,28,16,32,22,44,19,37,19,16,19,22,38,36,36,35,12,19,39,47,3,41,13,17,27,17,37,36,26,27,31,33,3,50,23,28,21,21,34,41,12,12,14,43,23,29,36,33,8,17,17,22,24,0,33,16,37,32,31,15,7,19,54,2,28,34,21,32,39,27,14,25,30,28,46,24,48,22,49,17,32,35,44,43,33,26,17,41,18,25,28,28,34,30,32,12,39,22,32,26,52,33,17,25,13,16,21,28,26,24,11,10,23,33,21,17,31,14,29,24,30,4,12,11,35,21,28,21,15,32,27,16,42,36,28,41,36,21,15,28,23,14,41,18,41,27,40,15,31,33,46,22,27,13,32,16,31,24,29,21,13,12,10,25,17,10,29,26,43,11,24,34,35,20,20,14,51,23,16,14,6,11,38,32,41,39,34,32,33,3,27,25,32,46,17,21,24,26,36,22,18,10,5,6,19,30,18,27,16,25,22,22,32,30,36,29,13,12,36,23,19,13,17,40,31,35,18,21,27,30,21,19,47,36,17,11,18,38,31,15,20,52,30,34,35,25,42,23,15,21,14,28,41,47,40,34,24,34,42,46,25,11,33,42,22,9,10,32,39,16,18,24,29,22,22,37,27,11,19,9,33,18,8,33,27,24,43,22,46,40,38,8,21,23,4,11,31,32,10
v76,18,34,16,49,41,61,46,33,9,68,40,48,19,41,30,38,36,37,18,40,30,3,39,49,51,11,11,44,26,14,17,30,33,45,47,9,2,25,50,72,36,32,8,40,46,6,20,46,47,29,38,20,44,30,39,44,5,32,36,3,8,21,41,19,16,56,14,25,44,39,30,22,31,11,33,0,17,4,43,64,18,26,20,43,35,19,45,12,65,72,38,33,36,45,39,13,11,15,33,38,50,21,4,33,14,22,49,16,52,15,44,9,27,33,53,21,21,30,27,23,9,41,66,28,48,46,33,32,29,37,35,30,43,10,44,50,50,38,29,62,41,63,35,21,34,46,54,39,24,32,13,16,17,31,3,61,52,13,54,28,61,26,47,30,15,74,38,51,48,42,16,35,31,60,46,3,45,42,9,18,12,20,45,35,30,50,43,40,13,32,42,47,29,14,37,13,37,40,22,25,25,27,22,71,65,30,18,45,11,42,36,36,36,33,13,28,34,39,51,47,37,29,23,28,39,36,19,49,44,29,46,35,53,17,41,5,62,36,45,47,12,24,46,50,17,64,46,51,44,60,41,18,14,36,47,16,22,29,71,64,48,37,41,63,67,20,36,9,38,28,32,19,37,74,36,29,47,13,67,9,13,40,36,8,31,51,26,23,43,28,49,39,35,40,15,33,44,20,44,52,30,8,23,25,34,24,35,32,55,35,31,33,33,12,34,37,22,10,43,43
v77,15,17,19,32,44,44,29,36,18,51,23,31,22,24,23,41,33,40,21,23,13,20,42,32,34,6,28,27,23,3,10,33,36,28,50,20,19,8,33,55,33,15,25,23,31,11,3,29,50,12,41,23,47,13,36,37,12,35,19,18,25,16,26,8,27,39,17,22,47,22,13,5,34,14,16,17,0,21,46,47,19,13,23,40,18,14,48,7,48,55,41,28,19,28,42,30,8,32,36,35,33,18,19,30,27,19,32,5,55,2,27,12,30,20,36,18,4,25,10,18,10,38,49,31,31,29,30,35,14,40,18,25,26,7,27,35,33,21,12,45,24,46,18,10,17,49,37,42,7,15,16,13,18,28,20,44,55,20,37,29,44,29,30,27,14,57,41,54,31,45,17,32,14,43,29,16,30,45,8,15,5,3,28,18,33,33,26,43,16,29,25,38,20,19,20,8,28,37,25,8,28,12,21,54,48,27,23,48,16,25,19,19,39,18,30,31,35,38,34,30,36,32,6,11,22,19,16,32,27,12,29,18,36,20,44,20,45,27,28,50,9,7,29,33,24,47,49,34,27,43,44,7,9,33,50,13,5,32,54,47,31,34,38,46,50,23,39,26,37,11,15,4,20,57,33,26,30,10,50,26,30,23,25,17,28,34,23,10,46,25,32,32,38,43,8,36,27,23,27,35,13,17,6,16,19,27,38,29,38,32,26,24,22,13,37,20,15,15,46,26
v78,20,38,16,53,45,65,50,33,9,72,44,52,19,45,34,38,36,37,18,44,34,3,39,53,55,15,7,48,26,18,21,30,33,49,47,9,2,29,54,76,36,36,8,44,50,10,24,50,47,33,38,20,44,34,39,48,9,36,40,3,6,25,45,23,16,60,14,25,44,43,34,26,31,13,37,4,21,0,43,68,22,30,20,43,39,23,45,16,69,76,38,37,40,49,39,9,13,11,33,38,54,21,4,33,14,24,53,20,52,19,48,9,27,37,57,21,25,34,31,27,11,41,70,28,52,50,37,32,33,37,39,34,47,14,48,54,54,42,33,66,45,67,39,25,38,46,58,43,28,36,13,18,21,31,1,65,52,13,58,32,65,26,51,30,19,78,38,51,52,42,16,35,35,64,50,5,49,42,13,18,16,24,49,39,30,54,47,40,13,36,46,51,33,14,41,17,41,40,22,29,25,31,26,75,69,32,18,45,11,46,40,40,36,37,13,28,38,43,55,51,41,29,27,32,43,40,19,53,48,33,50,39,57,17,41,5,66,40,49,47,14,28,50,54,17,68,46,55,48,64,41,22,18,36,47,20,26,33,75,68,52,41,41,67,71,20,36,9,42,32,36,23,41,78,40,29,51,13,71,5,11,44,40,8,35,55,30,27,43,28,53,43,35,42,19,33,48,20,48,56,34,8,27,29,38,24,37,32,59,39,35,37,37,16,34,41,26,10,43,47
v79,61,41,27,54,4,38,61,30,38,35,67,41,40,34,23,25,79,12,25,51,45,40,18,20,64,44,48,51,69,47,36,23,18,70,16,40,43,44,51,35,79,35,45,45,15,49,49,69,12,58,21,35,11,35,82,9,40,11,53,40,49,30,20,38,47,55,33,68,1,40,49,49,26,32,32,43,46,43,0,47,27,33,23,86,32,60,8,53,50,41,19,18,57,62,20,50,54,52,14,81,45,64,39,76,47,65,58,41,9,48,57,34,32,66,62,64,42,71,54,64,52,84,49,15,57,31,16,15,60,10,56,21,40,49,65,13,17,63,46,53,56,28,36,36,43,3,19,4,53,47,56,59,28,74,44,40,9,56,41,17,24,27,28,73,32,41,17,12,31,15,59,78,54,55,23,40,16,21,50,61,41,43,20,42,29,35,36,3,30,75,21,10,66,39,52,38,18,83,27,48,18,34,25,38,40,73,43,14,54,65,33,59,27,64,50,15,11,8,58,68,10,14,42,35,28,51,62,14,59,48,57,54,54,36,18,40,25,19,28,8,55,51,45,27,44,35,17,22,53,35,4,53,37,79,10,33,43,14,44,51,23,12,84,26,42,39,25,46,9,47,53,42,60,39,79,72,66,56,44,46,50,57,21,51,74,54,23,36,6,71,16,14,12,3,54,16,69,31,39,45,41,37,50,30,65,31,8,75,22,78,72,70,24,33,9,30,31,35,16,26
v80,48,30,54,15,45,9,18,57,65,12,24,16,67,23,34,52,36,41,50,24,34,67,45,27,17,53,75,20,52,50,47,50,45,23,51,67,66,39,14,12,44,32,72,24,32,58,44,22,51,35,48,62,48,34,37,38,59,36,28,65,72,43,27,45,74,8,60,47,48,25,34,42,53,55,31,64,47,68,47,0,46,38,50,39,29,45,49,52,3,8,46,31,28,19,47,77,55,79,41,34,14,47,66,43,74,44,15,48,56,49,20,59,59,31,15,59,43,34,37,41,57,37,2,42,16,18,31,42,35,41,29,34,21,54,20,36,30,26,35,6,23,19,29,43,30,50,28,43,40,32,63,50,47,37,67,7,56,67,10,36,23,54,19,44,49,10,44,55,16,46,64,45,33,8,24,63,31,48,55,50,52,44,27,29,56,14,21,44,57,32,26,39,35,66,27,51,29,36,54,39,45,37,42,9,7,36,70,49,63,22,28,28,54,31,77,40,36,39,13,21,37,39,41,36,25,28,49,33,20,35,18,29,11,63,45,67,24,28,19,51,54,40,18,20,71,12,50,25,20,12,45,46,50,32,51,48,42,35,7,4,24,35,39,23,5,66,52,73,38,36,32,45,27,10,32,39,19,55,3,73,77,24,28,64,33,13,38,41,47,50,31,33,39,44,49,43,22,58,20,12,34,64,41,39,30,58,39,44,25,31,33,31,31,52,38,27,42,62,47,21
v81,34,16,8,31,25,43,34,17,19,50,40,30,21,23,12,22,52,21,4,24,18,21,23,31,37,17,29,26,42,20,9,14,17,43,31,21,20,17,32,54,52,14,26,22,28,22,22,42,31,31,22,16,28,12,55,26,13,16,26,19,26,3,23,11,28,38,14,41,28,21,22,22,15,9,15,18,19,22,27,46,0,8,4,59,17,33,29,26,47,54,22,15,30,35,23,31,27,33,17,54,32,37,20,49,28,38,31,14,36,21,30,13,13,39,35,37,15,44,27,37,25,57,48,12,30,28,15,16,33,21,29,12,25,22,38,32,32,36,19,44,29,45,17,9,16,30,36,23,26,20,29,32,1,47,21,43,36,29,36,10,43,10,29,46,5,56,22,35,30,26,32,51,27,42,28,17,27,26,23,34,14,16,27,17,14,32,25,24,11,48,24,29,39,20,25,11,19,56,8,21,9,9,4,53,47,46,24,29,27,38,18,32,20,37,31,12,16,21,33,41,19,13,15,10,21,24,35,31,32,21,30,27,35,17,25,21,44,18,27,31,28,24,28,32,25,46,30,33,26,42,25,26,10,52,31,6,16,13,53,46,30,19,57,45,49,20,20,27,20,20,26,15,33,56,52,45,39,29,49,27,31,30,18,24,47,33,8,9,27,44,31,21,19,24,27,17,42,12,26,34,14,18,23,7,38,12,19,48,37,51,45,43,15,6,18,19,4,16,27,25
v82,28,8,16,23,31,35,28,23,27,42,34,22,29,15,10,28,46,27,12,18,12,29,29,23,31,15,37,18,36,14,9,20,23,37,37,29,28,11,24,46,46,6,34,14,20,20,16,36,37,25,28,24,34,4,49,24,21,22,20,27,34,5,15,7,36,30,22,35,34,13,16,16,21,17,7,26,13,30,33,38,8,0,12,53,9,27,35,20,39,46,28,15,24,29,29,39,21,41,23,48,24,31,28,43,36,32,25,10,42,15,24,21,21,33,29,31,9,38,21,31,19,51,40,18,24,20,17,22,27,27,23,12,17,16,32,24,24,30,13,36,23,37,9,5,10,36,28,29,20,14,25,26,9,41,29,35,42,29,28,16,35,16,21,40,11,48,28,41,22,32,26,45,21,34,20,25,19,32,17,28,14,10,19,9,20,24,17,30,19,42,16,25,33,28,19,13,15,50,16,15,15,1,8,45,39,40,32,35,25,32,10,26,26,31,39,18,22,25,25,35,23,19,9,2,13,18,29,23,26,15,24,21,27,25,31,29,36,14,19,37,22,18,20,24,33,38,36,25,20,34,31,20,12,46,37,10,10,19,45,38,22,21,51,37,41,28,26,35,24,14,20,9,27,48,46,39,33,23,41,35,39,24,12,26,41,25,10,3,33,38,23,19,25,30,21,23,36,20,18,26,8,26,17,3,32,20,25,42,29,45,39,37,9,14,24,11,4,24,33,17
v83,38,20,4,35,27,47,38,13,15,54,44,34,17,27,16,18,56,17,2,28,22,17,19,35,41,21,25,30,46,24,13,10,13,47,27,17,20,21,36,58,56,18,22,26,32,26,26,46,27,35,18,12,24,16,59,30,17,18,30,17,26,7,27,15,24,42,10,45,24,25,26,26,11,9,19,20,23,20,23,50,4,12,0,63,21,37,25,30,51,58,18,19,34,39,19,27,31,29,13,58,36,41,16,53,24,42,35,18,32,25,34,11,9,43,39,41,19,48,31,41,29,61,52,8,34,32,19,12,37,17,33,16,29,26,42,36,36,40,23,48,33,49,21,13,20,26,40,25,30,24,33,36,5,51,21,47,32,33,40,14,47,6,33,50,9,60,18,31,34,22,36,55,31,46,32,17,31,22,27,38,18,20,31,21,10,36,29,20,7,52,28,33,43,16,29,15,23,60,4,25,5,13,8,57,51,50,20,25,31,42,22,36,16,41,27,10,20,25,37,45,23,11,19,14,25,28,39,35,36,25,34,31,39,13,21,17,48,22,31,27,32,28,32,36,21,50,26,37,30,46,21,30,14,56,27,10,20,15,57,50,34,23,61,49,53,16,16,23,24,24,30,19,37,60,56,49,43,33,53,23,27,34,22,28,51,37,12,13,23,48,35,25,15,24,31,13,46,8,30,38,18,14,27,11,42,8,19,52,41,55,49,47,19,10,16,23,8,12,23,29
v84,25,45,59,32,84,48,25,76,52,51,19,45,62,52,63,81,7,80,61,35,41,46,82,66,22,42,44,35,17,39,50,73,76,16,90,52,43,42,35,51,9,51,51,41,71,37,37,17,90,28,81,63,87,51,4,77,46,75,33,46,37,56,66,48,59,31,57,18,87,46,37,37,74,54,54,43,40,43,86,39,59,53,63,0,54,26,88,33,36,45,81,68,29,24,82,48,32,48,76,5,41,22,47,10,57,21,28,45,95,38,29,52,70,20,24,24,44,15,32,22,34,2,37,71,29,55,70,75,26,80,30,65,46,37,21,75,69,23,40,33,30,58,50,50,43,89,67,82,33,39,30,27,58,12,42,46,95,32,45,69,62,69,58,13,54,45,81,94,55,85,29,10,32,31,63,46,70,85,36,25,45,43,66,44,73,51,50,83,56,11,65,78,20,57,34,48,68,3,65,38,68,52,61,48,46,13,61,88,32,21,53,27,79,22,56,71,75,78,28,18,76,72,44,51,58,35,24,72,27,38,29,32,32,60,84,48,63,67,58,90,31,35,41,59,60,51,89,64,33,51,84,33,49,7,90,53,43,72,42,35,63,74,4,62,44,63,79,52,77,39,33,44,26,47,7,14,20,30,42,44,54,29,65,35,12,32,63,50,86,15,70,72,78,83,32,76,17,63,47,41,45,51,36,56,21,67,78,11,64,8,14,16,62,53,77,56,55,53,86,60
v85,29,9,25,22,30,26,29,28,36,33,35,13,38,6,9,27,47,26,21,19,13,38,28,14,32,24,46,19,37,21,18,21,22,38,36,38,37,12,19,37,47,3,43,13,17,29,17,37,36,26,27,33,33,5,50,23,30,21,21,36,43,14,12,16,45,23,31,36,33,8,17,17,24,26,2,35,18,39,32,29,17,9,21,54,0,28,34,23,30,37,27,14,25,30,28,48,26,50,22,49,15,32,37,44,45,33,26,19,41,20,25,30,30,34,30,32,14,39,22,32,28,52,31,17,25,11,16,21,28,26,24,11,8,25,33,21,15,31,14,27,24,28,4,14,11,35,19,28,21,15,34,27,18,42,38,26,41,38,19,15,26,25,12,41,20,39,27,40,13,31,35,46,22,25,11,34,16,31,26,29,23,15,12,10,27,15,8,29,28,43,11,24,34,37,20,22,14,51,25,16,16,8,13,36,30,41,41,34,34,33,1,27,25,32,48,17,21,24,26,36,22,18,12,7,4,19,30,18,27,16,25,22,22,34,30,38,27,13,10,36,25,19,13,15,42,29,35,16,21,25,30,21,21,47,36,19,13,18,36,29,13,20,52,28,32,37,25,44,23,15,21,16,28,39,47,40,34,26,32,44,48,25,11,35,42,22,9,12,32,39,16,18,24,29,22,22,37,29,9,17,9,35,18,10,33,29,24,43,20,46,40,38,8,23,23,2,13,33,32,8
v86,3,19,33,30,58,42,27,50,26,49,21,29,36,26,37,55,19,54,35,21,15,22,56,40,32,16,30,25,9,13,24,47,50,26,64,26,21,16,31,53,19,25,27,21,45,13,11,27,64,10,55,37,61,25,22,51,20,49,17,20,27,30,40,22,33,37,31,8,61,20,11,11,48,28,28,19,14,23,60,45,33,27,37,26,28,0,62,7,46,53,55,42,17,26,56,32,10,34,50,21,31,4,21,16,31,5,30,19,69,12,25,26,44,14,34,14,18,11,8,4,12,24,47,45,29,29,44,49,10,54,16,39,24,11,25,49,43,19,14,43,22,44,24,24,17,63,41,56,7,13,18,5,32,14,22,42,69,22,35,43,42,43,32,13,28,55,55,68,29,59,19,18,12,41,37,20,44,59,10,5,19,17,40,18,47,31,24,57,30,15,39,52,10,31,18,22,42,23,39,12,42,26,35,52,46,13,35,62,18,23,27,17,53,14,32,45,49,52,32,28,50,46,18,25,32,17,4,46,25,12,27,16,34,34,58,22,43,41,32,64,9,9,27,33,34,45,63,38,25,41,58,7,23,19,64,27,17,46,52,45,37,48,24,44,48,37,53,28,51,13,13,18,18,55,19,12,28,10,48,28,32,21,39,19,14,32,37,24,60,11,44,46,52,57,6,50,25,37,25,33,19,25,10,30,15,41,52,15,38,18,12,14,36,27,51,30,29,27,60,34
v87,63,43,29,56,12,40,63,22,36,39,69,43,32,36,25,17,81,8,27,53,47,42,10,22,66,46,44,53,71,49,38,15,12,72,8,36,45,46,53,43,81,37,37,47,17,51,51,71,4,60,13,27,3,37,84,15,42,13,55,42,51,32,22,40,39,57,31,70,7,42,51,51,18,34,34,45,48,45,8,49,29,35,25,88,34,62,0,55,52,43,11,20,59,64,12,42,56,44,12,83,47,66,41,78,39,67,60,43,7,50,59,36,24,68,64,66,44,73,56,66,54,86,51,17,59,33,18,13,62,8,58,23,42,51,67,21,21,65,48,55,58,34,38,38,45,5,25,10,55,49,58,61,30,76,46,42,7,58,43,19,32,19,30,75,34,45,9,6,33,7,61,80,56,57,25,42,18,13,52,63,43,45,22,44,21,37,38,5,32,77,23,18,68,31,54,40,20,85,23,50,20,36,27,42,42,75,35,6,56,67,35,61,19,66,42,17,13,10,60,70,12,16,44,37,30,53,64,20,61,50,59,56,56,28,10,40,33,21,30,2,57,53,47,29,36,37,9,24,55,37,4,55,39,81,2,35,45,16,46,53,25,14,86,34,44,31,17,38,11,49,55,44,62,45,81,74,68,58,46,44,42,59,23,53,76,56,25,38,2,73,20,16,10,9,56,12,71,25,41,47,43,37,52,32,67,23,10,77,26,80,74,72,26,35,11,32,33,35,8,28
v88,8,22,26,37,51,49,34,43,19,56,28,36,29,29,30,48,26,47,28,28,18,15,49,37,39,9,23,32,16,6,17,40,43,33,57,19,14,13,38,60,26,20,20,28,38,6,8,34,57,17,48,30,54,18,29,44,13,42,24,13,20,23,33,15,26,44,24,15,54,27,18,10,41,21,21,12,7,16,53,52,26,20,30,33,23,7,55,0,53,60,48,35,24,33,49,25,3,27,43,28,38,11,14,23,24,12,37,12,62,5,32,19,37,21,41,11,11,18,15,11,5,31,54,38,36,34,37,42,17,47,23,32,31,4,32,42,38,26,17,50,29,51,23,17,22,56,42,49,12,20,11,6,25,21,15,49,62,15,42,36,49,36,35,20,21,62,48,61,36,52,12,25,19,48,34,13,37,52,3,8,12,10,33,23,40,38,31,50,23,22,32,45,17,24,25,15,35,30,32,13,35,19,28,59,53,20,28,55,11,30,24,24,46,21,25,38,42,45,39,35,43,39,11,18,27,24,9,39,32,17,34,23,41,27,51,15,50,34,33,57,2,12,34,38,27,52,56,39,32,48,51,6,16,26,57,20,10,39,59,52,36,41,31,51,55,30,46,21,44,16,20,11,25,62,26,19,35,3,55,21,25,28,32,12,21,39,30,17,53,18,37,39,45,50,3,43,32,30,32,40,18,18,11,23,22,34,45,22,43,25,19,21,29,20,44,25,22,20,53,31
v89,49,31,55,16,48,12,19,58,66,15,25,17,68,24,35,53,37,44,51,25,35,68,46,30,14,54,76,21,53,51,48,51,46,20,54,68,67,40,15,15,45,33,73,25,35,59,45,19,54,36,49,63,51,35,38,41,60,39,29,66,73,44,30,46,75,9,61,48,51,26,35,43,54,56,32,65,48,69,50,3,47,39,51,36,30,46,52,53,0,9,47,32,29,20,48,78,56,80,42,33,15,48,67,44,75,45,16,49,59,50,21,60,60,32,12,60,44,35,38,42,58,36,1,43,17,19,34,43,36,44,30,35,22,55,21,39,33,27,36,3,24,22,30,44,31,53,31,46,41,33,64,51,48,38,68,10,59,68,11,37,26,55,22,45,50,9,45,58,19,49,65,46,34,5,27,64,34,49,56,51,53,45,30,30,57,15,22,47,58,33,29,42,36,67,28,52,32,37,55,40,46,38,43,12,10,37,71,52,64,23,29,29,55,32,78,41,39,42,14,18,40,40,42,37,26,29,50,36,21,36,19,30,12,64,48,68,27,31,22,54,55,41,19,23,72,15,53,28,21,15,48,47,51,33,54,49,43,36,6,1,27,38,40,26,8,67,53,74,41,37,33,46,28,11,29,40,18,56,6,74,78,25,29,65,34,14,39,42,50,51,34,36,42,47,50,44,21,59,21,13,35,65,42,40,31,59,42,45,28,30,34,32,32,53,41,28,43,63,50,24
v90,56,38,62,23,39,11,26,65,73,6,32,24,75,31,42,60,44,47,58,32,42,75,53,23,23,61,83,28,60,58,55,58,53,29,51,75,74,47,22,6,52,40,80,32,26,66,52,28,47,43,56,70,46,42,45,32,67,40,36,73,80,51,31,53,82,16,68,55,42,33,42,50,61,63,39,72,55,76,41,8,54,46,58,45,37,53,43,60,9,0,54,39,36,27,55,85,63,87,49,40,22,55,74,51,82,52,23,56,50,57,28,67,67,39,21,67,51,42,45,49,65,43,8,50,24,26,39,50,43,45,37,42,29,62,28,30,24,34,43,12,31,13,37,51,38,44,22,37,48,40,71,58,55,45,75,11,50,75,18,44,17,62,25,52,57,2,52,49,24,50,72,53,41,14,26,71,27,56,63,58,60,52,27,37,64,22,29,38,65,40,30,33,43,74,35,59,35,44,62,47,53,45,50,3,7,44,78,49,71,30,36,36,62,39,85,48,38,33,21,27,35,47,49,44,33,36,57,27,28,43,26,37,19,71,53,75,18,36,27,45,62,48,26,22,79,8,52,21,28,12,39,54,58,40,45,56,50,43,3,10,24,35,47,17,5,74,60,81,34,44,40,53,35,2,38,47,25,63,5,81,85,32,36,72,41,21,46,49,41,58,25,33,47,38,57,51,28,66,28,20,42,72,49,47,38,66,39,52,19,37,41,39,39,60,42,35,50,70,51,29
v91,56,36,22,49,23,43,56,11,29,50,62,36,21,29,18,6,74,7,20,46,40,35,1,31,59,39,37,46,64,42,31,8,5,65,9,29,38,39,46,54,74,30,30,40,28,44,44,64,9,53,2,18,8,30,77,26,35,14,48,35,44,25,23,33,28,50,24,63,18,35,44,44,7,27,27,38,41,38,19,46,22,28,18,81,27,55,11,48,47,54,0,15,52,57,1,33,49,33,5,76,40,59,34,71,28,60,53,36,14,43,52,29,13,61,57,59,37,66,49,59,47,79,48,10,52,28,15,6,55,9,51,16,35,44,60,32,32,58,41,48,51,45,31,31,38,16,36,21,48,42,51,54,23,69,39,43,14,51,36,12,43,12,29,68,27,56,2,13,30,4,54,73,49,50,28,35,27,4,45,56,36,38,27,37,10,32,31,16,25,70,24,29,61,24,47,33,19,78,16,43,13,29,20,53,47,68,24,7,49,60,28,54,8,59,31,10,16,21,53,63,19,9,37,30,23,46,57,31,54,43,52,49,49,21,3,33,44,18,27,11,50,46,40,32,25,46,8,33,48,42,15,48,32,74,9,28,38,11,53,46,30,19,79,45,49,20,6,29,20,42,48,37,55,56,74,67,61,51,49,37,31,52,18,46,69,49,18,31,13,66,31,21,7,20,49,5,64,18,34,40,36,30,45,25,60,14,15,70,37,73,67,65,19,28,12,25,26,28,5,25
