,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v11,15,12,43,13,35,24,19,36,47,27,0,58,21,20,13,20,38,30,43,23,20,32,26,12,14,18,6,38,49,17,26,26,37,34,32,18,40,32,15,49,28,14,32,10,18,38,35,12,26,34,23,25,10,19,17,24,34,33,27,27,27,41,41,28,23,42,17,40,42,31,16,17,15,7,12,33,37,12,37,55,37,15,37,19,24,9,37,16,31,42,21,10,42,42,27,23,19,42,23,19
v12,55,50,21,45,35,52,39,22,45,85,58,0,59,46,45,58,20,28,41,81,62,28,46,54,72,40,54,26,9,41,32,32,49,36,44,76,18,26,47,15,30,72,26,48,66,20,23,58,32,28,45,59,62,43,41,34,36,31,85,85,31,39,17,30,45,50,45,18,16,33,58,65,57,51,46,25,35,62,21,11,43,73,21,61,34,63,21,74,27,16,37,52,16,16,37,49,39,44,81,75
v13,6,9,44,16,56,7,32,37,68,28,21,59,0,41,20,1,39,31,64,26,41,33,47,9,19,19,15,49,50,18,35,27,58,55,15,17,41,33,12,50,29,15,33,27,39,39,36,33,27,35,14,4,11,16,26,25,25,34,26,30,28,62,42,39,44,63,38,41,43,30,5,38,36,20,13,34,58,33,38,56,58,20,38,40,39,30,40,19,32,43,22,31,43,43,22,10,20,21,24,40
v14,35,32,31,25,15,44,9,36,27,39,20,46,41,0,21,40,36,22,23,35,16,46,6,32,26,28,26,26,37,31,14,20,17,14,52,30,28,42,35,37,16,26,32,14,20,26,27,12,24,46,43,45,30,39,15,22,54,49,39,39,21,21,29,16,3,22,3,28,30,51,36,19,11,21,28,21,17,16,25,43,17,27,31,15,12,17,25,28,43,30,41,10,30,30,47,43,25,62,35,29
v15,14,11,30,4,36,23,12,23,48,40,13,45,20,21,0,19,25,17,44,36,21,25,27,11,27,7,9,29,36,10,15,13,38,35,31,31,27,21,14,36,15,27,19,7,21,25,22,13,13,25,22,24,17,18,6,11,33,28,40,40,14,42,28,19,24,43,18,27,29,30,15,20,16,6,7,20,38,17,24,42,38,28,24,20,19,18,24,29,22,29,20,11,29,29,26,22,6,41,36,30
v16,5,8,43,15,55,6,31,36,67,27,20,58,1,40,19,0,38,30,63,25,40,32,46,8,18,18,14,48,49,17,34,26,57,54,14,18,40,32,11,49,28,14,32,26,38,38,35,32,26,34,13,5,10,15,25,24,24,33,27,29,27,61,41,38,43,62,37,40,42,29,4,37,35,19,12,33,57,32,37,55,57,19,37,39,38,29,39,18,31,42,21,30,42,42,21,9,19,22,23,39
v17,35,30,39,25,51,32,27,2,63,65,38,20,39,36,25,38,0,14,59,61,42,10,42,34,52,20,34,44,17,21,30,16,53,50,24,56,32,6,27,33,22,52,6,28,46,16,9,38,12,10,25,39,42,23,21,14,18,13,65,65,15,57,17,34,39,58,33,24,16,15,38,45,37,31,26,25,53,42,23,29,53,53,5,41,34,43,35,54,7,20,17,32,8,12,17,29,19,26,61,55
v18,27,22,25,17,37,24,13,14,49,57,30,28,31,22,17,30,14,0,45,53,34,24,28,26,44,12,26,30,19,13,16,4,39,36,30,48,18,20,19,19,8,44,10,20,38,8,5,30,4,24,21,31,34,17,13,6,32,27,57,57,3,43,11,20,25,44,19,10,12,29,30,37,29,23,18,11,39,34,9,25,39,45,9,33,20,35,21,46,21,12,19,24,12,12,25,21,11,40,53,47
v19,58,55,26,48,8,67,32,59,4,44,43,41,64,23,44,63,59,45,0,40,23,69,17,55,45,51,49,21,42,54,29,43,8,9,75,51,27,65,58,32,37,49,55,37,25,43,50,31,47,69,66,68,53,62,38,45,77,72,44,44,44,8,42,25,20,9,26,35,43,74,59,26,28,44,51,34,12,31,36,38,6,44,54,24,25,34,24,45,66,39,64,33,51,47,70,66,48,85,40,34
v20,26,31,66,36,46,29,42,59,44,4,23,81,26,35,36,25,61,53,40,0,19,55,35,27,9,41,27,61,72,40,49,49,32,45,37,13,63,55,34,72,51,11,55,33,15,61,58,23,49,57,36,30,19,38,40,47,47,56,4,4,50,48,64,51,36,37,36,63,65,52,23,16,24,30,35,56,52,19,60,78,38,8,60,20,47,18,60,7,54,65,44,29,65,65,44,32,42,47,2,14
v21,35,32,47,25,27,44,23,40,27,23,20,62,41,16,21,40,42,34,23,19,0,46,16,32,22,28,26,42,53,31,30,30,17,26,52,28,44,42,35,53,32,26,36,14,4,42,39,8,30,46,43,45,30,39,21,28,54,49,23,23,31,29,45,32,17,22,17,44,46,51,36,3,5,21,28,37,33,8,41,59,19,21,41,1,28,11,41,22,43,46,41,10,46,46,47,43,25,62,19,13
v22,29,24,49,21,61,26,37,10,73,59,32,28,33,46,25,32,10,24,69,55,46,0,52,28,46,18,28,54,27,15,40,26,63,60,18,50,42,4,21,43,32,46,14,32,44,26,19,38,22,2,19,33,36,17,31,24,8,3,59,59,25,67,27,44,49,68,43,34,26,5,32,43,41,25,20,35,63,38,33,39,63,47,15,45,44,37,45,48,3,30,11,36,18,22,11,23,21,16,55,49
v23,41,38,31,31,11,50,15,42,21,39,26,46,47,6,27,46,42,28,17,35,16,52,0,38,28,34,32,26,37,37,14,26,11,10,58,34,28,48,41,37,20,32,38,20,20,26,33,14,30,52,49,51,36,45,21,28,60,55,39,39,27,15,29,16,3,16,9,28,30,57,42,19,11,27,34,21,17,16,25,43,11,27,37,15,12,17,25,28,49,30,47,16,34,30,53,49,31,68,35,29
v24,3,4,39,9,47,12,23,32,59,31,12,54,9,32,11,8,34,26,55,27,32,28,38,0,18,14,6,40,45,13,26,22,49,46,20,22,36,28,7,45,24,18,28,18,30,34,31,24,22,30,11,13,8,11,17,20,22,29,31,31,23,53,37,30,35,54,29,36,38,25,4,29,27,11,8,29,49,24,33,51,49,19,33,31,30,21,33,20,27,38,17,22,38,38,17,11,15,30,27,31
v25,17,22,57,27,37,22,33,50,49,13,14,72,19,26,27,18,52,44,45,9,22,46,28,18,0,32,18,52,63,31,40,40,39,36,30,6,54,46,25,63,42,4,46,24,20,52,49,14,40,48,27,23,10,29,31,38,38,47,13,13,41,43,55,42,27,44,27,54,56,43,14,19,17,21,26,47,43,14,51,69,39,1,51,21,38,11,51,2,45,56,35,20,56,56,35,23,33,40,9,21
v26,15,10,31,5,43,16,19,18,55,45,18,40,19,28,7,18,20,12,51,41,28,18,34,14,32,0,14,36,31,3,22,8,45,42,24,36,24,14,7,31,14,32,14,14,26,20,17,20,8,18,15,19,22,11,13,6,26,21,45,45,9,49,23,26,31,50,25,22,24,23,18,25,23,11,6,17,45,22,19,37,45,33,19,27,26,23,27,34,15,24,13,18,24,24,19,15,3,34,41,35
v27,9,6,39,9,41,18,17,32,53,31,6,54,15,26,9,14,34,26,49,27,26,28,32,6,18,14,0,34,45,13,22,22,43,40,26,22,36,28,9,45,24,18,28,12,24,34,31,18,22,30,17,19,8,13,13,20,28,29,31,31,23,47,37,24,29,48,23,36,38,25,10,23,21,5,8,29,43,18,33,51,43,19,33,25,24,15,33,20,27,38,17,16,38,38,21,17,15,36,27,25
v28,43,40,5,33,15,52,19,44,19,65,38,26,49,26,29,48,44,30,21,61,42,54,26,40,52,36,34,0,27,39,14,28,29,16,60,56,12,50,43,11,22,52,40,28,46,28,35,38,32,54,51,53,42,47,23,30,62,57,65,65,29,13,27,10,25,30,25,20,28,59,44,45,37,31,36,19,9,42,21,17,23,53,39,41,14,43,9,54,51,24,49,32,36,32,55,51,33,70,61,55
v29,46,41,22,36,34,43,30,17,46,76,49,9,50,37,36,49,17,19,42,72,53,27,37,45,63,31,45,27,0,32,23,23,40,33,35,67,15,23,38,16,21,63,17,39,57,11,14,49,23,27,36,50,53,34,32,25,35,30,76,76,22,40,8,21,36,41,36,9,7,32,49,56,48,42,37,16,36,53,12,12,36,64,12,52,25,54,18,65,24,7,28,43,9,7,28,40,30,43,72,66
v30,14,9,34,6,46,13,22,19,58,44,17,41,18,31,10,17,21,13,54,40,31,15,37,13,31,3,13,39,32,0,25,11,48,45,21,35,27,15,6,32,17,31,15,17,29,21,18,23,9,17,12,18,21,8,16,9,23,18,44,44,10,52,24,29,34,53,28,23,25,20,17,28,26,10,5,20,48,23,20,38,48,32,20,30,29,22,30,33,14,25,10,21,25,25,16,12,6,31,40,34
v31,29,26,17,19,21,38,7,30,33,53,26,32,35,14,15,34,30,16,29,49,30,40,14,26,40,22,22,14,23,25,0,14,23,20,46,44,14,36,29,23,8,40,26,16,34,14,21,26,18,40,37,39,30,33,9,16,48,43,53,53,15,27,15,4,13,28,13,14,16,45,30,33,25,19,22,7,23,30,11,29,23,41,25,29,4,31,11,42,37,16,35,20,22,18,41,37,19,56,49,43
v32,23,18,23,13,35,24,11,16,47,53,26,32,27,20,13,26,16,4,43,49,30,26,26,22,40,8,22,28,23,11,14,0,37,34,32,44,16,22,15,23,6,40,12,16,34,12,9,26,4,26,23,27,30,19,9,2,34,29,53,53,1,41,15,18,23,42,17,14,16,31,26,33,25,19,14,9,37,30,11,29,37,41,11,29,18,31,19,42,23,16,21,20,16,16,27,23,7,42,49,43
v33,52,49,34,42,14,61,26,53,12,36,37,49,58,17,38,57,53,39,8,32,17,63,11,49,39,45,43,29,40,48,23,37,0,13,69,45,31,59,52,40,31,43,49,31,19,37,44,25,41,63,60,62,47,56,32,39,71,66,36,36,38,16,36,19,14,5,20,31,37,68,53,20,22,38,45,28,20,25,30,46,6,38,48,18,19,28,28,39,60,33,58,27,45,41,64,60,42,79,34,26
v34,49,46,21,39,1,58,23,50,13,49,34,36,55,14,35,54,50,36,9,45,26,60,10,46,36,42,40,16,33,45,20,34,13,0,66,42,18,56,49,27,28,40,46,28,30,34,41,22,38,60,57,59,44,53,29,36,68,63,49,49,35,7,33,16,11,14,17,26,34,65,50,29,21,35,42,25,7,26,27,33,7,37,45,25,16,27,15,38,57,30,55,24,42,38,61,57,39,76,45,39
v35,17,20,55,27,67,8,43,22,79,41,32,44,15,52,31,14,24,30,75,37,52,18,58,20,30,24,26,60,35,21,46,32,69,66,0,32,48,18,17,49,38,28,20,38,50,32,25,44,28,20,9,15,22,13,37,30,10,19,41,41,31,73,33,50,55,74,49,40,32,15,16,49,47,31,24,41,69,44,39,45,69,31,23,51,50,41,51,30,17,36,11,42,28,28,7,9,27,10,37,51
v36,21,26,61,31,43,24,37,54,55,15,18,76,17,30,31,18,56,48,51,13,28,50,34,22,6,36,22,56,67,35,44,44,45,42,32,0,58,50,29,67,46,4,50,28,26,56,53,20,44,52,31,17,14,33,35,42,42,51,9,17,45,49,59,46,31,50,31,58,60,47,18,25,23,25,30,51,47,20,55,73,45,7,55,27,42,17,55,6,49,60,39,24,60,60,39,27,37,38,11,27
v37,37,32,7,27,19,40,21,32,31,67,40,18,41,28,27,40,32,18,27,63,44,42,28,36,54,24,36,12,15,27,14,16,31,18,48,58,0,38,31,9,12,54,28,30,48,16,23,40,20,42,39,41,44,35,23,18,50,45,67,67,17,25,15,12,27,32,27,8,16,47,40,47,39,33,28,7,21,44,9,15,25,55,27,43,16,45,3,56,39,12,37,34,24,20,43,39,21,58,63,57
v38,29,24,45,19,57,26,33,6,69,59,32,26,33,42,21,32,6,20,65,55,42,4,48,28,46,14,28,50,23,15,36,22,59,56,18,50,38,0,21,39,28,46,10,28,40,22,15,34,18,4,19,33,36,17,27,20,12,7,59,59,21,63,23,40,45,64,39,30,22,9,32,39,37,25,20,31,59,36,29,35,59,47,11,41,40,37,41,48,1,26,11,32,14,18,11,23,17,20,55,49
v39,8,3,38,10,50,9,26,25,62,38,15,47,12,35,14,11,27,19,58,34,35,21,41,7,25,7,9,43,38,6,29,15,52,49,17,29,31,21,0,38,21,25,21,21,33,27,24,27,15,23,8,12,15,4,20,13,19,22,38,38,16,56,30,33,38,57,32,29,31,18,11,32,30,14,7,24,52,27,26,44,52,26,26,34,33,24,34,27,20,31,10,25,31,31,12,8,10,27,34,34
v40,46,41,6,36,26,43,30,33,30,76,49,15,50,37,36,49,33,19,32,72,53,43,37,45,63,31,45,11,16,32,23,23,40,27,49,67,9,39,38,0,21,63,29,39,57,17,24,49,23,43,40,50,53,36,32,25,51,46,76,76,22,24,16,21,36,41,36,9,17,48,49,56,48,42,37,16,20,53,12,6,34,64,28,52,25,54,12,65,40,13,38,43,25,21,44,40,30,59,72,66
v41,25,20,17,15,29,30,9,22,41,55,28,30,29,16,15,28,22,8,37,51,32,32,20,24,42,14,24,22,21,17,8,6,31,28,38,46,12,28,21,21,0,42,18,18,36,10,13,28,10,32,29,31,32,25,11,8,40,35,55,55,7,35,13,12,17,36,15,12,14,37,28,35,27,21,16,5,31,32,9,27,31,43,17,31,12,33,13,44,29,14,27,22,14,14,33,29,11,48,51,45
v42,17,22,57,27,41,20,33,50,53,13,14,72,15,26,27,14,52,44,49,11,26,46,32,18,4,32,18,52,63,31,40,40,43,40,28,4,54,46,25,63,42,0,46,24,24,52,49,18,40,48,27,19,10,29,31,38,38,47,13,15,41,47,55,42,29,48,27,54,56,43,14,23,21,21,26,47,43,18,51,69,43,5,51,25,38,15,51,4,45,56,35,20,56,56,35,23,33,36,9,25
v43,29,24,35,19,47,26,23,4,59,59,32,26,33,32,19,32,6,10,55,55,36,14,38,28,46,14,28,40,17,15,26,12,49,46,20,50,28,10,21,29,18,46,0,22,40,12,5,32,8,14,19,33,36,17,17,10,22,17,59,59,11,53,13,30,35,54,29,20,12,19,32,39,31,25,20,21,49,36,19,25,49,47,5,35,30,37,31,48,11,16,11,26,10,10,15,23,13,30,55,49
v44,21,18,33,11,29,30,9,26,41,37,10,48,27,14,7,26,28,20,37,33,14,32,20,18,24,14,12,28,39,17,16,16,31,28,38,28,30,28,21,39,18,24,22,0,18,28,25,10,16,32,29,31,16,25,7,14,40,35,37,37,17,35,31,18,17,36,11,30,32,37,22,17,9,7,14,23,31,14,27,45,31,25,27,13,14,15,27,26,29,32,27,4,32,32,33,29,11,48,33,27
v45,33,30,51,23,31,42,27,44,29,19,18,66,39,20,21,38,46,38,25,15,4,44,20,30,20,26,24,46,57,29,34,34,19,30,50,26,48,40,33,57,36,24,40,18,0,46,43,8,34,44,41,43,28,37,25,32,52,47,19,19,35,33,49,36,21,24,21,48,50,49,34,1,9,19,26,41,37,6,45,63,23,19,45,5,32,9,45,20,41,50,39,14,50,50,45,41,27,60,15,9
v46,35,30,23,25,35,32,19,16,47,65,38,20,39,26,25,38,16,8,43,61,42,26,26,34,52,20,34,28,11,21,14,12,37,34,32,56,16,22,27,17,10,52,12,28,46,0,7,38,12,26,25,39,42,23,21,14,34,29,65,65,11,41,3,18,25,42,25,8,4,31,38,45,37,31,26,9,37,42,7,17,37,53,11,41,18,43,19,54,23,4,21,32,8,4,27,29,19,42,61,55
v47,32,27,30,22,42,29,18,9,54,62,35,23,36,27,22,35,9,5,50,58,39,19,33,31,49,17,31,35,14,18,21,9,44,41,25,53,23,15,24,24,13,49,5,25,43,7,0,35,9,19,22,36,39,20,18,11,27,22,62,62,8,48,8,25,30,49,24,15,7,24,35,42,34,28,23,16,44,39,14,20,44,50,4,38,25,40,26,51,16,11,14,29,7,7,20,26,16,35,58,52
v48,27,24,43,17,23,36,19,36,35,27,12,58,33,12,13,32,38,30,31,23,8,38,14,24,14,20,18,38,49,23,26,26,25,22,44,20,40,34,27,49,28,18,32,10,8,38,35,0,26,38,35,37,22,31,17,24,46,41,27,27,27,29,41,28,13,30,13,40,42,43,28,7,3,13,20,33,29,4,37,55,25,15,37,7,24,5,37,16,35,42,33,6,42,42,39,35,19,54,23,17
v49,23,18,27,13,39,20,15,12,51,53,26,32,27,24,13,26,12,4,47,49,30,22,30,22,40,8,22,32,23,9,18,4,41,38,28,44,20,18,15,23,10,40,8,16,34,12,9,26,0,22,19,27,30,15,9,2,30,25,53,53,3,45,15,22,27,46,21,14,16,27,26,33,25,19,14,13,41,30,11,29,41,41,11,29,22,31,23,42,19,16,17,20,16,16,23,19,7,38,49,43
v50,31,26,49,21,61,28,37,10,73,61,34,28,35,46,25,34,10,24,69,57,46,2,52,30,48,18,30,54,27,17,40,26,63,60,20,52,42,4,23,43,32,48,14,32,44,26,19,38,22,0,21,35,38,19,31,24,10,3,61,61,25,67,27,44,49,68,43,34,26,5,34,43,41,27,22,35,63,38,33,39,63,49,15,45,44,39,45,50,3,30,13,36,18,22,13,25,21,16,57,51
v51,10,11,46,18,58,7,34,23,70,40,23,45,14,43,22,13,25,21,66,36,43,19,49,11,27,15,17,51,36,12,37,23,60,57,9,31,39,19,8,40,29,27,19,29,41,25,22,35,19,21,0,14,17,4,28,21,11,20,40,40,22,64,28,41,46,65,40,31,29,16,13,40,38,22,15,32,60,35,30,42,60,28,24,42,41,32,42,29,18,29,8,33,29,29,8,4,18,19,36,42
v52,10,13,48,20,60,7,36,37,72,32,25,59,4,45,24,5,39,31,68,30,45,33,51,13,23,19,19,53,50,18,39,27,62,59,15,17,41,33,12,50,31,19,33,31,43,39,36,37,27,35,14,0,15,16,30,25,25,34,26,34,28,66,42,43,48,67,42,41,43,30,9,42,40,24,17,34,62,37,38,56,62,24,38,44,43,34,44,23,32,43,22,35,43,43,22,10,20,21,28,44
v53,7,12,47,17,45,14,23,40,57,23,10,62,11,30,17,10,42,34,53,19,30,36,36,8,10,22,8,42,53,21,30,30,47,44,22,14,44,36,15,53,32,10,36,16,28,42,39,22,30,38,17,15,0,19,21,28,28,37,23,23,31,51,45,32,33,52,27,44,46,33,6,27,25,11,16,37,47,22,41,59,47,11,41,29,28,19,41,12,35,46,25,20,46,46,25,13,23,32,19,29
v54,12,7,42,14,54,9,30,21,66,42,19,43,16,39,18,15,23,17,62,38,39,17,45,11,29,11,13,47,34,8,33,19,56,53,13,33,35,17,4,36,25,29,17,25,37,23,20,31,15,19,4,16,19,0,24,17,15,18,42,42,18,60,26,37,42,61,36,27,27,14,15,36,34,18,11,28,56,31,26,40,56,30,22,38,37,28,38,31,16,27,6,29,27,27,8,6,14,23,38,38
v55,20,17,26,10,30,29,6,21,42,44,17,41,26,15,6,25,21,13,38,40,21,31,21,17,31,13,13,23,32,16,9,9,32,29,37,35,23,27,20,32,11,31,17,7,25,21,18,17,9,31,28,30,21,24,0,7,39,34,44,44,10,36,24,13,18,37,12,23,25,36,21,24,16,10,13,16,32,21,20,38,32,32,20,20,13,22,20,33,28,25,26,11,25,25,32,28,10,47,40,34
v56,21,16,25,11,37,22,13,14,49,51,24,34,25,22,11,24,14,6,45,47,28,24,28,20,38,6,20,30,25,9,16,2,39,36,30,42,18,20,13,25,8,38,10,14,32,14,11,24,2,24,21,25,28,17,7,0,32,27,51,51,3,43,17,20,25,44,19,16,18,29,24,31,23,17,12,11,39,28,13,31,39,39,13,27,20,29,21,40,21,18,19,18,18,18,25,21,5,40,47,41
v57,21,22,57,29,69,18,45,18,81,51,34,36,25,54,33,24,18,32,77,47,54,8,60,22,38,26,28,62,35,23,48,34,71,68,10,42,50,12,19,51,40,38,22,40,52,34,27,46,30,10,11,25,28,15,39,32,0,9,51,51,33,75,35,52,57,76,51,42,34,5,24,51,49,33,26,43,71,46,41,47,71,39,23,53,52,43,53,40,11,38,13,44,26,30,7,15,29,8,47,53
v58,30,25,52,24,64,27,40,13,76,60,33,31,34,49,28,33,13,27,72,56,49,3,55,29,47,21,29,57,30,18,43,29,66,63,19,51,45,7,22,46,35,47,17,35,47,29,22,41,25,3,20,34,37,18,34,27,9,0,60,60,28,70,30,47,52,71,46,37,29,4,33,46,44,28,21,38,66,41,36,42,66,48,18,48,47,38,48,49,6,33,12,39,21,25,12,24,24,13,56,50
v59,30,35,70,40,50,33,46,63,48,6,27,85,26,39,40,27,65,57,44,4,23,59,39,31,13,45,31,65,76,44,53,53,36,49,41,9,67,59,38,76,55,13,59,37,19,65,62,27,53,61,40,26,23,42,44,51,51,60,0,8,54,52,68,55,40,41,40,67,69,56,27,20,28,34,39,60,56,23,64,82,42,12,64,24,51,22,64,11,58,69,48,33,69,69,48,36,46,47,4,18
v60,30,35,70,40,50,33,46,63,48,2,27,85,30,39,40,29,65,57,44,4,23,59,39,31,13,45,31,65,76,44,53,53,36,49,41,17,67,59,38,76,55,15,59,37,19,65,62,27,53,61,40,34,23,42,44,51,51,60,8,0,54,52,68,55,40,35,40,67,69,56,27,20,28,34,39,60,56,23,64,82,42,12,64,24,51,22,64,11,58,69,48,33,69,69,48,36,46,51,6,10
v61,24,19,24,14,36,23,12,15,48,54,27,31,28,21,14,27,15,3,44,50,31,25,27,23,41,9,23,29,22,10,15,1,38,35,31,45,17,21,16,22,7,41,11,17,35,11,8,27,3,25,22,28,31,18,10,3,33,28,54,54,0,42,14,19,24,43,18,13,15,30,27,34,26,20,15,10,38,31,10,28,38,42,10,30,19,32,20,43,22,15,20,21,15,15,26,22,8,41,50,44
v62,56,53,18,46,6,65,30,57,6,52,41,39,62,21,42,61,57,43,8,48,29,67,15,53,43,49,47,13,40,52,27,41,16,7,73,49,25,63,56,24,35,47,53,35,33,41,48,29,45,67,64,66,51,60,36,43,75,70,52,52,42,0,40,23,18,17,24,33,41,72,57,32,26,42,49,32,4,29,34,30,10,42,52,28,23,32,22,43,64,37,62,31,49,45,68,64,46,83,48,42
v63,38,33,22,28,34,35,22,17,46,68,41,17,42,29,28,41,17,11,42,64,45,27,29,37,55,23,37,27,8,24,15,15,36,33,33,59,15,23,30,16,13,55,13,31,49,3,8,41,15,27,28,42,45,26,24,17,35,30,68,68,14,40,0,17,28,41,28,7,1,32,41,48,40,34,29,8,36,45,6,14,36,56,12,44,17,46,18,57,24,3,22,35,9,5,28,32,22,43,64,58
v64,33,30,15,23,17,42,9,34,29,55,28,30,39,16,19,38,34,20,25,51,32,44,16,30,42,26,24,10,21,29,4,18,19,16,50,46,12,40,33,21,12,42,30,18,36,18,25,28,22,44,41,43,32,37,13,20,52,47,55,55,19,23,17,0,15,24,15,12,18,49,34,35,27,21,26,9,19,32,11,27,19,43,29,31,4,33,9,44,41,14,39,22,26,22,45,41,23,60,51,45
v65,38,35,30,28,12,47,12,39,24,40,23,45,44,3,24,43,39,25,20,36,17,49,3,35,27,31,29,25,36,34,13,23,14,11,55,31,27,45,38,36,17,29,35,17,21,25,30,13,27,49,46,48,33,42,18,25,57,52,40,40,24,18,28,15,0,19,6,27,29,54,39,20,12,24,31,20,16,17,24,42,14,28,34,16,11,18,24,29,46,29,44,13,31,29,50,46,28,65,36,30
v66,57,54,35,47,15,66,31,58,13,35,42,50,63,22,43,62,58,44,9,37,22,68,16,54,44,50,48,30,41,53,28,42,5,14,74,50,32,64,57,41,36,48,54,36,24,42,49,30,46,68,65,67,52,61,37,44,76,71,41,35,43,17,41,24,19,0,25,34,42,73,58,25,27,43,50,33,21,30,35,47,7,43,53,23,24,33,29,44,65,38,63,32,50,46,69,65,47,84,39,25
