,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v11,65,20,54,47,81,18,46,48,37,46,0,63,46,55,44,70,1,41,43,32,51,70,60,30,53,37,45,44,28,60,19,9,13,9,59,51,24,18,42,73,70,13,36,42,27,39,35,22,18,38,30,13,33,48,23,54,53,60,6,55,5,52,82,42,18,30,28,17,55,35,14,73,47,28,46,54,9,41,23,37,57,44,32,37,22,25,7,27,10,47,47,60,29,43,39,19,10,18,57,21
v12,4,43,21,16,18,47,33,23,32,45,63,0,37,8,31,19,62,40,42,31,12,21,13,33,26,26,22,19,35,7,46,54,70,64,8,12,47,45,21,10,7,62,37,35,36,32,28,41,45,25,33,52,50,35,42,9,14,11,69,26,66,51,19,27,45,33,35,46,10,46,49,10,46,51,19,19,54,42,46,26,20,19,31,26,41,38,56,40,73,16,30,17,34,30,34,44,73,59,30,44
v13,41,58,16,35,35,30,4,60,9,8,46,37,0,35,6,24,45,5,5,50,45,24,50,28,11,51,15,18,20,44,29,47,53,47,29,49,30,46,32,27,44,45,74,4,55,69,65,50,44,56,46,35,33,2,25,28,51,48,52,11,49,14,36,10,28,16,18,45,27,29,48,37,9,34,56,18,37,79,29,45,57,34,18,63,26,47,39,23,56,23,67,20,61,7,71,35,56,42,11,27
v14,10,35,19,8,26,39,31,25,30,43,55,8,35,0,29,17,54,38,40,23,10,19,15,25,24,18,20,17,27,9,38,46,62,56,6,14,39,37,13,18,15,54,39,33,28,34,30,33,37,21,25,44,42,33,34,7,16,13,61,24,58,49,27,25,37,25,27,38,8,38,41,18,44,43,21,17,46,44,38,18,22,11,23,28,33,30,48,32,65,12,32,15,26,28,36,36,65,51,28,36
v15,35,52,10,29,37,28,2,54,7,14,44,31,6,29,0,26,43,9,11,44,39,26,44,22,9,45,9,12,16,38,27,41,51,45,23,43,28,40,26,29,38,43,68,4,49,63,59,44,38,50,40,33,31,4,23,22,45,42,50,11,47,20,38,4,26,14,16,39,21,27,42,31,15,32,50,12,35,73,27,39,51,28,12,57,22,41,37,21,54,17,61,16,55,1,65,29,54,40,13,25
v16,23,50,16,23,17,54,24,42,33,26,70,19,24,17,26,0,69,29,27,38,27,2,32,40,17,33,25,26,42,26,53,61,77,71,11,31,54,52,28,9,26,69,56,28,43,51,47,48,52,38,40,59,57,22,49,16,33,30,76,15,73,38,16,28,52,40,42,53,15,53,56,19,27,58,38,16,61,61,53,33,39,26,38,45,48,45,63,47,80,23,49,10,43,27,53,51,80,66,13,51
v17,64,19,53,46,80,19,45,47,36,47,1,62,45,54,43,69,0,42,44,31,50,69,59,29,52,36,44,43,27,59,20,8,14,10,58,50,25,17,41,72,69,14,35,41,26,38,34,21,17,37,29,14,34,47,24,53,52,59,7,54,6,53,81,41,17,29,27,16,54,36,13,72,48,29,45,53,8,40,24,36,56,43,31,36,21,24,6,28,11,46,46,59,28,42,38,18,11,19,56,22
v18,44,61,19,38,40,25,7,63,8,5,41,40,5,38,9,29,42,0,2,53,48,29,53,31,14,54,18,21,23,47,24,50,48,42,32,52,25,49,35,32,47,40,77,5,58,72,68,53,47,59,49,30,28,7,20,31,54,51,47,14,44,11,41,13,29,17,17,48,30,24,51,40,6,29,59,21,34,82,24,48,60,37,21,66,29,50,36,18,51,26,70,23,64,10,74,38,51,37,16,22
v19,46,63,21,40,40,27,9,65,10,3,43,42,5,40,11,27,44,2,0,55,50,27,55,33,16,56,20,23,25,49,26,52,50,44,34,54,27,51,37,32,49,42,79,7,60,74,70,55,49,61,51,32,30,7,22,33,56,53,49,16,46,11,39,15,31,19,19,50,32,26,53,42,4,31,61,23,36,84,26,50,62,39,23,68,31,52,38,20,53,28,72,25,66,12,76,40,53,39,14,24
v20,33,12,34,15,49,30,46,16,45,58,32,31,50,23,44,38,31,53,55,0,19,38,28,22,39,5,35,32,30,28,31,23,39,33,27,19,36,14,18,41,38,31,24,48,5,19,15,10,14,6,4,25,45,48,35,22,21,28,38,39,35,64,50,40,24,36,36,15,23,47,18,41,59,40,14,32,23,29,35,5,25,16,32,13,24,7,25,39,42,27,17,30,11,43,21,15,42,30,43,33
v21,14,31,29,10,30,35,41,15,40,53,51,12,45,10,39,27,50,48,50,19,0,29,9,21,34,14,30,27,25,9,34,42,58,52,16,4,35,33,13,22,19,50,29,43,24,24,20,29,33,13,21,40,40,43,30,17,6,9,57,34,54,59,31,35,33,31,31,34,18,42,37,22,54,39,11,27,42,34,34,14,12,11,27,18,29,26,44,34,61,22,22,25,22,38,26,32,61,47,38,32
v22,25,50,16,23,19,54,24,44,33,24,70,21,24,19,26,2,69,29,27,38,29,0,34,40,17,35,25,26,42,28,53,61,77,71,13,33,54,52,28,11,28,69,58,28,43,53,49,48,52,40,40,59,57,22,49,16,35,32,76,15,73,38,18,28,52,40,42,53,15,53,56,21,25,58,40,16,61,63,53,33,41,26,38,47,48,45,63,47,80,23,51,10,45,27,55,51,80,66,13,51
v23,9,40,34,15,21,44,46,12,45,58,60,13,50,15,44,32,59,53,55,28,9,34,0,30,39,23,35,32,32,6,43,51,67,61,21,9,44,42,18,23,10,59,30,48,33,21,25,38,42,22,30,49,47,48,39,22,7,2,66,39,63,64,22,40,42,36,36,43,23,47,46,13,59,48,14,32,51,29,43,23,7,16,32,23,38,35,53,39,70,27,17,30,31,43,21,41,70,56,43,41
v24,35,30,24,17,51,14,24,32,23,36,30,33,28,25,22,40,29,31,33,22,21,40,30,0,23,23,15,14,8,30,13,21,37,31,29,21,14,18,12,43,40,29,46,26,27,41,37,22,16,28,18,19,23,26,13,24,23,30,36,25,33,42,52,18,12,14,14,17,25,25,20,43,37,18,28,24,21,51,13,17,29,14,10,35,8,19,23,17,40,17,39,30,33,21,43,11,40,26,27,11
v25,30,47,5,24,28,37,7,49,16,19,53,26,11,24,9,17,52,14,16,39,34,17,39,23,0,40,8,9,25,33,36,44,60,54,18,38,37,35,21,20,33,52,63,11,44,58,54,39,35,45,35,42,40,9,32,17,40,37,59,2,56,25,29,11,35,23,25,36,16,36,39,26,20,41,45,7,44,68,36,34,46,23,21,52,31,36,46,30,63,12,56,9,50,10,60,34,63,49,4,34
v26,28,17,35,16,44,31,47,11,46,59,37,26,51,18,45,33,36,54,56,5,14,35,23,23,40,0,36,33,31,23,32,28,44,38,22,14,37,19,19,36,33,36,23,49,10,18,14,15,19,5,7,26,46,49,36,23,16,23,43,40,40,65,45,41,25,37,37,20,24,48,23,36,60,41,9,33,28,28,36,6,20,17,33,12,25,12,30,40,47,28,16,31,10,44,20,18,47,33,44,34
v27,26,43,9,20,36,29,11,45,10,23,45,22,15,20,9,25,44,18,20,35,30,25,35,15,8,36,0,3,17,29,28,36,52,46,14,34,29,31,17,28,29,44,59,13,40,54,50,35,29,41,31,34,32,13,24,13,36,33,51,10,48,29,37,5,27,15,17,30,12,28,33,28,24,33,41,9,36,64,28,30,42,19,13,48,23,32,38,22,55,8,52,15,46,8,56,26,55,41,12,26
v28,23,40,10,17,37,28,14,42,13,26,44,19,18,17,12,26,43,21,23,32,27,26,32,14,9,33,3,0,16,26,27,35,51,45,15,31,28,28,14,29,26,43,56,16,37,51,47,32,26,38,28,33,31,16,23,10,33,30,50,11,47,32,38,8,26,14,16,27,11,27,30,29,27,32,38,10,35,61,27,27,39,16,12,45,22,29,37,21,54,5,49,16,43,11,53,25,54,40,13,25
v29,37,38,26,19,53,12,18,40,15,28,28,35,20,27,16,42,27,23,25,30,25,42,32,8,25,31,17,16,0,32,11,27,35,29,31,29,12,26,14,45,42,27,54,18,35,49,45,30,24,36,26,17,15,20,7,26,31,32,34,27,31,34,54,14,10,6,6,25,27,17,28,45,29,16,36,26,19,59,11,25,37,16,4,43,6,27,21,9,38,19,47,32,41,15,51,15,38,24,29,9
v30,5,40,28,13,21,44,40,16,39,52,60,7,44,9,38,26,59,47,49,28,9,28,6,30,33,23,29,26,32,0,43,51,67,61,15,9,44,42,18,17,10,59,30,42,33,25,25,38,42,22,30,49,47,42,39,16,7,4,66,33,63,58,22,34,42,30,32,43,17,43,46,13,53,48,14,26,51,35,43,23,13,16,28,23,38,35,53,37,70,21,23,24,31,37,27,41,70,56,37,41
v31,48,39,37,30,64,1,29,41,20,29,19,46,29,38,27,53,20,24,26,31,34,53,43,13,36,32,28,27,11,43,0,28,24,18,42,34,5,27,25,56,53,16,55,25,36,50,46,31,25,37,27,6,14,31,4,37,36,43,23,38,20,33,65,25,7,13,11,26,38,16,29,56,28,9,37,37,12,60,4,26,40,27,15,44,7,28,14,8,27,30,48,43,42,26,52,16,27,13,40,2
v32,56,11,45,38,72,27,43,39,42,55,9,54,47,46,41,61,8,50,52,23,42,61,51,21,44,28,36,35,27,51,28,0,22,18,50,42,33,9,33,64,61,22,27,45,18,30,26,13,9,29,21,22,42,45,32,45,44,51,15,46,14,61,73,37,21,33,33,8,46,44,5,64,56,37,37,45,16,32,32,28,48,35,29,28,21,16,14,36,19,38,38,51,20,40,30,12,19,27,48,30
v33,72,33,61,54,88,23,53,55,44,53,13,70,53,62,51,77,14,48,50,39,58,77,67,37,60,44,52,51,35,67,24,22,0,6,66,58,23,25,49,80,77,8,49,49,34,46,42,29,25,45,37,18,20,55,28,61,60,67,13,62,8,39,89,49,25,37,35,24,62,24,23,80,52,19,53,61,16,54,24,44,64,51,39,44,29,32,14,30,3,54,54,67,36,50,46,26,7,11,64,26
v34,66,29,55,48,82,17,47,49,38,47,9,64,47,56,45,71,10,42,44,33,52,71,61,31,54,38,46,45,29,61,18,18,6,0,60,52,17,19,43,74,71,4,45,43,28,40,36,23,19,39,31,12,24,49,22,55,54,61,9,56,4,43,83,43,19,31,29,18,56,26,19,74,46,19,47,55,10,50,18,38,58,45,33,38,23,26,8,24,9,48,48,61,32,44,42,20,9,9,58,20
v35,12,39,13,12,22,43,25,31,24,37,59,8,29,6,23,11,58,32,34,27,16,13,21,29,18,22,14,15,31,15,42,50,66,60,0,20,43,41,17,14,15,58,45,27,32,40,36,37,41,27,29,48,46,27,38,5,22,19,65,18,62,43,23,19,41,29,31,42,4,42,45,14,38,47,27,11,50,50,42,22,28,15,27,34,37,34,52,36,69,12,38,9,32,22,42,40,69,55,22,40
v36,14,31,33,14,30,35,45,11,44,57,51,12,49,14,43,31,50,52,54,19,4,33,9,21,38,14,34,31,29,9,34,42,58,52,20,0,35,33,17,22,19,50,25,47,24,20,16,29,33,13,21,40,44,47,34,21,2,9,57,38,54,63,31,39,33,35,35,34,22,46,37,22,58,39,7,31,42,30,34,14,8,15,31,14,29,26,44,38,61,26,18,29,22,42,22,32,61,47,42,32
v37,49,44,38,31,65,6,30,46,21,30,24,47,30,39,28,54,25,25,27,36,35,54,44,14,37,37,29,28,12,44,5,33,23,17,43,35,0,32,26,57,54,15,60,26,41,55,51,36,30,42,32,11,9,32,5,38,37,44,24,39,19,28,66,26,12,14,12,31,39,11,34,57,29,4,42,38,17,65,1,31,43,28,16,49,12,33,19,7,26,31,53,44,47,27,57,21,26,12,41,3
v38,47,12,36,29,63,26,42,30,41,54,18,45,46,37,40,52,17,49,51,14,33,52,42,18,35,19,31,28,26,42,27,9,25,19,41,33,32,0,24,55,52,21,28,44,9,23,19,4,2,20,12,21,41,44,31,36,35,42,24,37,21,60,64,36,20,32,32,1,37,43,4,55,55,36,28,36,15,33,31,19,39,26,28,19,20,7,13,35,28,29,29,42,15,39,25,11,28,26,39,29
v39,23,26,16,5,39,26,28,28,27,40,42,21,32,13,26,28,41,35,37,18,13,28,18,12,21,19,17,14,14,18,25,33,49,43,17,17,26,24,0,31,28,41,42,30,23,37,33,20,24,24,14,31,29,30,21,12,19,18,48,21,45,46,40,22,24,18,18,25,13,29,28,31,41,30,24,14,33,47,25,13,25,2,14,31,20,17,35,21,52,9,35,18,29,25,39,23,52,38,25,23
v40,14,53,19,26,8,57,27,33,36,35,73,10,27,18,29,9,72,32,32,41,22,11,23,43,20,36,28,29,45,17,56,64,80,74,14,22,57,55,31,0,17,72,47,31,46,42,38,51,55,35,43,62,60,25,52,19,24,21,79,18,76,41,9,31,55,43,45,56,18,56,59,10,36,61,29,19,64,52,56,36,30,29,41,36,51,48,66,50,83,26,40,13,44,30,44,54,83,69,20,54
v41,5,50,28,23,11,54,40,22,39,52,70,7,44,15,38,26,69,47,49,38,19,28,10,40,33,33,29,26,42,10,53,61,77,71,15,19,54,52,28,17,0,69,40,42,43,31,35,48,52,32,40,59,57,42,49,16,17,10,76,33,73,58,12,34,52,40,42,53,17,53,56,7,53,58,24,26,61,35,53,33,13,26,38,33,48,45,63,47,80,23,23,24,41,37,31,51,80,66,37,51
v42,64,33,53,46,80,15,45,47,36,45,13,62,45,54,43,69,14,40,42,31,50,69,59,29,52,36,44,43,27,59,16,22,8,4,58,50,15,21,41,72,69,0,49,41,30,44,40,25,19,37,29,10,20,47,20,53,52,59,13,54,8,39,81,41,17,29,27,20,54,22,23,72,44,15,45,53,8,54,16,36,56,43,31,38,21,24,8,22,11,46,46,59,36,42,46,18,11,5,56,18
v43,35,16,58,39,51,54,70,18,69,82,36,37,74,39,68,56,35,77,79,24,29,58,30,46,63,23,59,56,54,30,55,27,49,45,45,25,60,28,42,47,40,49,0,72,19,9,9,24,30,18,28,49,69,72,59,46,23,30,36,63,41,88,52,64,48,60,60,29,47,71,26,43,83,64,18,56,43,7,59,29,27,40,56,11,48,27,41,63,46,51,17,54,13,67,9,39,42,54,67,57
v44,39,56,14,33,39,26,4,58,5,10,42,35,4,33,4,28,41,5,7,48,43,28,48,26,11,49,13,16,18,42,25,45,49,43,27,47,26,44,30,31,42,41,72,0,53,67,63,48,42,54,44,31,29,6,21,26,49,46,48,13,45,16,40,8,24,12,14,43,25,25,46,35,11,30,54,16,33,77,25,43,55,32,16,61,24,45,35,19,52,21,65,18,59,5,69,33,52,38,15,23
v45,38,7,39,20,54,35,51,21,50,63,27,36,55,28,49,43,26,58,60,5,24,43,33,27,44,10,40,37,35,33,36,18,34,28,32,24,41,9,23,46,43,30,19,53,0,14,10,5,11,11,9,30,50,53,40,27,26,33,33,44,30,69,55,45,29,41,41,10,28,52,13,46,64,45,19,37,24,24,40,10,30,21,37,10,29,8,22,44,37,32,20,35,6,48,16,20,37,35,48,38
v46,28,19,53,34,42,49,65,9,64,77,39,32,69,34,63,51,38,72,74,19,24,53,21,41,58,18,54,51,49,25,50,30,46,40,40,20,55,23,37,42,31,44,9,67,14,0,4,19,25,13,23,44,64,67,54,41,18,21,45,58,42,83,43,59,43,55,55,24,42,66,25,34,78,59,13,51,38,10,54,24,18,35,51,6,43,22,36,58,49,46,8,49,10,62,2,34,49,49,62,52
v47,30,15,49,30,46,45,61,13,60,73,35,28,65,30,59,47,34,68,70,15,20,49,25,37,54,14,50,47,45,25,46,26,42,36,36,16,51,19,33,38,35,40,9,63,10,4,0,15,21,9,19,40,60,63,50,37,18,25,41,54,38,79,47,55,39,51,51,20,38,62,21,38,74,55,11,47,34,14,50,20,22,31,47,2,39,18,32,54,45,42,12,45,6,58,6,30,45,45,58,48
v48,43,8,34,25,59,30,46,26,45,58,22,41,50,33,44,48,21,53,55,10,29,48,38,22,39,15,35,32,30,38,31,13,29,23,37,29,36,4,20,51,48,25,24,48,5,19,15,0,6,16,8,25,45,48,35,32,31,38,28,39,25,64,60,40,24,36,36,5,33,47,8,51,59,40,24,32,19,29,35,15,35,22,32,15,24,3,17,39,32,27,25,38,11,43,21,15,32,30,43,33
v49,47,14,36,29,63,24,40,30,39,52,18,45,44,37,38,52,17,47,49,14,33,52,42,16,35,19,29,26,24,42,25,9,25,19,41,33,30,2,24,55,52,19,30,42,11,25,21,6,0,20,12,19,39,42,29,36,35,42,24,37,21,58,64,34,18,30,30,1,37,41,4,55,53,34,28,36,13,35,29,19,39,26,26,19,18,7,11,33,28,29,29,42,17,37,27,9,28,24,39,27
v50,27,18,40,21,43,36,52,10,51,64,38,25,56,21,50,38,37,59,61,6,13,40,22,28,45,5,41,38,36,22,37,29,45,39,27,13,42,20,24,35,32,37,18,54,11,13,9,16,20,0,10,31,51,54,41,28,15,22,44,45,41,70,44,46,30,42,42,21,29,53,24,35,65,46,8,38,29,23,41,11,19,22,38,7,30,13,31,45,48,33,11,36,9,49,15,21,48,36,49,39
v51,35,12,30,17,51,26,42,18,41,54,30,33,46,25,40,40,29,49,51,4,21,40,30,18,35,7,31,28,26,30,27,21,37,31,29,21,32,12,14,43,40,29,28,44,9,23,19,8,12,10,0,21,41,44,31,24,23,30,36,35,33,60,52,36,20,32,32,13,25,43,16,43,55,36,16,28,21,33,31,7,27,14,28,17,20,5,23,35,40,23,21,30,15,39,25,11,40,26,39,29
v52,54,33,43,36,70,5,35,37,26,35,13,52,35,44,33,59,14,30,32,25,40,59,49,19,42,26,34,33,17,49,6,22,18,12,48,40,11,21,31,62,59,10,49,31,30,44,40,25,19,31,21,0,20,37,10,43,42,49,17,44,14,39,71,31,7,19,17,20,44,22,23,62,34,15,35,43,6,54,10,26,46,33,21,38,11,22,8,14,21,36,42,49,36,32,46,10,21,7,46,8
v53,52,53,41,34,68,15,33,55,24,33,33,50,33,42,31,57,34,28,30,45,40,57,47,23,40,46,32,31,15,47,14,42,20,24,46,44,9,41,29,60,57,20,69,29,50,64,60,45,39,51,41,20,0,35,10,41,46,47,33,42,28,19,69,29,21,17,15,40,42,4,43,60,32,5,51,41,26,74,10,40,52,31,19,58,21,42,28,10,23,34,62,47,56,30,66,30,27,15,44,12
v54,39,56,14,33,33,32,2,58,11,10,48,35,2,33,4,22,47,7,7,48,43,22,48,26,9,49,13,16,20,42,31,45,55,49,27,47,32,44,30,25,42,47,72,6,53,67,63,48,42,54,44,37,35,0,27,26,49,46,54,9,51,16,34,8,30,18,20,43,25,31,46,35,11,36,54,16,39,77,31,43,55,32,16,61,26,45,41,25,58,21,65,18,59,5,69,33,58,44,9,29
v55,44,43,33,26,60,5,25,45,16,25,23,42,25,34,23,49,24,20,22,35,30,49,39,13,32,36,24,23,7,39,4,32,28,22,38,34,5,31,21,52,49,20,59,21,40,54,50,35,29,41,31,10,10,27,0,33,36,39,27,34,24,29,61,21,11,9,7,30,34,12,33,52,24,9,41,33,16,64,4,30,42,23,11,48,11,32,18,4,31,26,52,39,46,22,56,20,31,17,36,2
v56,13,34,12,7,27,38,24,32,23,36,54,9,28,7,22,16,53,31,33,22,17,16,22,24,17,23,13,10,26,16,37,45,61,55,5,21,38,36,12,19,16,53,46,26,27,41,37,32,36,28,24,43,41,26,33,0,23,20,60,17,57,42,28,18,36,24,26,37,1,37,40,19,37,42,28,10,45,51,37,17,29,10,22,35,32,29,47,31,64,7,39,8,33,21,43,35,64,50,21,35
v57,12,33,35,16,28,37,47,9,46,59,53,14,51,16,45,33,52,54,56,21,6,35,7,23,40,16,36,33,31,7,36,44,60,54,22,2,37,35,19,24,17,52,23,49,26,18,18,31,35,15,23,42,46,49,36,23,0,7,59,40,56,65,29,41,35,37,37,36,24,48,39,20,60,41,7,33,44,28,36,16,6,17,33,16,31,28,46,40,63,28,16,31,24,44,20,34,63,49,44,34
v58,7,40,32,13,21,44,44,12,43,56,60,11,48,13,42,30,59,51,53,28,9,32,2,30,37,23,33,30,32,4,43,51,67,61,19,9,44,42,18,21,10,59,30,46,33,21,25,38,42,22,30,49,47,46,39,20,7,0,66,37,63,62,22,38,42,34,34,43,21,45,46,13,57,48,14,30,51,31,43,23,9,16,30,23,38,35,53,37,70,25,19,28,31,41,23,41,70,56,41,41
v59,71,26,60,53,87,22,52,54,43,52,6,69,52,61,50,76,7,47,49,38,57,76,66,36,59,43,51,50,34,66,23,15,13,9,65,57,24,24,48,79,76,13,36,48,33,45,41,28,24,44,36,17,33,54,27,60,59,66,0,61,5,52,88,48,24,36,34,23,61,35,20,79,51,28,52,60,15,43,23,43,63,50,38,43,28,31,13,29,10,53,53,66,35,49,45,25,6,18,63,25
v60,30,47,5,24,26,39,9,49,18,19,55,26,11,24,11,15,54,14,16,39,34,15,39,25,2,40,10,11,27,33,38,46,62,56,18,38,39,37,21,18,33,54,63,13,44,58,54,39,37,45,35,44,42,9,34,17,40,37,61,0,58,25,27,13,37,25,27,38,16,38,41,26,20,43,45,7,46,68,38,34,46,23,23,52,33,36,48,32,65,12,56,9,50,12,60,36,65,51,4,36
v61,68,25,57,50,84,19,49,51,40,49,5,66,49,58,47,73,6,44,46,35,54,73,63,33,56,40,48,47,31,63,20,14,8,4,62,54,19,21,45,76,73,8,41,45,30,42,38,25,21,41,33,14,28,51,24,57,56,63,5,58,0,47,85,45,21,33,31,20,58,30,17,76,48,23,49,57,12,46,20,40,60,47,35,40,25,28,10,26,7,50,50,63,32,46,42,22,7,13,60,22
v62,55,72,30,49,49,34,18,74,19,14,52,51,14,49,20,38,53,11,11,64,59,38,64,42,25,65,29,32,34,58,33,61,39,43,43,63,28,60,46,41,58,39,88,16,69,83,79,64,58,70,60,39,19,16,29,42,65,62,52,25,47,0,50,24,40,28,28,59,41,17,62,51,13,24,70,32,45,93,29,59,71,48,32,77,40,61,47,25,42,37,81,34,75,21,85,49,46,34,25,31
v63,17,62,28,35,1,66,36,34,45,42,82,19,36,27,38,16,81,41,39,50,31,18,22,52,29,45,37,38,54,22,65,73,89,83,23,31,66,64,40,9,12,81,52,40,55,43,47,60,64,44,52,71,69,34,61,28,29,22,88,27,85,50,0,40,64,52,54,65,27,65,68,9,43,70,36,28,73,45,65,45,25,38,50,45,60,57,75,59,92,35,35,22,53,39,43,63,92,78,27,63
v64,31,48,12,25,39,26,6,50,5,18,42,27,10,25,4,28,41,13,15,40,35,28,40,18,11,41,5,8,14,34,25,37,49,43,19,39,26,36,22,31,34,41,64,8,45,59,55,40,34,46,36,31,29,8,21,18,41,38,48,13,45,24,40,0,24,12,14,35,17,25,38,31,19,30,46,12,33,69,25,35,47,24,10,53,20,37,35,19,52,13,57,18,51,3,61,25,52,38,15,23
v65,47,32,36,29,63,6,28,34,21,34,18,45,28,37,26,52,17,29,31,24,33,52,42,12,35,25,27,26,10,42,7,21,25,19,41,33,12,20,24,55,52,17,48,24,29,43,39,24,18,30,20,7,21,30,11,36,35,42,24,37,21,40,64,24,0,12,12,19,37,23,22,55,35,16,30,36,9,53,11,19,39,26,14,37,4,21,11,15,28,29,41,42,35,25,45,9,28,14,39,9
v66,35,44,24,21,51,14,16,46,9,22,30,33,16,25,14,40,29,17,19,36,31,40,36,14,23,37,15,14,6,30,13,33,37,31,29,35,14,32,18,43,40,29,60,12,41,55,51,36,30,42,32,19,17,18,9,24,37,34,36,25,33,28,52,12,12,0,2,31,25,13,34,43,23,18,42,24,21,65,13,31,43,20,4,49,12,33,23,7,40,17,53,30,47,13,57,21,40,26,27,11
