,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v16,12,23,27,33,15,55,31,31,38,42,13,16,46,28,43,0,26,20,20,27,33,22,50,42,34,32,29,33,36,12,14,40,33,20,48,17,37,35,30,29,23,6,39,69,18,13,29,32,30,17,19,4,8,16,20,35,23,18,14,37,26,8,36,27,44,43,40,10,46,34,48,40,18,20,28,61,35,36,27,14,29,41,4,18,34,48,27,19,27,33,59,5,15,17,46,20,34,29,32,70
v17,14,49,11,23,41,41,5,49,12,28,25,30,32,54,29,26,0,10,46,47,7,12,42,28,36,18,55,59,22,32,30,26,19,20,22,23,33,61,56,13,15,32,13,55,44,27,15,6,50,9,45,30,18,22,24,21,23,32,12,27,28,22,62,7,44,17,26,22,48,20,34,26,32,6,34,47,61,62,15,12,9,27,30,8,54,34,29,25,5,11,45,31,41,43,20,18,20,55,58,56
v18,8,43,7,29,35,51,11,43,22,38,15,20,42,48,39,20,10,0,40,41,13,18,46,38,30,28,49,53,32,26,24,36,29,10,28,17,33,55,50,23,5,26,19,65,38,17,25,12,44,3,39,24,12,12,18,31,19,22,8,33,22,12,56,17,40,23,36,12,42,30,44,36,22,14,28,57,55,56,23,6,19,37,24,14,48,44,23,19,7,21,55,25,35,37,26,16,30,49,52,66
v19,32,3,47,25,5,47,51,23,58,40,33,24,38,20,37,20,46,40,0,19,53,34,42,34,26,40,9,17,50,20,16,32,33,40,68,23,29,17,10,49,43,14,59,61,2,33,33,52,22,37,9,16,28,36,22,49,23,26,34,29,18,28,26,47,36,63,32,30,38,38,40,32,26,40,20,53,15,18,31,34,49,33,16,38,26,40,19,21,47,53,51,15,17,3,66,28,36,9,12,62
v20,33,16,48,24,16,36,52,4,59,41,38,43,27,7,38,27,47,41,19,0,54,35,23,29,11,41,10,12,51,39,17,31,34,41,69,24,14,14,15,50,44,27,60,42,17,40,34,53,3,38,10,23,29,37,23,50,24,45,35,20,19,35,15,48,17,64,33,35,19,39,31,27,45,41,13,34,16,15,32,35,50,24,25,39,7,33,18,22,48,54,32,28,36,16,67,29,37,18,15,43
v21,21,56,12,30,48,40,2,56,11,27,26,31,31,61,28,33,7,13,53,54,0,19,49,27,43,17,62,66,21,39,37,25,20,21,15,30,40,68,63,12,16,39,6,54,51,28,20,3,57,16,52,37,25,23,31,20,30,35,19,34,35,25,69,6,51,12,25,23,55,19,33,27,33,13,41,46,68,69,22,19,8,30,37,15,61,33,36,32,6,10,44,38,48,50,13,25,19,62,65,55
v22,14,37,19,11,29,33,17,37,24,20,33,38,24,42,21,22,12,18,34,35,19,0,30,20,24,10,43,47,16,34,18,18,11,28,34,11,21,49,44,15,23,22,25,47,32,35,7,18,38,15,33,18,16,30,12,15,11,40,10,15,16,30,50,13,32,29,18,30,36,12,26,18,40,6,22,39,49,50,5,16,15,19,20,4,42,26,17,13,13,19,37,23,31,31,32,6,12,43,46,48
v23,42,39,47,19,39,31,47,19,54,36,61,66,22,22,33,50,42,46,42,23,49,30,0,24,16,36,33,25,46,62,36,26,29,56,64,33,13,25,38,45,51,50,55,19,40,63,29,48,20,43,33,46,44,58,30,45,27,68,38,15,24,58,20,43,6,59,28,58,6,34,26,22,68,36,22,25,39,24,27,44,45,19,48,34,16,28,23,31,43,49,9,51,59,39,62,30,32,41,38,20
v24,34,31,39,9,31,13,27,31,30,12,53,58,4,36,9,42,28,38,34,29,27,20,24,0,18,12,37,41,22,54,28,2,9,48,40,25,15,43,38,21,43,42,31,27,32,55,13,30,32,35,27,38,36,50,22,21,19,60,30,9,16,50,44,21,26,35,4,50,30,10,6,2,60,24,16,19,43,44,15,36,21,5,40,24,36,6,15,23,33,25,19,43,51,31,38,22,8,37,40,28
v25,26,23,37,13,23,25,41,13,48,30,45,50,16,18,27,34,36,30,26,11,43,24,16,18,0,30,19,23,40,46,20,20,23,40,58,17,3,25,22,39,35,34,49,35,24,47,23,42,14,27,17,30,28,42,14,39,13,52,24,9,8,42,26,37,10,53,22,42,12,28,20,16,52,30,6,27,25,26,21,28,39,13,32,28,18,22,7,15,37,43,25,35,43,23,56,18,26,25,22,36
v26,24,43,29,17,35,23,17,43,18,10,43,48,14,48,11,32,18,28,40,41,17,10,36,12,30,0,49,53,10,44,24,10,7,38,28,17,27,55,50,9,33,32,19,37,38,45,7,20,44,25,39,28,26,40,18,9,17,50,20,21,22,40,56,11,38,23,8,40,42,2,16,14,50,14,28,29,55,56,9,26,9,17,30,14,48,16,23,19,23,13,31,33,41,37,26,12,4,49,52,38
v27,41,6,56,32,14,44,60,14,67,49,42,33,35,11,46,29,55,49,9,10,62,43,33,37,19,49,0,8,59,29,25,39,42,49,77,32,22,8,5,58,52,23,68,52,11,42,42,61,13,46,10,25,37,45,31,58,32,35,43,28,27,37,17,56,27,72,41,39,29,47,39,35,35,49,21,44,6,9,40,43,58,32,25,47,17,41,26,30,56,62,42,24,26,12,75,37,45,8,5,53
v28,45,14,60,36,18,48,64,10,71,53,46,41,39,5,50,33,59,53,17,12,66,47,25,41,23,53,8,0,63,37,29,43,46,53,81,36,26,2,13,62,56,27,72,44,15,46,46,65,9,50,14,29,41,49,35,62,36,43,47,32,31,41,9,60,19,76,45,43,21,51,43,39,43,53,25,42,14,3,44,47,62,36,29,51,9,45,30,34,60,66,34,28,34,16,79,41,49,16,13,45
v29,28,53,33,27,45,19,21,53,10,10,47,52,24,58,13,36,22,32,50,51,21,16,46,22,40,10,59,63,0,48,34,20,17,42,18,27,37,65,60,9,37,36,21,33,48,49,17,24,54,29,49,34,30,44,28,1,27,54,24,31,32,44,66,15,48,13,18,44,52,12,20,24,54,18,38,25,65,66,19,30,13,27,34,18,58,18,33,29,27,11,41,37,45,47,16,22,14,59,62,34
v30,20,23,33,45,23,67,37,43,44,54,19,8,58,40,55,12,32,26,20,39,39,34,62,54,46,44,29,37,48,0,26,52,45,26,54,29,49,37,24,39,29,12,45,81,22,19,41,38,42,23,29,16,18,22,32,47,35,6,24,49,38,14,46,33,56,49,52,16,58,46,60,52,8,30,40,73,29,38,39,20,35,53,14,30,46,60,39,31,33,39,71,11,9,23,52,32,46,23,26,82
v31,16,19,31,19,11,41,35,19,42,28,25,30,32,24,29,14,30,24,16,17,37,18,36,28,20,24,25,29,34,26,0,26,19,24,52,7,23,31,26,33,27,14,43,55,14,27,17,36,20,21,15,10,12,22,6,33,9,32,18,23,12,22,32,31,30,47,26,22,32,22,34,26,32,24,14,47,31,32,15,18,33,27,12,22,24,34,13,5,31,37,45,15,23,13,50,12,20,25,28,56
v32,32,33,37,7,29,15,25,33,28,10,51,56,6,38,7,40,26,36,32,31,25,18,26,2,20,10,39,43,20,52,26,0,7,46,38,23,17,45,40,19,41,40,29,29,30,53,11,28,34,33,29,36,34,48,20,19,17,58,28,11,14,48,46,19,28,33,2,48,32,8,8,4,58,22,18,21,45,46,13,34,19,7,38,22,38,8,13,21,31,23,21,41,49,29,36,20,6,39,42,30
v33,25,36,30,10,28,22,18,36,25,9,44,49,13,41,10,33,19,29,33,34,20,11,29,9,23,7,42,46,17,45,19,7,0,39,35,16,20,48,43,16,34,33,26,36,31,46,4,21,37,26,32,29,27,41,13,16,10,51,21,14,15,41,49,14,31,30,7,41,35,5,15,7,51,15,21,28,48,49,6,27,16,10,31,15,41,15,16,14,24,20,26,34,42,30,33,13,3,42,45,37
v34,14,43,9,39,35,61,21,43,32,48,7,18,52,48,49,20,20,10,40,41,21,28,56,48,40,38,49,53,42,26,24,46,39,0,28,23,43,55,50,33,5,26,21,75,38,7,35,18,44,13,39,24,12,4,26,41,29,22,18,43,32,12,56,27,50,33,46,10,52,40,54,46,18,24,34,67,55,56,33,12,29,47,24,24,48,54,33,25,15,31,65,25,35,37,26,26,40,49,52,76
v35,36,71,21,45,63,33,17,71,10,28,35,46,42,76,31,48,22,28,68,69,15,34,64,40,58,28,77,81,18,54,52,38,35,28,0,45,55,83,78,19,25,54,9,47,66,35,35,16,72,31,67,52,40,32,46,19,45,50,34,49,50,40,84,21,66,5,36,38,70,30,38,42,46,28,56,39,83,84,37,34,19,45,52,30,76,36,51,47,21,15,59,53,63,65,2,40,32,77,80,48
v36,9,26,24,16,18,38,28,26,35,25,28,33,29,31,26,17,23,17,23,24,30,11,33,25,17,17,32,36,27,29,7,23,16,23,45,0,20,38,33,26,20,17,36,52,21,30,12,29,27,14,22,13,11,25,3,26,6,35,11,20,9,25,39,24,27,40,23,25,29,17,31,23,35,17,11,44,38,39,10,11,26,24,15,15,31,31,10,2,24,30,42,18,26,20,43,5,17,32,35,53
v37,29,26,34,10,26,22,38,16,45,27,48,53,13,21,24,37,33,33,29,14,40,21,13,15,3,27,22,26,37,49,23,17,20,43,55,20,0,28,25,36,38,37,46,32,27,50,20,39,17,30,20,33,31,45,17,36,14,55,25,6,11,45,29,34,11,50,19,45,15,25,17,13,55,27,9,24,28,29,18,31,36,10,35,25,21,19,10,18,34,40,22,38,46,26,53,17,23,28,25,33
v38,47,14,62,38,20,50,66,12,73,55,48,41,41,7,52,35,61,55,17,14,68,49,25,43,25,55,8,2,65,37,31,45,48,55,83,38,28,0,13,64,58,29,74,44,17,48,48,67,11,52,16,31,43,51,37,64,38,43,49,34,33,43,9,62,19,78,47,45,21,53,45,41,43,55,27,44,14,1,46,49,64,38,31,53,9,47,32,36,62,68,34,30,34,18,81,43,51,16,13,45
v39,42,7,57,33,15,45,61,19,68,50,43,32,36,16,47,30,56,50,10,15,63,44,38,38,22,50,5,13,60,24,26,40,43,50,78,33,25,13,0,59,53,24,69,57,12,43,43,62,18,47,11,26,38,46,32,59,33,30,44,29,28,38,22,57,32,73,42,40,34,48,40,36,32,50,22,49,5,14,41,44,59,33,26,48,22,42,27,31,57,63,47,25,21,13,76,38,46,3,2,58
v40,19,52,24,26,44,28,12,52,9,15,38,43,23,57,16,29,13,23,49,50,12,15,45,21,39,9,58,62,9,39,33,19,16,33,19,26,36,64,59,0,28,35,12,42,47,40,16,15,53,20,48,33,21,35,27,8,26,45,15,30,31,35,65,6,47,14,17,35,51,11,21,23,45,9,37,34,64,65,18,21,4,26,33,11,57,21,32,28,18,4,40,34,44,46,17,21,13,58,61,43
v41,11,46,4,34,38,56,16,46,27,43,10,21,47,51,44,23,15,5,43,44,16,23,51,43,35,33,52,56,37,29,27,41,34,5,25,20,38,58,53,28,0,29,16,70,41,12,30,13,47,8,42,27,15,7,21,36,24,25,13,38,27,15,59,22,45,28,41,13,47,35,49,41,21,19,31,62,58,59,28,9,24,42,27,19,51,49,28,22,10,26,60,28,38,40,23,21,35,52,55,71
v42,18,17,33,33,11,55,37,31,44,42,19,16,46,28,43,6,32,26,14,27,39,22,50,42,34,32,23,27,36,12,14,40,33,26,54,17,37,29,24,35,29,0,45,69,12,19,29,38,30,23,17,4,14,22,20,35,23,18,20,37,26,14,34,33,44,49,40,16,46,34,48,40,18,26,28,61,29,30,27,20,35,41,2,24,34,48,27,19,33,39,59,1,9,11,52,20,34,23,26,70
v43,27,62,12,36,54,40,8,62,11,27,26,37,33,67,28,39,13,19,59,60,6,25,55,31,49,19,68,72,21,45,43,29,26,21,9,36,46,74,69,12,16,45,0,54,57,28,26,7,63,22,58,43,31,23,37,20,36,41,25,40,41,31,75,12,57,12,27,29,61,21,33,33,37,19,47,46,74,75,28,25,10,36,43,21,67,33,42,38,12,10,50,44,54,56,7,31,23,68,71,55
v44,61,58,66,36,58,14,54,38,43,27,80,85,23,41,26,69,55,65,61,42,54,47,19,27,35,37,52,44,33,81,55,29,36,75,47,52,32,44,57,42,70,69,54,0,59,82,40,57,39,62,52,65,63,77,49,34,46,87,57,32,43,77,39,48,25,42,29,77,25,35,21,29,87,51,41,8,58,43,42,63,46,28,67,51,35,21,42,50,60,44,14,70,78,58,49,49,35,60,57,1
v45,30,5,45,23,3,45,49,21,56,38,31,26,36,18,35,18,44,38,2,17,51,32,40,32,24,38,11,15,48,22,14,30,31,38,66,21,27,17,12,47,41,12,57,59,0,31,31,50,20,35,7,14,26,34,20,47,21,28,32,27,16,26,24,45,34,61,30,28,36,36,38,30,28,38,18,51,17,18,29,32,47,31,14,36,24,38,17,19,45,51,49,13,19,1,64,26,34,11,14,60
v46,21,36,16,46,28,68,28,44,39,55,2,11,59,41,56,13,27,17,33,40,28,35,63,55,47,45,42,46,49,19,27,53,46,7,35,30,50,48,43,40,12,19,28,82,31,0,42,25,43,20,32,17,19,5,33,48,36,15,25,50,39,5,49,34,57,40,53,5,59,47,61,53,11,31,41,74,48,49,40,19,36,54,17,31,47,61,40,32,22,38,72,18,28,30,33,33,47,42,45,83
v47,21,36,26,10,28,26,18,36,25,13,40,45,17,41,14,29,15,25,33,34,20,7,29,13,23,7,42,46,17,41,17,11,4,35,35,12,20,48,43,16,30,29,26,40,31,42,0,19,37,22,32,25,23,37,11,16,10,47,17,14,15,37,49,14,31,30,11,37,35,5,19,11,47,11,21,32,48,49,2,23,16,12,27,11,41,19,16,12,20,20,30,30,38,30,33,9,5,42,45,41
v48,20,55,9,29,47,43,3,55,14,30,23,30,34,60,31,32,6,12,52,53,3,18,48,30,42,20,61,65,24,38,36,28,21,18,16,29,39,67,62,15,13,38,7,57,50,25,19,0,56,15,51,36,24,20,30,23,29,34,18,33,34,24,68,9,50,15,28,22,54,22,36,28,30,12,40,49,67,68,21,18,11,29,36,14,60,36,35,31,5,13,47,37,47,49,14,24,22,61,64,58
v49,36,19,51,27,19,39,55,1,62,44,41,46,30,4,41,30,50,44,22,3,57,38,20,32,14,44,13,9,54,42,20,34,37,44,72,27,17,11,18,53,47,30,63,39,20,43,37,56,0,41,13,26,32,40,26,53,27,48,38,23,22,38,12,51,14,67,36,38,16,42,34,30,48,44,16,33,19,12,35,38,53,27,28,42,4,36,21,25,51,57,29,31,39,19,70,32,40,21,18,40
v50,5,40,10,26,32,48,14,40,21,35,18,23,39,45,36,17,9,3,37,38,16,15,43,35,27,25,46,50,29,23,21,33,26,13,31,14,30,52,47,20,8,23,22,62,35,20,22,15,41,0,36,21,9,15,15,28,16,25,5,30,19,15,53,14,37,26,33,15,39,27,41,33,25,11,25,54,52,53,20,3,16,34,21,11,45,41,20,16,10,18,52,22,32,34,29,13,27,46,49,63
v51,31,6,46,22,6,38,50,14,57,39,32,33,29,11,36,19,45,39,9,10,52,33,33,27,17,39,10,14,49,29,15,29,32,39,67,22,20,16,11,48,42,17,58,52,7,32,32,51,13,36,0,15,27,35,21,48,22,35,33,20,17,27,17,46,27,62,31,29,29,37,31,25,35,39,11,44,16,17,30,33,48,24,15,37,17,31,16,20,46,52,42,18,26,6,65,27,35,10,13,53
v52,16,19,31,29,11,51,35,27,42,38,17,20,42,24,39,4,30,24,16,23,37,18,46,38,30,28,25,29,34,16,10,36,29,24,52,13,33,31,26,33,27,4,43,65,14,17,25,36,26,21,15,0,12,20,16,33,19,22,18,33,22,12,32,31,40,47,36,14,42,30,44,36,22,24,24,57,31,32,23,18,33,37,2,22,30,44,23,15,31,37,55,5,13,13,50,16,30,25,28,66
v53,4,31,19,27,23,49,23,31,30,36,17,22,40,36,37,8,18,12,28,29,25,16,44,36,28,26,37,41,30,18,12,34,27,12,40,11,31,43,38,21,15,14,31,63,26,19,23,24,32,9,27,12,0,14,14,29,17,24,6,31,20,14,44,19,38,35,34,14,40,28,42,34,24,12,22,55,43,44,21,6,21,35,12,12,36,42,21,13,19,25,53,13,23,25,38,14,28,37,40,64
v54,16,39,11,41,31,63,23,39,34,50,3,14,54,44,51,16,22,12,36,37,23,30,58,50,42,40,45,49,44,22,22,48,41,4,32,25,45,51,46,35,7,22,23,77,34,5,37,20,40,15,35,20,14,0,28,43,31,18,20,45,34,8,52,29,52,35,48,6,54,42,56,48,14,26,36,69,51,52,35,14,31,49,20,26,44,56,35,27,17,33,67,21,31,33,30,28,42,45,48,78
v55,12,25,25,13,17,35,29,25,36,22,31,36,26,30,23,20,24,18,22,23,31,12,30,22,14,18,31,35,28,32,6,20,13,26,46,3,17,37,32,27,21,20,37,49,20,33,11,30,26,15,21,16,14,28,0,27,3,38,12,17,6,28,38,25,24,41,20,28,26,16,28,20,38,18,10,41,37,38,9,14,27,21,18,16,30,28,7,1,25,31,39,21,29,19,44,6,14,31,34,50
v56,27,52,32,26,44,20,20,52,9,9,46,51,23,57,12,35,21,31,49,50,20,15,45,21,39,9,58,62,1,47,33,19,16,41,19,26,36,64,59,8,36,35,20,34,47,48,16,23,53,28,48,33,29,43,27,0,26,53,23,30,31,43,65,14,47,14,17,43,51,11,19,23,53,17,37,26,64,65,18,29,12,26,33,17,57,17,32,28,26,10,40,36,44,46,17,21,13,58,61,35
v57,15,26,24,10,18,32,28,26,35,19,34,39,23,31,20,23,23,19,23,24,30,11,27,19,13,17,32,36,27,35,9,17,10,29,45,6,14,38,33,26,24,23,36,46,21,36,10,29,27,16,22,19,17,31,3,26,0,41,11,14,5,31,39,24,21,40,17,31,25,15,25,17,41,17,11,38,38,39,8,17,26,18,21,15,31,25,6,4,24,30,36,24,32,20,43,5,13,32,35,47
v58,26,29,29,51,29,73,33,49,44,60,15,4,64,46,61,18,32,22,26,45,35,40,68,60,52,50,35,43,54,6,32,58,51,22,50,35,55,43,30,45,25,18,41,87,28,15,47,34,48,25,35,22,24,18,38,53,41,0,30,55,44,10,52,39,62,45,58,12,64,52,66,58,4,36,46,79,33,44,45,24,41,59,20,36,52,66,45,37,29,43,77,17,13,29,48,38,52,27,30,88
v59,4,37,13,21,29,43,17,37,24,30,23,28,34,42,31,14,12,8,34,35,19,10,38,30,24,20,43,47,24,24,18,28,21,18,34,11,25,49,44,15,13,20,25,57,32,25,17,18,38,5,33,18,6,20,12,23,11,30,0,25,16,20,50,13,32,29,28,20,36,22,36,28,30,6,22,49,49,50,15,6,15,29,18,6,42,36,17,13,13,19,47,19,29,31,32,8,22,43,46,58
v60,29,26,34,4,26,18,32,22,39,21,48,53,9,27,18,37,27,33,29,20,34,15,15,9,9,21,28,32,31,49,23,11,14,43,49,20,6,34,29,30,38,37,40,32,27,50,14,33,23,30,20,33,31,45,17,30,14,55,25,0,11,45,35,28,17,44,13,45,21,19,11,7,55,21,9,24,34,35,12,31,30,4,35,19,27,13,10,18,28,34,22,38,46,26,47,17,17,28,31,33
v61,18,21,29,7,15,29,33,21,40,22,37,42,20,26,19,26,28,22,18,19,35,16,24,16,8,22,27,31,32,38,12,14,15,32,50,9,11,33,28,31,27,26,41,43,16,39,15,34,22,19,17,22,20,34,6,31,5,44,16,11,0,34,34,29,18,45,14,34,20,20,22,14,44,22,6,35,33,34,13,20,31,15,24,20,26,22,1,7,29,35,33,27,35,15,48,10,18,27,30,44
v62,16,31,19,41,23,63,23,39,34,50,5,8,54,36,51,8,22,12,28,35,25,30,58,50,42,40,37,41,44,14,22,48,41,12,40,25,45,43,38,35,15,14,31,77,26,5,37,24,38,15,27,12,14,8,28,43,31,10,20,45,34,0,44,29,52,35,48,2,54,42,56,48,10,26,36,69,43,44,35,14,31,49,12,26,42,56,35,27,19,33,67,13,23,25,38,28,42,37,40,78
v63,48,23,63,39,23,51,67,13,74,56,49,50,42,8,53,36,62,56,26,15,69,50,20,44,26,56,17,9,66,46,32,46,49,56,84,39,29,9,22,65,59,34,75,39,24,49,49,68,12,53,17,32,44,52,38,65,39,52,50,35,34,44,0,63,18,79,48,46,14,54,46,42,52,56,28,45,23,8,47,50,65,39,32,54,8,48,33,37,63,69,25,35,43,23,82,44,52,25,22,40
v64,15,50,18,24,42,34,6,50,11,21,32,37,25,55,22,27,7,17,47,48,6,13,43,21,37,11,56,60,15,33,31,19,14,27,21,24,34,62,57,6,22,33,12,48,45,34,14,9,51,14,46,31,19,29,25,14,24,39,13,28,29,29,63,0,45,16,19,29,49,13,27,21,39,7,35,40,62,63,16,15,2,24,31,9,55,27,30,26,12,6,38,32,42,44,19,19,13,56,59,49
v65,36,33,45,21,33,33,49,13,56,38,55,60,24,16,35,44,44,40,36,17,51,32,6,26,10,38,27,19,48,56,30,28,31,50,66,27,11,19,32,47,45,44,57,25,34,57,31,50,14,37,27,40,38,52,24,47,21,62,32,17,18,52,18,45,0,61,30,52,4,36,28,24,62,38,16,27,33,18,29,38,47,21,42,36,10,30,17,25,45,51,15,45,53,33,64,26,34,35,32,26
v66,31,66,24,40,58,28,12,66,5,23,38,43,37,71,26,43,17,23,63,64,12,29,59,35,53,23,72,76,13,49,47,33,30,33,5,40,50,78,73,14,28,49,12,42,61,40,30,15,67,26,62,47,35,35,41,14,40,45,29,44,45,35,79,16,61,0,31,35,65,25,33,37,45,23,51,34,78,79,32,29,14,40,47,25,71,31,46,42,18,10,54,48,58,60,7,35,27,72,75,43
