,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v18,46,29,38,46,40,38,27,8,30,22,30,38,22,47,8,10,33,0,39,23,26,31,3,33,13,7,8,30,21,49,26,26,41,38,12,55,33,31,8,11,20,18,37,28,41,24,30,40,5,12,36,29,7,44,12,16,24,11,19,17,29,24,4,22,24,27,18,19,31,3,23,28,31,30,53,22,13,32,55,37,4,25,29,28,13,16,21,5,44,17,51,32,34,35,24,45,26,30,24,18
v19,31,48,47,7,47,41,46,45,47,41,47,5,39,10,33,49,16,39,0,48,43,28,38,48,36,46,39,29,38,32,65,13,22,3,29,16,72,18,47,50,43,57,10,67,4,15,27,79,44,39,27,12,42,5,43,55,15,50,58,28,10,41,35,61,41,16,41,32,32,36,34,49,18,9,36,35,48,57,38,44,43,32,38,11,44,27,32,34,29,34,36,23,17,6,17,6,43,55,63,43
v20,23,6,15,55,17,15,50,15,53,7,53,47,45,56,15,13,34,23,48,0,49,40,26,10,36,20,31,39,44,26,31,35,50,47,35,64,24,40,19,24,5,37,46,19,50,33,21,31,20,35,21,36,16,53,11,25,33,34,32,34,38,47,27,13,47,32,7,16,40,24,14,5,30,39,30,41,36,9,32,14,19,16,10,37,36,33,16,20,21,40,28,41,33,44,33,54,49,7,15,41
v21,72,55,64,48,66,64,5,34,6,48,18,48,10,49,34,36,59,26,43,49,0,33,23,59,13,29,18,32,5,75,24,44,43,40,14,57,31,33,30,25,46,16,39,30,47,36,56,38,29,14,62,55,33,46,38,24,30,15,17,19,33,16,22,38,18,53,44,45,33,25,49,54,57,48,79,24,13,58,81,63,30,51,55,38,13,18,47,29,70,9,77,34,60,37,26,47,16,56,48,8
v22,57,40,49,29,51,49,38,37,27,33,19,33,23,18,25,41,44,31,28,40,33,0,30,44,28,38,31,1,30,60,57,29,10,25,19,24,64,10,39,42,35,49,18,59,32,21,41,71,36,31,47,40,34,29,35,47,15,42,50,14,18,17,27,53,15,38,33,30,4,28,34,41,42,33,64,9,40,49,66,48,35,36,40,23,36,15,32,26,55,24,62,5,45,22,11,22,17,47,55,35
v23,49,32,41,45,43,41,24,11,27,25,27,37,19,46,11,13,36,3,38,26,23,30,0,36,10,8,5,29,18,52,27,25,40,37,11,54,34,30,9,12,23,19,36,29,40,23,33,41,6,9,39,32,10,43,15,17,23,12,20,16,28,21,3,23,21,30,21,22,30,2,26,31,34,29,56,21,10,35,58,40,7,28,32,27,10,15,24,6,47,14,54,31,37,34,23,44,23,33,25,15
v24,17,4,5,55,7,7,60,25,63,11,63,47,55,56,25,23,34,33,48,10,59,44,36,0,46,30,41,45,54,22,41,35,50,47,45,64,28,40,29,34,13,47,46,29,50,33,21,31,30,45,21,36,26,53,21,35,33,44,42,44,38,57,37,21,57,32,15,16,48,34,14,5,30,39,20,51,46,9,22,4,29,16,10,37,46,43,16,30,19,50,18,41,33,44,33,54,59,7,15,51
v25,59,42,51,43,53,51,14,21,17,35,17,35,9,44,21,23,46,13,36,36,13,28,10,46,0,16,5,27,8,62,29,31,38,35,9,52,36,28,17,14,33,21,34,31,38,23,43,43,16,3,49,42,20,41,25,19,21,14,22,14,26,11,9,25,13,40,31,32,28,12,36,41,44,35,66,19,12,45,68,50,17,38,42,25,8,13,34,16,57,4,64,29,47,32,21,42,13,43,35,7
v26,43,26,35,53,37,35,30,5,33,19,33,45,25,54,13,7,32,7,46,20,29,38,8,30,16,0,11,37,24,46,19,33,48,45,19,62,26,38,1,4,17,17,44,21,48,31,27,33,2,15,33,34,4,51,9,9,31,14,12,24,36,27,11,15,27,30,15,16,38,10,20,25,28,37,50,29,16,29,52,34,3,22,26,35,16,23,18,12,41,20,48,39,31,42,31,52,29,27,19,21
v27,54,37,46,46,48,46,19,16,22,30,22,38,14,47,16,18,41,8,39,31,18,31,5,41,5,11,0,30,13,57,26,26,41,38,12,55,33,31,12,11,28,18,37,28,41,24,38,40,11,4,44,37,15,44,20,16,24,11,19,17,29,16,4,22,16,35,26,27,31,7,31,36,39,30,61,22,9,40,63,45,12,33,37,28,5,16,29,11,52,9,59,32,42,35,24,45,18,38,30,10
v28,58,41,50,30,52,50,37,36,26,34,18,34,22,19,24,40,45,30,29,39,32,1,29,45,27,37,30,0,29,61,56,30,11,26,18,25,63,11,38,41,34,48,19,58,33,22,42,70,35,30,48,41,33,30,34,46,16,41,49,13,19,16,26,52,14,39,32,31,3,27,35,40,43,34,65,8,39,48,67,49,34,37,41,24,35,14,33,25,56,23,63,6,46,23,12,23,16,46,54,34
v29,67,50,59,45,61,59,8,29,9,43,15,43,7,46,29,31,54,21,38,44,5,30,18,54,8,24,13,29,0,70,27,39,40,37,11,54,34,30,25,20,41,19,36,29,42,31,51,41,24,9,57,50,28,43,33,19,25,12,20,16,28,13,17,33,15,48,39,40,30,20,44,49,52,43,74,21,10,53,76,58,25,46,50,33,8,15,42,24,65,6,72,31,55,34,23,44,13,51,43,5
v30,5,22,21,33,21,15,76,41,79,27,79,27,71,42,41,39,16,49,32,26,75,60,52,22,62,46,57,61,70,0,57,31,54,35,61,42,46,50,45,50,29,63,42,45,28,39,19,53,46,61,13,20,42,31,37,51,45,60,58,60,42,73,53,37,73,22,31,30,64,50,26,23,18,27,6,67,62,31,8,18,45,24,20,37,62,59,28,46,5,66,10,55,15,38,49,38,75,29,37,67
v31,54,37,46,72,48,46,19,20,30,30,42,64,34,73,32,18,51,26,65,31,24,57,27,41,29,19,26,56,27,57,0,52,67,64,38,81,13,57,18,15,28,8,63,12,67,50,38,14,21,26,44,53,23,70,22,10,50,15,7,43,55,40,30,20,42,49,26,33,57,29,31,36,47,56,61,48,17,40,63,45,22,33,37,54,21,42,33,31,52,33,59,58,50,61,50,71,40,38,30,22
v32,28,35,34,20,34,28,45,32,48,28,48,12,40,21,20,36,15,26,13,35,44,29,25,35,31,33,26,30,39,31,52,0,23,12,30,29,59,19,34,37,30,44,11,54,15,8,14,66,31,30,18,11,29,18,30,42,14,37,45,29,11,42,22,48,42,9,28,19,33,23,21,36,13,4,35,36,35,44,37,31,30,19,25,6,31,28,19,21,26,35,33,24,16,9,18,19,44,42,50,36
v33,51,50,49,23,49,43,48,47,37,43,25,27,33,12,35,51,38,41,22,50,43,10,40,50,38,48,41,11,40,54,67,23,0,19,29,14,74,10,49,52,45,59,12,69,26,17,35,81,46,41,41,34,44,23,45,57,17,52,60,24,12,27,37,63,25,32,43,34,10,38,36,51,36,27,58,19,50,59,60,46,45,34,40,17,46,25,34,36,49,34,56,9,39,16,17,16,27,57,65,45
v34,32,47,46,8,46,40,45,44,44,40,44,8,36,9,32,48,19,38,3,47,40,25,37,47,35,45,38,26,37,35,64,12,19,0,26,17,71,15,46,49,42,56,7,66,7,14,26,78,43,38,26,15,41,6,42,54,14,49,57,25,9,38,34,60,38,15,40,31,29,35,33,48,17,8,39,32,47,56,41,43,42,31,37,10,43,24,31,33,30,31,37,20,20,3,14,7,40,54,62,42
v35,58,41,50,34,52,50,19,20,18,34,18,34,10,35,20,22,45,12,29,35,14,19,11,45,9,19,12,18,11,61,38,30,29,26,0,43,45,19,20,23,32,30,25,40,33,22,42,52,17,12,48,41,19,32,24,28,16,23,31,5,19,12,8,34,12,39,30,31,19,11,35,40,43,34,65,10,21,44,67,49,16,37,41,24,17,4,33,15,56,5,63,20,46,23,12,33,14,42,36,16
v36,47,64,63,11,63,57,62,61,51,57,39,17,47,8,49,65,30,55,16,64,57,24,54,64,52,62,55,25,54,42,81,29,14,17,43,0,88,24,63,66,59,73,18,83,14,31,43,95,60,55,43,28,58,11,59,71,31,66,74,38,26,41,51,77,39,32,57,48,24,52,50,65,34,25,48,33,64,73,50,60,59,48,54,27,60,39,48,50,45,48,52,23,31,20,31,10,41,71,79,59
v37,41,24,33,79,35,33,32,27,37,31,49,71,41,80,39,23,58,33,72,24,31,64,34,28,36,26,33,63,34,46,13,59,74,71,45,88,0,64,25,22,29,19,70,5,74,57,45,7,28,33,45,60,30,77,29,17,57,22,14,50,62,47,37,11,49,56,31,40,64,36,38,23,54,63,48,55,24,27,50,32,29,40,34,61,28,49,40,38,43,40,46,65,57,68,57,78,47,25,17,29
v38,47,40,39,19,41,39,38,37,29,33,29,23,23,16,25,41,34,31,18,40,33,10,30,40,28,38,31,11,30,50,57,19,10,15,19,24,64,0,39,42,35,49,8,59,22,11,31,71,36,31,37,30,34,19,35,47,7,42,50,14,8,23,27,53,23,28,33,24,14,28,26,41,32,23,54,17,40,49,56,38,35,26,30,13,36,15,24,26,45,24,52,5,35,12,7,14,25,47,55,35
v39,42,25,34,54,36,34,31,4,34,18,34,46,26,55,14,6,33,8,47,19,30,39,9,29,17,1,12,38,25,45,18,34,49,46,20,63,25,39,0,5,16,18,45,20,49,32,26,32,3,16,32,35,5,52,8,8,32,15,13,25,37,28,12,14,28,31,14,15,39,11,19,24,29,38,49,30,17,28,51,33,4,21,25,36,17,24,17,13,40,21,47,40,32,43,32,53,30,26,18,22
v40,47,30,39,57,41,39,26,9,29,23,29,49,21,58,17,11,36,11,50,24,25,42,12,34,14,4,11,41,20,50,15,37,52,49,23,66,22,42,5,0,21,13,48,17,52,35,31,29,6,11,37,38,8,55,13,5,35,10,8,28,40,25,15,13,27,34,19,20,42,14,24,29,32,41,54,33,12,33,56,38,7,26,30,39,12,27,22,16,45,18,52,43,35,46,35,56,25,31,23,17
v41,26,9,18,50,20,18,47,12,50,2,50,42,42,51,12,10,29,20,43,5,46,35,23,13,33,17,28,34,41,29,28,30,45,42,32,59,29,35,16,21,0,34,41,24,45,28,16,36,17,32,16,31,13,48,8,22,28,31,29,31,33,44,24,18,44,27,2,11,35,21,9,8,25,34,33,38,33,14,35,17,16,11,9,32,33,30,11,17,24,37,31,36,28,39,28,49,46,12,20,38
v42,60,43,52,64,54,52,13,22,22,36,34,56,26,65,24,24,47,18,57,37,16,49,19,47,21,17,18,48,19,63,8,44,59,56,30,73,19,49,18,13,34,0,55,18,59,42,44,22,17,18,50,45,21,62,26,12,42,7,5,35,47,32,22,26,34,41,32,33,49,21,37,42,45,48,67,40,9,46,69,51,18,39,43,46,13,34,35,23,58,25,65,50,48,53,42,63,32,44,36,14
v43,39,46,45,11,45,39,44,43,37,39,37,15,29,10,31,47,26,37,10,46,39,18,36,46,34,44,37,19,36,42,63,11,12,7,25,18,70,8,45,48,41,55,0,65,14,13,25,77,42,37,29,22,40,11,41,53,13,48,56,20,8,31,33,59,31,20,39,30,22,34,32,47,24,15,46,25,46,55,48,42,41,30,36,9,42,21,30,32,37,30,44,13,27,4,13,8,33,53,61,41
v44,42,25,34,74,36,34,31,22,34,26,44,66,36,75,34,18,53,28,67,19,30,59,29,29,31,21,28,58,29,45,12,54,69,66,40,83,5,59,20,17,24,18,65,0,69,52,40,12,23,28,40,55,25,72,24,12,52,17,13,45,57,42,32,8,44,51,26,35,59,31,33,24,49,58,49,50,19,28,51,33,24,35,29,56,23,44,35,33,40,35,47,60,52,63,52,73,42,26,18,24
v45,33,50,49,5,49,43,48,47,51,43,51,3,43,14,35,51,16,41,4,50,47,32,40,50,38,48,41,33,42,28,67,15,26,7,33,14,74,22,49,52,45,59,14,69,0,17,29,81,46,41,29,14,44,3,45,57,17,52,60,32,14,45,37,63,45,18,43,34,36,38,36,51,20,11,34,39,50,59,36,46,45,34,40,13,46,31,34,36,31,38,38,27,17,10,21,10,47,57,65,45
v46,36,33,32,22,32,28,37,30,40,26,40,14,32,23,18,34,23,24,15,33,36,21,23,33,23,31,24,22,31,39,50,8,17,14,22,31,57,11,32,35,28,42,13,52,17,0,20,64,29,24,26,19,27,20,28,40,6,35,43,21,5,34,20,46,34,17,26,17,25,21,19,34,21,12,43,28,33,42,45,29,28,17,23,4,29,20,17,19,34,27,41,16,24,11,10,21,36,40,48,28
v47,16,21,20,34,20,14,57,22,60,14,60,26,52,35,22,22,13,30,27,21,56,41,33,21,43,27,38,42,51,19,38,14,35,26,42,43,45,31,26,31,16,44,25,40,29,20,0,52,27,42,6,15,23,32,18,32,26,41,39,41,23,54,34,34,54,11,14,11,45,31,7,22,9,18,23,48,43,30,25,17,26,5,11,18,43,40,9,27,14,47,21,36,12,23,30,33,56,28,36,48
v48,48,31,32,86,34,38,33,34,44,38,56,78,48,87,46,30,65,40,79,31,38,71,41,31,43,33,40,70,41,53,14,66,81,78,52,95,7,71,32,29,36,22,77,12,81,64,52,0,35,40,52,67,37,84,36,24,64,29,21,57,69,54,44,18,56,63,38,47,71,43,45,30,61,70,47,62,31,26,49,35,36,47,41,68,35,56,47,45,50,47,45,72,64,75,64,85,54,24,16,36
v49,43,26,35,51,37,35,30,5,33,19,33,43,25,52,11,7,30,5,44,20,29,36,6,30,16,2,11,35,24,46,21,31,46,43,17,60,28,36,3,6,17,17,42,23,46,29,27,35,0,15,33,32,4,49,9,11,29,14,14,22,34,27,9,17,27,28,15,16,36,8,20,25,28,35,50,27,16,29,52,34,1,22,26,33,16,21,18,10,41,20,48,37,31,40,29,50,29,27,19,21
v50,58,41,50,46,52,50,15,20,18,34,18,38,10,47,20,22,45,12,39,35,14,31,9,45,3,15,4,30,9,61,26,30,41,38,12,55,33,31,16,11,32,18,37,28,41,24,42,40,15,0,48,41,19,44,24,16,24,11,19,17,29,14,8,24,16,39,30,31,31,11,35,40,43,34,65,22,9,44,67,49,16,37,41,28,5,16,33,15,56,7,63,32,46,35,24,45,14,42,34,6
v51,10,21,20,34,20,14,63,28,66,14,66,26,58,35,28,26,13,36,27,21,62,47,39,21,49,33,44,48,57,13,44,18,41,26,48,43,45,37,32,37,16,50,29,40,29,26,6,52,33,48,0,15,29,32,24,38,32,47,45,47,29,60,40,34,60,11,18,17,51,37,13,22,9,18,17,54,49,30,19,17,32,11,11,24,49,46,15,33,8,53,15,42,12,25,36,33,62,28,36,54
v52,19,36,35,19,35,29,56,33,59,29,59,11,51,22,21,37,4,29,12,36,55,40,32,36,42,34,37,41,50,20,53,11,34,15,41,28,60,30,35,38,31,45,22,55,14,19,15,67,32,41,15,0,30,17,31,43,25,40,46,40,22,53,33,49,53,4,29,20,44,30,22,37,6,7,24,47,42,45,26,32,31,20,26,17,42,39,20,26,17,46,24,35,5,18,29,18,55,43,51,47
v53,39,22,31,49,33,31,34,3,37,15,37,41,29,50,9,7,28,7,42,16,33,34,10,26,20,4,15,33,28,42,23,29,44,41,19,58,30,34,5,8,13,21,40,25,44,27,23,37,4,19,29,30,0,47,5,13,27,18,16,20,32,31,11,19,31,26,11,12,34,8,16,21,24,33,46,25,20,25,48,30,3,18,22,31,20,19,14,8,37,24,44,35,27,38,27,48,33,23,21,25
v54,36,53,52,2,52,46,51,50,48,46,48,6,40,11,38,54,19,44,5,53,46,29,43,53,41,51,44,30,43,31,70,18,23,6,32,11,77,19,52,55,48,62,11,72,3,20,32,84,49,44,32,17,47,0,48,60,20,55,63,29,15,42,40,66,42,21,46,37,33,41,39,54,23,14,37,36,53,62,39,49,48,37,43,16,49,28,37,39,34,37,41,24,20,9,20,7,44,60,68,48
v55,34,17,26,50,28,26,39,4,42,10,42,42,34,51,10,6,29,12,43,11,38,35,15,21,25,9,20,34,33,37,22,30,45,42,24,59,29,35,8,13,8,26,41,24,45,28,18,36,9,24,24,31,5,48,0,14,28,23,21,23,33,36,16,18,36,27,6,11,35,13,11,16,25,34,41,30,25,20,43,25,8,13,17,32,25,22,11,9,32,29,39,36,28,39,28,49,38,18,20,30
v56,48,31,40,62,42,40,25,10,28,24,32,54,24,63,22,12,41,16,55,25,24,47,17,35,19,9,16,46,19,51,10,42,57,54,28,71,17,47,8,5,22,12,53,12,57,40,32,24,11,16,38,43,13,60,14,0,40,9,7,33,45,30,20,14,32,39,20,23,47,19,25,30,37,46,55,38,11,34,57,39,12,27,31,44,11,32,23,21,46,23,53,48,40,51,40,61,30,32,24,16
v57,42,33,34,22,36,34,31,30,34,26,34,18,26,23,18,34,29,24,15,33,30,15,23,33,21,31,24,16,25,45,50,14,17,14,16,31,57,7,32,35,28,42,13,52,17,6,26,64,29,24,32,25,27,20,28,40,0,35,43,15,5,28,20,46,28,23,26,17,19,21,19,34,27,18,49,22,33,42,51,33,28,21,25,8,29,14,17,19,40,21,47,10,30,11,4,21,30,40,48,28
v58,57,40,49,57,51,49,16,19,19,33,27,49,19,58,19,21,44,11,50,34,15,42,12,44,14,14,11,41,12,60,15,37,52,49,23,66,22,42,15,10,31,7,48,17,52,35,41,29,14,11,47,40,18,55,23,9,35,0,8,28,40,25,15,23,27,38,29,30,42,14,34,39,42,41,64,33,2,43,66,48,15,36,40,39,6,27,32,16,55,18,62,43,45,46,35,56,25,41,33,7
v59,55,38,47,65,49,47,18,17,23,31,35,57,27,66,25,19,44,19,58,32,17,50,20,42,22,12,19,49,20,58,7,45,60,57,31,74,14,50,13,8,29,5,56,13,60,43,39,21,14,19,45,46,16,63,21,7,43,8,0,36,48,33,23,21,35,42,27,28,50,22,32,37,40,49,62,41,10,41,64,46,15,34,38,47,14,35,30,24,53,26,60,51,43,54,43,64,33,39,31,15
v60,57,40,49,29,51,49,24,23,19,33,19,33,11,30,19,27,44,17,28,34,19,14,16,44,14,24,17,13,16,60,43,29,24,25,5,38,50,14,25,28,31,35,20,45,32,21,41,57,22,17,47,40,20,29,23,33,15,28,36,0,18,13,13,39,13,38,29,30,14,14,34,39,42,33,64,7,26,43,66,48,21,36,40,23,22,1,32,14,55,10,62,15,45,22,11,28,15,41,41,21
v61,39,38,37,17,37,31,36,35,37,31,37,15,29,18,23,39,26,29,10,38,33,18,28,38,26,36,29,19,28,42,55,11,12,9,19,26,62,8,37,40,33,47,8,57,14,5,23,69,34,29,29,22,32,15,33,45,5,40,48,18,0,31,25,51,31,20,31,22,22,26,24,39,24,15,46,25,38,47,48,34,33,22,28,5,34,17,22,24,37,24,44,13,27,6,7,16,33,45,53,33
v62,70,53,62,42,64,62,21,32,10,46,6,46,6,33,32,34,57,24,41,47,16,17,21,57,11,27,16,16,13,73,40,42,27,38,12,41,47,23,28,25,44,32,31,42,45,34,54,54,27,14,60,53,31,42,36,30,28,25,33,13,31,0,20,36,2,51,42,43,17,23,47,52,55,46,77,8,23,56,79,61,28,49,53,36,19,14,45,27,68,7,75,18,58,35,24,35,2,54,46,18
v63,50,33,42,42,44,42,23,12,26,26,26,34,18,43,12,14,37,4,35,27,22,27,3,37,9,11,4,26,17,53,30,22,37,34,8,51,37,27,12,15,24,22,33,32,37,20,34,44,9,8,40,33,11,40,16,20,20,15,23,13,25,20,0,26,20,31,22,23,27,3,27,32,35,26,57,18,13,36,59,41,8,29,33,24,9,12,25,7,48,13,55,28,38,31,20,41,22,34,28,14
v64,34,17,26,68,28,26,39,16,42,20,42,60,34,69,28,12,47,22,61,13,38,53,23,21,25,15,22,52,33,37,20,48,63,60,34,77,11,53,14,13,18,26,59,8,63,46,34,18,17,24,34,49,19,66,18,14,46,23,21,39,51,36,26,0,38,45,20,29,53,25,27,16,43,52,41,44,25,20,43,25,18,29,23,50,25,38,29,27,32,29,39,54,46,57,46,67,38,18,10,30
v65,70,53,62,42,64,62,23,32,12,46,6,46,8,31,32,34,57,24,41,47,18,15,21,57,13,27,16,14,15,73,42,42,25,38,12,39,49,23,28,27,44,34,31,44,45,34,54,56,27,16,60,53,31,42,36,32,28,27,35,13,31,2,20,38,0,51,42,43,15,23,47,52,55,46,77,6,25,56,79,61,28,49,53,36,21,14,45,27,68,9,75,18,58,35,24,35,2,54,46,20
v66,19,32,31,23,31,25,54,29,57,25,57,15,49,24,19,33,6,27,16,32,53,38,30,32,40,30,35,39,48,22,49,9,32,15,39,32,56,28,31,34,27,41,20,51,18,17,11,63,28,39,11,4,26,21,27,39,23,38,42,38,20,51,31,45,51,0,25,16,42,28,18,33,4,7,26,45,40,41,28,28,27,16,22,15,40,37,16,24,17,44,24,33,7,16,27,22,53,39,47,45
