,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v19,45,45,61,14,17,74,57,63,27,40,20,10,35,38,61,48,28,64,0,35,75,43,8,65,34,17,38,33,16,15,54,23,18,73,6,39,20,24,15,15,21,44,26,55,36,9,9,61,51,30,54,26,22,64,30,19,27,42,40,51,32,51,33,30,37,33,19,52,27,37,35,14,62,19,20,8,20,15,28,41,46,34,24,61,10,55,41,32,8,40,37,38,14,17,50,32,7,31,23,6
v20,18,58,28,21,48,39,22,38,26,49,53,45,54,71,36,23,29,29,35,0,40,56,39,30,7,52,9,40,27,20,31,22,33,38,29,14,53,13,20,22,54,51,49,24,69,44,44,26,34,35,35,19,35,35,9,46,52,7,13,52,27,50,18,51,70,2,30,51,18,70,8,47,27,40,43,33,19,48,55,36,51,29,47,26,43,34,62,17,41,23,14,23,31,40,15,13,38,64,18,41
v21,30,36,14,61,58,7,18,16,48,35,65,85,40,49,14,27,47,11,75,40,0,34,79,10,47,92,49,42,67,60,21,52,73,2,69,54,55,53,60,60,60,31,49,20,49,84,84,14,24,45,21,49,75,13,45,56,48,33,53,30,43,28,42,45,48,42,56,29,48,48,48,87,13,56,55,73,55,66,47,34,29,41,51,14,73,20,40,43,77,35,54,37,61,58,25,53,78,46,58,81
v22,38,2,28,37,26,31,34,20,30,7,33,53,8,15,20,33,27,37,43,56,34,0,47,32,57,60,61,16,39,36,25,34,41,32,37,62,23,47,38,34,28,5,17,32,17,52,52,46,22,21,21,37,45,21,47,24,16,55,63,8,29,8,38,13,14,54,26,9,38,14,58,55,47,24,23,41,37,34,15,20,5,27,19,40,41,22,6,39,45,33,60,33,29,26,59,55,46,14,46,49
v23,49,49,65,18,23,78,61,67,31,44,28,6,39,46,65,52,32,68,8,39,79,47,0,69,32,13,30,37,12,19,58,27,10,77,10,31,28,26,19,19,29,48,30,59,44,9,5,65,55,34,58,30,14,68,34,23,31,46,32,55,36,55,37,34,45,37,23,56,31,45,31,8,66,23,24,6,24,23,32,45,50,38,28,65,18,59,45,36,16,44,29,42,18,21,54,26,1,39,21,2
v24,20,34,4,51,48,9,8,14,38,25,55,75,30,47,12,17,37,5,65,30,10,32,69,0,37,82,39,32,57,50,11,42,63,8,59,44,45,43,50,50,50,27,39,10,45,74,74,14,14,35,11,39,65,11,35,46,38,23,43,28,33,26,32,35,46,32,46,27,38,46,38,77,15,46,45,63,45,56,37,24,27,31,41,8,63,10,38,33,67,25,44,27,51,48,27,43,68,40,48,71
v25,19,59,33,20,49,46,29,39,27,50,54,38,55,72,37,24,30,36,34,7,47,57,32,37,0,45,4,41,20,21,32,23,26,45,30,7,54,10,19,23,55,52,50,27,70,37,37,33,35,36,36,20,28,36,10,47,53,14,6,53,28,51,19,52,71,5,31,52,19,71,1,40,34,41,44,26,20,49,56,37,52,30,48,33,44,35,63,18,42,24,7,24,32,41,22,6,31,65,11,34
v26,62,62,78,31,34,91,74,80,44,57,29,7,52,47,78,65,45,81,17,52,92,60,13,82,45,0,43,50,25,32,71,40,19,90,23,38,37,39,32,32,32,61,43,72,45,10,8,78,68,47,71,43,17,81,47,36,44,59,39,68,49,68,50,47,52,50,36,69,44,48,44,5,79,36,37,19,37,26,45,58,63,51,41,78,19,72,58,49,17,57,38,55,31,34,67,39,14,46,34,11
v27,23,63,35,24,53,48,31,43,31,54,58,36,59,76,41,28,34,38,38,9,49,61,30,39,4,43,0,45,22,25,36,27,24,47,34,5,58,14,23,27,59,56,54,29,74,39,35,35,39,40,40,24,26,40,14,51,57,16,4,57,32,55,23,56,75,7,35,56,23,75,3,38,36,45,48,30,24,53,60,41,56,34,52,35,48,39,67,22,46,28,5,28,36,45,24,6,31,69,15,32
v28,22,18,28,21,16,41,24,30,14,9,23,43,14,31,28,17,11,31,33,40,42,16,37,32,41,50,45,0,25,20,21,18,31,40,27,46,13,31,22,18,18,11,9,22,29,42,42,30,18,5,21,21,33,31,31,14,12,39,47,18,13,18,22,11,30,38,14,19,22,30,42,45,31,14,13,31,21,24,15,8,13,11,9,28,31,22,22,23,35,17,44,17,19,16,43,39,36,24,30,39
v29,37,41,53,6,31,66,49,55,19,32,36,18,37,54,53,40,20,56,16,27,67,39,12,57,20,25,22,25,0,7,46,15,6,65,12,23,36,14,7,7,37,36,32,47,52,17,17,53,43,22,46,18,8,56,22,29,35,34,24,43,24,43,25,34,53,25,13,44,19,53,19,20,54,23,26,8,12,31,38,33,38,26,30,53,26,47,45,24,24,32,21,30,14,23,42,16,11,47,9,14
v30,30,38,46,1,28,59,42,48,12,29,33,25,34,51,46,33,13,49,15,20,60,36,19,50,21,32,25,20,7,0,39,8,13,58,9,26,33,11,2,2,34,31,29,40,49,24,24,46,36,15,39,11,15,49,15,26,32,27,27,36,17,36,18,31,50,18,10,37,12,50,22,27,47,20,23,13,5,28,35,26,31,19,27,46,23,40,42,17,21,25,24,23,11,20,35,19,18,44,10,21
v31,13,27,7,40,37,20,9,9,27,18,44,64,23,40,7,8,26,12,54,31,21,25,58,11,32,71,36,21,46,39,0,31,52,19,48,37,34,32,39,39,39,20,28,7,38,63,63,21,3,24,4,28,54,10,24,35,27,30,38,21,22,19,21,24,39,29,35,20,27,39,33,66,22,35,34,52,34,45,26,13,20,20,30,15,52,3,31,22,56,14,35,16,40,37,34,32,57,33,37,60
v32,22,36,38,9,26,51,34,40,4,27,31,33,32,49,38,25,7,41,23,22,52,34,27,42,23,40,27,18,15,8,31,0,21,50,17,28,31,13,8,8,32,29,27,32,47,32,32,38,28,13,31,3,23,41,13,24,30,21,29,30,9,28,10,29,48,20,8,29,4,48,24,35,39,18,21,21,3,26,33,18,29,11,25,38,21,32,40,9,25,17,26,15,9,18,27,21,26,42,12,29
v33,43,43,59,12,33,72,55,61,25,38,38,12,39,56,59,46,26,62,18,33,73,41,10,63,26,19,24,31,6,13,52,21,0,71,14,21,38,20,13,13,39,42,34,53,54,19,11,59,49,28,52,24,4,62,28,31,37,40,22,49,30,49,31,36,55,31,17,50,25,55,25,14,60,25,28,10,18,33,40,39,44,32,32,59,28,53,47,30,26,38,19,36,16,25,48,20,11,49,15,12
v34,28,34,12,59,56,5,16,14,46,33,63,83,38,47,12,25,45,9,73,38,2,32,77,8,45,90,47,40,65,58,19,50,71,0,67,52,53,51,58,58,58,29,47,18,47,82,82,14,22,43,19,47,73,11,43,54,46,31,51,28,41,26,40,43,46,40,54,27,46,46,46,85,15,54,53,71,53,64,45,32,27,39,49,12,71,18,38,41,75,33,52,35,59,56,27,51,76,44,56,79
v35,39,39,55,10,19,68,51,57,21,34,24,16,29,42,55,42,22,58,6,29,69,37,10,59,30,23,34,27,12,9,48,17,14,67,0,35,24,20,11,9,25,38,20,49,40,15,15,55,45,24,48,20,18,58,24,17,23,36,36,45,26,45,27,24,41,27,13,46,21,41,31,18,56,13,14,4,14,19,26,35,40,28,18,55,14,49,35,26,12,34,33,32,8,11,44,28,9,35,19,12
v36,24,64,40,25,54,53,36,44,32,55,59,31,60,77,42,29,35,43,39,14,54,62,31,44,7,38,5,46,23,26,37,28,21,52,35,0,59,15,24,28,60,57,55,34,75,40,32,40,40,41,41,25,21,43,15,52,58,21,1,58,33,56,24,57,76,12,36,57,24,76,6,33,41,46,49,31,25,54,61,42,57,35,53,40,49,40,68,23,47,29,2,29,37,46,29,7,32,70,16,33
v37,35,25,41,34,5,54,37,43,27,20,10,30,15,18,41,30,24,44,20,53,55,23,28,45,54,37,58,13,36,33,34,31,38,53,24,59,0,44,35,31,5,24,6,35,16,29,29,43,31,18,34,34,42,44,44,7,7,52,60,31,26,31,35,10,17,51,23,32,35,17,55,34,44,13,10,28,34,11,8,21,26,24,6,41,18,35,21,36,22,30,57,30,22,13,56,52,27,11,43,26
v38,23,49,39,10,39,52,35,41,17,40,44,32,45,62,39,26,20,42,24,13,53,47,26,43,10,39,14,31,14,11,32,13,20,51,20,15,44,0,9,13,45,42,40,33,60,31,31,39,29,26,32,10,22,42,8,37,43,20,16,43,18,41,11,42,61,11,21,42,9,61,11,34,40,31,34,20,10,39,46,27,42,20,38,39,34,33,53,10,32,18,13,16,22,31,28,8,25,55,5,28
v39,30,40,46,1,30,59,42,48,12,31,35,25,36,53,46,33,13,49,15,20,60,38,19,50,19,32,23,22,7,2,39,8,13,58,11,24,35,9,0,4,36,33,31,40,51,24,24,46,36,17,39,11,15,49,15,28,34,27,25,36,17,36,18,33,52,18,12,37,12,52,20,27,47,22,25,13,5,30,37,26,33,19,29,46,25,40,44,17,23,25,22,23,13,22,35,17,18,46,8,21
v40,30,36,46,3,26,59,42,48,12,27,31,25,32,49,46,33,13,49,15,22,60,34,19,50,23,32,27,18,7,2,39,8,13,58,9,28,31,13,4,0,32,29,27,40,47,24,24,46,36,15,39,11,15,49,15,24,30,27,29,36,17,36,18,29,48,20,8,37,12,48,24,27,47,18,21,13,5,26,33,26,31,19,25,46,21,40,40,17,19,25,26,23,9,18,35,21,18,42,12,21
v41,36,30,46,35,6,59,42,48,28,25,5,29,20,17,46,33,25,49,21,54,60,28,29,50,55,32,59,18,37,34,39,32,39,58,25,60,5,45,36,32,0,29,11,40,15,24,28,46,36,19,39,35,43,49,45,8,12,53,61,36,27,36,36,15,20,52,24,37,36,16,56,35,47,14,11,29,35,6,13,26,31,25,9,46,13,40,26,37,17,31,58,31,23,14,57,53,28,14,44,27
v42,33,7,23,32,27,30,29,19,25,4,34,54,9,20,17,28,22,32,44,51,31,5,48,27,52,61,56,11,36,31,20,29,42,29,38,57,24,42,33,29,29,0,18,27,18,53,53,41,17,16,16,32,44,20,42,25,17,50,58,7,24,7,33,14,19,49,25,8,33,19,53,56,42,25,24,42,32,35,16,15,2,22,20,35,42,17,11,34,46,28,55,28,30,27,54,50,47,15,41,50
v43,31,19,35,30,9,48,31,37,23,14,16,36,9,22,35,26,20,38,26,49,49,17,30,39,50,43,54,9,32,29,28,27,34,47,20,55,6,40,31,27,11,18,0,29,20,35,35,39,25,14,28,30,38,38,40,7,3,48,56,25,22,25,31,4,21,47,19,26,31,21,51,38,40,9,6,24,30,17,6,15,20,20,2,35,24,29,15,32,28,26,53,26,18,9,52,48,29,15,39,32
v44,10,34,6,41,38,19,2,14,28,25,45,65,30,47,12,7,27,9,55,24,20,32,59,10,27,72,29,22,47,40,7,32,53,18,49,34,35,33,40,40,40,27,29,0,45,64,64,14,10,25,11,29,55,11,25,36,28,23,33,28,23,26,22,27,46,22,36,27,28,46,28,67,15,36,35,53,35,46,31,14,27,21,31,8,53,10,38,23,57,15,34,17,41,38,27,33,58,40,38,61
v45,51,19,41,50,21,48,47,37,43,20,16,44,15,4,35,46,40,50,36,69,49,17,44,45,70,45,74,29,52,49,38,47,54,47,40,75,16,60,51,47,15,18,20,45,0,35,43,59,35,34,34,50,58,38,60,23,17,68,76,25,42,25,51,18,9,67,39,26,51,5,71,50,60,29,26,44,50,21,14,33,20,40,22,53,26,35,15,52,28,46,73,46,38,29,72,68,43,5,59,42
v46,54,54,70,23,26,83,66,72,36,49,19,9,44,39,70,57,37,73,9,44,84,52,9,74,37,10,39,42,17,24,63,32,19,82,15,40,29,31,24,24,24,53,35,64,35,0,8,70,60,39,63,35,23,73,39,28,36,51,41,60,41,60,42,39,44,42,28,61,36,40,36,15,71,28,29,11,29,18,37,50,55,43,33,70,11,64,50,41,7,49,38,47,23,26,59,33,8,38,26,7
v47,54,54,70,23,26,83,66,72,36,49,27,1,44,45,70,57,37,73,9,44,84,52,5,74,37,8,35,42,17,24,63,32,11,82,15,32,29,31,24,24,28,53,35,64,43,8,0,70,60,39,63,35,15,73,39,28,36,51,33,60,41,60,42,39,44,42,28,61,36,44,36,7,71,28,29,11,29,22,37,50,55,43,33,70,17,64,50,41,15,49,30,47,23,26,59,31,6,38,26,3
v48,16,48,18,47,44,19,12,28,34,39,51,71,44,61,26,13,33,9,61,26,14,46,65,14,33,78,35,30,53,46,21,38,59,14,55,40,43,39,46,46,46,41,39,14,59,70,70,0,24,31,25,35,61,25,31,42,42,19,39,42,29,40,28,41,60,28,42,41,34,60,34,73,1,42,41,59,41,52,45,26,41,27,37,6,59,24,52,29,63,21,40,23,47,44,13,39,64,54,44,67
v49,16,24,10,37,34,23,12,12,24,15,41,61,20,37,10,11,23,15,51,34,24,22,55,14,35,68,39,18,43,36,3,28,49,22,45,40,31,29,36,36,36,17,25,10,35,60,60,24,0,21,3,25,51,13,25,32,24,33,41,18,19,16,18,21,36,32,32,17,24,36,36,63,25,32,31,49,31,42,23,10,17,17,27,18,49,4,28,19,53,11,38,13,37,34,37,33,54,30,34,57
v50,17,23,31,16,13,44,27,33,9,14,20,40,19,36,31,18,6,34,30,35,45,21,34,35,36,47,40,5,22,15,24,13,28,43,24,41,18,26,17,15,19,16,14,25,34,39,39,31,21,0,24,16,30,34,26,11,17,34,42,21,8,21,17,16,35,33,11,22,17,35,37,42,32,11,10,28,16,21,20,11,16,6,12,31,28,25,27,18,32,12,39,12,16,13,38,34,33,29,25,36
v51,17,23,7,40,37,20,13,9,27,14,44,64,19,36,7,12,26,16,54,35,21,21,58,11,36,71,40,21,46,39,4,31,52,19,48,41,34,32,39,39,39,16,28,11,34,63,63,25,3,24,0,28,54,10,26,35,27,34,42,17,22,15,21,24,35,33,35,16,27,35,37,66,26,35,34,52,34,45,26,13,16,20,30,19,52,1,27,22,56,14,39,16,40,37,38,34,57,29,37,60
v52,19,39,35,12,29,48,31,37,7,30,34,36,35,52,35,22,10,38,26,19,49,37,30,39,20,43,24,21,18,11,28,3,24,47,20,25,34,10,11,11,35,32,30,29,50,35,35,35,25,16,28,0,26,38,10,27,33,18,26,33,8,31,7,32,51,17,11,32,1,51,21,38,36,21,24,24,6,29,36,17,32,10,28,35,24,29,43,6,28,14,23,12,12,21,24,18,29,45,9,32
v53,45,47,61,14,37,74,57,63,27,40,42,14,43,60,61,48,28,64,22,35,75,45,14,65,28,17,26,33,8,15,54,23,4,73,18,21,42,22,15,15,43,44,38,55,58,23,15,61,51,30,54,26,0,64,30,35,41,42,22,51,32,51,33,40,59,33,19,52,27,59,27,12,62,29,32,14,20,37,44,41,46,34,36,61,32,55,51,32,30,40,21,38,20,29,50,22,15,53,17,16
v54,19,23,7,50,47,10,13,3,37,24,54,74,29,36,3,16,36,16,64,35,13,21,68,11,36,81,40,31,56,49,10,41,62,11,58,43,44,42,49,49,49,20,38,11,38,73,73,25,13,34,10,38,64,0,34,45,37,34,42,17,32,15,31,34,35,33,45,16,37,35,37,76,26,45,44,62,44,55,36,23,18,30,40,19,62,9,27,32,66,24,43,26,50,47,38,42,67,35,47,70
v55,15,49,31,16,39,44,27,33,17,40,44,40,45,62,31,18,20,34,30,9,45,47,34,35,10,47,14,31,22,15,24,13,28,43,24,15,44,8,15,15,45,42,40,25,60,39,39,31,25,26,26,10,30,34,0,37,43,12,16,43,18,41,9,42,61,7,21,42,9,61,11,42,32,31,34,28,10,39,46,27,42,20,38,31,34,25,53,8,32,14,13,14,22,31,20,8,33,55,13,36
v56,28,26,42,27,2,55,38,44,20,21,9,29,16,25,42,29,17,45,19,46,56,24,23,46,47,36,51,14,29,26,35,24,31,54,17,52,7,37,28,24,8,25,7,36,23,28,28,42,32,11,35,27,35,45,37,0,8,45,53,32,19,32,28,11,24,44,16,33,28,24,48,31,43,6,3,21,27,10,9,22,27,17,5,42,17,36,22,29,21,23,50,23,15,6,49,45,22,18,36,25
v57,34,18,34,33,10,47,30,36,26,13,17,37,8,19,34,29,23,37,27,52,48,16,31,38,53,44,57,12,35,32,27,30,37,46,23,58,7,43,34,30,12,17,3,28,17,36,36,42,24,17,27,33,41,37,43,8,0,51,59,24,25,24,34,3,18,50,22,25,34,18,54,39,43,12,9,27,33,18,3,16,19,23,5,36,25,28,14,35,29,29,56,29,21,12,55,51,30,12,42,33
v58,17,57,27,28,47,32,21,37,25,48,52,52,53,70,35,22,28,22,42,7,33,55,46,23,14,59,16,39,34,27,30,21,40,31,36,21,52,20,27,27,53,50,48,23,68,51,51,19,33,34,34,18,42,34,12,45,51,0,20,51,26,49,17,50,69,9,29,50,17,69,15,54,20,39,42,40,22,47,54,35,50,28,46,19,42,33,61,16,44,22,21,22,30,39,8,20,45,63,25,48
v59,25,65,39,26,55,52,35,45,33,56,60,32,61,78,43,30,36,42,40,13,53,63,32,43,6,39,4,47,24,27,38,29,22,51,36,1,60,16,25,29,61,58,56,33,76,41,33,39,41,42,42,26,22,42,16,53,59,20,0,59,34,57,25,58,77,11,37,58,25,77,5,34,40,47,50,32,26,55,62,43,58,36,54,39,50,41,69,24,48,30,3,30,38,47,28,8,33,71,17,34
v60,34,6,24,37,34,23,30,14,26,11,41,61,16,21,16,29,23,33,51,52,30,8,55,28,53,68,57,18,43,36,21,30,49,28,45,58,31,43,36,36,36,7,25,28,25,60,60,42,18,21,17,33,51,17,43,32,24,51,59,0,25,2,34,21,18,50,32,1,34,20,54,63,43,32,31,49,33,42,23,16,5,23,27,36,49,18,10,35,53,29,56,29,37,34,55,51,54,22,42,57
v61,13,31,29,18,21,42,25,31,5,22,26,42,27,44,29,16,4,32,32,27,43,29,36,33,28,49,32,13,24,17,22,9,30,41,26,33,26,18,17,17,27,24,22,23,42,41,41,29,19,8,22,8,32,32,18,19,25,26,34,25,0,23,9,24,43,25,13,24,9,43,29,44,30,13,16,30,12,23,28,9,24,2,20,29,30,23,35,10,34,8,31,6,18,15,30,26,35,37,17,38
v62,32,8,22,37,34,23,28,12,24,11,41,61,16,21,14,27,23,31,51,50,28,8,55,26,51,68,55,18,43,36,19,28,49,26,45,56,31,41,36,36,36,7,25,26,25,60,60,40,16,21,15,31,51,15,41,32,24,49,57,2,23,0,32,21,20,48,32,1,32,20,52,63,41,32,31,49,31,42,23,14,5,21,27,34,49,16,12,33,53,27,54,27,37,34,53,49,54,22,40,57
v63,12,40,28,19,30,41,24,30,8,31,35,43,36,53,28,15,11,31,33,18,42,38,37,32,19,50,23,22,25,18,21,10,31,40,27,24,35,11,18,18,36,33,31,22,51,42,42,28,18,17,21,7,33,31,9,28,34,17,25,34,9,32,0,33,52,16,14,33,6,52,20,45,29,22,25,31,13,30,37,18,33,11,29,28,31,22,44,1,35,7,22,5,19,22,21,17,36,46,16,39
v64,33,15,31,32,13,44,29,33,25,10,20,40,5,20,31,28,22,34,30,51,45,13,34,35,52,47,56,11,34,31,24,29,36,43,24,57,10,42,33,29,15,14,4,27,18,39,39,41,21,16,24,32,40,34,42,11,3,50,58,21,24,21,33,0,19,49,21,22,33,19,53,42,42,11,10,28,32,21,4,15,16,22,6,35,28,25,11,34,32,28,55,28,20,13,54,50,33,13,41,36
v65,52,12,42,51,22,41,48,32,44,21,25,45,16,5,34,47,41,51,37,70,48,14,45,46,71,52,75,30,53,50,39,48,55,46,41,76,17,61,52,48,20,19,21,46,9,44,44,60,36,35,35,51,59,35,61,24,18,69,77,18,43,20,52,19,0,68,40,19,52,4,72,51,61,30,27,45,51,26,15,34,19,41,23,54,33,36,8,53,37,47,74,47,39,30,73,69,44,6,60,43
v66,16,56,28,19,46,41,24,36,24,47,51,43,52,69,34,21,27,31,33,2,42,54,37,32,5,50,7,38,25,18,29,20,31,40,27,12,51,11,18,20,52,49,47,22,67,42,42,28,32,33,33,17,33,33,7,44,50,9,11,50,25,48,16,49,68,0,28,49,16,68,6,45,29,38,41,31,17,46,53,34,49,27,45,28,41,32,60,15,39,21,12,21,29,38,17,11,36,62,16,39
