,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v11,55,20,11,10,7,41,28,64,46,38,0,31,9,43,3,49,33,4,5,41,41,3,36,10,13,39,30,45,75,28,37,33,8,19,51,26,34,45,7,28,38,28,57,45,43,25,61,33,32,45,18,48,18,27,11,34,17,59,26,15,47,13,40,41,52,34,25,38,29,44,34,49,40,8,35,43,57,41,13,43,67,30,28,1,18,8,57,27,39,51,75,10,18,42,64,18,25,31,20,55
v12,24,27,36,39,28,16,13,33,21,61,31,0,40,54,34,40,28,35,36,10,22,34,61,29,32,64,5,36,44,53,12,36,39,30,20,41,59,22,26,7,53,11,26,38,46,30,30,40,7,14,25,17,37,34,32,17,18,38,37,32,16,44,23,52,41,7,14,63,20,29,29,18,9,25,34,18,30,40,44,12,36,55,53,32,41,27,26,42,64,20,44,41,39,11,41,31,6,20,15,50
v13,64,15,16,5,16,42,37,73,41,47,9,40,0,52,6,58,42,9,4,50,50,8,41,19,8,44,39,54,84,33,32,42,3,28,60,35,39,54,14,37,47,37,66,54,52,34,70,42,41,54,27,57,27,36,20,43,26,68,35,24,56,4,49,50,61,43,26,43,24,53,43,58,49,15,44,40,66,50,4,52,76,35,37,8,27,17,66,36,44,60,84,5,27,51,73,13,34,40,25,64
v14,56,49,36,51,36,70,41,25,75,7,43,54,52,0,46,14,26,47,48,64,32,46,17,33,44,20,49,18,32,21,66,18,51,24,54,17,23,32,38,47,5,43,48,16,8,24,48,14,61,40,29,55,25,20,32,37,36,16,17,28,58,56,31,2,13,61,54,15,58,25,25,50,49,37,20,72,24,14,56,54,32,25,15,44,25,35,54,16,14,56,32,53,25,55,21,47,50,34,49,12
v15,58,19,12,9,10,40,31,67,45,41,3,34,6,46,0,52,36,5,2,44,44,4,37,13,12,40,33,48,78,29,36,36,7,22,54,29,35,48,8,31,41,31,60,48,46,28,64,36,35,48,21,51,21,30,14,37,20,62,29,18,50,10,43,44,55,37,24,39,28,47,37,52,43,9,38,42,60,44,10,46,70,31,31,2,21,11,60,30,40,54,78,7,21,45,67,17,28,34,19,58
v16,42,45,42,57,42,56,27,15,61,21,49,40,58,14,52,0,16,53,54,50,18,52,23,39,50,26,35,4,26,27,52,16,57,30,40,23,29,18,44,33,13,29,34,4,6,24,34,16,47,26,31,41,31,22,38,23,32,10,23,34,44,62,17,12,3,47,40,23,44,11,15,36,35,43,14,58,10,8,62,40,18,31,21,50,31,41,40,22,24,42,26,59,31,41,15,49,36,20,35,10
v17,30,29,26,41,26,44,15,31,49,33,33,28,42,26,36,16,0,37,38,38,8,36,33,23,34,36,23,12,42,25,40,8,41,14,28,13,31,12,28,21,25,17,24,12,18,8,28,12,35,14,15,29,15,6,22,11,16,26,9,18,32,46,7,24,19,35,28,35,32,11,1,24,23,27,6,46,24,12,46,28,34,27,25,34,15,25,28,14,36,30,42,43,15,29,31,33,24,8,23,22
v18,59,24,11,14,11,45,32,68,50,42,4,35,9,47,5,53,37,0,5,45,45,1,32,14,17,35,34,49,79,26,41,37,12,23,55,30,30,49,11,32,42,32,61,49,47,29,65,37,36,49,22,52,22,31,15,38,21,63,30,19,51,9,44,45,56,38,29,34,33,48,38,53,44,12,39,47,61,45,9,47,71,26,32,3,22,12,61,31,35,55,79,6,22,46,68,22,29,35,24,59
v19,60,19,12,9,12,40,33,69,45,43,5,36,4,48,2,54,38,5,0,46,46,4,37,15,12,40,35,50,80,29,36,38,7,24,56,31,35,50,10,33,43,33,62,50,48,30,66,38,37,50,23,53,23,32,16,39,22,64,31,20,52,8,45,46,57,39,24,39,28,49,39,54,45,11,40,42,62,46,8,48,72,31,33,4,23,13,62,32,40,56,80,5,23,47,69,17,30,36,21,60
v20,14,37,46,49,38,8,23,39,11,71,41,10,50,64,44,50,38,45,46,0,32,44,71,39,42,74,15,46,38,63,18,46,49,40,10,51,69,32,36,17,63,21,16,48,56,40,20,50,9,24,35,9,47,44,42,27,28,48,47,42,6,54,33,62,51,7,24,73,30,39,39,14,15,35,44,10,40,50,54,10,32,65,63,42,51,37,16,52,74,10,34,51,49,9,51,41,16,30,25,60
v21,24,37,34,49,34,38,13,23,43,39,41,22,50,32,44,18,8,45,46,32,0,44,39,31,42,42,17,14,34,31,34,14,49,22,22,19,37,4,36,15,31,13,16,16,24,16,20,18,29,8,23,23,23,14,30,7,24,18,15,26,26,54,1,30,19,29,24,41,30,7,7,18,17,35,12,40,16,18,54,22,26,33,31,42,23,33,22,20,42,24,34,51,23,23,23,41,18,10,25,28
v22,58,23,10,13,10,44,31,67,49,41,3,34,8,46,4,52,36,1,4,44,44,0,33,13,16,36,33,48,78,25,40,36,11,22,54,29,31,48,10,31,41,31,60,48,46,28,64,36,35,48,21,51,21,30,14,37,20,62,29,18,50,10,43,44,55,37,28,35,32,47,37,52,43,11,38,46,60,44,10,46,70,27,31,2,21,11,60,30,36,54,78,7,21,45,67,21,28,34,23,58
v23,63,56,25,46,33,77,48,38,82,12,36,61,41,17,37,23,33,32,37,71,39,33,0,32,49,3,56,25,49,8,73,25,44,31,61,20,6,39,43,54,12,50,55,23,17,31,55,21,68,47,36,62,24,27,29,44,43,33,24,29,65,39,38,15,26,68,61,2,65,32,32,57,56,44,27,79,31,21,41,61,41,8,8,35,20,34,61,19,3,63,49,36,22,62,38,54,57,41,56,29
v24,45,24,7,18,3,45,18,54,50,32,10,29,19,33,13,39,23,14,15,39,31,13,32,0,17,35,24,35,65,24,41,23,18,9,41,16,30,35,11,22,28,18,47,35,33,15,51,23,36,35,8,38,8,17,3,24,11,49,16,5,37,23,30,31,42,36,29,34,33,34,24,39,30,12,25,47,47,31,23,33,57,26,24,11,12,2,47,17,35,41,65,20,10,32,54,22,25,21,24,45
v25,56,7,24,7,16,34,29,65,33,49,13,32,8,44,12,50,34,17,12,42,42,16,49,17,0,52,31,46,76,41,24,34,7,20,52,29,47,46,6,29,41,29,58,46,44,26,62,34,33,46,19,49,25,28,20,35,18,60,27,20,48,12,41,42,53,35,18,51,16,45,35,50,41,7,36,32,58,42,12,44,68,43,41,14,29,15,58,30,52,52,76,13,27,43,65,5,26,32,17,56
v26,66,59,28,49,36,80,51,41,85,15,39,64,44,20,40,26,36,35,40,74,42,36,3,35,52,0,59,28,52,11,76,28,47,34,64,23,5,42,46,57,15,53,58,26,20,34,58,24,71,50,39,65,27,30,32,47,46,36,27,32,68,42,41,18,29,71,64,5,68,35,35,60,59,47,30,82,34,24,44,64,44,9,11,38,23,37,64,22,6,66,52,39,25,65,41,57,60,44,59,32
v27,25,26,31,38,23,21,8,34,26,56,30,5,39,49,33,35,23,34,35,15,17,33,56,24,31,59,0,31,45,48,17,31,38,25,21,36,54,17,25,2,48,6,27,33,41,25,31,35,12,15,20,18,32,29,27,12,13,33,32,27,17,43,18,47,36,12,13,58,19,24,24,19,10,24,29,23,27,35,43,13,37,50,48,31,36,22,27,37,59,21,45,40,34,12,36,30,5,15,14,45
v28,38,41,38,53,38,52,23,19,57,25,45,36,54,18,48,4,12,49,50,46,14,48,25,35,46,28,31,0,30,23,48,12,53,26,36,19,25,14,40,29,17,25,30,2,10,20,30,12,43,22,27,37,27,18,34,19,28,14,19,30,40,58,13,16,7,43,36,27,40,7,11,32,31,39,10,54,12,4,58,36,22,27,17,46,27,37,36,18,28,38,30,55,27,37,19,45,32,16,31,14
v29,30,71,68,83,68,44,47,11,49,37,75,44,84,32,78,26,42,79,80,38,34,78,49,65,76,52,45,30,0,53,52,42,83,56,28,49,55,30,70,47,37,47,22,30,32,50,22,42,43,30,57,29,57,48,64,41,58,16,49,60,32,88,35,34,23,41,58,47,64,31,41,26,35,69,40,46,18,34,88,32,8,57,47,76,57,67,28,48,46,30,4,85,57,33,13,75,50,44,59,22
v30,55,48,17,38,25,69,40,42,74,16,28,53,33,21,29,27,25,26,29,63,31,25,8,24,41,11,48,23,53,0,65,17,36,23,53,12,6,31,35,46,16,42,47,23,21,23,47,13,60,39,28,54,16,19,21,36,35,37,16,21,57,35,30,19,30,60,53,10,57,24,24,49,48,36,19,71,35,19,35,53,45,4,6,27,12,26,53,11,11,55,53,32,14,54,42,46,49,33,48,33
v31,32,19,48,31,40,10,25,41,9,73,37,12,32,66,36,52,40,41,36,18,34,40,73,41,24,76,17,48,52,65,0,48,31,42,28,53,71,34,30,19,65,23,34,50,58,42,38,52,9,26,37,25,49,46,44,29,30,50,49,44,24,36,35,64,53,11,12,75,12,41,41,26,17,29,46,8,42,52,36,20,44,67,65,38,53,39,34,54,76,28,52,37,51,19,53,23,16,32,17,62
v32,38,31,26,41,26,52,23,31,57,25,33,36,42,18,36,16,8,37,38,46,14,36,25,23,34,28,31,12,42,17,48,0,41,14,36,7,23,14,28,29,17,25,30,12,10,8,30,4,43,22,15,37,15,6,22,19,18,26,7,18,40,46,13,16,19,43,36,27,40,11,7,32,31,27,2,54,24,8,46,36,34,19,17,34,15,25,36,6,28,38,42,43,15,37,31,33,32,16,31,22
v33,63,12,19,2,15,41,36,72,40,46,8,39,3,51,7,57,41,12,7,49,49,11,44,18,7,47,38,53,83,36,31,41,0,27,59,34,42,53,13,36,46,36,65,53,51,33,69,41,40,53,26,56,26,35,19,42,25,67,34,23,55,5,48,49,60,42,25,46,21,52,42,57,48,14,43,39,65,49,5,51,75,38,36,9,26,16,65,35,47,59,83,8,26,50,72,10,33,39,24,63
v34,36,25,12,27,12,46,17,45,51,31,19,30,28,24,22,30,14,23,24,40,22,22,31,9,20,34,25,26,56,23,42,14,27,0,32,11,29,26,14,23,23,19,38,26,24,6,42,14,37,26,5,31,7,8,8,15,12,40,7,4,34,32,21,22,33,37,30,33,34,25,15,30,25,13,16,48,38,22,32,30,48,25,23,20,11,11,38,12,34,32,56,29,9,31,45,23,26,12,25,36
v35,4,47,44,59,44,18,23,29,21,61,51,20,60,54,54,40,28,55,56,10,22,54,61,41,52,64,21,36,28,53,28,36,59,32,0,41,59,22,46,23,53,23,6,38,46,30,10,40,19,14,33,3,37,34,40,17,34,38,37,36,4,64,23,52,41,17,34,63,40,29,29,4,11,45,34,20,30,40,64,8,22,55,53,52,41,43,6,42,64,2,24,61,39,9,41,51,26,20,35,50
v36,43,36,19,34,19,57,28,38,62,20,26,41,35,17,29,23,13,30,31,51,19,29,20,16,29,23,36,19,49,12,53,7,34,11,41,0,18,19,23,34,12,30,35,19,17,11,35,7,48,27,16,42,8,7,15,24,23,33,4,11,45,39,18,15,26,48,41,22,45,18,12,37,36,24,9,59,31,15,39,41,41,14,12,27,8,18,41,1,23,43,49,36,8,42,38,34,37,21,36,29
v37,61,54,23,44,31,75,46,44,80,18,34,59,39,23,35,29,31,30,35,69,37,31,6,30,47,5,54,25,55,6,71,23,42,29,59,18,0,37,41,52,18,48,53,25,23,29,53,19,66,45,34,60,22,25,27,42,41,39,22,27,63,37,36,21,32,66,59,8,63,30,30,55,54,42,25,77,37,21,39,59,47,4,8,33,18,32,59,17,9,61,55,34,20,60,44,52,55,39,54,35
v38,24,41,38,53,38,38,17,19,43,39,45,22,54,32,48,18,12,49,50,32,4,48,39,35,46,42,17,14,30,31,34,14,53,26,22,19,37,0,40,17,31,17,16,16,24,20,16,18,29,8,27,23,27,18,34,11,28,16,19,30,26,58,5,30,19,29,28,41,34,7,11,18,17,39,12,40,12,18,58,22,22,33,31,46,27,37,22,20,42,24,30,55,27,23,19,45,20,14,29,28
v39,50,13,18,13,10,34,23,59,39,43,7,26,14,38,8,44,28,11,10,36,36,10,43,11,6,46,25,40,70,35,30,28,13,14,46,23,41,40,0,23,35,23,52,40,38,20,56,28,27,40,13,43,19,22,14,29,12,54,21,14,42,18,35,36,47,29,18,45,22,39,29,44,35,1,30,36,52,36,18,38,62,37,35,8,23,9,52,24,46,46,70,15,21,37,59,11,20,26,13,50
v40,27,24,29,36,21,23,6,36,28,54,28,7,37,47,31,33,21,32,33,17,15,31,54,22,29,57,2,29,47,46,19,29,36,23,23,34,52,17,23,0,46,4,29,31,39,23,33,33,14,17,18,20,30,27,25,10,11,31,30,25,19,41,16,45,34,14,11,56,17,22,22,21,12,22,27,25,29,33,41,15,39,48,46,29,34,20,29,35,57,23,47,38,32,14,36,28,3,13,12,43
v41,55,48,31,46,31,69,40,26,74,8,38,53,47,5,41,13,25,42,43,63,31,41,12,28,41,15,48,17,37,16,65,17,46,23,53,12,18,31,35,46,0,42,47,15,7,23,47,13,60,39,28,54,20,19,27,36,35,21,16,23,57,51,30,3,14,60,53,10,57,24,24,49,48,36,19,71,23,13,51,53,31,20,10,39,20,30,53,11,11,55,37,48,20,54,26,46,49,33,48,17
v42,27,24,25,36,21,27,2,36,32,50,28,11,37,43,31,29,17,32,33,21,13,31,50,18,29,53,6,25,47,42,23,25,36,19,23,30,48,17,23,4,42,0,29,27,35,19,33,29,18,17,14,20,26,23,21,6,11,31,26,21,19,41,12,41,30,18,11,52,17,18,18,21,12,22,23,29,29,29,41,15,39,44,42,29,30,20,29,31,53,23,47,38,28,14,36,28,7,9,12,39
v43,8,53,50,65,50,24,29,23,27,55,57,26,66,48,60,34,24,61,62,16,16,60,55,47,58,58,27,30,22,47,34,30,65,38,6,35,53,16,52,29,47,29,0,32,40,32,4,34,25,12,39,9,39,30,46,23,40,32,31,42,10,70,17,46,35,23,40,57,46,23,23,8,17,51,28,26,24,34,70,14,16,49,47,58,39,49,6,36,58,8,18,67,39,15,35,57,32,26,41,44
v44,40,41,38,53,38,54,25,19,59,23,45,38,54,16,48,4,12,49,50,48,16,48,23,35,46,26,33,2,30,23,50,12,53,26,38,19,25,16,40,31,15,27,32,0,8,20,32,12,45,24,27,39,27,18,34,21,28,14,19,30,42,58,15,14,7,45,38,25,42,9,11,34,33,39,10,56,12,4,58,38,22,27,17,46,27,37,38,18,26,40,30,55,27,39,19,45,34,18,33,12
v45,48,41,36,51,36,62,33,21,67,15,43,46,52,8,46,6,18,47,48,56,24,46,17,33,44,20,41,10,32,21,58,10,51,24,46,17,23,24,38,39,7,35,40,8,0,18,40,10,53,32,25,47,25,16,32,29,28,16,17,28,50,56,23,6,9,53,46,17,50,17,17,42,41,37,12,64,16,6,56,46,24,25,15,44,25,35,46,16,18,48,32,53,25,47,21,43,42,26,41,12
v46,32,25,18,33,18,46,17,39,51,31,25,30,34,24,28,24,8,29,30,40,16,28,31,15,26,34,25,20,50,23,42,8,33,6,30,11,29,20,20,23,23,19,32,20,18,0,36,10,37,20,7,31,7,4,14,13,12,34,7,10,34,38,15,22,27,37,30,33,34,19,9,26,25,19,10,48,32,16,38,30,42,25,23,26,11,17,32,12,34,32,50,35,9,31,39,25,26,10,25,30
v47,8,57,54,69,54,28,33,23,29,55,61,30,70,48,64,34,28,65,66,20,20,64,55,51,62,58,31,30,22,47,38,30,69,42,10,35,53,16,56,33,47,33,4,32,40,36,0,34,29,16,43,13,43,34,50,27,44,32,35,46,14,74,21,46,35,27,44,57,50,23,27,12,21,55,28,30,24,34,74,18,16,49,47,62,43,53,6,36,58,10,18,71,43,19,35,61,36,30,45,44
v48,42,35,26,41,26,56,27,31,61,21,33,40,42,14,36,16,12,37,38,50,18,36,21,23,34,24,35,12,42,13,52,4,41,14,40,7,19,18,28,33,13,29,34,12,10,10,34,0,47,26,15,41,15,6,22,23,22,26,7,18,44,46,17,12,19,47,40,23,44,11,11,36,35,27,6,58,24,8,46,40,34,15,13,34,15,25,40,6,24,42,42,43,15,41,31,33,36,20,35,22
v49,23,28,43,40,35,9,20,36,14,68,32,7,41,61,35,47,35,36,37,9,29,35,68,36,33,71,12,43,43,60,9,43,40,37,19,48,66,29,27,14,60,18,25,45,53,37,29,47,0,21,32,16,44,41,39,24,25,45,44,39,15,45,30,59,48,2,15,70,21,36,36,17,12,26,41,11,37,47,45,11,35,62,60,33,48,34,25,49,71,19,43,42,46,10,48,32,11,27,16,57
v50,16,41,38,53,38,30,17,19,35,47,45,14,54,40,48,26,14,49,50,24,8,48,47,35,46,50,15,22,30,39,26,22,53,26,14,27,45,8,40,17,39,17,12,24,32,20,16,26,21,0,27,15,27,20,34,11,28,24,23,30,18,58,9,38,27,21,28,49,34,15,15,10,9,39,20,32,16,26,58,14,22,41,39,46,27,37,14,28,50,16,30,55,27,15,27,45,20,14,29,36
v51,37,20,11,26,11,41,12,46,46,36,18,25,27,29,21,31,15,22,23,35,23,21,36,8,19,39,20,27,57,28,37,15,26,5,33,16,34,27,13,18,28,14,39,27,25,7,43,15,32,27,0,30,12,9,7,16,7,41,12,7,29,31,22,27,34,32,25,38,29,26,16,31,22,12,17,43,39,23,31,25,49,30,28,19,16,10,39,17,39,33,57,28,14,26,46,18,21,13,20,37
v52,7,44,41,56,41,15,20,30,20,62,48,17,57,55,51,41,29,52,53,9,23,51,62,38,49,65,18,37,29,54,25,37,56,31,3,42,60,23,43,20,54,20,9,39,47,31,13,41,16,15,30,0,38,35,37,18,31,39,38,33,3,61,24,53,42,14,31,64,37,30,30,5,8,42,35,17,31,41,61,5,23,56,54,49,42,40,9,43,65,3,27,58,40,6,42,48,23,21,32,51
v53,39,32,11,26,11,53,24,46,58,24,18,37,27,25,21,31,15,22,23,47,23,21,24,8,25,27,32,27,57,16,49,15,26,7,37,8,22,27,19,30,20,26,39,27,25,7,43,15,44,27,12,38,0,9,7,20,19,41,8,5,41,31,22,23,34,44,37,26,41,26,16,33,32,20,17,55,39,23,31,37,49,18,16,19,4,10,39,9,27,39,57,28,2,38,46,30,33,17,32,37
v54,36,29,20,35,20,50,21,37,55,27,27,34,36,20,30,22,6,31,32,44,14,30,27,17,28,30,29,18,48,19,46,6,35,8,34,7,25,18,22,27,19,23,30,18,16,4,34,6,41,20,9,35,9,0,16,17,16,32,3,12,38,40,13,18,25,41,34,29,38,17,7,30,29,21,8,52,30,14,40,34,40,21,19,28,9,19,34,8,30,36,48,37,9,35,37,27,30,14,29,28
v55,44,27,4,19,4,48,19,53,53,29,11,32,20,32,14,38,22,15,16,42,30,14,29,3,20,32,27,34,64,21,44,22,19,8,40,15,27,34,14,25,27,21,46,34,32,14,50,22,39,34,7,37,7,16,0,23,14,48,15,4,36,24,29,30,41,39,32,31,36,33,23,38,29,15,24,50,46,30,24,32,56,23,21,12,9,5,46,16,32,40,64,21,7,33,53,25,28,20,27,44
v56,21,30,27,42,27,33,6,30,38,44,34,17,43,37,37,23,11,38,39,27,7,37,44,24,35,47,12,19,41,36,29,19,42,15,17,24,42,11,29,10,36,6,23,21,29,13,27,23,24,11,16,18,20,17,23,0,17,25,20,19,21,47,6,35,24,24,17,46,23,12,12,15,12,28,17,35,23,23,47,17,33,38,36,35,24,26,23,25,47,19,41,44,22,18,30,34,13,3,18,33
v57,38,13,18,25,10,34,11,47,39,43,17,18,26,36,20,32,16,21,22,28,24,20,43,11,18,46,13,28,58,35,30,18,25,12,34,23,41,28,12,11,35,11,40,28,28,12,44,22,25,28,7,31,19,16,14,17,0,42,19,14,30,30,23,34,35,25,18,45,22,27,17,32,23,11,18,36,40,24,30,26,50,37,35,18,23,9,40,24,46,34,58,27,21,25,47,17,14,14,13,38
v58,40,55,52,67,52,54,31,9,59,23,59,38,68,16,62,10,26,63,64,48,18,62,33,49,60,36,33,14,16,37,50,26,67,40,38,33,39,16,54,31,21,31,32,14,16,34,32,26,45,24,41,39,41,32,48,25,42,0,33,44,42,72,19,18,7,45,42,31,48,15,25,34,33,53,24,56,8,18,72,38,16,41,31,60,41,51,38,32,30,40,16,69,41,39,5,59,34,28,43,12
v59,39,32,19,34,19,53,24,38,58,24,26,37,35,17,29,23,9,30,31,47,15,29,24,16,27,27,32,19,49,16,49,7,34,7,37,4,22,19,21,30,16,26,31,19,17,7,35,7,44,23,12,38,8,3,15,20,19,33,0,11,41,39,14,15,26,44,37,26,41,18,8,33,32,20,9,55,31,15,39,37,41,18,16,27,8,18,37,5,27,39,49,36,8,38,38,30,33,17,32,29
v60,40,27,8,23,8,48,19,49,53,29,15,32,24,28,18,34,18,19,20,42,26,18,29,5,20,32,27,30,60,21,44,18,23,4,36,11,27,30,14,25,23,21,42,30,28,10,46,18,39,30,7,33,5,12,4,19,14,44,11,0,36,28,25,26,37,39,32,31,36,29,19,34,27,15,20,50,42,26,28,32,52,23,21,16,9,7,42,12,32,36,60,25,7,33,49,25,28,16,27,40
v61,8,43,40,55,40,14,19,33,17,65,47,16,56,58,50,44,32,51,52,6,26,50,65,37,48,68,17,40,32,57,24,40,55,34,4,45,63,26,42,19,57,19,10,42,50,34,14,44,15,18,29,3,41,38,36,21,30,42,41,36,0,60,27,56,45,13,30,67,36,33,33,8,9,41,38,16,34,44,60,4,26,59,57,48,45,39,10,46,68,4,28,57,43,5,45,47,22,24,31,54
v62,68,17,20,7,20,46,41,77,45,51,13,44,4,56,10,62,46,9,8,54,54,10,39,23,12,42,43,58,88,35,36,46,5,32,64,39,37,58,18,41,51,41,70,58,56,38,74,46,45,58,31,61,31,40,24,47,30,72,39,28,60,0,53,54,65,47,30,41,26,57,47,62,53,19,48,44,70,54,2,56,80,33,41,12,31,21,70,40,42,64,88,3,31,55,77,15,38,44,29,68
v63,25,36,33,48,33,39,12,24,44,38,40,23,49,31,43,17,7,44,45,33,1,43,38,30,41,41,18,13,35,30,35,13,48,21,23,18,36,5,35,16,30,12,17,15,23,15,21,17,30,9,22,24,22,13,29,6,23,19,14,25,27,53,0,29,18,30,23,40,29,6,6,19,18,34,11,41,17,17,53,23,27,32,30,41,22,32,23,19,41,25,35,50,22,24,24,40,19,9,24,27
v64,54,47,34,49,34,68,39,23,73,9,41,52,50,2,44,12,24,45,46,62,30,44,15,31,42,18,47,16,34,19,64,16,49,22,52,15,21,30,36,45,3,41,46,14,6,22,46,12,59,38,27,53,23,18,30,35,34,18,15,26,56,54,29,0,11,59,52,13,56,23,23,48,47,35,18,70,22,12,54,52,30,23,13,42,23,33,52,14,12,54,34,51,23,53,23,45,48,32,47,14
v65,43,48,45,60,45,57,28,12,62,20,52,41,61,13,55,3,19,56,57,51,19,55,26,42,53,29,36,7,23,30,53,19,60,33,41,26,32,19,47,34,14,30,35,7,9,27,35,19,48,27,34,42,34,25,41,24,35,7,26,37,45,65,18,11,0,48,41,24,45,12,18,37,36,46,17,59,11,11,65,41,19,34,24,53,34,44,41,25,23,43,23,62,34,42,12,52,37,21,36,9
v66,21,30,43,42,35,9,20,36,14,68,34,7,43,61,37,47,35,38,39,7,29,37,68,36,35,71,12,43,41,60,11,43,42,37,17,48,66,29,29,14,60,18,23,45,53,37,27,47,2,21,32,14,44,41,39,24,25,45,44,39,13,47,30,59,48,0,17,70,23,36,36,15,12,28,41,11,37,47,47,9,33,62,60,35,48,34,23,49,71,17,41,44,46,8,48,34,11,27,18,57
