,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v16,7,11,38,25,35,6,36,29,48,23,7,42,19,24,33,0,55,23,43,28,8,8,20,58,28,46,46,30,27,30,24,40,53,27,48,21,36,26,13,17,38,34,22,14,32,37,19,52,44,4,12,38,41,9,46,49,44,42,40,6,32,57,36,13,62,24,21,29,37,33,40,27,11,11,38,20,44,15,18,41,39,17,35,52,31,45,41,46,11,52,31,27,27,14,48,10,8,49,53,27
v17,54,66,49,30,40,49,43,26,57,58,62,43,42,33,36,55,0,32,68,45,63,53,61,47,31,47,9,85,38,27,31,27,52,28,61,34,91,41,42,38,17,21,65,69,63,18,36,47,15,53,53,33,40,58,9,32,29,55,53,49,25,48,19,58,49,45,76,28,18,22,59,28,66,44,17,75,11,40,43,64,58,38,44,3,72,42,24,17,66,41,30,28,28,41,7,45,51,6,6,28
v18,22,34,31,18,28,17,29,18,41,26,30,35,26,17,26,23,32,0,36,35,31,21,29,51,21,39,23,53,20,23,1,33,46,14,41,10,59,19,12,8,15,11,33,37,31,14,8,45,25,21,21,31,34,26,23,42,37,35,33,17,25,50,13,26,55,17,44,18,14,16,33,6,34,18,21,43,21,8,25,34,32,22,28,29,40,38,34,27,34,45,24,10,14,9,25,13,19,26,30,18
v19,36,42,19,54,28,47,25,42,11,20,48,25,62,35,32,43,68,36,0,71,41,51,23,21,57,21,59,19,30,41,37,41,16,50,7,34,23,27,48,30,51,47,21,39,11,50,32,21,57,47,31,35,28,34,59,46,39,13,15,39,43,20,49,30,19,23,26,54,50,46,9,40,40,54,51,25,57,30,61,4,10,58,24,65,12,26,44,59,48,27,38,46,40,31,61,47,35,62,66,40
v20,35,29,66,17,63,24,64,53,76,51,23,70,9,52,61,28,45,35,71,0,30,20,48,86,14,74,44,52,55,58,36,68,81,21,76,45,50,54,23,43,50,46,50,32,60,49,43,80,60,24,40,66,69,37,36,77,72,70,68,32,60,85,26,41,90,52,45,17,47,51,68,41,31,17,56,46,48,41,10,69,67,13,63,46,59,73,69,62,25,80,59,25,49,40,44,24,36,49,39,53
v21,9,3,36,33,33,14,34,37,46,21,7,40,21,30,31,8,63,31,41,30,0,10,18,56,36,44,54,22,25,36,32,38,51,35,46,29,28,24,21,25,46,42,20,6,30,45,27,50,52,10,10,36,39,7,54,47,42,40,38,14,38,55,44,11,60,22,15,37,45,41,38,35,3,19,46,16,52,23,20,39,37,25,33,60,29,43,39,54,7,50,33,35,35,22,56,18,12,57,61,35
v22,15,13,46,23,43,4,44,33,56,31,9,50,11,32,41,8,53,21,51,20,10,0,28,66,26,54,44,32,35,38,22,48,61,25,56,25,38,34,11,23,36,32,30,16,40,35,23,60,42,4,20,46,49,17,44,57,52,50,48,12,40,65,34,21,70,32,25,27,35,31,48,25,13,9,36,26,42,21,10,49,47,15,43,50,39,53,49,44,13,60,39,25,29,20,46,8,16,47,51,33
v23,13,19,18,31,21,24,18,35,28,3,25,22,39,28,25,20,61,29,23,48,18,28,0,38,34,26,52,24,23,34,30,34,33,33,28,27,30,20,25,23,44,40,4,16,12,43,25,32,50,24,8,28,21,11,52,39,32,22,20,16,36,37,42,7,42,16,15,35,43,39,20,33,17,31,44,14,50,21,38,21,19,35,17,58,11,25,37,52,25,32,31,33,33,20,54,24,12,55,59,33
v24,51,57,20,69,23,62,22,33,10,35,63,16,77,34,25,58,47,51,21,86,56,66,38,0,72,12,42,38,31,28,50,20,5,65,14,41,44,32,63,43,36,40,36,54,26,37,43,6,36,62,46,20,17,49,50,25,18,16,18,54,26,1,60,45,4,34,41,69,39,35,18,45,55,69,30,40,38,45,76,17,19,73,23,44,27,13,23,38,63,6,27,61,37,46,42,62,50,41,47,33
v25,27,39,52,3,49,22,50,39,62,37,35,56,15,38,47,28,31,21,57,14,36,26,34,72,0,60,30,58,41,44,22,54,67,7,62,31,64,40,15,29,36,32,38,42,46,35,29,66,46,26,26,52,55,31,22,63,58,56,54,22,46,71,12,31,76,38,49,3,33,37,54,27,39,17,42,48,34,27,16,55,53,11,49,32,45,59,55,48,39,66,45,11,35,26,30,18,24,35,25,39
v26,39,45,8,57,11,50,10,21,10,23,51,4,65,22,13,46,47,39,21,74,44,54,26,12,60,0,38,38,19,20,38,20,7,53,14,29,44,20,51,31,30,28,24,42,16,29,31,6,36,50,34,14,7,37,38,25,18,8,6,42,22,11,48,33,16,22,29,57,29,25,12,33,43,57,30,28,36,33,64,17,11,61,11,44,25,5,23,38,51,6,17,49,25,34,40,50,38,41,45,21
v27,45,57,40,27,31,40,34,17,48,49,53,34,35,24,27,46,9,23,59,44,54,44,52,42,30,38,0,76,29,18,22,24,43,23,52,25,82,32,33,29,8,12,56,60,54,9,27,38,16,44,44,24,31,49,8,33,28,46,44,40,16,41,18,49,46,36,67,27,9,13,50,19,57,35,12,66,4,31,34,55,49,31,35,6,63,33,25,18,57,36,21,19,19,32,2,36,42,5,7,19
v28,31,23,36,55,45,36,42,59,28,27,29,42,43,52,49,30,85,53,19,52,22,32,24,38,58,38,76,0,47,58,54,58,33,57,24,51,6,44,43,47,68,64,20,20,22,67,49,38,74,32,32,52,45,27,76,63,56,30,32,36,60,37,66,27,38,40,9,59,67,63,26,57,21,41,68,10,74,45,42,21,27,47,41,82,13,43,61,76,29,44,55,57,57,44,78,40,34,79,83,57
v29,20,28,11,38,8,31,9,12,21,20,32,15,46,5,6,27,38,20,30,55,25,35,23,31,41,19,29,47,0,11,19,13,26,34,23,10,53,3,32,12,21,17,27,31,25,20,12,25,27,31,15,11,14,20,29,22,17,17,15,23,13,30,29,20,35,7,38,38,20,16,21,14,28,38,21,37,27,14,45,26,20,42,8,35,34,18,14,29,32,25,8,30,10,15,31,31,19,32,36,10
v30,27,39,22,41,13,34,16,5,30,31,35,16,49,6,9,30,27,23,41,58,36,38,34,28,44,20,18,58,11,0,22,10,25,37,34,13,64,14,35,15,10,12,38,42,36,9,15,22,16,34,26,8,13,31,22,19,14,28,26,26,2,27,32,31,32,18,49,41,11,7,32,17,39,41,10,48,16,17,48,37,31,45,17,24,45,15,11,18,39,22,3,33,9,18,20,34,24,21,25,5
v31,23,35,30,19,27,18,28,17,40,27,31,34,27,16,25,24,31,1,37,36,32,22,30,50,22,38,22,54,19,22,0,32,45,15,40,9,60,18,13,7,14,10,34,38,32,13,7,44,24,22,22,30,33,27,22,41,36,34,32,18,24,49,12,27,54,16,45,19,13,15,32,5,35,19,20,44,20,9,26,33,31,23,27,28,41,37,33,26,35,44,23,11,13,10,24,14,20,25,29,17
v32,33,39,22,51,13,44,16,15,30,31,45,16,59,16,9,40,27,33,41,68,38,48,34,20,54,20,24,58,13,10,32,0,25,47,34,23,64,14,45,25,18,22,38,42,36,19,25,20,16,44,28,6,13,31,32,9,4,28,26,36,8,21,42,31,22,18,49,51,21,17,32,27,39,51,12,48,20,27,58,37,31,55,17,24,45,15,3,18,45,14,9,43,19,28,24,44,32,21,29,15
v33,46,52,15,64,18,57,17,28,5,30,58,11,72,29,20,53,52,46,16,81,51,61,33,5,67,7,43,33,26,25,45,25,0,60,9,36,39,27,58,38,35,35,31,49,21,34,38,5,41,57,41,19,12,44,45,30,23,11,13,49,27,4,55,40,9,29,36,64,34,30,13,40,50,64,35,35,41,40,71,12,14,68,18,49,22,10,28,43,58,11,22,56,32,41,45,57,45,46,50,28
v34,26,38,45,4,42,21,43,32,55,30,34,49,14,31,40,27,28,14,50,21,35,25,33,65,7,53,23,57,34,37,15,47,60,0,55,24,63,33,14,22,29,25,37,41,39,28,22,59,39,25,25,45,48,30,19,56,51,49,47,21,39,64,9,30,69,31,48,4,26,30,47,20,38,16,35,47,27,20,15,48,46,10,42,25,44,52,48,41,38,59,38,4,28,19,23,17,23,28,26,32
v35,41,47,12,59,21,52,18,35,4,25,53,18,67,28,25,48,61,41,7,76,46,56,28,14,62,14,52,24,23,34,40,34,9,55,0,31,30,22,53,33,44,40,26,44,16,43,33,14,50,52,36,28,21,39,52,39,32,6,8,44,36,13,50,35,14,24,31,59,43,39,8,35,45,59,44,30,50,35,66,7,9,63,17,58,17,19,37,52,53,20,31,51,33,36,54,52,40,55,59,33
v36,20,32,21,28,18,21,19,8,31,24,28,25,36,7,16,21,34,10,34,45,29,25,27,41,31,29,25,51,10,13,9,23,36,24,31,0,57,9,22,4,17,13,31,35,29,16,2,35,23,21,19,21,24,24,25,32,27,25,23,15,15,40,19,24,45,11,42,28,16,12,25,6,32,28,17,41,23,6,35,30,24,32,18,31,38,28,24,25,32,35,14,20,6,7,27,21,17,28,32,8
v37,37,25,42,61,51,42,48,65,34,33,29,48,49,58,55,36,91,59,23,50,28,38,30,44,64,44,82,6,53,64,60,64,39,63,30,57,0,50,49,53,74,70,26,22,28,73,55,44,80,38,38,58,51,33,82,69,62,36,38,42,66,43,72,33,42,46,15,65,73,69,32,63,25,47,74,16,80,51,48,27,33,53,47,88,19,49,67,82,25,50,61,63,63,50,84,46,40,85,89,63
v38,19,25,12,37,9,30,10,15,22,17,31,16,45,8,7,26,41,19,27,54,24,34,20,32,40,20,32,44,3,14,18,14,27,33,22,9,50,0,31,11,24,20,24,28,22,23,11,26,30,30,14,12,15,17,32,23,18,16,14,22,16,31,28,17,36,4,35,37,23,19,18,13,25,37,24,34,30,13,44,23,17,41,9,38,31,19,17,32,31,26,11,29,13,14,34,30,18,35,39,13
v39,12,24,43,12,40,7,41,30,53,28,20,47,14,29,38,13,42,12,48,23,21,11,25,63,15,51,33,43,32,35,13,45,58,14,53,22,49,31,0,20,27,23,27,27,37,26,20,57,37,11,17,43,46,16,33,54,49,47,45,9,37,62,23,18,67,29,34,16,24,28,45,18,24,6,33,33,31,18,13,46,44,10,40,39,36,50,46,39,24,57,36,14,26,17,35,3,13,36,40,30
v40,16,28,23,26,20,19,21,12,33,20,24,27,34,9,18,17,38,8,30,43,25,23,23,43,29,31,29,47,12,15,7,25,38,22,33,4,53,11,20,0,21,17,27,31,25,20,2,37,27,19,15,23,26,20,29,34,29,27,25,11,17,42,19,20,47,9,38,26,20,16,25,10,28,26,21,37,27,2,33,26,24,30,20,35,34,30,26,29,28,37,16,18,10,3,31,19,13,32,36,10
v41,37,49,32,33,23,32,26,9,40,41,45,26,41,16,19,38,17,15,51,50,46,36,44,36,36,30,8,68,21,10,14,18,35,29,44,17,74,24,27,21,0,4,48,52,46,1,19,30,10,36,36,16,23,41,14,27,22,38,36,32,10,35,24,41,40,28,59,33,3,5,42,11,49,33,6,58,6,23,40,47,41,37,27,14,55,25,19,12,49,30,13,25,11,24,10,28,34,11,15,11
v42,33,45,28,29,19,28,22,7,36,37,41,24,37,12,15,34,21,11,47,46,42,32,40,40,32,28,12,64,17,12,10,22,35,25,40,13,70,20,23,17,4,0,44,48,42,3,15,34,14,32,32,20,23,37,12,31,26,34,32,28,14,39,20,37,44,24,55,29,3,5,38,7,45,29,10,54,10,19,36,43,37,33,23,18,51,27,23,16,45,34,13,21,7,20,14,24,30,15,19,7
v43,15,21,16,35,25,26,22,39,26,7,27,22,41,32,29,22,65,33,21,50,20,30,4,36,38,24,56,20,27,38,34,38,31,37,26,31,26,24,27,27,48,44,0,18,10,47,29,30,54,26,12,32,25,13,56,43,36,20,18,18,40,35,46,9,40,20,11,39,47,43,18,37,19,33,48,10,54,25,40,19,17,37,21,62,9,23,41,56,27,30,35,37,37,24,58,26,14,59,63,37
v44,15,3,34,39,31,20,32,43,44,19,9,38,27,36,33,14,69,37,39,32,6,16,16,54,42,42,60,20,31,42,38,42,49,41,44,35,22,28,27,31,52,48,18,0,28,51,33,48,58,16,16,36,37,11,60,47,40,38,36,20,44,53,50,11,58,24,13,43,51,47,36,41,3,25,52,14,58,29,26,37,35,31,31,66,27,41,45,60,9,48,39,41,41,28,62,24,18,63,67,41
v45,25,31,14,43,23,36,20,37,16,9,37,20,51,30,27,32,63,31,11,60,30,40,12,26,46,16,54,22,25,36,32,36,21,39,16,29,28,22,37,25,46,42,10,28,0,45,27,20,52,36,20,30,23,23,54,41,34,10,10,28,38,25,44,19,30,18,15,43,45,41,8,35,29,43,46,14,52,23,50,9,7,47,19,60,9,21,39,54,37,22,33,35,35,22,56,36,24,57,61,35
v46,36,48,31,32,22,31,25,8,39,40,44,25,40,15,18,37,18,14,50,49,45,35,43,37,35,29,9,67,20,9,13,19,34,28,43,16,73,23,26,20,1,3,47,51,45,0,18,31,11,35,35,17,22,40,13,28,23,37,35,31,11,36,23,40,41,27,58,32,2,4,41,10,48,32,7,57,7,22,39,46,40,36,26,15,54,24,20,13,48,31,12,24,10,23,11,27,33,12,16,10
v47,18,30,23,26,20,19,21,10,33,22,26,27,34,9,18,19,36,8,32,43,27,23,25,43,29,31,27,49,12,15,7,25,38,22,33,2,55,11,20,2,19,15,29,33,27,18,0,37,25,19,17,23,26,22,27,34,29,27,25,13,17,42,17,22,47,9,40,26,18,14,25,8,30,26,19,39,25,4,33,28,24,30,20,33,36,30,26,27,30,37,16,18,8,5,29,19,15,30,34,10
v48,45,51,14,63,17,56,16,27,10,29,57,10,71,28,19,52,47,45,21,80,50,60,32,6,66,6,38,38,25,22,44,20,5,59,14,35,44,26,57,37,30,34,30,48,20,31,37,0,36,56,40,14,11,43,44,25,18,10,12,48,22,5,54,39,10,28,35,63,33,29,12,39,49,63,30,34,36,39,70,17,13,67,17,44,25,7,23,38,57,6,21,55,31,40,40,56,44,41,45,27
v49,43,55,38,43,29,38,32,15,46,47,51,32,51,22,25,44,15,25,57,60,52,42,50,36,46,36,16,74,27,16,24,16,41,39,50,23,80,30,37,27,10,14,54,58,52,11,25,36,0,42,42,22,29,47,24,17,18,44,42,38,14,37,34,47,38,34,65,43,13,11,48,19,55,43,6,64,12,29,50,53,47,47,33,14,61,31,13,2,55,30,19,35,17,30,16,36,40,11,21,17
v50,11,13,42,23,39,4,40,29,52,27,9,46,15,28,37,4,53,21,47,24,10,4,24,62,26,50,44,32,31,34,22,44,57,25,52,21,38,30,11,19,36,32,26,16,36,35,19,56,42,0,16,42,45,13,44,53,48,46,44,8,36,61,34,17,66,28,23,27,35,31,44,25,13,9,36,22,42,17,14,45,43,15,39,50,35,49,45,44,13,56,35,25,25,16,46,8,12,47,51,29
v51,5,13,26,23,23,16,24,27,36,11,17,30,31,20,21,12,53,21,31,40,10,20,8,46,26,34,44,32,15,26,22,28,41,25,36,19,38,14,17,15,36,32,12,16,20,35,17,40,42,16,0,26,29,5,44,37,32,30,28,8,28,45,34,5,50,12,23,27,35,31,28,25,13,23,36,22,42,13,30,29,27,27,23,50,19,33,29,44,17,40,23,25,25,12,46,16,4,47,51,25
v52,31,37,16,49,7,42,10,13,24,25,43,10,57,14,5,38,33,31,35,66,36,46,28,20,52,14,24,52,11,8,30,6,19,45,28,21,58,12,43,23,16,20,32,36,30,17,23,14,22,42,26,0,7,29,30,11,6,22,20,34,8,19,40,25,24,14,43,49,19,15,26,25,35,49,16,42,22,25,56,31,25,53,11,30,39,9,9,24,43,14,7,41,17,26,26,42,30,27,31,13
v53,34,40,9,52,6,45,5,16,17,18,46,3,60,17,8,41,40,34,28,69,39,49,21,17,55,7,31,45,14,13,33,13,12,48,21,24,51,15,46,26,23,23,25,37,23,22,26,11,29,45,29,7,0,32,33,18,11,15,13,37,15,16,43,28,21,17,36,52,22,18,19,28,38,52,23,35,29,28,59,24,18,56,6,37,32,4,16,31,46,11,10,44,20,29,33,45,33,34,38,16
v54,4,8,29,28,26,13,27,32,39,14,14,33,28,25,24,9,58,26,34,37,7,17,11,49,31,37,49,27,20,31,27,31,44,30,39,24,33,17,16,20,41,37,13,11,23,40,22,43,47,13,5,29,32,0,49,40,35,33,31,9,33,48,39,4,53,15,18,32,40,36,31,30,8,20,41,17,47,18,27,32,30,24,26,55,22,36,34,49,14,43,28,30,30,17,51,13,7,52,56,30
v55,45,57,40,21,31,40,34,17,48,49,53,34,33,24,27,46,9,23,59,36,54,44,52,50,22,38,8,76,29,22,22,32,45,19,52,25,82,32,33,29,14,12,56,60,54,13,27,44,24,44,44,30,33,49,0,41,36,46,44,40,24,49,10,49,54,36,67,19,11,15,50,19,57,35,20,66,12,31,34,55,49,29,35,10,63,37,33,26,57,44,23,19,19,32,8,36,42,13,7,19
v56,42,48,27,60,18,53,21,24,35,36,54,21,68,25,16,49,32,42,46,77,47,57,39,25,63,25,33,63,22,19,41,9,30,56,39,32,69,23,54,34,27,31,43,47,41,28,34,25,17,53,37,11,18,40,41,0,7,33,31,45,17,26,51,36,27,25,54,60,30,26,37,36,46,60,21,53,29,36,67,42,36,64,22,31,50,20,8,15,54,19,18,52,28,37,33,53,41,28,38,24
v57,37,43,20,55,11,48,14,19,28,29,49,14,63,20,11,44,29,37,39,72,42,52,32,18,58,18,28,56,17,14,36,4,23,51,32,27,62,18,49,29,22,26,36,40,34,23,29,18,18,48,32,6,11,35,36,7,0,26,24,40,12,19,46,31,20,20,47,55,25,21,30,31,41,55,16,46,24,31,62,35,29,59,15,26,43,13,5,20,49,12,13,47,23,32,28,48,36,23,33,19
v58,35,41,6,53,15,46,12,29,6,19,47,12,61,22,19,42,55,35,13,70,40,50,22,16,56,8,46,30,17,28,34,28,11,49,6,25,36,16,47,27,38,34,20,38,10,37,27,10,44,46,30,22,15,33,46,33,26,0,2,38,30,15,44,29,20,18,25,53,37,33,4,29,39,53,38,24,44,29,60,9,3,57,11,52,17,13,31,46,47,14,25,45,27,30,48,46,34,49,53,27
v59,33,39,4,51,13,44,10,27,8,17,45,10,59,20,17,40,53,33,15,68,38,48,20,18,54,6,44,32,15,26,32,26,13,47,8,23,38,14,45,25,36,32,18,36,10,35,25,12,42,44,28,20,13,31,44,31,24,2,0,36,28,17,42,27,22,16,23,51,35,31,6,27,37,51,36,22,42,27,58,11,5,55,9,50,19,11,29,44,45,12,23,43,25,28,46,44,32,47,51,25
v60,5,17,34,19,31,8,32,23,44,19,13,38,23,20,29,6,49,17,39,32,14,12,16,54,22,42,40,36,23,26,18,36,49,21,44,15,42,22,9,11,32,28,18,20,28,31,13,48,38,8,8,34,37,9,40,45,40,38,36,0,28,53,30,9,58,20,27,23,31,27,36,21,17,15,32,26,38,9,22,37,35,19,31,46,27,41,37,40,17,48,27,21,21,8,42,8,4,43,47,21
v61,29,41,24,43,15,36,18,7,32,33,37,18,51,8,11,32,25,25,43,60,38,40,36,26,46,22,16,60,13,2,24,8,27,39,36,15,66,16,37,17,10,14,40,44,38,11,17,22,14,36,28,8,15,33,24,17,12,30,28,28,0,25,34,33,30,20,51,43,13,9,34,19,41,43,8,50,14,19,50,39,33,47,19,22,47,17,9,16,41,20,5,35,11,20,18,36,26,19,23,7
v62,50,56,19,68,22,61,21,32,9,34,62,15,76,33,24,57,48,50,20,85,55,65,37,1,71,11,41,37,30,27,49,21,4,64,13,40,43,31,62,42,35,39,35,53,25,36,42,5,37,61,45,19,16,48,49,26,19,15,17,53,25,0,59,44,5,33,40,68,38,34,17,44,54,68,31,39,37,44,75,16,18,72,22,45,26,12,24,39,62,7,26,60,36,45,41,61,49,42,46,32
v63,35,47,40,11,37,30,38,27,50,39,43,44,23,26,35,36,19,13,49,26,44,34,42,60,12,48,18,66,29,32,12,42,55,9,50,19,72,28,23,19,24,20,46,50,44,23,17,54,34,34,34,40,43,39,10,51,46,44,42,30,34,59,0,39,64,26,57,9,21,25,42,15,47,25,30,56,22,21,24,45,41,19,37,20,53,47,43,36,47,54,33,9,23,22,18,26,32,23,17,27
v64,6,12,25,28,22,17,23,32,35,10,18,29,32,25,22,13,58,26,30,41,11,21,7,45,31,33,49,27,20,31,27,31,40,30,35,24,33,17,18,20,41,37,9,11,19,40,22,39,47,17,5,25,28,4,49,36,31,29,27,9,33,44,39,0,49,13,18,32,40,36,27,30,10,24,41,17,47,18,31,28,26,28,22,55,18,32,34,49,18,39,28,30,30,17,51,17,7,52,56,30
v65,55,61,24,73,27,66,26,37,14,39,67,20,81,38,29,62,49,55,19,90,60,70,42,4,76,16,46,38,35,32,54,22,9,69,14,45,42,36,67,47,40,44,40,58,30,41,47,10,38,66,50,24,21,53,54,27,20,20,22,58,30,5,64,49,0,38,45,73,43,39,22,49,59,73,34,44,42,49,80,21,23,77,27,46,31,17,25,40,67,10,31,65,41,50,46,66,54,43,51,37
v66,17,23,14,35,11,28,12,19,24,13,29,18,43,12,9,24,45,17,23,52,22,32,16,34,38,22,36,40,7,18,16,18,29,31,24,11,46,4,29,9,28,24,20,24,18,27,9,28,34,28,12,14,17,15,36,25,20,18,16,20,20,33,26,13,38,0,31,35,27,23,16,17,21,35,28,30,34,11,42,19,15,39,11,42,27,21,21,36,29,28,15,27,17,12,38,28,16,39,43,17
