,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v11,20,48,56,17,16,65,14,47,39,36,0,36,13,36,38,38,53,8,65,48,43,59,41,35,7,43,57,25,59,9,9,25,28,40,36,29,45,36,53,61,22,39,18,37,28,30,51,31,33,33,43,38,37,49,15,16,40,18,44,43,27,15,62,9,24,64,57,40,22,5,57,70,41,60,57,21,34,16,9,42,20,47,78,50,22,69,23,57,48,32,42,35,37,23,32,33,32,26,16,57
v12,16,32,20,25,26,29,24,27,35,20,36,0,23,40,14,16,17,28,29,34,33,23,33,31,43,25,21,19,23,45,39,29,28,4,4,13,31,40,17,25,22,43,22,11,8,6,15,27,27,23,7,38,17,25,21,24,44,18,14,17,9,33,26,37,26,28,21,36,14,39,25,34,37,24,21,15,36,20,27,38,24,11,42,20,14,33,25,21,14,36,14,13,23,19,36,13,28,30,20,21
v13,7,35,43,6,5,52,25,42,50,23,13,23,0,25,29,25,40,17,52,35,48,46,28,46,20,30,44,34,46,22,16,14,15,27,23,28,32,25,40,48,33,28,7,26,15,17,38,42,20,38,30,25,24,40,2,5,29,5,31,30,16,10,49,20,11,51,44,51,23,16,44,57,52,47,44,8,21,25,4,53,31,34,65,37,19,56,10,44,35,21,29,28,24,34,21,28,43,15,3,44
v14,30,22,42,19,20,41,50,67,75,20,36,40,25,0,54,24,27,42,39,22,73,33,15,71,33,17,31,59,37,35,29,15,12,42,36,53,19,4,43,37,58,3,18,51,38,36,41,67,13,63,33,12,23,65,25,20,6,22,26,23,41,23,40,45,14,48,31,76,48,41,31,48,77,34,41,31,8,50,27,78,56,51,52,60,44,43,15,43,54,4,54,53,17,59,8,53,68,14,26,31
v15,24,46,18,35,34,27,26,13,21,34,38,14,29,54,0,30,31,30,27,48,19,33,47,17,45,39,23,13,21,47,41,43,42,12,18,9,45,54,15,23,24,57,36,3,16,18,13,17,41,9,21,52,31,11,29,34,58,32,28,31,13,35,24,39,40,26,25,22,16,41,39,32,23,24,19,23,50,22,29,24,26,9,40,12,16,31,39,19,10,50,4,3,37,19,50,5,14,44,28,27
v16,18,16,18,27,28,27,26,43,51,4,38,16,25,24,30,0,15,30,27,18,49,21,17,47,45,9,19,35,21,47,41,27,12,18,12,29,15,24,19,23,34,27,20,27,14,12,17,43,11,39,9,22,1,41,23,26,28,20,6,5,17,35,24,39,14,26,19,52,24,41,19,32,53,22,19,17,20,26,29,54,32,27,40,36,20,31,15,19,30,20,30,29,7,35,20,29,44,26,22,19
v17,33,15,19,42,43,18,41,44,52,17,53,17,40,27,31,15,0,45,12,17,50,6,16,48,60,10,8,36,14,62,56,42,25,19,17,30,14,31,20,14,39,26,35,28,25,23,18,44,20,40,10,21,16,42,38,41,27,35,9,10,26,50,17,54,29,25,6,53,31,56,8,25,54,7,18,32,19,37,44,55,41,28,25,37,31,18,30,20,31,27,31,30,16,36,35,30,45,41,37,4
v18,12,40,48,23,22,57,8,39,33,28,8,28,17,42,30,30,45,0,57,40,35,51,35,29,15,35,49,17,51,17,15,31,30,32,28,21,37,42,45,53,16,45,24,29,20,22,43,25,29,25,35,40,29,41,17,22,46,20,36,35,19,21,54,9,28,56,49,34,14,11,49,62,35,52,49,13,38,8,15,36,14,39,70,42,14,61,27,49,40,38,34,27,29,17,38,25,26,32,16,49
v19,45,23,11,54,55,10,53,36,44,29,65,29,52,39,27,27,12,57,0,25,42,10,24,40,72,22,8,40,6,74,68,54,37,25,29,36,22,43,12,6,51,38,47,28,37,35,14,44,32,32,22,29,28,34,50,53,35,47,21,22,38,62,9,66,41,17,8,45,43,68,16,17,46,5,10,44,31,49,56,47,53,20,13,29,43,10,42,12,23,39,23,30,28,46,47,32,41,53,49,8
v20,28,2,36,37,38,35,44,61,69,14,48,34,35,22,48,18,17,40,25,0,67,15,7,65,55,9,25,53,31,57,51,37,20,36,30,47,3,26,37,31,52,21,30,45,32,30,35,61,15,57,27,10,17,59,33,36,16,30,20,17,35,45,34,49,24,42,23,70,42,51,9,42,71,24,35,27,14,44,39,72,50,45,30,54,38,35,25,37,48,22,48,47,11,53,30,47,62,36,32,21
v21,43,65,31,54,53,32,31,6,4,53,43,33,48,73,19,49,50,35,42,67,0,52,66,12,50,58,42,18,36,52,46,62,61,31,37,20,64,73,30,36,29,76,55,22,35,37,32,22,60,10,40,71,50,8,48,53,77,51,47,50,32,52,33,44,59,25,44,11,25,46,58,27,14,43,32,42,69,27,46,11,31,22,37,13,29,32,58,30,19,69,19,20,56,24,69,20,19,63,47,46
v22,39,13,21,48,49,20,47,46,54,23,59,23,46,33,33,21,6,51,10,15,52,0,18,50,66,16,10,38,16,68,62,48,31,21,23,32,14,37,22,16,45,32,41,30,31,29,20,46,26,42,16,21,22,44,44,47,27,41,15,16,32,56,19,60,35,27,8,55,37,62,6,27,56,9,20,38,25,43,50,57,47,30,19,39,37,20,36,22,33,33,33,32,22,40,41,32,47,47,43,6
v23,23,7,35,30,31,34,43,60,68,13,41,33,28,15,47,17,16,35,24,7,66,18,0,64,48,8,24,52,30,50,44,30,13,35,29,46,4,19,36,30,51,14,23,44,31,29,34,60,8,56,26,5,16,58,26,29,11,23,19,16,34,38,33,42,17,41,22,69,41,44,16,41,70,23,34,24,7,43,32,71,49,44,37,53,37,34,18,36,47,15,47,46,10,52,23,46,61,29,25,20
v24,41,63,29,52,51,34,21,16,8,51,35,31,46,71,17,47,48,29,40,65,12,50,64,0,40,56,40,12,34,40,44,60,59,29,35,18,62,71,28,34,17,74,53,20,33,35,30,10,58,8,38,69,48,18,46,51,75,49,45,48,30,50,31,32,57,33,42,5,23,34,56,39,6,41,30,40,67,21,44,7,19,20,47,19,27,38,56,28,17,67,17,18,54,12,67,18,7,61,45,44
v25,27,55,63,18,17,72,19,54,46,43,7,43,20,33,45,45,60,15,72,55,50,66,48,40,0,50,64,32,66,2,4,20,35,47,43,36,52,31,60,68,27,34,25,44,35,37,58,36,40,40,50,45,44,56,22,19,39,25,51,50,34,10,69,14,31,71,64,45,29,10,64,77,46,67,64,28,41,23,16,47,25,54,85,57,29,76,30,64,55,33,49,42,44,28,27,40,37,21,23,64
v26,23,7,27,32,33,26,35,52,60,7,43,25,30,17,39,9,10,35,22,9,58,16,8,56,50,0,16,44,22,52,46,32,15,27,21,38,6,21,28,22,43,18,25,36,23,21,26,52,10,48,18,13,8,50,28,31,19,25,11,8,26,40,25,44,19,33,14,61,33,46,14,33,62,17,26,22,11,35,34,63,41,36,35,45,29,26,20,28,39,17,39,38,6,44,25,38,53,31,27,14
v27,37,23,11,46,47,10,45,36,44,21,57,21,44,31,23,19,8,49,8,25,42,10,24,40,64,16,0,32,6,66,60,46,29,17,21,28,22,35,12,6,43,34,39,20,29,27,10,36,24,32,14,29,20,34,42,45,35,39,13,14,30,54,9,58,33,17,2,45,35,60,16,17,46,3,10,36,27,41,48,47,45,20,21,29,35,12,34,12,23,31,23,22,20,38,39,24,37,45,41,4
v28,29,51,31,40,39,40,13,22,16,39,25,19,34,59,13,35,36,17,40,53,18,38,52,12,32,44,32,0,34,34,32,48,47,17,23,6,50,59,28,36,11,62,41,12,21,23,26,8,46,8,26,57,36,24,34,39,63,37,33,36,18,38,37,26,45,39,32,17,11,28,44,45,18,35,32,28,55,9,32,19,13,22,53,25,15,44,44,32,23,55,17,10,42,6,55,8,9,49,33,32
v29,39,29,5,48,49,6,47,30,38,23,59,23,46,37,21,21,14,51,6,31,36,16,30,34,66,22,6,34,0,68,62,48,31,19,23,30,28,37,6,2,45,40,41,22,31,29,8,38,26,26,16,35,22,28,44,47,41,41,15,16,32,56,3,60,35,11,8,39,37,62,22,11,40,7,4,38,33,43,50,41,47,14,19,23,37,10,36,6,17,33,17,24,22,40,41,26,35,47,43,10
v30,29,57,65,20,19,74,21,56,48,45,9,45,22,35,47,47,62,17,74,57,52,68,50,40,2,52,66,34,68,0,6,20,37,49,45,38,54,31,62,70,27,36,27,46,37,39,60,36,42,42,52,47,46,58,24,21,41,27,53,52,36,12,71,14,33,73,66,45,31,10,66,79,46,69,66,30,43,25,18,47,25,56,87,59,31,78,32,66,57,35,51,44,46,28,27,42,37,21,25,66
v31,23,51,59,14,13,68,23,50,48,39,9,39,16,29,41,41,56,15,68,51,46,62,44,44,4,46,60,32,62,6,0,16,31,43,39,32,48,27,56,64,31,30,21,40,31,33,54,40,36,36,46,41,40,52,18,15,35,21,47,46,30,6,65,18,27,67,60,49,25,14,60,73,50,63,60,24,37,23,12,51,29,50,81,53,25,72,26,60,51,29,45,38,40,32,23,36,41,17,19,60
v32,19,37,45,8,9,54,39,56,64,25,25,29,14,15,43,27,42,31,54,37,62,48,30,60,20,32,46,48,48,20,16,0,17,31,25,42,34,11,42,50,47,16,7,40,27,25,40,56,22,52,32,27,26,54,14,9,21,11,33,32,30,10,51,34,13,53,46,65,37,30,46,59,66,49,46,20,23,39,16,67,45,40,67,49,33,58,12,46,43,15,43,42,26,48,7,42,57,1,15,46
v33,18,20,30,17,18,37,38,55,63,8,28,28,15,12,42,12,25,30,37,20,61,31,13,59,35,15,29,47,31,37,31,17,0,30,24,41,17,12,31,33,46,15,10,39,26,24,29,55,5,51,21,10,11,53,13,16,16,10,16,15,29,25,34,33,4,36,29,64,36,31,29,42,65,32,29,19,8,38,19,66,44,39,50,48,32,41,5,31,42,8,42,41,9,47,10,41,56,16,14,29
v34,20,34,16,29,30,25,28,25,33,22,40,4,27,42,12,18,19,32,25,36,31,21,35,29,47,27,17,17,19,49,43,31,30,0,6,11,33,42,13,21,26,45,24,9,12,10,11,25,29,21,9,40,19,23,25,28,46,22,16,19,13,37,22,41,28,24,17,34,18,43,27,30,35,20,17,19,38,24,31,36,28,9,38,18,18,29,27,17,12,38,12,11,25,21,38,11,26,32,24,17
v35,16,28,20,25,26,29,24,31,39,16,36,4,23,36,18,12,17,28,29,30,37,23,29,35,43,21,21,23,23,45,39,25,24,6,0,17,27,36,17,25,22,39,18,15,8,6,15,31,23,27,7,34,13,29,21,24,40,18,10,13,9,33,26,37,22,28,21,40,14,39,21,34,41,24,21,15,32,20,27,42,24,15,42,24,14,33,21,21,18,32,18,17,19,23,32,17,32,26,20,21
v36,23,45,27,34,33,36,17,18,22,33,29,13,28,53,9,29,30,21,36,47,20,32,46,18,36,38,28,6,30,38,32,42,41,11,17,0,44,53,24,32,15,56,35,8,15,17,22,14,40,10,20,51,30,20,28,33,57,31,27,30,12,32,33,30,39,35,28,23,7,32,38,41,24,31,28,22,49,13,26,25,17,18,49,21,9,40,38,28,19,49,13,6,36,10,49,4,15,43,27,28
v37,25,3,33,34,35,32,41,58,66,11,45,31,32,19,45,15,14,37,22,3,64,14,4,62,52,6,22,50,28,54,48,34,17,33,27,44,0,23,34,28,49,18,27,42,29,27,32,58,12,54,24,7,14,56,30,33,13,27,17,14,32,42,31,46,21,39,20,67,39,48,12,39,68,21,32,24,11,41,36,69,47,42,33,51,35,32,22,34,45,19,45,44,8,50,27,44,59,33,29,18
v38,30,26,42,19,20,43,50,67,75,20,36,40,25,4,54,24,31,42,43,26,73,37,19,71,31,21,35,59,37,31,27,11,12,42,36,53,23,0,43,39,58,5,18,51,38,36,41,67,13,63,33,16,23,65,25,20,10,22,26,23,41,21,40,45,14,48,35,76,48,41,35,48,77,38,41,31,12,50,27,78,56,51,56,60,44,47,15,43,54,4,54,53,17,59,4,53,68,10,26,35
v39,33,35,3,42,43,12,41,24,32,23,53,17,40,43,15,19,20,45,12,37,30,22,36,28,60,28,12,28,6,62,56,42,31,13,17,24,34,43,0,8,39,46,35,16,25,23,2,32,30,20,10,41,20,22,38,41,47,35,17,20,26,50,9,54,29,11,14,33,31,56,28,17,34,13,4,32,39,37,44,35,41,8,25,17,31,16,30,4,11,39,11,18,26,34,39,20,29,41,37,16
v40,41,29,5,50,51,4,49,30,38,25,61,25,48,37,23,23,14,53,6,31,36,16,30,34,68,22,6,36,2,70,64,50,33,21,25,32,28,39,8,0,47,40,43,24,33,31,10,40,28,28,18,35,24,28,46,49,41,43,17,18,34,58,3,62,37,11,8,39,39,64,22,11,40,7,4,40,33,45,52,41,49,14,17,23,39,8,38,6,17,35,19,26,24,42,43,28,37,49,45,10
v41,28,50,42,39,38,51,8,33,25,38,22,22,33,58,24,34,39,16,51,52,29,45,51,17,27,43,43,11,45,27,31,47,46,26,22,15,49,58,39,47,0,61,40,23,20,22,37,9,45,19,29,56,35,35,33,38,62,36,32,35,17,37,48,15,44,50,43,18,10,17,43,56,19,46,43,27,54,8,31,20,2,33,64,36,14,55,43,43,34,54,28,21,41,5,54,19,10,48,32,43
v42,33,21,45,22,23,44,53,70,78,23,39,43,28,3,57,27,26,45,38,21,76,32,14,74,34,18,34,62,40,36,30,16,15,45,39,56,18,5,46,40,61,0,21,54,41,39,44,70,16,66,36,11,26,68,28,23,5,25,29,26,44,24,43,48,17,51,32,79,51,44,30,51,80,33,44,34,7,53,30,81,59,54,51,63,47,44,18,46,57,7,57,56,20,62,9,56,71,15,29,30
v43,12,30,38,7,8,47,32,49,57,18,18,22,7,18,36,20,35,24,47,30,55,41,23,53,25,25,39,41,41,27,21,7,10,24,18,35,27,18,35,43,40,21,0,33,20,18,33,49,15,45,25,20,19,47,7,6,22,4,26,25,23,15,44,27,6,46,39,58,30,23,39,52,59,42,39,13,16,32,9,60,38,33,60,42,26,51,5,39,36,14,36,35,19,41,14,35,50,8,8,39
v44,21,43,19,32,31,28,25,16,24,31,37,11,26,51,3,27,28,29,28,45,22,30,44,20,44,36,20,12,22,46,40,40,39,9,15,8,42,51,16,24,23,54,33,0,13,15,14,16,38,12,18,49,28,14,26,31,55,29,25,28,10,34,25,38,37,27,22,25,15,40,36,33,26,23,20,20,47,21,28,27,25,10,41,13,15,32,36,20,11,47,5,2,34,18,47,4,17,41,25,24
v45,8,30,28,19,18,37,16,29,37,18,28,8,15,38,16,14,25,20,37,32,35,31,31,33,35,23,29,21,31,37,31,27,26,12,8,15,29,38,25,33,20,41,20,13,0,2,23,29,25,25,15,36,15,27,13,18,42,16,16,15,3,25,34,29,24,36,29,38,10,31,29,42,39,32,29,7,34,12,19,40,18,19,50,22,6,41,23,29,20,34,16,15,21,21,34,15,30,28,12,29
v46,10,28,26,19,20,35,18,31,39,16,30,6,17,36,18,12,23,22,35,30,37,29,29,35,37,21,27,23,29,39,33,25,24,10,6,17,27,36,23,31,22,39,18,15,2,0,21,31,23,27,13,34,13,29,15,18,40,14,14,13,5,27,32,31,22,34,27,40,12,33,27,40,41,30,27,9,32,14,21,42,20,17,48,24,8,39,21,27,18,32,18,17,19,23,32,17,32,26,14,27
v47,31,33,5,40,41,14,39,26,34,21,51,15,38,41,13,17,18,43,14,35,32,20,34,30,58,26,10,26,8,60,54,40,29,11,15,22,32,41,2,10,37,44,33,14,23,21,0,30,28,22,8,39,18,24,36,39,45,33,15,18,24,48,11,52,27,13,12,35,29,54,26,19,36,11,6,30,37,35,42,37,39,10,27,19,29,18,28,6,13,37,13,16,24,32,37,18,27,39,35,14
v48,37,59,35,48,47,44,17,26,18,47,31,27,42,67,17,43,44,25,44,61,22,46,60,10,36,52,36,8,38,36,40,56,55,25,31,14,58,67,32,40,9,70,49,16,29,31,30,0,54,12,34,65,44,28,42,47,71,45,41,44,26,46,41,22,53,43,38,11,19,26,52,49,10,39,36,36,63,17,40,11,11,26,57,29,23,48,52,36,27,63,21,14,50,8,63,14,3,57,41,40
v49,17,15,29,22,23,32,37,54,62,7,33,27,20,13,41,11,20,29,32,15,60,26,8,58,40,10,24,46,26,42,36,22,5,29,23,40,12,13,30,28,45,16,15,38,25,23,28,54,0,50,20,11,10,52,18,21,17,15,13,10,28,30,29,34,9,35,24,63,35,36,24,37,64,27,28,18,9,37,24,65,43,38,45,47,31,36,10,30,41,9,41,40,4,46,15,40,55,21,17,24
v50,33,55,23,44,43,32,21,14,12,43,33,23,38,63,9,39,40,25,32,57,10,42,56,8,40,48,32,8,26,42,36,52,51,21,27,10,54,63,20,28,19,66,45,12,25,27,22,12,50,0,30,61,40,16,38,43,67,41,37,40,22,42,29,34,49,31,34,13,15,36,48,37,14,33,24,32,59,17,36,15,21,14,45,17,19,36,48,24,15,59,9,10,46,14,59,10,9,53,37,36
v51,23,25,13,32,33,22,31,34,42,13,43,7,30,33,21,9,10,35,22,27,40,16,26,38,50,18,14,26,16,52,46,32,21,9,7,20,24,33,10,18,29,36,25,18,15,13,8,34,20,30,0,31,10,32,28,31,37,25,7,10,16,40,19,44,19,21,14,43,21,46,18,27,44,17,14,22,29,27,34,45,31,18,35,27,21,26,20,14,21,29,21,20,16,26,29,20,35,31,27,14
v52,28,10,40,27,28,39,48,65,73,18,38,38,25,12,52,22,21,40,29,10,71,21,5,69,45,13,29,57,35,47,41,27,10,40,34,51,7,16,41,35,56,11,20,49,36,34,39,65,11,61,31,0,21,63,23,26,6,20,24,21,39,35,38,43,14,46,27,74,46,41,19,46,75,28,39,29,4,48,29,76,54,49,40,58,42,39,15,41,52,12,52,51,15,57,20,51,66,26,24,25
v53,17,15,19,26,27,28,27,44,52,3,37,17,24,23,31,1,16,29,28,17,50,22,16,48,44,8,20,36,22,46,40,26,11,19,13,30,14,23,20,24,35,26,19,28,15,13,18,44,10,40,10,21,0,42,22,25,27,19,7,6,18,34,25,38,13,27,20,53,25,40,20,33,54,23,20,16,19,27,28,55,33,28,41,37,21,32,14,20,31,19,31,30,6,36,19,30,45,25,21,20
v54,35,57,23,46,45,24,37,2,10,45,49,25,40,65,11,41,42,41,34,59,8,44,58,18,56,50,34,24,28,58,52,54,53,23,29,20,56,65,22,28,35,68,47,14,27,29,24,28,52,16,32,63,42,0,40,45,69,43,39,42,24,46,25,50,51,17,36,17,27,52,50,21,20,35,24,34,61,33,40,17,37,14,29,5,27,24,50,22,11,61,11,14,48,30,61,16,25,55,39,38
v55,5,33,41,6,5,50,25,42,50,21,15,21,2,25,29,23,38,17,50,33,48,44,26,46,22,28,42,34,44,24,18,14,13,25,21,28,30,25,38,46,33,28,7,26,13,15,36,42,18,38,28,23,22,40,0,5,29,3,29,28,16,12,47,20,11,49,42,51,23,18,42,55,52,45,42,6,21,25,6,53,31,32,63,35,19,54,10,42,33,21,29,28,22,34,21,28,43,15,1,42
v56,10,36,44,1,2,53,30,47,55,24,16,24,5,20,34,26,41,22,53,36,53,47,29,51,19,31,45,39,47,21,15,9,16,28,24,33,33,20,41,49,38,23,6,31,18,18,39,47,21,43,31,26,25,45,5,0,24,6,32,31,21,9,50,25,12,52,45,56,28,21,45,58,57,48,45,11,22,30,7,58,36,35,66,40,24,57,11,45,36,16,34,33,25,39,16,33,48,10,6,45
v57,34,16,46,23,24,45,54,71,79,24,40,44,29,6,58,28,27,46,35,16,77,27,11,75,39,19,35,63,41,41,35,21,16,46,40,57,13,10,47,41,62,5,22,55,42,40,45,71,17,67,37,6,27,69,29,24,0,26,30,27,45,29,44,49,18,52,33,80,52,45,25,52,81,34,45,35,8,54,31,82,60,55,46,64,48,45,19,47,58,8,58,57,21,63,14,57,72,20,30,31
v58,8,30,38,7,8,47,28,45,53,18,18,18,5,22,32,20,35,20,47,30,51,41,23,49,25,25,39,37,41,27,21,11,10,22,18,31,27,22,35,43,36,25,4,29,16,14,33,45,15,41,25,20,19,43,3,6,26,0,26,25,19,15,44,23,8,46,39,54,26,21,39,52,55,42,39,9,18,28,9,56,34,29,60,38,22,51,7,39,32,18,32,31,19,37,18,31,46,12,4,39
v59,24,18,16,33,34,21,32,41,49,8,44,14,31,26,28,6,9,36,21,20,47,15,19,45,51,11,13,33,15,53,47,33,16,16,10,27,17,26,17,17,32,29,26,25,16,14,15,41,13,37,7,24,7,39,29,32,30,26,0,3,17,41,18,45,20,22,13,50,22,47,13,26,51,16,15,23,22,28,35,52,32,25,34,34,22,25,21,17,28,22,28,27,9,33,26,27,42,32,28,13
v60,23,15,19,32,33,22,31,44,52,7,43,17,30,23,31,5,10,35,22,17,50,16,16,48,50,8,14,36,16,52,46,32,15,19,13,30,14,23,20,18,35,26,25,28,15,13,18,44,10,40,10,21,6,42,28,31,27,25,3,0,18,40,19,44,19,25,14,53,25,46,14,27,54,17,18,22,19,27,34,55,33,28,35,37,21,26,20,20,31,19,31,30,6,36,25,30,45,31,27,14
v61,11,33,29,22,21,38,15,26,34,21,27,9,16,41,13,17,26,19,38,35,32,32,34,30,34,26,30,18,32,36,30,30,29,13,9,12,32,41,26,34,17,44,23,10,3,5,24,26,28,22,16,39,18,24,16,21,45,19,17,18,0,24,35,28,27,37,30,35,7,30,30,43,36,33,30,10,37,11,18,37,15,20,51,23,5,42,26,30,21,37,15,12,24,18,37,12,27,31,15,30
v62,17,45,53,8,7,62,29,46,54,33,15,33,10,23,35,35,50,21,62,45,52,56,38,50,10,40,54,38,56,12,6,10,25,37,33,32,42,21,50,58,37,24,15,34,25,27,48,46,30,42,40,35,34,46,12,9,29,15,41,40,24,0,59,24,21,61,54,55,27,20,54,67,56,57,54,18,31,29,6,57,35,44,75,47,23,66,20,54,45,23,39,32,34,38,17,32,47,11,13,54
v63,42,32,6,51,52,3,50,27,35,26,62,26,49,40,24,24,17,54,9,34,33,19,33,31,69,25,9,37,3,71,65,51,34,22,26,33,31,40,9,3,48,43,44,25,34,32,11,41,29,29,19,38,25,25,47,50,44,44,18,19,35,59,0,63,38,8,11,36,40,65,25,8,37,10,5,41,36,46,53,38,50,15,16,20,40,7,39,5,14,36,20,27,25,43,44,29,38,50,46,13
v64,21,49,57,26,25,66,13,48,40,37,9,37,20,45,39,39,54,9,66,49,44,60,42,32,14,44,58,26,60,14,18,34,33,41,37,30,46,45,54,62,15,48,27,38,29,31,52,22,34,34,44,43,38,50,20,25,49,23,45,44,28,24,63,0,31,65,58,33,23,4,58,71,32,61,58,22,41,17,18,33,13,48,79,51,23,70,30,58,49,41,43,36,38,20,41,34,25,35,19,58
v65,16,24,32,13,14,41,36,53,61,12,24,26,11,14,40,14,29,28,41,24,59,35,17,57,31,19,33,45,35,33,27,13,4,28,22,39,21,14,29,37,44,17,6,37,24,22,27,53,9,49,19,14,13,51,11,12,18,8,20,19,27,21,38,31,0,40,33,62,34,27,33,46,63,36,33,17,10,36,15,64,42,37,54,46,30,45,1,33,40,10,40,39,13,45,10,39,54,12,12,33
v66,44,40,8,53,54,7,52,19,27,28,64,28,51,48,26,26,25,56,17,42,25,27,41,33,71,33,17,39,11,73,67,53,36,24,28,35,39,48,11,11,50,51,46,27,36,34,13,43,35,31,21,46,27,17,49,52,52,46,22,25,37,61,8,65,40,0,19,32,42,67,33,6,35,18,7,43,44,48,55,32,52,17,14,14,42,7,41,7,16,44,22,29,31,45,46,31,40,52,48,21
